block,repeat,batch,dp_rank,matched_pair,role,family,request_id,actual_tokens,expected_tokens,vision_tokens,e2e_s,ttft_s,tpot_s,processor_s,engine_e2e_s
b0,r0,b4,0,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,3.1040534619241953,0.23446456203237176,0.09256738386747818,0.011893060058355331,3.09216040186584
b0,r0,b4,0,short_02,text,matched_natural_text_short,matched_natural_text_short_02,1909,1909,0,3.0911175557412207,0.22152865584939718,0.09256738386747818,0.011782241985201836,3.079335313756019
b0,r0,b4,0,short_03,text,matched_natural_text_short,matched_natural_text_short_03,1909,1909,0,3.0784816490486264,0.2088927491568029,0.09256738386747818,0.00924057001248002,3.0692410790361464
b0,r0,b1,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,3.3782799979671836,0.5064017088152468,0.09264123513393345,0.16501272795721889,3.2132672700099647
b0,r0,b4,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,3.725115336943418,0.47371606109663844,0.10488384760796063,0.16052950592711568,3.564585831016302
b0,r0,b4,0,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,3.7470963769592345,0.8301333501003683,0.09409558151157633,0.08767204498872161,3.659424331970513
b0,r0,b4,0,long_02,vision,four_real_charts_long,four_real_charts_long_02,3961,3961,1876,3.6586487176828086,0.7416856908239424,0.09409558151157633,0.10301634902134538,3.5556323686614633
b0,r0,b4,0,long_03,vision,four_real_charts_long,four_real_charts_long_03,3961,3961,1876,3.6463255928829312,0.7970193838700652,0.09191310351654407,0.0994573999196291,3.546868192963302
b0,r1,b4,0,long_00,text,matched_natural_text_long,matched_natural_text_long_00,3785,3785,0,3.1788064748980105,0.2622199966572225,0.0940834347819609,0.026324222795665264,3.1524822521023452
b0,r1,b4,0,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,3.15099604614079,0.234409567900002,0.0940834347819609,0.02230040915310383,3.128695636987686
b0,r1,b4,0,long_02,text,matched_natural_text_long,matched_natural_text_long_02,3961,3961,0,3.2184997997246683,0.36185813695192337,0.09214973105718532,0.015185564756393433,3.203314234968275
b0,r1,b4,0,long_03,text,matched_natural_text_long,matched_natural_text_long_03,3961,3961,0,3.20266342908144,0.3460217663086951,0.09214973105718532,0.011768054217100143,3.19089537486434
b0,r1,b1,0,long_00,text,matched_natural_text_long,matched_natural_text_long_00,3785,3785,0,3.0615022839047015,0.19290889613330364,0.09253527057327089,0.02626335108652711,3.0352389328181744
b0,r1,b4,0,short_00,vision,four_real_charts_short,four_real_charts_short_00,1733,1733,1700,3.814403848256916,0.7907331231981516,0.09753776532447626,0.150379435159266,3.66402441309765
b0,r1,b4,0,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,3.6633306541480124,0.6396599290892482,0.09753776532447626,0.07999155903235078,3.5833390951156616
b0,r1,b4,0,short_02,vision,four_real_charts_short,four_real_charts_short_02,1909,1909,1876,3.582656944170594,0.55898621911183,0.09753776532447626,0.09017949411645532,3.492477450054139
b0,r1,b4,0,short_03,vision,four_real_charts_short,four_real_charts_short_03,1909,1909,1876,3.673165422398597,0.7943220930173993,0.09286591385100637,0.08971894439309835,3.5834464780054986
b0,r1,b1,0,short_00,text,matched_natural_text_short,matched_natural_text_short_00,1733,1733,0,3.06872304296121,0.17748132022097707,0.09326586202387849,0.012606466189026833,3.056116576772183
b0,r1,b4,0,short_00,text,matched_natural_text_short,matched_natural_text_short_00,1733,1733,0,3.063561046961695,0.23328507225960493,0.09129922499039,0.013034990057349205,3.0505260569043458
b0,r1,b4,0,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,3.0493457126431167,0.2190697379410267,0.09129922499039,0.01265617972239852,3.036689532920718
b0,r1,b4,0,short_02,text,matched_natural_text_short,matched_natural_text_short_02,1909,1909,0,3.0356427705846727,0.20536679588258266,0.09129922499039,0.01185322878882289,3.02378954179585
b0,r1,b4,0,short_03,text,matched_natural_text_short,matched_natural_text_short_03,1909,1909,0,3.0228691436350346,0.19259316893294454,0.09129922499039,0.00939996400848031,3.0134691796265543
b0,r1,b1,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,3.2463552309200168,0.35059679113328457,0.09341156257376555,0.16336730774492025,3.0829879231750965
b0,r1,b1,0,short_00,vision,four_real_charts_short,four_real_charts_short_00,1733,1733,1700,3.209425119217485,0.3355277762748301,0.09270636590137597,0.1487565222196281,3.060668596997857
b0,r1,b4,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,3.458035016898066,0.35705676721408963,0.10003155644141859,0.15694976598024368,3.301085250917822
b0,r1,b4,0,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,3.487390572670847,0.5176243707537651,0.09579890973926071,0.0878499997779727,3.3995405728928745
b0,r1,b4,0,long_02,vision,four_real_charts_long,four_real_charts_long_02,3961,3961,1876,3.4913021298125386,0.5608290988020599,0.09453138809711222,0.09988761926069856,3.39141451055184
b0,r1,b4,0,long_03,vision,four_real_charts_long,four_real_charts_long_03,3961,3961,1876,3.4846885967999697,0.5996628329157829,0.09306534722207054,0.10001788986846805,3.3846707069315016
b0,r0,b1,1,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,9.647107843775302,6.759033442940563,0.09316369034950772,0.17940624989569187,9.46770159387961
b0,r0,b4,1,short_04,vision,four_real_charts_short,four_real_charts_short_04,1909,1909,1876,3.4999234969727695,0.45097838481888175,0.09835306813399639,0.19463753467425704,3.3052859622985125
b0,r0,b4,1,short_05,vision,four_real_charts_short,four_real_charts_short_05,1821,1821,1788,3.497887816745788,0.5125671289861202,0.09630066734708605,0.13450617203488946,3.3633816447108984
b0,r0,b4,1,short_06,vision,four_real_charts_short,four_real_charts_short_06,1733,1733,1700,3.4513080501928926,0.5511938552372158,0.09355207080502183,0.11774459108710289,3.3335634591057897
b0,r0,b4,1,short_07,vision,four_real_charts_short,four_real_charts_short_07,1733,1733,1700,3.436469302047044,0.5579409571364522,0.09285575306163199,0.11936879809945822,3.317100503947586
b0,r0,b4,1,long_04,text,matched_natural_text_long,matched_natural_text_long_04,3961,3961,0,3.2697700932621956,0.3213640721514821,0.09510987164873269,0.0346304839476943,3.2351396093145013
b0,r0,b4,1,long_05,text,matched_natural_text_long,matched_natural_text_long_05,3873,3873,0,3.23367726104334,0.2852712399326265,0.09510987164873269,0.01966042397543788,3.214016837067902
b0,r0,b4,1,long_06,text,matched_natural_text_long,matched_natural_text_long_06,3785,3785,0,3.314200229011476,0.42036505974829197,0.09334952158913497,0.01375165767967701,3.300448571331799
b0,r0,b4,1,long_07,text,matched_natural_text_long,matched_natural_text_long_07,3785,3785,0,3.299828380346298,0.40599321108311415,0.09334952158913497,0.010703650303184986,3.2891247300431132
b0,r0,b1,1,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,3.058258872013539,0.1877443604171276,0.09259724230956166,0.01724700117483735,3.0410118708387017
b0,r0,b1,1,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,3.103580967988819,0.19264109479263425,0.09390128623213499,0.029694257769733667,3.073886710219085
b0,r0,b4,1,short_04,text,matched_natural_text_short,matched_natural_text_short_04,1909,1909,0,3.1191109120845795,0.249273173045367,0.09257541093674879,0.014414453413337469,3.104696458671242
b0,r0,b4,1,short_05,text,matched_natural_text_short,matched_natural_text_short_05,1821,1821,0,3.103495632763952,0.23365789372473955,0.09257541093674879,0.011232338845729828,3.092263293918222
b0,r0,b4,1,short_06,text,matched_natural_text_short,matched_natural_text_short_06,1733,1733,0,3.09116588300094,0.22132814396172762,0.09257541093674879,0.01081485627219081,3.0803510267287493
b0,r0,b4,1,short_07,text,matched_natural_text_short,matched_natural_text_short_07,1733,1733,0,3.079414564650506,0.20957682561129332,0.09257541093674879,0.008713371586054564,3.070701193064451
b0,r0,b1,1,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,3.289072115905583,0.3501860639080405,0.09480277587088846,0.15341545175760984,3.135656664147973
b0,r0,b4,1,long_04,vision,four_real_charts_long,four_real_charts_long_04,3961,3961,1876,3.725424692966044,0.4735287642106414,0.10489986866952912,0.16299457801505923,3.5624301149509847
b0,r0,b4,1,long_05,vision,four_real_charts_long,four_real_charts_long_05,3873,3873,1788,3.744869521819055,0.8216054928489029,0.09429883964419845,0.10409076884388924,3.640778752975166
b0,r0,b4,1,long_06,vision,four_real_charts_long,four_real_charts_long_06,3785,3785,1700,3.6399811087176204,0.7167170797474682,0.09429883964419845,0.09376054676249623,3.546220561955124
b0,r0,b4,1,long_07,vision,four_real_charts_long,four_real_charts_long_07,3785,3785,1700,3.6367622981779277,0.7874802299775183,0.09191232478065837,0.09116289485245943,3.5455994033254683
b0,r1,b4,1,long_04,text,matched_natural_text_long,matched_natural_text_long_04,3961,3961,0,3.179111098870635,0.2623690809123218,0.09408845219220366,0.026747012045234442,3.1523640868254006
b0,r1,b4,1,long_05,text,matched_natural_text_long,matched_natural_text_long_05,3873,3873,0,3.150873136240989,0.23413111828267574,0.09408845219220366,0.021227858029305935,3.129645278211683
b0,r1,b4,1,long_06,text,matched_natural_text_long,matched_natural_text_long_06,3785,3785,0,3.219434984959662,0.3627044311724603,0.09215259850926456,0.014451371040195227,3.2049836139194667
b0,r1,b4,1,long_07,text,matched_natural_text_long,matched_natural_text_long_07,3785,3785,0,3.2042054808698595,0.3474749270826578,0.09215259850926456,0.011517605744302273,3.192687875125557
b0,r1,b1,1,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,3.0615346427075565,0.19301197957247496,0.09253298913338973,0.027442527003586292,3.03409211570397
b0,r1,b4,1,short_04,vision,four_real_charts_short,four_real_charts_short_04,1909,1909,1876,3.7244965960271657,0.3784694648347795,0.10793635907072213,0.13805277785286307,3.5864438181743026
b0,r1,b4,1,short_05,vision,four_real_charts_short,four_real_charts_short_05,1821,1821,1788,3.765171749982983,0.8590444778092206,0.0937460410378633,0.09147598408162594,3.673695765901357
b0,r1,b4,1,short_06,vision,four_real_charts_short,four_real_charts_short_06,1733,1733,1700,3.6730055259540677,0.7668782537803054,0.0937460410378633,0.08526142500340939,3.5877441009506583
b0,r1,b4,1,short_07,vision,four_real_charts_short,four_real_charts_short_07,1733,1733,1700,3.67900926200673,0.8000379749573767,0.09287004151772107,0.08232253696769476,3.596686725039035
b0,r1,b1,1,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,3.0687171719036996,0.17788008460775018,0.09325280926761127,0.014262518845498562,3.054454653058201
b0,r1,b4,1,short_04,text,matched_natural_text_short,matched_natural_text_short_04,1909,1909,0,3.0636189547367394,0.2333925231359899,0.09129762682583063,0.013514413964003325,3.050104540772736
b0,r1,b4,1,short_05,text,matched_natural_text_short,matched_natural_text_short_05,1821,1821,0,3.0489407256245613,0.21871429402381182,0.09129762682583063,0.011060044635087252,3.037880680989474
b0,r1,b4,1,short_06,text,matched_natural_text_short,matched_natural_text_short_06,1733,1733,0,3.0367889050394297,0.20656247343868017,0.09129762682583063,0.010663672350347042,3.0261252326890826
b0,r1,b4,1,short_07,text,matched_natural_text_short,matched_natural_text_short_07,1733,1733,0,3.025210110936314,0.19498367933556437,0.09129762682583063,0.008950405288487673,3.016259705647826
b0,r1,b1,1,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,3.246413705870509,0.3503334796987474,0.09342194277973424,0.14874785393476486,3.0976658519357443
b0,r1,b1,1,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,3.2097068149596453,0.33542774291709065,0.09271867974330822,0.13390385685488582,3.0758029581047595
b0,r1,b4,1,long_04,vision,four_real_charts_long,four_real_charts_long_04,3961,3961,1876,3.4585757120512426,0.35681985365226865,0.1000566405935153,0.142704373691231,3.3158713383600116
b0,r1,b4,1,long_05,vision,four_real_charts_long,four_real_charts_long_05,3873,3873,1788,3.502055522054434,0.53029556106776,0.09586322454795722,0.09532903134822845,3.4067264907062054
b0,r1,b4,1,long_06,vision,four_real_charts_long,four_real_charts_long_06,3785,3785,1700,3.405942532699555,0.4341825717128813,0.09586322454795722,0.08887534076347947,3.3170671919360757
b0,r1,b4,1,long_07,vision,four_real_charts_long,four_real_charts_long_07,3785,3785,1700,3.408957874402404,0.4691341882571578,0.09483302213371761,0.08533989638090134,3.3236179780215025
b1,r0,b4,0,long_00,text,matched_natural_text_long,matched_natural_text_long_00,3785,3785,0,4.643935302272439,0.4033167539164424,0.1367941467211612,0.05133848590776324,4.592596816364676
b1,r0,b4,0,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,4.5912174712866545,0.35059892293065786,0.1367941467211612,0.023257650900632143,4.567959820386022
b1,r0,b4,0,long_02,text,matched_natural_text_long,matched_natural_text_long_02,3961,3961,0,4.705476004164666,0.49839095026254654,0.13571242109361675,0.017115878872573376,4.688360125292093
b1,r0,b4,0,long_03,text,matched_natural_text_long,matched_natural_text_long_03,3961,3961,0,4.687640219926834,0.4805551660247147,0.13571242109361675,0.01260680379346013,4.675033416133374
b1,r0,b1,0,long_00,text,matched_natural_text_long,matched_natural_text_long_00,3785,3785,0,4.515260332264006,0.2804331509396434,0.13660732842981815,0.04074469720944762,4.4745156350545585
b1,r0,b4,0,short_00,vision,four_real_charts_short,four_real_charts_short_00,1733,1733,1700,4.97095899283886,0.5224445061758161,0.1435004673117111,0.18570253578945994,4.7852564570494
b1,r0,b4,0,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,5.060724237002432,0.8178901392966509,0.1368656160550252,0.13233918510377407,4.928385051898658
b1,r0,b4,0,short_02,vision,four_real_charts_short,four_real_charts_short_02,1909,1909,1876,4.92747854301706,0.6846444453112781,0.1368656160550252,0.13434285996481776,4.793135683052242
b1,r0,b4,0,short_03,vision,four_real_charts_short,four_real_charts_short_03,1909,1909,1876,4.931187489069998,0.7495998907834291,0.13488992252537318,0.1349706780165434,4.796216811053455
b1,r0,b1,0,short_00,text,matched_natural_text_short,matched_natural_text_short_00,1733,1733,0,4.509034321177751,0.2673440291546285,0.13682871909752006,0.02016362315043807,4.488870698027313
b1,r0,b4,0,short_00,text,matched_natural_text_short,matched_natural_text_short_00,1733,1733,0,4.458272613119334,0.2882835380733013,0.13451577661438816,0.020228414796292782,4.438044198323041
b1,r0,b4,0,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,4.436438972130418,0.26644989708438516,0.13451577661438816,0.01890812488272786,4.41753084724769
b1,r0,b4,0,short_02,text,matched_natural_text_short,matched_natural_text_short_02,1909,1909,0,4.4163390919566154,0.24635001691058278,0.13451577661438816,0.014061945956200361,4.402277146000415
b1,r0,b4,0,short_03,text,matched_natural_text_short,matched_natural_text_short_03,1909,1909,0,4.401426608208567,0.23143753316253424,0.13451577661438816,0.009584293235093355,4.3918423149734735
b1,r0,b1,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,4.727260896004736,0.49915517400950193,0.1363905071611366,0.1571287726983428,4.570132123306394
b1,r0,b1,0,short_00,vision,four_real_charts_short,four_real_charts_short_00,1733,1733,1700,4.701044398825616,0.4804789200425148,0.13614727350913228,0.14977456303313375,4.551269835792482
b1,r0,b4,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,5.065836525987834,0.5446502561680973,0.14584471838128182,0.15283147990703583,4.913005046080798
b1,r0,b4,0,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,5.187575546093285,0.9068948901258409,0.13808647277314337,0.10295140091329813,5.084624145179987
b1,r0,b4,0,long_02,vision,four_real_charts_long,four_real_charts_long_02,3961,3961,1876,5.083877019118518,0.8031963631510735,0.13808647277314337,0.11544637195765972,4.968430647160858
b1,r0,b4,0,long_03,vision,four_real_charts_long,four_real_charts_long_03,3961,3961,1876,5.104382015764713,0.8985140756703913,0.13567315935788135,0.11332997167482972,4.991052044089884
b1,r1,b1,0,long_00,text,matched_natural_text_long,matched_natural_text_long_00,3785,3785,0,4.535470067057759,0.28018200397491455,0.13726735687364014,0.02637950098142028,4.509090566076338
b1,r1,b4,0,short_00,text,matched_natural_text_short,matched_natural_text_short_00,1733,1733,0,4.461526727303863,0.2851280402392149,0.134722538292408,0.01357127632945776,4.447955450974405
b1,r1,b4,0,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,4.446783022023737,0.27038433495908976,0.134722538292408,0.012243559118360281,4.434539462905377
b1,r1,b4,0,short_02,text,matched_natural_text_short,matched_natural_text_short_02,1909,1909,0,4.433397638145834,0.25699895108118653,0.134722538292408,0.01202700985595584,4.421370628289878
b1,r1,b4,0,short_03,text,matched_natural_text_short,matched_natural_text_short_03,1909,1909,0,4.4204241572879255,0.2440254702232778,0.134722538292408,0.009502976201474667,4.410921181086451
b1,r1,b1,0,short_00,vision,four_real_charts_short,four_real_charts_short_00,1733,1733,1700,4.699324740096927,0.4837285792455077,0.13598697293069092,0.15453017689287663,4.54479456320405
b1,r1,b4,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,4.970141645986587,0.5162816639058292,0.1436729026477664,0.15445204684510827,4.8156895991414785
b1,r1,b4,0,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,5.0911348620429635,0.8851066650822759,0.13567832893421572,0.11589775932952762,4.975237102713436
b1,r1,b4,0,long_02,vision,four_real_charts_long,four_real_charts_long_02,3961,3961,1876,4.9742139568552375,0.7681857598945498,0.13567832893421572,0.12331704283133149,4.850896914023906
b1,r1,b4,0,long_03,vision,four_real_charts_long,four_real_charts_long_03,3961,3961,1876,4.978703235276043,0.812037467956543,0.1344085731393387,0.10478583630174398,4.873917398974299
b1,r1,b1,0,short_00,text,matched_natural_text_short,matched_natural_text_short_00,1733,1733,0,4.528578986879438,0.2771732807159424,0.13714211955366115,0.012990983668714762,4.515588003210723
b1,r1,b4,0,short_00,vision,four_real_charts_short,four_real_charts_short_00,1733,1733,1700,5.090878930874169,0.64302027085796,0.14347931161342609,0.15023522078990936,4.9406437100842595
b1,r1,b4,0,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,5.208097435068339,1.0219287648797035,0.1350376990383431,0.0955515238456428,5.112545911222696
b1,r1,b4,0,short_02,vision,four_real_charts_short,four_real_charts_short_02,1909,1909,1876,5.111415866296738,0.9252471961081028,0.1350376990383431,0.11391166597604752,4.997504200320691
b1,r1,b4,0,short_03,vision,four_real_charts_short,four_real_charts_short_03,1909,1909,1876,4.996815467253327,0.8106467970646918,0.1350376990383431,0.10637807101011276,4.890437396243215
b1,r1,b1,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,4.718526146374643,0.5031159082427621,0.13598097542360907,0.16171465627849102,4.556811490096152
b1,r1,b4,0,long_00,text,matched_natural_text_long,matched_natural_text_long_00,3785,3785,0,4.493856544140726,0.29841351928189397,0.13533687176963977,0.0263181091286242,4.467538435012102
b1,r1,b4,0,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,4.466073777992278,0.270630753133446,0.13533687176963977,0.022079743910580873,4.4439940340816975
b1,r1,b4,0,long_02,text,matched_natural_text_long,matched_natural_text_long_02,3961,3961,0,4.577527550980449,0.40465126698836684,0.13460891238684136,0.015296899247914553,4.562230651732534
b1,r1,b4,0,long_03,text,matched_natural_text_long,matched_natural_text_long_03,3961,3961,0,4.561593610793352,0.38871732680127025,0.13460891238684136,0.011942292097955942,4.549651318695396
b1,r0,b4,1,long_04,text,matched_natural_text_long,matched_natural_text_long_04,3961,3961,0,4.6441094246692955,0.40512041188776493,0.13674158105746873,0.051041587721556425,4.593067836947739
b1,r0,b4,1,long_05,text,matched_natural_text_long,matched_natural_text_long_05,3873,3873,0,4.591570924036205,0.3525819112546742,0.13674158105746873,0.022642907220870256,4.568928016815335
b1,r0,b4,1,long_06,text,matched_natural_text_long,matched_natural_text_long_06,3785,3785,0,4.706448331940919,0.4992550341412425,0.13571591283224763,0.01594721106812358,4.690501120872796
b1,r0,b4,1,long_07,text,matched_natural_text_long,matched_natural_text_long_07,3785,3785,0,4.689910381101072,0.4827170833013952,0.13571591283224763,0.012938624247908592,4.676971756853163
b1,r0,b1,1,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,4.51588500989601,0.28096262319013476,0.13661039957115728,0.046333812177181244,4.469551197718829
b1,r0,b4,1,short_04,vision,four_real_charts_short,four_real_charts_short_04,1909,1909,1876,4.970702446065843,0.5232522212900221,0.143466136283091,0.1998279201798141,4.770874525886029
b1,r0,b4,1,short_05,vision,four_real_charts_short,four_real_charts_short_05,1821,1821,1788,5.0467606210149825,0.7958020190708339,0.137127696836908,0.1287399847060442,4.918020636308938
b1,r0,b4,1,short_06,vision,four_real_charts_short,four_real_charts_short_06,1733,1733,1700,4.917180192191154,0.6662215902470052,0.137127696836908,0.11350286891683936,4.803677323274314
b1,r0,b4,1,short_07,vision,four_real_charts_short,four_real_charts_short_07,1733,1733,1700,4.941476036794484,0.7607722859829664,0.13486141131650056,0.11912726471200585,4.822348772082478
b1,r0,b1,1,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,4.509182283189148,0.2673740000464022,0.1368325252626692,0.021105165127664804,4.488077118061483
b1,r0,b4,1,short_04,text,matched_natural_text_short,matched_natural_text_short_04,1909,1909,0,4.459023525938392,0.2881841380149126,0.1345432060620477,0.021208418998867273,4.437815106939524
b1,r0,b4,1,short_05,text,matched_natural_text_short,matched_natural_text_short_05,1821,1821,0,4.436190277338028,0.2653508894145489,0.1345432060620477,0.017069175373762846,4.419121101964265
b1,r0,b4,1,short_06,text,matched_natural_text_short,matched_natural_text_short_06,1733,1733,0,4.41788734216243,0.2470479542389512,0.1345432060620477,0.01242719916626811,4.405460142996162
b1,r0,b4,1,short_07,text,matched_natural_text_short,matched_natural_text_short_07,1733,1733,0,4.404607750009745,0.23376836208626628,0.1345432060620477,0.009684542659670115,4.394923207350075
b1,r0,b1,1,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,4.727961029857397,0.5001173680648208,0.13638205360621214,0.16043101996183395,4.567530009895563
b1,r0,b1,1,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,4.70181157020852,0.4811474489979446,0.13615045552292177,0.15515774441882968,4.54665382578969
b1,r0,b4,1,long_04,vision,four_real_charts_long,four_real_charts_long_04,3961,3961,1876,5.066679021343589,0.545540533028543,0.14584317704242084,0.16792557993903756,4.898753441404551
b1,r0,b4,1,long_05,vision,four_real_charts_long,four_real_charts_long_05,3873,3873,1788,5.173307198099792,0.8925435598939657,0.13808914961954277,0.10010111099109054,5.0732060871087015
b1,r0,b4,1,long_06,vision,four_real_charts_long,four_real_charts_long_06,3785,3785,1700,5.072392983362079,0.7916293451562524,0.13808914961954277,0.09062615921720862,4.98176682414487
b1,r0,b4,1,long_07,vision,four_real_charts_long,four_real_charts_long_07,3785,3785,1700,5.117458878085017,0.9116150750778615,0.1356723807421663,0.0905338260345161,5.026925052050501
b1,r1,b1,1,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,4.5360733470879495,0.2811151472851634,0.1372567161226705,0.02684161113575101,4.5092317359521985
b1,r1,b4,1,short_04,text,matched_natural_text_short,matched_natural_text_short_04,1909,1909,0,4.462247453164309,0.285722813103348,0.13472660129228908,0.014241743832826614,4.448005709331483
b1,r1,b4,1,short_05,text,matched_natural_text_short,matched_natural_text_short_05,1821,1821,0,4.446812917012721,0.27028827695176005,0.13472660129228908,0.010989167727530003,4.435823749285191
b1,r1,b4,1,short_06,text,matched_natural_text_short,matched_natural_text_short_06,1733,1733,0,4.434751630295068,0.2582269902341068,0.13472660129228908,0.010579293128103018,4.424172337166965
b1,r1,b4,1,short_07,text,matched_natural_text_short,matched_natural_text_short_07,1733,1733,0,4.423278369009495,0.24675372894853354,0.13472660129228908,0.008782447781413794,4.414495921228081
b1,r1,b1,1,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,4.7000948349013925,0.4845220809802413,0.13598621786842424,0.14418540196493268,4.55590943293646
b1,r1,b4,1,long_04,vision,four_real_charts_long,four_real_charts_long_04,3961,3961,1876,4.970956270117313,0.5202646469697356,0.14357069752088958,0.16360303992405534,4.807353230193257
b1,r1,b4,1,long_05,vision,four_real_charts_long,four_real_charts_long_05,3873,3873,1788,4.9474121876992285,0.5638517099432647,0.14140517670180527,0.09574257163330913,4.851669616065919
b1,r1,b4,1,long_06,vision,four_real_charts_long,four_real_charts_long_06,3785,3785,1700,4.985811025835574,0.7692573927342892,0.1360178591322995,0.09448829479515553,4.891322731040418
b1,r1,b4,1,long_07,vision,four_real_charts_long,four_real_charts_long_07,3785,3785,1700,4.890526344068348,0.6739727109670639,0.1360178591322995,0.09078676393255591,4.7997395801357925
b1,r1,b1,1,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,4.529372711200267,0.2780327652581036,0.13713999825619883,0.013780889101326466,4.515591822098941
b1,r1,b4,1,short_04,vision,four_real_charts_short,four_real_charts_short_04,1909,1909,1876,5.091602358967066,0.6440273220650852,0.14347016248070904,0.15084626572206616,4.940756093245
