condition,cosine,relative_l2,restart
text2048_c2_layer44,0.9999961022805172,0.002792260559167931,1
text2048_c2_layer45,0.9999963366414827,0.002707072307895619,1
text2048_c2_layer46,0.9999963414794456,0.002705019559188226,1
text2048_c2_layer47,0.9999961823300706,0.002763263773570983,1
text2048_c2_layer5,0.9999964131684462,0.0026785194308674076,1
text2048_c2_layer6,0.9999960471522097,0.0028119087613478213,1
text2048_c2_layer7,0.9999963762728094,0.0026926053390952556,1
text2048_c2_layer8,0.9999958740662414,0.002872662003214713,1
text2048_c2_layer9,0.9999963214284433,0.0027125007271379367,1
text512_c2_layer0,0.999996158248294,0.002771911919873547,1
text512_c2_layer1,0.999996566077555,0.002620655180854907,1
text512_c2_layer10,0.999995664370503,0.0029446971235205185,1
text512_c2_layer11,0.9999964060447164,0.002681079375404404,1
text512_c2_layer12,0.9999961050217745,0.002791426433454727,1
text512_c2_layer13,0.9999959219223836,0.0028560645406437548,1
text512_c2_layer14,0.9999964367069708,0.0026696055033595557,1
text512_c2_layer15,0.9999959850656672,0.0028339686465269644,1
text512_c2_layer16,0.9999961851726945,0.002762185964037479,1
text512_c2_layer17,0.9999963346717313,0.0027075318228231187,1
text512_c2_layer18,0.9999961306000454,0.0027818671745405543,1
text512_c2_layer19,0.9999963436430959,0.00270448159602748,1
text512_c2_layer2,0.9999964748238404,0.002655248104431897,1
text512_c2_layer20,0.999996266331638,0.002732694133256835,1
text512_c2_layer21,0.9999963390494823,0.0027059046431614597,1
text512_c2_layer22,0.999995646260869,0.0029509030050583625,1
text512_c2_layer23,0.9999962139441452,0.002751766838835354,1
text512_c2_layer24,0.9999963164670139,0.0027142594353017865,1
text512_c2_layer25,0.9999959027364197,0.0028626714528858454,1
text512_c2_layer26,0.9999964179415334,0.002676667694385907,1
text512_c2_layer27,0.9999957766208974,0.0029064273218348774,1
text512_c2_layer28,0.9999966260298631,0.0025976798017347006,1
text512_c2_layer29,0.9999960102053599,0.002824883318180595,1
text512_c2_layer3,0.9999961167745981,0.0027869237115553,1
text512_c2_layer30,0.9999959757454769,0.002836995311381683,1
text512_c2_layer31,0.9999962967864434,0.00272152596518404,1
text512_c2_layer32,0.9999965184657938,0.00263881540312892,1
text512_c2_layer33,0.9999964379004214,0.0026695021929963258,1
text512_c2_layer34,0.9999962060299715,0.002754648744027743,1
text512_c2_layer35,0.9999967689351499,0.0025422736701310126,1
text512_c2_layer36,0.9999962186624468,0.0027500400270962836,1
text512_c2_layer37,0.9999959738937257,0.0028376732620290727,1
text512_c2_layer38,0.9999966597223234,0.00258475572711276,1
text512_c2_layer39,0.9999962451797145,0.0027403782635755376,1
text512_c2_layer4,0.9999956909466039,0.0029359642685039553,1
text512_c2_layer40,0.9999960789180038,0.0028003875443954503,1
text512_c2_layer41,0.9999962282669873,0.002746534520209159,1
text512_c2_layer42,0.9999961403210617,0.002778822808181904,1
text512_c2_layer43,0.9999964411199675,0.00266802405373976,1
text512_c2_layer44,0.999996148751326,0.0027753346912251895,1
text512_c2_layer45,0.9999964262110846,0.002673570789453236,1
text512_c2_layer46,0.999996143315335,0.002777411764973595,1
text512_c2_layer47,0.9999963202419166,0.0027130906180987398,1
text512_c2_layer5,0.9999968122998889,0.002525024374074271,1
text512_c2_layer6,0.999996083687652,0.002798702154946257,1
text512_c2_layer7,0.9999962939705196,0.0027225072342076917,1
text512_c2_layer8,0.9999961271967656,0.0027830951508950367,1
text512_c2_layer9,0.999996197534907,0.0027577030341641045,1
text8192_c2_layer0,0.9999962668793526,0.0027326286430873776,1
text8192_c2_layer1,0.9999964973693501,0.0026467713559795414,1
text8192_c2_layer10,0.9999958333789788,0.0028867447051620847,1
text8192_c2_layer11,0.9999961797604399,0.0027641837654260085,1
text8192_c2_layer12,0.9999962995432617,0.002720606541908454,1
text8192_c2_layer13,0.9999959111942874,0.0028600034888020104,1
text8192_c2_layer14,0.9999959542830252,0.0028445655617326568,1
text8192_c2_layer15,0.9999961708442261,0.002767447050989648,1
text8192_c2_layer16,0.9999960626414545,0.002806281852301625,1
text8192_c2_layer17,0.9999961816335106,0.002763492533321947,1
text8192_c2_layer18,0.9999957172800125,0.002926705771251839,1
text8192_c2_layer19,0.9999963033104343,0.0027190874398115923,1
text8192_c2_layer2,0.999996429737604,0.0026721736695928945,1
text8192_c2_layer20,0.999996493390397,0.002648458014213048,1
text8192_c2_layer21,0.9999962243850823,0.002747947535492916,1
text8192_c2_layer22,0.9999958956428731,0.0028651340376232427,1
text8192_c2_layer23,0.9999961415766191,0.002778458276770121,1
text8192_c2_layer24,0.9999965527237954,0.0026257484743779746,1
text8192_c2_layer25,0.9999962243064465,0.0027484528150527043,1
text8192_c2_layer26,0.9999960249675344,0.002819590606162599,1
text8192_c2_layer27,0.9999960257268184,0.002819433518391288,1
text8192_c2_layer28,0.9999964272337952,0.002673328050960156,1
text8192_c2_layer29,0.9999962828786191,0.002726613226676291,1
text8192_c2_layer3,0.9999962298974816,0.002745962874140036,1
text8192_c2_layer30,0.9999962643907577,0.0027335812506563864,1
text8192_c2_layer31,0.9999961564031621,0.0027725816026441105,1
text8192_c2_layer32,0.9999964863441767,0.002651101309445004,1
text8192_c2_layer33,0.999996594055394,0.0026099647592966496,1
text8192_c2_layer34,0.9999963333204954,0.0027080169773497447,1
text8192_c2_layer35,0.9999962533640173,0.0027374023008697864,1
text8192_c2_layer36,0.9999965187387341,0.0026387604263667834,1
text8192_c2_layer37,0.9999964950849508,0.002647748504614415,1
text8192_c2_layer38,0.9999960125321541,0.0028239912917705752,1
text8192_c2_layer39,0.9999962805767784,0.0027274233678153586,1
text8192_c2_layer4,0.9999958630864987,0.0028764322454286955,1
text8192_c2_layer40,0.9999960972592089,0.0027939437910776154,1
text8192_c2_layer41,0.9999964160652598,0.002677338746503211,1
text8192_c2_layer42,0.9999963417965052,0.0027049229456064558,1
text8192_c2_layer43,0.9999965181844568,0.0026389263034454955,1
text8192_c2_layer44,0.999996043171458,0.0028131221354351817,1
text8192_c2_layer45,0.99999641103344,0.002679166608609964,1
text8192_c2_layer46,0.9999962799539934,0.002727795090277975,1
text8192_c2_layer47,0.9999961519929598,0.002774234234377386,1
text8192_c2_layer5,0.9999964256821656,0.0026737084281243974,1
text8192_c2_layer6,0.9999963150689741,0.002714751544484449,1
text8192_c2_layer7,0.9999963570891738,0.002699226400444989,1
text8192_c2_layer8,0.9999961450317905,0.002776726361482535,1
text8192_c2_layer9,0.9999961097154196,0.0027894432080532547,1
image1024_c2_layer0,0.999996418676665,0.002676310194464533,2
image1024_c2_layer1,0.9999964000263278,0.0026832714417512394,2
image1024_c2_layer10,0.9999962756677266,0.002729229639490851,2
image1024_c2_layer11,0.9999964547800854,0.002662785622469936,2
image1024_c2_layer12,0.9999960949958809,0.002794749511281482,2
image1024_c2_layer13,0.9999965892677037,0.0026117928150978156,2
image1024_c2_layer14,0.9999964317331682,0.0026717160995868333,2
image1024_c2_layer15,0.9999964367377577,0.002669619740748833,2
image1024_c2_layer16,0.9999959931223326,0.0028309061069144146,2
image1024_c2_layer17,0.999996156859498,0.0027724405053574743,2
image1024_c2_layer18,0.9999967490925971,0.0025498677618542866,2
image1024_c2_layer19,0.9999962647109564,0.002733335138710357,2
image1024_c2_layer2,0.9999960436389794,0.0028129567511894324,2
image1024_c2_layer20,0.9999960407671606,0.0028139774327159226,2
image1024_c2_layer21,0.9999962783071367,0.0027282840985667052,2
image1024_c2_layer22,0.9999961216469554,0.0027850942748959707,2
image1024_c2_layer23,0.9999961806904676,0.0027638034828616773,2
image1024_c2_layer24,0.9999962189592189,0.0027499384054765824,2
image1024_c2_layer25,0.9999963375504024,0.0027065455305172043,2
image1024_c2_layer26,0.9999963528074903,0.002701033969618544,2
image1024_c2_layer27,0.9999965347744932,0.002632590174096122,2
image1024_c2_layer28,0.9999961996438672,0.002757137690553816,2
image1024_c2_layer29,0.9999961281634523,0.00278293006720997,2
image1024_c2_layer3,0.9999958719682637,0.0028735621828497146,2
image1024_c2_layer30,0.9999962746482172,0.0027296267376147316,2
image1024_c2_layer31,0.9999962744293125,0.0027296872921185517,2
image1024_c2_layer32,0.9999960318841351,0.0028173271019059434,2
image1024_c2_layer33,0.9999961189782663,0.0027860577429327815,2
image1024_c2_layer34,0.99999623400061,0.0027447573405302134,2
image1024_c2_layer35,0.99999632160219,0.0027123389773431057,2
image1024_c2_layer36,0.9999963131353031,0.002715539429832743,2
image1024_c2_layer37,0.9999963416347187,0.0027050031106246437,2
image1024_c2_layer38,0.9999962907225899,0.002723702473167142,2
image1024_c2_layer39,0.9999960139089237,0.002823503854254747,2
image1024_c2_layer4,0.9999960715790083,0.002803200632567575,2
image1024_c2_layer40,0.9999963935469478,0.0026857132826443755,2
image1024_c2_layer41,0.9999964708565804,0.002656804730174837,2
image1024_c2_layer42,0.9999964913422793,0.002649040160502152,2
image1024_c2_layer43,0.9999962854198019,0.002726102914500701,2
image1024_c2_layer44,0.9999961786346435,0.002764568251020931,2
image1024_c2_layer45,0.9999961651679817,0.0027694146773276263,2
image1024_c2_layer46,0.9999963540315961,0.002700394647112534,2
image1024_c2_layer47,0.9999962966135172,0.0027215363240797406,2
image1024_c2_layer5,0.999995851345266,0.0028808368526936977,2
image1024_c2_layer6,0.9999966994404229,0.0025692809001127775,2
image1024_c2_layer7,0.9999962487070364,0.002739088709890859,2
image1024_c2_layer8,0.9999964762729898,0.0026547107820447426,2
image1024_c2_layer9,0.9999967462202081,0.002550995430838648,2
image448_c2_layer0,0.999996564128656,0.0026214054570474384,2
image448_c2_layer1,0.9999962171343995,0.002750587318439161,2
image448_c2_layer10,0.9999962100601831,0.0027531560793339002,2
image448_c2_layer11,0.9999962251944198,0.002747653312028234,2
image448_c2_layer12,0.9999960735766342,0.002802303819588775,2
image448_c2_layer13,0.999996324581357,0.0027112823481340574,2
image448_c2_layer14,0.999996205876839,0.002754716356037984,2
image448_c2_layer15,0.9999962790072631,0.002727997821925475,2
image448_c2_layer16,0.9999963994023467,0.002683792986909498,2
image448_c2_layer17,0.9999961802019632,0.0027639825155433544,2
image448_c2_layer18,0.9999961228644954,0.0027846586628809756,2
image448_c2_layer19,0.9999960899403476,0.0027968119208658013,2
image448_c2_layer2,0.999996174349144,0.002766365631466865,2
image448_c2_layer20,0.9999963029263185,0.0027192642659808193,2
image448_c2_layer21,0.9999963332692606,0.002708043862478482,2
image448_c2_layer22,0.9999962358422883,0.0027438045574110282,2
image448_c2_layer23,0.9999961910092994,0.0027600704477641633,2
image448_c2_layer24,0.9999961620447021,0.0027705550157248516,2
image448_c2_layer25,0.9999960703327045,0.0028036996267566416,2
image448_c2_layer26,0.9999962002728775,0.0027567414079780342,2
image448_c2_layer27,0.9999960920879379,0.0027957102447365195,2
image448_c2_layer28,0.9999962488235519,0.0027391339027790984,2
image448_c2_layer29,0.9999962169705771,0.002750648510854367,2
image448_c2_layer3,0.9999963686729675,0.002694942639265922,2
image448_c2_layer30,0.9999962145179851,0.0027515658664192134,2
image448_c2_layer31,0.9999964649929707,0.0026589489436702153,2
image448_c2_layer32,0.9999964572842684,0.002661846911430169,2
image448_c2_layer33,0.9999961479417947,0.0027757172487096774,2
image448_c2_layer34,0.999995940910508,0.0028494818074544497,2
image448_c2_layer35,0.9999964245393816,0.002674256844409669,2
image448_c2_layer36,0.9999966065486274,0.0026051686976376045,2
image448_c2_layer37,0.9999960694525917,0.0028038018767604514,2
image448_c2_layer38,0.9999962503783755,0.0027385310850504244,2
image448_c2_layer39,0.9999963164788637,0.0027142358679285213,2
image448_c2_layer4,0.9999960869816461,0.002797728583619915,2
image448_c2_layer40,0.9999962234913571,0.002748390649569684,2
image448_c2_layer41,0.9999961440397739,0.0027771860726141244,2
image448_c2_layer42,0.9999959582488073,0.0028431690607242438,2
image448_c2_layer43,0.9999961407526343,0.0027783436103172186,2
image448_c2_layer44,0.9999964835613845,0.002651966054205605,2
image448_c2_layer45,0.9999963186182429,0.0027134399092569694,2
image448_c2_layer46,0.9999961152781314,0.002787730054567776,2
image448_c2_layer47,0.9999963252440455,0.0027110540692268036,2
image448_c2_layer5,0.9999959196053438,0.00285680966347537,2
image448_c2_layer6,0.9999964700060393,0.002657214717408274,2
image448_c2_layer7,0.9999963542997767,0.0027002707268625344,2
image448_c2_layer8,0.9999963861628794,0.002688558513090661,2
image448_c2_layer9,0.9999961580928293,0.002771966828210241,2
text2048_c2_layer0,0.99999640105606,0.0026828864496791353,2
text2048_c2_layer1,0.9999964840054724,0.0026519183251696443,2
text2048_c2_layer10,0.9999958873162574,0.0028679927670618986,2
text2048_c2_layer11,0.9999967643747485,0.002543881224709862,2
text2048_c2_layer12,0.9999962820178727,0.002726899443344727,2
text2048_c2_layer13,0.9999958195883252,0.0028915086934864654,2
text2048_c2_layer14,0.9999961508079004,0.002774595417542933,2
text2048_c2_layer15,0.9999960309492981,0.0028177239208545595,2
text2048_c2_layer16,0.9999961192058902,0.002786011369911987,2
text2048_c2_layer17,0.9999962243787056,0.0027480797335121044,2
text2048_c2_layer18,0.9999959196451772,0.0028566976509311432,2
text2048_c2_layer19,0.9999963305748163,0.002709119765325508,2
text2048_c2_layer2,0.9999968695385256,0.0025021847221035954,2
text2048_c2_layer20,0.9999962069019166,0.0027544725917446017,2
text2048_c2_layer21,0.9999962284774984,0.0027466883141595666,2
text2048_c2_layer22,0.999995843926234,0.002883104458571774,2
text2048_c2_layer23,0.9999961019776035,0.002792148296048065,2
text2048_c2_layer24,0.999996431646178,0.002671460981426417,2
text2048_c2_layer25,0.9999959946297875,0.0028303565705444953,2
text2048_c2_layer26,0.9999962191046299,0.002749940723612243,2
text2048_c2_layer27,0.999996003496267,0.002827188273893583,2
text2048_c2_layer28,0.9999966177538656,0.0026008616385296873,2
text2048_c2_layer29,0.9999961659968161,0.0027691557939631983,2
text2048_c2_layer3,0.9999961152460607,0.0027875891507280477,2
text2048_c2_layer30,0.9999962244207481,0.0027480415326331096,2
text2048_c2_layer31,0.9999960456945008,0.0028123381533549517,2
text2048_c2_layer32,0.9999964091426409,0.002679869947831148,2
text2048_c2_layer33,0.9999965294283609,0.002634716541315224,2
text2048_c2_layer34,0.9999960703483397,0.0028034527019569233,2
text2048_c2_layer35,0.9999963986539676,0.002683812288487143,2
text2048_c2_layer36,0.9999963126723257,0.0027156514785316036,2
text2048_c2_layer37,0.9999960647483118,0.0028054446750047303,2
text2048_c2_layer38,0.9999962086282348,0.002754151160242154,2
text2048_c2_layer39,0.999996296636066,0.0027215538008462537,2
text2048_c2_layer4,0.9999958288225862,0.0028885060937043883,2
text2048_c2_layer40,0.9999961357106467,0.00278004075841541,2
text2048_c2_layer41,0.9999963118317934,0.0027159604762787776,2
text2048_c2_layer42,0.9999963535366828,0.002700540430771608,2
text2048_c2_layer43,0.9999964076303067,0.002680496051883164,2
text2048_c2_layer44,0.9999961022805172,0.002792260559167931,2
text2048_c2_layer45,0.9999963366414827,0.002707072307895619,2
text2048_c2_layer46,0.9999963414794456,0.002705019559188226,2
text2048_c2_layer47,0.9999961823300706,0.002763263773570983,2
text2048_c2_layer5,0.9999964131684462,0.0026785194308674076,2
text2048_c2_layer6,0.9999960471522097,0.0028119087613478213,2
text2048_c2_layer7,0.9999963762728094,0.0026926053390952556,2
text2048_c2_layer8,0.9999958740662414,0.002872662003214713,2
text2048_c2_layer9,0.9999963214284433,0.0027125007271379367,2
text512_c2_layer0,0.999996158248294,0.002771911919873547,2
text512_c2_layer1,0.999996566077555,0.002620655180854907,2
text512_c2_layer10,0.999995664370503,0.0029446971235205185,2
text512_c2_layer11,0.9999964060447164,0.002681079375404404,2
text512_c2_layer12,0.9999961050217745,0.002791426433454727,2
text512_c2_layer13,0.9999959219223836,0.0028560645406437548,2
text512_c2_layer14,0.9999964367069708,0.0026696055033595557,2
text512_c2_layer15,0.9999959850656672,0.0028339686465269644,2
text512_c2_layer16,0.9999961851726945,0.002762185964037479,2
text512_c2_layer17,0.9999963346717313,0.0027075318228231187,2
text512_c2_layer18,0.9999961306000454,0.0027818671745405543,2
text512_c2_layer19,0.9999963436430959,0.00270448159602748,2
text512_c2_layer2,0.9999964748238404,0.002655248104431897,2
text512_c2_layer20,0.999996266331638,0.002732694133256835,2
text512_c2_layer21,0.9999963390494823,0.0027059046431614597,2
text512_c2_layer22,0.999995646260869,0.0029509030050583625,2
text512_c2_layer23,0.9999962139441452,0.002751766838835354,2
text512_c2_layer24,0.9999963164670139,0.0027142594353017865,2
text512_c2_layer25,0.9999959027364197,0.0028626714528858454,2
text512_c2_layer26,0.9999964179415334,0.002676667694385907,2
text512_c2_layer27,0.9999957766208974,0.0029064273218348774,2
text512_c2_layer28,0.9999966260298631,0.0025976798017347006,2
text512_c2_layer29,0.9999960102053599,0.002824883318180595,2
text512_c2_layer3,0.9999961167745981,0.0027869237115553,2
text512_c2_layer30,0.9999959757454769,0.002836995311381683,2
text512_c2_layer31,0.9999962967864434,0.00272152596518404,2
text512_c2_layer32,0.9999965184657938,0.00263881540312892,2
text512_c2_layer33,0.9999964379004214,0.0026695021929963258,2
text512_c2_layer34,0.9999962060299715,0.002754648744027743,2
text512_c2_layer35,0.9999967689351499,0.0025422736701310126,2
text512_c2_layer36,0.9999962186624468,0.0027500400270962836,2
text512_c2_layer37,0.9999959738937257,0.0028376732620290727,2
text512_c2_layer38,0.9999966597223234,0.00258475572711276,2
text512_c2_layer39,0.9999962451797145,0.0027403782635755376,2
text512_c2_layer4,0.9999956909466039,0.0029359642685039553,2
text512_c2_layer40,0.9999960789180038,0.0028003875443954503,2
text512_c2_layer41,0.9999962282669873,0.002746534520209159,2
text512_c2_layer42,0.9999961403210617,0.002778822808181904,2
text512_c2_layer43,0.9999964411199675,0.00266802405373976,2
text512_c2_layer44,0.999996148751326,0.0027753346912251895,2
text512_c2_layer45,0.9999964262110846,0.002673570789453236,2
text512_c2_layer46,0.999996143315335,0.002777411764973595,2
text512_c2_layer47,0.9999963202419166,0.0027130906180987398,2
text512_c2_layer5,0.9999968122998889,0.002525024374074271,2
text512_c2_layer6,0.999996083687652,0.002798702154946257,2
text512_c2_layer7,0.9999962939705196,0.0027225072342076917,2
text512_c2_layer8,0.9999961271967656,0.0027830951508950367,2
text512_c2_layer9,0.999996197534907,0.0027577030341641045,2
text8192_c2_layer0,0.9999962668793526,0.0027326286430873776,2
text8192_c2_layer1,0.9999964973693501,0.0026467713559795414,2
text8192_c2_layer10,0.9999958333789788,0.0028867447051620847,2
text8192_c2_layer11,0.9999961797604399,0.0027641837654260085,2
text8192_c2_layer12,0.9999962995432617,0.002720606541908454,2
text8192_c2_layer13,0.9999959111942874,0.0028600034888020104,2
text8192_c2_layer14,0.9999959542830252,0.0028445655617326568,2
text8192_c2_layer15,0.9999961708442261,0.002767447050989648,2
text8192_c2_layer16,0.9999960626414545,0.002806281852301625,2
text8192_c2_layer17,0.9999961816335106,0.002763492533321947,2
text8192_c2_layer18,0.9999957172800125,0.002926705771251839,2
text8192_c2_layer19,0.9999963033104343,0.0027190874398115923,2
text8192_c2_layer2,0.999996429737604,0.0026721736695928945,2
text8192_c2_layer20,0.999996493390397,0.002648458014213048,2
text8192_c2_layer21,0.9999962243850823,0.002747947535492916,2
text8192_c2_layer22,0.9999958956428731,0.0028651340376232427,2
text8192_c2_layer23,0.9999961415766191,0.002778458276770121,2
text8192_c2_layer24,0.9999965527237954,0.0026257484743779746,2
