PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
3647418,3647418,0,4,4,23992.8,16231.0,15802,47707,15814.2,14561.3,6332.5,5842,39738,16788.3,6967.5,7404.0,5537,7525,958.9,2464.0,2464.0,2432,2496,26.1,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::native::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647414,3647414,2,96,96,23929.9,22969.5,20719,92151,7324.2,9532.4,8664.5,7010,78191,7367.7,6123.5,5968.0,5062,7092,676.2,8274.0,8256.0,7903,8928,208.3,cuLaunchKernelEx,nvjet_tst_64x72_64x12_2x1_v_bz_TNT
3647419,3647419,1,2866,2862,23904.5,15279.0,11865,24219591,452121.3,15090.5,6428.5,4459,24212509,452153.6,5969.8,5976.5,1604,10445,1013.4,2855.7,2944.0,2112,4128,304.6,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647415,3647415,3,4,4,23764.3,17332.5,16202,44190,13629.2,13515.0,6743.0,5418,35156,14441.8,7785.3,8141.5,6602,8256,792.7,2464.0,2448.0,2432,2528,45.3,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::native::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647415,3647415,3,2924,2918,23679.1,15045.5,12082,24496288,452734.7,15045.0,6297.0,4444,24487002,452723.7,5805.3,5907.5,50,10406,1129.5,2845.8,2848.0,2112,4416,304.4,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647415,3647415,3,96,96,23379.2,22696.5,20675,88141,6841.4,8798.2,7855.0,6758,74128,6865.3,6304.6,6040.5,5053,7339,667.9,8276.3,8224.0,8032,8960,196.0,cuLaunchKernelEx,nvjet_tst_64x72_64x12_2x1_v_bz_TNT
3647415,3647415,3,5748,5730,23372.4,21055.0,15266,120907,12478.1,6678.1,6194.5,3859,46759,2658.7,6151.3,6179.0,257,23804,1493.9,10579.8,9104.0,5888,97248,11754.0,cuLaunchKernelEx,fused_moe_kernel
3647418,3647418,0,3218,3207,22967.5,15200.0,12053,24101270,424592.5,14157.0,6258.0,4615,24091855,424581.5,5982.2,5973.0,944,10415,1048.4,2858.5,2944.0,2080,4512,329.5,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647418,3647418,0,3168,3159,22618.9,17116.0,13752,2031956,43521.4,7379.9,6312.0,4440,1995349,35383.9,11464.1,7328.0,515,176596,21452.9,3815.6,3232.0,2943,30784,3457.2,cudaLaunchKernel,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float)"
3647414,3647414,2,96,95,22397.3,19912.5,17849,182641,17935.4,9346.2,8428.5,6842,79293,7361.0,7557.3,5643.0,2755,169258,16777.7,5629.6,5632.0,5440,5920,77.2,cuLaunchKernelEx,nvjet_tst_64x8_64x16_2x4_h_bz_TNT
3647418,3647418,0,3168,3162,22341.3,14228.5,11076,24969767,443378.6,14366.2,6154.5,4566,24962250,443386.3,5984.1,5991.0,73,36818,1080.4,2006.3,1984.0,1600,2816,214.6,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(bool, long, long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647418,3647418,0,96,95,22057.8,20171.0,18147,85539,9893.2,9367.4,8452.0,6941,77142,7162.2,7185.6,5924.0,2701,65344,7440.9,5638.0,5632.0,5440,5952,70.3,cuLaunchKernelEx,nvjet_tst_64x8_64x16_2x4_h_bz_TNT
3647419,3647419,1,48,48,20556.4,18985.5,17486,81541,9256.9,8319.5,6736.5,5206,69099,9254.3,9615.0,9629.5,8483,10706,291.0,2622.0,2624.0,2592,2944,52.1,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::select::policy_hub<long, bool, int, (bool)0, (bool)0, (bool)0>::Policy1000, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::counting_iterator<long, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::<unnamed>::NonZeroOp<bool>, const bool *, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, at_cuda_detail::cub::detail::select::streaming_context_t<long, (bool)1>, (bool)0, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, T10, at_cuda_detail::cub::detail::vsmem_t)"
3647418,3647418,0,48,47,20204.6,18866.5,17540,80727,8955.0,8032.6,6442.0,5116,67500,8999.7,9830.5,9820.0,9117,10901,253.3,2599.3,2592.0,2560,2816,36.9,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::select::policy_hub<long, bool, int, (bool)0, (bool)0, (bool)0>::Policy1000, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::counting_iterator<long, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::<unnamed>::NonZeroOp<bool>, const bool *, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, at_cuda_detail::cub::detail::select::streaming_context_t<long, (bool)1>, (bool)0, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, T10, at_cuda_detail::cub::detail::vsmem_t)"
3647414,3647414,2,48,48,20028.0,18925.0,17331,77016,8433.6,7594.5,6616.5,5002,64331,8400.6,9828.3,9803.5,9307,10857,272.4,2605.3,2592.0,2560,2880,46.6,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::select::policy_hub<long, bool, int, (bool)0, (bool)0, (bool)0>::Policy1000, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::counting_iterator<long, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::<unnamed>::NonZeroOp<bool>, const bool *, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, at_cuda_detail::cub::detail::select::streaming_context_t<long, (bool)1>, (bool)0, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, T10, at_cuda_detail::cub::detail::vsmem_t)"
3647415,3647415,3,48,48,19972.7,18651.5,17398,75678,8269.7,7585.0,6439.5,5063,63220,8260.8,9771.1,9755.5,9496,10714,173.7,2616.7,2624.0,2560,2848,40.8,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::select::policy_hub<long, bool, int, (bool)0, (bool)0, (bool)0>::Policy1000, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::counting_iterator<long, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::<unnamed>::NonZeroOp<bool>, const bool *, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, at_cuda_detail::cub::detail::select::streaming_context_t<long, (bool)1>, (bool)0, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, T10, at_cuda_detail::cub::detail::vsmem_t)"
3647415,3647415,3,48,48,19394.6,18156.5,16539,50315,5241.1,8352.2,7109.0,5594,39118,5283.7,9712.5,9753.0,9010,10090,244.9,1330.0,1312.0,1312,1472,26.3,cudaLaunchKernel,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
3647418,3647418,0,3168,3161,19280.4,13938.5,11159,16149371,286680.3,11725.4,6307.5,4674,16142216,286682.3,6068.6,6063.0,76,99063,1910.5,1503.1,1536.0,1344,1984,94.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647419,3647419,1,48,48,19180.5,18473.0,16677,54060,5219.3,8149.5,7437.5,5504,43504,5289.3,9706.3,9739.5,9052,10033,203.3,1324.7,1312.0,1312,1504,30.1,cudaLaunchKernel,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
3647419,3647419,1,48,48,19179.4,18105.5,16196,40674,4470.9,7380.2,6292.0,4311,29242,4649.0,10234.5,10302.0,9140,10555,276.4,1564.6,1568.0,1535,1824,51.2,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
3647419,3647419,1,2816,2796,19162.5,18090.0,14537,1797506,33637.5,10615.5,9459.5,7135,1788619,33666.8,5193.1,5275.5,34,6895,902.5,3403.1,3392.0,3168,5344,320.2,cudaLaunchKernel,"void vllm::moe::moe_align_block_size_kernel<long>(const T1 *, int *, int *, int *, int *, int, int, int, int, unsigned long, int *, int, int, bool)"
3647414,3647414,2,48,47,19085.8,18620.5,16863,52058,4954.9,8476.4,7729.0,5872,41439,5187.0,9506.6,9524.0,8980,9860,172.9,1324.7,1312.0,1312,1472,26.2,cudaLaunchKernel,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
3647418,3647418,0,61,61,19050.0,16718.0,14906,116845,14046.7,7948.9,5944.0,4173,112062,13689.1,8039.6,7607.0,1807,49570,5492.7,3061.5,3104.0,2464,3392,214.9,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647418,3647418,0,3168,3156,18900.6,17885.0,14571,1915872,33797.4,10149.5,9138.0,7007,1903808,33739.1,5353.6,5390.0,360,8521,963.7,3427.6,3391.0,3168,7200,519.1,cudaLaunchKernel,"void vllm::moe::moe_align_block_size_kernel<long>(const T1 *, int *, int *, int *, int *, int, int, int, int, unsigned long, int *, int, int, bool)"
3647418,3647418,0,48,48,18876.3,18150.0,16260,53848,5269.7,7870.9,7116.5,5306,42915,5280.3,9690.0,9705.0,9033,10067,184.6,1315.3,1312.0,1280,1696,58.0,cudaLaunchKernel,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
3647414,3647414,2,2686,2675,18714.9,17745.0,14557,1784864,34156.4,10136.0,9092.5,6756,1776077,34162.1,5222.8,5280.0,218,7521,872.0,3389.3,3392.0,3168,5312,330.0,cudaLaunchKernel,"void vllm::moe::moe_align_block_size_kernel<long>(const T1 *, int *, int *, int *, int *, int, int, int, int, unsigned long, int *, int, int, bool)"
3647418,3647418,0,27,27,18658.9,18129.0,16381,31049,2726.5,7071.6,6468.0,4628,22181,3241.0,7601.5,7739.0,5028,7986,548.5,3985.8,4000.0,3840,4192,82.9,cuLaunchKernelEx,rotary_kernel
3647419,3647419,1,2816,2816,18608.1,15396.5,12267,2173795,42475.3,7498.8,6431.5,4371,2159898,40627.1,7973.4,6042.5,1197,79784,11098.4,3135.9,2912.0,2720,10720,1216.0,cudaLaunchKernel,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float)"
3647414,3647414,2,2686,2675,18607.0,15256.5,12307,2212510,44168.2,7599.2,6392.5,4671,2198927,42340.3,7931.8,5876.0,2212,77779,11338.3,3120.3,2880.0,2784,10464,1223.8,cudaLaunchKernel,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float)"
3647415,3647415,3,27,27,18500.6,18667.0,16201,29524,2486.5,7159.7,7049.0,4865,20465,2899.0,7369.4,7426.0,4995,7766,505.8,3971.6,3968.0,3808,4192,90.2,cuLaunchKernelEx,rotary_kernel
3647415,3647415,3,2874,2825,18495.8,17352.5,14266,1785307,33094.5,10045.9,8678.0,6508,1775718,33145.5,5166.7,5300.0,78,7509,984.8,3391.8,3296.0,3200,5408,313.5,cudaLaunchKernel,"void vllm::moe::moe_align_block_size_kernel<long>(const T1 *, int *, int *, int *, int *, int, int, int, int, unsigned long, int *, int, int, bool)"
3647415,3647415,3,61,61,18492.3,16448.0,14799,71604,9435.9,7378.4,5749.0,3980,63498,7843.7,8087.5,7533.0,4543,53300,5931.8,3026.4,3040.0,2432,3328,209.4,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647414,3647414,2,48,48,18396.9,18061.0,16169,35739,2842.7,6552.1,6144.5,4321,23144,2743.0,10280.2,10292.5,9747,10675,191.3,1564.7,1568.0,1536,1920,62.4,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
3647415,3647415,3,2874,2861,18395.0,15204.0,12257,1955437,38276.3,7484.9,6237.5,4534,1942068,36259.0,7799.8,5943.0,678,78566,11211.6,3154.8,2944.0,2816,10304,1193.3,cudaLaunchKernel,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float)"
3647418,3647418,0,48,48,18371.4,18032.5,16258,32169,2334.6,6506.1,6168.5,4364,20411,2349.8,10317.9,10297.0,9651,10700,187.0,1547.3,1536.0,1504,1728,45.5,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
3647415,3647415,3,48,48,18333.8,17521.0,16300,36649,3269.7,6513.9,5805.0,4600,24053,3161.6,10254.6,10240.0,9828,10836,191.5,1565.3,1568.0,1536,1920,62.2,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
3647414,3647414,2,156,155,17479.3,15551.0,12584,67808,5607.0,8315.6,6933.5,5033,67808,5765.6,7919.1,8002.0,3821,10608,1356.8,1304.0,1344.0,1120,1536,89.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647418,3647418,0,156,155,17439.7,15823.0,12901,64237,5406.4,8121.0,6714.5,4351,64237,5671.6,8072.3,8137.0,3548,10669,1281.3,1306.7,1344.0,1152,1536,91.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,156,155,17166.3,15337.0,12031,64378,5610.2,7900.2,6488.0,4103,64378,5804.2,8014.3,8034.0,3170,10755,1289.3,1312.0,1344.0,1120,1536,89.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,2874,2831,15282.4,14908.0,11921,55402,2464.3,8630.5,8025.5,6124,54972,3071.5,5201.3,5329.0,11,18861,1060.4,1542.6,1472.0,1408,1920,99.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647419,3647419,1,2816,2793,15239.4,14890.0,11848,269582,5342.6,8510.2,8024.0,5836,263401,5408.3,5231.0,5317.0,147,54933,1334.0,1550.5,1600.0,1408,4512,112.9,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647418,3647418,0,3168,3156,15220.2,14845.5,12053,139262,3195.6,7969.6,7617.0,5764,49800,2338.9,5726.6,5731.5,299,125858,2409.4,1551.0,1600.0,1408,4384,111.9,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647414,3647414,2,2686,2679,14930.0,14660.0,11806,104572,2763.6,7964.4,7670.0,5727,99318,2738.0,5431.9,5475.0,196,48440,1233.5,1551.4,1600.0,1408,4320,125.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647419,3647419,1,2820,2813,14677.7,14458.0,11506,204303,3944.7,7337.9,7095.0,5330,202295,4105.3,5636.0,5715.0,20,8525,936.6,1721.6,1728.0,1504,2464,118.4,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647418,3647418,0,3172,3165,14664.8,14417.5,11602,71984,2039.0,7211.2,6862.0,5334,60658,1962.4,5741.8,5767.0,818,10180,966.0,1728.2,1728.0,1503,2592,144.5,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647418,3647418,0,3168,3160,14517.8,14247.5,11411,34292,1852.6,6158.4,5870.0,4388,25005,1678.4,6461.3,6474.0,2782,11099,1022.4,1919.1,1888.0,1599,4032,412.6,cudaLaunchKernel,"void vllm::moe::count_and_sort_expert_tokens_kernel<long>(const T1 *, int *, int *, int *, unsigned long, int, int, int, bool)"
3647414,3647414,2,2690,2687,14500.4,14223.5,11195,240303,4681.5,7063.8,6767.5,5135,239992,4796.7,5722.9,5759.0,370,9510,851.1,1722.0,1728.0,1504,2496,125.4,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647419,3647419,1,2816,2812,14472.0,14255.0,11162,40922,1913.3,6656.7,6412.5,4586,35742,2019.3,5794.2,5860.0,57,7844,902.9,2032.0,2048.0,1600,2816,205.7,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(bool, long, long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647415,3647415,3,2878,2862,14434.0,14115.0,11294,208719,4086.5,7249.1,6794.0,5022,207020,4415.4,5493.3,5656.5,8,8697,1082.2,1728.0,1728.0,1504,2464,116.2,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647419,3647419,1,2816,2812,14419.2,14161.5,11114,34201,1856.5,6322.6,6149.0,4440,26824,1799.4,6179.2,6236.5,300,9427,914.1,1928.6,1888.0,1600,4640,471.0,cudaLaunchKernel,"void vllm::moe::count_and_sort_expert_tokens_kernel<long>(const T1 *, int *, int *, int *, unsigned long, int, int, int, bool)"
3647415,3647415,3,2874,2869,14315.8,14117.0,11171,44412,1793.9,6560.5,6267.0,4405,38273,2108.3,5742.6,5892.0,414,8085,1032.1,2025.1,2016.0,1600,2656,204.2,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(bool, long, long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647414,3647414,2,2686,2684,14153.9,13983.0,10991,42454,1693.1,6167.4,6005.5,4206,32864,1611.1,5960.6,6016.5,2466,8052,853.9,2031.8,2080.0,1600,2720,205.7,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(bool, long, long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647419,3647419,1,3242,3233,14081.3,13520.0,10294,56972,2859.4,6885.0,6348.5,4224,56590,3015.5,5921.3,5956.0,436,32318,1116.8,1294.6,1344.0,1152,1760,97.3,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,2874,2868,14064.1,13818.0,10970,30995,1792.0,5908.5,5604.0,3918,27820,1979.5,6252.6,6391.0,1732,8802,954.7,1919.9,1888.0,1568,4064,388.5,cudaLaunchKernel,"void vllm::moe::count_and_sort_expert_tokens_kernel<long>(const T1 *, int *, int *, int *, unsigned long, int, int, int, bool)"
3647414,3647414,2,2686,2681,14039.4,13863.0,10914,31426,1666.6,5975.7,5808.5,4228,24493,1527.4,6189.8,6217.0,2524,8523,854.7,1889.0,1856.0,1568,4064,401.1,cudaLaunchKernel,"void vllm::moe::count_and_sort_expert_tokens_kernel<long>(const T1 *, int *, int *, int *, unsigned long, int, int, int, bool)"
