dataset,wave,layer,phase,physical_dense_m,fresh_m,fresh_fraction,shape_class,token_expert_pairs,remote_assignments,remote_bytes_one_way_bf16,active_experts,rows_per_active_expert_mean,rows_per_active_expert_p50,rows_per_active_expert_p90,max_rows_per_expert,tiny_expert_fraction_le4,destination_fanout_mean,destination_fanout_max,rank0_load,rank1_load,rank2_load,rank3_load,rank_load_cv,critical_rank,source_trace_kind,epoch_status,normal_fresh_ms,normal_cached_ms,low_latency_ms,best_existing_ms,best_existing_path,payload_lower_bound_ms,o1_control_free_ms,o2_physical_lower_ms,o3_refineep_target_ms,normal_to_o0_saved_ms,o0_to_o3_saved_ms
humaneval,12,7,middle,160,81,0.506250000,medium-small,648,494,4046848,90,7.200000000,3.000000000,17.200000000,73,0.588888889,2.938271605,4,51,327,122,148,0.627553464,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009469634,0.009469634,0.029469634,0.059469634,0.159030615,0.033025750
humaneval,12,8,middle,160,81,0.506250000,medium-small,648,461,3776512,100,6.480000000,3.000000000,18.200000000,38,0.590000000,3.037037037,4,169,186,262,31,0.514479418,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.008837047,0.008837047,0.028837047,0.058837047,0.159030615,0.033658337
humaneval,12,9,middle,160,81,0.506250000,medium-small,648,472,3866624,93,6.967741935,4.000000000,20.000000000,36,0.548387097,3.000000000,4,133,78,127,310,0.543648112,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009047909,0.009047909,0.029047909,0.059047909,0.159030615,0.033447475
humaneval,12,10,middle,160,81,0.506250000,medium-small,648,480,3932160,97,6.680412371,4.000000000,16.000000000,37,0.525773196,2.901234568,4,292,82,165,109,0.498798282,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009201264,0.009201264,0.029201264,0.059201264,0.159030615,0.033294120
humaneval,12,11,middle,160,81,0.506250000,medium-small,648,476,3899392,70,9.257142857,6.000000000,23.000000000,43,0.428571429,3.098765432,4,319,124,149,56,0.597666677,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009124586,0.009124586,0.029124586,0.059124586,0.159030615,0.033370797
humaneval,12,12,middle,160,81,0.506250000,medium-small,648,476,3899392,65,9.969230769,5.000000000,28.600000000,56,0.430769231,3.246913580,4,122,300,82,144,0.510594956,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009124586,0.009124586,0.029124586,0.059124586,0.159030615,0.033370797
humaneval,12,13,middle,160,81,0.506250000,medium-small,648,509,4169728,89,7.280898876,4.000000000,15.400000000,41,0.516853933,3.246913580,4,230,95,199,124,0.337056256,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009757173,0.009757173,0.029757173,0.059757173,0.159030615,0.032738211
humaneval,12,14,middle,160,81,0.506250000,medium-small,648,493,4038656,97,6.680412371,4.000000000,14.400000000,33,0.515463918,3.061728395,4,148,253,106,141,0.338860216,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009450464,0.009450464,0.029450464,0.059450464,0.159030615,0.033044919
humaneval,12,15,middle,160,81,0.506250000,medium-small,648,536,4390912,96,6.750000000,3.000000000,16.000000000,41,0.614583333,3.049382716,4,77,112,146,313,0.558820993,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.010274744,0.010274744,0.030274744,0.060274744,0.159030615,0.032220640
humaneval,12,16,middle,160,81,0.506250000,medium-small,648,469,3842048,98,6.612244898,3.000000000,15.600000000,40,0.602040816,3.098765432,4,170,274,83,121,0.442231287,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.008990401,0.008990401,0.028990401,0.058990401,0.159030615,0.033504983
humaneval,12,17,middle,160,81,0.506250000,medium-small,648,495,4055040,95,6.821052632,3.000000000,16.600000000,60,0.568421053,3.012345679,4,150,125,73,300,0.520846479,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009488803,0.009488803,0.029488803,0.059488803,0.159030615,0.033006581
humaneval,12,18,middle,160,81,0.506250000,medium-small,648,485,3973120,94,6.893617021,4.000000000,15.700000000,47,0.510638298,3.283950617,4,96,147,142,263,0.380294009,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009297110,0.009297110,0.029297110,0.059297110,0.159030615,0.033198274
humaneval,12,19,middle,160,81,0.506250000,medium-small,648,501,4104192,95,6.821052632,4.000000000,17.000000000,35,0.526315789,3.234567901,4,119,161,271,97,0.413580247,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009603819,0.009603819,0.029603819,0.059603819,0.159030615,0.032891565
humaneval,12,20,middle,160,81,0.506250000,medium-small,648,402,3293184,99,6.545454545,5.000000000,17.200000000,28,0.474747475,2.962962963,4,155,267,115,111,0.388986858,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.007706058,0.007706058,0.027706058,0.057706058,0.159030615,0.034789326
humaneval,12,21,middle,160,81,0.506250000,medium-small,648,502,4112384,97,6.680412371,4.000000000,16.000000000,34,0.546391753,3.148148148,4,156,185,170,137,0.109295872,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009622988,0.009622988,0.029622988,0.059622988,0.159030615,0.032872396
humaneval,12,22,middle,160,81,0.506250000,medium-small,648,462,3784704,82,7.902439024,4.500000000,18.900000000,49,0.500000000,2.802469136,4,270,46,275,57,0.682608323,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.008856216,0.008856216,0.028856216,0.058856216,0.159030615,0.033639168
humaneval,12,23,middle,160,81,0.506250000,medium-small,648,494,4046848,91,7.120879121,4.000000000,19.000000000,39,0.538461538,3.111111111,4,132,160,157,199,0.147955121,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009469634,0.009469634,0.029469634,0.059469634,0.159030615,0.033025750
humaneval,12,24,middle,160,81,0.506250000,medium-small,648,443,3629056,82,7.902439024,4.500000000,19.000000000,49,0.500000000,3.000000000,4,106,132,320,90,0.570645543,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.008492000,0.008492000,0.028492000,0.058492000,0.159030615,0.034003384
humaneval,12,25,middle,160,81,0.506250000,medium-small,648,504,4128768,78,8.307692308,6.000000000,20.300000000,34,0.448717949,3.049382716,4,239,115,79,215,0.412195951,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009661327,0.009661327,0.029661327,0.059661327,0.159030615,0.032834057
humaneval,12,26,middle,160,81,0.506250000,medium-small,648,470,3850240,78,8.307692308,3.500000000,19.800000000,43,0.538461538,3.271604938,4,181,198,131,138,0.174430508,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009009571,0.009009571,0.029009571,0.059009571,0.159030615,0.033485813
humaneval,12,27,middle,160,81,0.506250000,medium-small,648,453,3710976,85,7.623529412,4.000000000,20.200000000,40,0.529411765,3.074074074,4,156,258,118,116,0.355996811,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.008683693,0.008683693,0.028683693,0.058683693,0.159030615,0.033811691
humaneval,12,28,middle,160,81,0.506250000,medium-small,648,530,4341760,73,8.876712329,6.000000000,21.200000000,55,0.479452055,2.913580247,4,52,101,144,351,0.702904571,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.010159729,0.010159729,0.030159729,0.060159729,0.159030615,0.032335655
humaneval,12,29,middle,160,81,0.506250000,medium-small,648,482,3948544,83,7.807228916,4.000000000,23.800000000,49,0.566265060,2.925925926,4,84,72,344,148,0.672697912,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.009239602,0.009239602,0.029239602,0.059239602,0.159030615,0.033255782
humaneval,12,30,middle,160,81,0.506250000,medium-small,648,538,4407296,85,7.623529412,3.000000000,20.000000000,55,0.600000000,3.086419753,4,139,109,195,205,0.244509905,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.010313083,0.010313083,0.030313083,0.060313083,0.159030615,0.032182301
humaneval,12,31,middle,160,81,0.506250000,medium-small,648,546,4472832,81,8.000000000,2.000000000,24.000000000,75,0.716049383,2.851851852,4,52,60,225,311,0.680931631,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092495384,0.092495384,low_latency,0.010466437,0.010466437,0.030466437,0.060466437,0.159030615,0.032028947
humaneval,13,1,middle,160,76,0.475000000,medium-small,608,465,3809280,53,11.471698113,4.000000000,40.200000000,69,0.566037736,3.052631579,4,29,220,231,128,0.536194301,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008913724,0.008913724,0.028913724,0.058913724,0.159169077,0.033443198
humaneval,13,2,middle,160,76,0.475000000,medium-small,608,427,3497984,51,11.921568627,3.000000000,48.000000000,70,0.647058824,2.921052632,4,339,34,73,162,0.773089303,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008185291,0.008185291,0.028185291,0.058185291,0.159169077,0.034171632
humaneval,13,3,middle,160,76,0.475000000,medium-small,608,472,3866624,57,10.666666667,4.000000000,26.000000000,71,0.561403509,2.789473684,4,85,19,348,156,0.809838759,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009047909,0.009047909,0.029047909,0.059047909,0.159169077,0.033309013
humaneval,13,4,middle,160,76,0.475000000,medium-small,608,465,3809280,63,9.650793651,4.000000000,24.200000000,72,0.523809524,2.776315789,3,301,71,22,214,0.731906047,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008913724,0.008913724,0.028913724,0.058913724,0.159169077,0.033443198
humaneval,13,5,middle,160,76,0.475000000,medium-small,608,475,3891200,76,8.000000000,4.000000000,23.500000000,42,0.513157895,3.381578947,4,208,92,174,134,0.285711194,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009105417,0.009105417,0.029105417,0.059105417,0.159169077,0.033251505
humaneval,13,6,middle,160,76,0.475000000,medium-small,608,400,3276800,112,5.428571429,3.000000000,14.000000000,38,0.687500000,3.223684211,4,204,205,97,102,0.345598311,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.007667720,0.007667720,0.027667720,0.057667720,0.159169077,0.034689203
humaneval,13,7,middle,160,76,0.475000000,medium-small,608,465,3809280,87,6.988505747,4.000000000,18.400000000,53,0.551724138,3.013157895,4,67,293,118,130,0.557718598,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008913724,0.008913724,0.028913724,0.058913724,0.159169077,0.033443198
humaneval,13,8,middle,160,76,0.475000000,medium-small,608,439,3596288,95,6.400000000,3.000000000,18.600000000,35,0.568421053,2.907894737,4,183,175,239,11,0.559597389,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008415322,0.008415322,0.028415322,0.058415322,0.159169077,0.033941600
humaneval,13,9,middle,160,76,0.475000000,medium-small,608,464,3801088,91,6.681318681,3.000000000,21.000000000,30,0.527472527,2.973684211,4,107,95,109,297,0.551887030,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008894555,0.008894555,0.028894555,0.058894555,0.159169077,0.033462368
humaneval,13,10,middle,160,76,0.475000000,medium-small,608,446,3653632,102,5.960784314,4.000000000,12.900000000,39,0.529411765,3.026315789,4,256,72,167,113,0.452969007,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008549507,0.008549507,0.028549507,0.058549507,0.159169077,0.033807415
humaneval,13,11,middle,160,76,0.475000000,medium-small,608,459,3760128,69,8.811594203,5.000000000,22.800000000,47,0.449275362,3.013157895,4,296,110,139,63,0.575328853,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008798708,0.008798708,0.028798708,0.058798708,0.159169077,0.033558214
humaneval,13,12,middle,160,76,0.475000000,medium-small,608,453,3710976,69,8.811594203,5.000000000,23.200000000,41,0.434782609,3.263157895,4,109,270,89,140,0.463874110,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008683693,0.008683693,0.028683693,0.058683693,0.159169077,0.033673230
humaneval,13,13,middle,160,76,0.475000000,medium-small,608,466,3817472,86,7.069767442,5.000000000,15.500000000,35,0.453488372,3.236842105,4,222,98,187,101,0.354927961,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008932893,0.008932893,0.028932893,0.058932893,0.159169077,0.033424029
humaneval,13,14,middle,160,76,0.475000000,medium-small,608,472,3866624,101,6.019801980,4.000000000,14.000000000,29,0.534653465,3.078947368,4,127,221,114,146,0.272570164,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009047909,0.009047909,0.029047909,0.059047909,0.159169077,0.033309013
humaneval,13,15,middle,160,76,0.475000000,medium-small,608,520,4259840,98,6.204081633,3.000000000,17.000000000,43,0.632653061,2.986842105,4,52,104,138,314,0.647483409,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009968036,0.009968036,0.029968036,0.059968036,0.159169077,0.032388887
humaneval,13,16,middle,160,76,0.475000000,medium-small,608,452,3702784,84,7.238095238,4.000000000,19.100000000,40,0.511904762,3.157894737,4,154,239,94,121,0.358809058,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008664523,0.008664523,0.028664523,0.058664523,0.159169077,0.033692399
humaneval,13,17,middle,160,76,0.475000000,medium-small,608,457,3743744,84,7.238095238,4.000000000,15.700000000,48,0.511904762,3.092105263,4,109,117,91,291,0.531593603,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008760370,0.008760370,0.028760370,0.058760370,0.159169077,0.033596553
humaneval,13,18,middle,160,76,0.475000000,medium-small,608,459,3760128,91,6.681318681,4.000000000,14.000000000,46,0.505494505,3.118421053,4,74,124,140,270,0.475963085,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008798708,0.008798708,0.028798708,0.058798708,0.159169077,0.033558214
humaneval,13,19,middle,160,76,0.475000000,medium-small,608,477,3907584,97,6.268041237,5.000000000,15.000000000,25,0.474226804,3.118421053,4,107,141,263,97,0.435056990,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009143756,0.009143756,0.029143756,0.059143756,0.159169077,0.033213167
humaneval,13,20,middle,160,76,0.475000000,medium-small,608,379,3104768,90,6.755555556,5.500000000,14.100000000,29,0.433333333,2.960526316,4,128,249,113,118,0.370149844,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.007265164,0.007265164,0.027265164,0.057265164,0.159169077,0.035091758
humaneval,13,21,middle,160,76,0.475000000,medium-small,608,471,3858432,100,6.080000000,3.000000000,15.000000000,37,0.580000000,3.171052632,4,147,179,153,129,0.117871532,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009028740,0.009028740,0.029028740,0.059028740,0.159169077,0.033328183
humaneval,13,22,middle,160,76,0.475000000,medium-small,608,431,3530752,80,7.600000000,5.000000000,19.000000000,40,0.487500000,2.868421053,4,253,56,259,40,0.685364033,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008261968,0.008261968,0.028261968,0.058261968,0.159169077,0.034094955
humaneval,13,23,middle,160,76,0.475000000,medium-small,608,466,3817472,96,6.333333333,4.000000000,16.500000000,41,0.572916667,3.105263158,4,122,133,174,179,0.163616186,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008932893,0.008932893,0.028932893,0.058932893,0.159169077,0.033424029
humaneval,13,24,middle,160,76,0.475000000,medium-small,608,433,3547136,79,7.696202532,5.000000000,18.800000000,44,0.481012658,3.052631579,4,89,131,292,96,0.541975106,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008300307,0.008300307,0.028300307,0.058300307,0.159169077,0.034056616
humaneval,13,25,middle,160,76,0.475000000,medium-small,608,477,3907584,77,7.896103896,5.000000000,20.000000000,34,0.493506494,3.078947368,4,243,112,58,195,0.471738511,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009143756,0.009143756,0.029143756,0.059143756,0.159169077,0.033213167
humaneval,13,26,middle,160,76,0.475000000,medium-small,608,427,3497984,81,7.506172840,3.000000000,20.000000000,43,0.555555556,3.302631579,4,171,192,121,124,0.200253043,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008185291,0.008185291,0.028185291,0.058185291,0.159169077,0.034171632
humaneval,13,27,middle,160,76,0.475000000,medium-small,608,433,3547136,83,7.325301205,5.000000000,16.800000000,33,0.493975904,3.013157895,4,140,211,123,134,0.227663901,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.008300307,0.008300307,0.028300307,0.058300307,0.159169077,0.034056616
humaneval,13,28,middle,160,76,0.475000000,medium-small,608,500,4096000,85,7.152941176,3.000000000,18.200000000,51,0.552941176,2.960526316,4,53,96,139,320,0.668742800,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009584650,0.009584650,0.029584650,0.059584650,0.159169077,0.032772273
humaneval,13,29,middle,160,76,0.475000000,medium-small,608,477,3907584,87,6.988505747,3.000000000,19.000000000,47,0.586206897,3.039473684,4,93,69,300,146,0.591282323,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009143756,0.009143756,0.029143756,0.059143756,0.159169077,0.033213167
humaneval,13,30,middle,160,76,0.475000000,medium-small,608,518,4243456,85,7.152941176,4.000000000,18.600000000,49,0.588235294,3.000000000,4,131,97,186,194,0.262869908,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009929697,0.009929697,0.029929697,0.059929697,0.159169077,0.032427226
humaneval,13,31,middle,160,76,0.475000000,medium-small,608,520,4259840,85,7.152941176,2.000000000,19.000000000,72,0.729411765,2.934210526,4,52,59,221,276,0.647834262,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092356922,0.092356922,low_latency,0.009968036,0.009968036,0.029968036,0.059968036,0.159169077,0.032388887
humaneval,14,1,middle,128,66,0.515625000,medium-small,528,418,3424256,49,10.775510204,3.000000000,41.200000000,60,0.530612245,3.030303030,4,17,192,196,123,0.548941924,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.008012767,0.008012767,0.028012767,0.058012767,0.159446000,0.034067233
humaneval,14,2,middle,128,66,0.515625000,medium-small,528,365,2990080,54,9.777777778,2.000000000,36.700000000,59,0.629629630,2.939393939,4,289,30,75,134,0.741360555,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.006996794,0.006996794,0.026996794,0.056996794,0.159446000,0.035083205
humaneval,14,3,middle,128,66,0.515625000,medium-small,528,429,3514368,68,7.764705882,2.000000000,19.300000000,60,0.647058824,2.787878788,4,76,19,300,133,0.795725062,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.008223629,0.008223629,0.028223629,0.058223629,0.159446000,0.033856370
humaneval,14,4,middle,128,66,0.515625000,medium-small,528,370,3031040,64,8.250000000,3.500000000,21.100000000,62,0.531250000,2.939393939,4,246,54,46,182,0.644785540,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.007092641,0.007092641,0.027092641,0.057092641,0.159446000,0.034987359
humaneval,14,5,middle,128,66,0.515625000,medium-small,528,399,3268608,82,6.439024390,3.000000000,19.800000000,40,0.670731707,3.287878788,4,167,62,154,145,0.311850795,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.007648550,0.007648550,0.027648550,0.057648550,0.159446000,0.034431449
humaneval,14,6,middle,128,66,0.515625000,medium-small,528,361,2957312,108,4.888888889,2.000000000,12.000000000,32,0.694444444,3.075757576,4,179,180,83,86,0.359948152,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.006920117,0.006920117,0.026920117,0.056920117,0.159446000,0.035159883
humaneval,14,7,middle,128,66,0.515625000,medium-small,528,412,3375104,96,5.500000000,2.000000000,13.000000000,36,0.656250000,2.878787879,4,63,251,87,127,0.548549720,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.007897751,0.007897751,0.027897751,0.057897751,0.159446000,0.034182248
humaneval,14,8,middle,128,66,0.515625000,medium-small,528,379,3104768,93,5.677419355,4.000000000,13.800000000,23,0.548387097,2.848484848,4,134,147,225,22,0.548628183,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.007265164,0.007265164,0.027265164,0.057265164,0.159446000,0.034814835
humaneval,14,9,middle,128,66,0.515625000,medium-small,528,388,3178496,100,5.280000000,3.000000000,16.000000000,26,0.700000000,3.030303030,4,91,111,87,239,0.473045250,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.007437688,0.007437688,0.027437688,0.057437688,0.159446000,0.034642312
humaneval,14,10,middle,128,66,0.515625000,medium-small,528,392,3211264,101,5.227722772,3.000000000,12.000000000,33,0.643564356,3.045454545,4,222,59,165,82,0.494140366,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.007514365,0.007514365,0.027514365,0.057514365,0.159446000,0.034565634
humaneval,14,11,middle,128,66,0.515625000,medium-small,528,419,3432448,74,7.135135135,3.000000000,16.700000000,35,0.567567568,2.984848485,4,242,89,135,62,0.520168308,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.008031936,0.008031936,0.028031936,0.058031936,0.159446000,0.034048063
humaneval,14,12,middle,128,66,0.515625000,medium-small,528,393,3219456,74,7.135135135,5.000000000,18.100000000,37,0.459459459,3.136363636,4,99,231,83,115,0.441413852,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.007533535,0.007533535,0.027533535,0.057533535,0.159446000,0.034546465
humaneval,14,13,middle,128,66,0.515625000,medium-small,528,417,3416064,89,5.932584270,4.000000000,14.000000000,29,0.573033708,3.181818182,4,186,94,167,81,0.342714077,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.007993598,0.007993598,0.027993598,0.057993598,0.159446000,0.034086402
humaneval,14,14,middle,128,66,0.515625000,medium-small,528,408,3342336,104,5.076923077,3.000000000,12.700000000,27,0.634615385,3.106060606,4,112,170,111,135,0.181423182,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.007821074,0.007821074,0.027821074,0.057821074,0.159446000,0.034258926
humaneval,14,15,middle,128,66,0.515625000,medium-small,528,450,3686400,99,5.333333333,3.000000000,15.000000000,42,0.666666667,2.984848485,4,56,101,110,261,0.585126131,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.008626185,0.008626185,0.028626185,0.058626185,0.159446000,0.033453815
humaneval,14,16,middle,128,66,0.515625000,medium-small,528,389,3186688,88,6.000000000,3.500000000,13.300000000,33,0.522727273,3.121212121,4,142,189,75,122,0.310004962,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.092080000,0.092080000,low_latency,0.007456857,0.007456857,0.027456857,0.057456857,0.159446000,0.034623142
