case_id,dataset,wave,layer,phase,shape_class,global_fresh_m,max_tokens_contract,policy,layout_ms,dispatch_ms,weight_prep_ms,combine_ms,comm_semantics_ms,p90_comm_semantics_ms,max_relative_l2,max_relative_l2_vs_identity,source_assignments_global,received_assignments_global,assignment_count_match,repeats,timing_unit,restart
control_m32_uniform_fanout4,controlled,-1,1,controlled,small,32,128,low_latency,0.008816000,0.039200000,0.006160000,0.037424000,0.088767998,0.099615999,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,1
control_m32_uniform_fanout4,controlled,-1,1,controlled,small,32,128,normal_cached,0.009040000,0.046895999,0.105168000,0.055568000,0.207263999,0.227039993,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,1
control_m32_uniform_fanout4,controlled,-1,1,controlled,small,32,128,normal_fresh,0.033248000,0.065600000,0.109088000,0.052528000,0.252480000,0.274495989,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_fanout1_local,controlled,-1,1,controlled,medium,512,128,low_latency,0.009216000,0.050559999,0.003520000,0.042560002,0.107440002,0.180319995,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_fanout1_local,controlled,-1,1,controlled,medium,512,128,normal_cached,0.009376000,0.061616002,0.109759998,0.071936000,0.226656005,0.483743995,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_fanout1_local,controlled,-1,1,controlled,medium,512,128,normal_fresh,0.036495999,0.083423998,0.116112001,0.056864001,0.277999997,0.479871988,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_fanout1_remote,controlled,-1,1,controlled,medium,512,128,low_latency,0.009152000,0.068207998,0.003200000,0.053648001,0.131775998,0.145695999,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_fanout1_remote,controlled,-1,1,controlled,medium,512,128,normal_cached,0.009024000,0.057424001,0.108288001,0.065375999,0.223215997,0.312063992,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_fanout1_remote,controlled,-1,1,controlled,medium,512,128,normal_fresh,0.031631999,0.076640002,0.101135999,0.057216000,0.252959996,0.312575996,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_mild_skew_fanout4,controlled,-1,1,controlled,medium,512,128,low_latency,0.013360000,0.108271997,0.003200000,0.065744001,0.185584001,0.197055995,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_mild_skew_fanout4,controlled,-1,1,controlled,medium,512,128,normal_cached,0.013376000,0.120384000,0.168816000,0.209248006,0.367376000,0.391391993,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_mild_skew_fanout4,controlled,-1,1,controlled,medium,512,128,normal_fresh,0.053008001,0.148800001,0.170304000,0.159568004,0.421152011,0.437696010,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_strong_skew_fanout2,controlled,-1,1,controlled,medium,512,128,low_latency,0.013856000,0.117904000,0.003200000,0.101808000,0.226879999,0.244895995,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_strong_skew_fanout2,controlled,-1,1,controlled,medium,512,128,normal_cached,0.013120000,0.112480000,0.123952001,0.186976001,0.306847990,0.341215998,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_strong_skew_fanout2,controlled,-1,1,controlled,medium,512,128,normal_fresh,0.053199999,0.145231999,0.130176000,0.132431999,0.369471997,0.386400014,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_uniform_fanout4,controlled,-1,1,controlled,medium,512,128,low_latency,0.013168000,0.109696001,0.003200000,0.066399999,0.187872000,0.202656001,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_uniform_fanout4,controlled,-1,1,controlled,medium,512,128,normal_cached,0.013360000,0.120800003,0.170688003,0.209872000,0.370240003,0.394015998,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m512_uniform_fanout4,controlled,-1,1,controlled,medium,512,128,normal_fresh,0.052703999,0.148592003,0.170944005,0.157119997,0.421103999,0.442975998,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,1
control_m128_fanout1_local,controlled,-1,1,controlled,medium-small,128,128,low_latency,0.009360000,0.039264001,0.006384000,0.038736001,0.089600001,0.095296003,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_fanout1_local,controlled,-1,1,controlled,medium-small,128,128,normal_cached,0.009216000,0.045359999,0.104543999,0.051376000,0.199359998,0.213312000,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_fanout1_local,controlled,-1,1,controlled,medium-small,128,128,normal_fresh,0.031952001,0.064656001,0.105152000,0.044895999,0.239472002,0.253504008,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_fanout1_remote,controlled,-1,1,controlled,medium-small,128,128,low_latency,0.010448000,0.051344000,0.003952000,0.045423999,0.105696000,0.176415995,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_fanout1_remote,controlled,-1,1,controlled,medium-small,128,128,normal_cached,0.009584000,0.050640000,0.115424000,0.060335999,0.222048000,0.391135991,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_fanout1_remote,controlled,-1,1,controlled,medium-small,128,128,normal_fresh,0.035840001,0.075168002,0.116847999,0.059632001,0.264895990,0.489695996,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_mild_skew_fanout4,controlled,-1,1,controlled,medium-small,128,128,low_latency,0.009456000,0.045279998,0.003936000,0.042479999,0.099024002,0.114175998,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_mild_skew_fanout4,controlled,-1,1,controlled,medium-small,128,128,normal_cached,0.009296000,0.049584001,0.105056003,0.058720000,0.207440004,0.236864001,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_mild_skew_fanout4,controlled,-1,1,controlled,medium-small,128,128,normal_fresh,0.031968001,0.068928000,0.102655999,0.052480001,0.249599993,0.277696013,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_strong_skew_fanout2,controlled,-1,1,controlled,medium-small,128,128,low_latency,0.009312000,0.048128000,0.003312000,0.052224001,0.111328002,0.119648002,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_strong_skew_fanout2,controlled,-1,1,controlled,medium-small,128,128,normal_cached,0.009248000,0.047456000,0.103168000,0.087360002,0.205936000,0.227039993,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_strong_skew_fanout2,controlled,-1,1,controlled,medium-small,128,128,normal_fresh,0.032240000,0.067472000,0.105696000,0.079504002,0.245840006,0.270655990,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_uniform_fanout4,controlled,-1,1,controlled,medium-small,128,128,low_latency,0.009504000,0.045167999,0.003888000,0.039951999,0.096208002,0.107648000,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_uniform_fanout4,controlled,-1,1,controlled,medium-small,128,128,normal_cached,0.009392000,0.048752001,0.104256000,0.060064001,0.207808003,0.224127993,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_uniform_fanout4,controlled,-1,1,controlled,medium-small,128,128,normal_fresh,0.032431999,0.068271998,0.102399997,0.052096000,0.245760001,0.269439995,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_fanout1_local,controlled,-1,1,controlled,small,32,128,low_latency,0.009248000,0.038559999,0.006976000,0.038240001,0.089088000,0.093184002,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_fanout1_local,controlled,-1,1,controlled,small,32,128,normal_cached,0.009120000,0.045839999,0.102927998,0.050832000,0.201728001,0.216288000,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_fanout1_local,controlled,-1,1,controlled,small,32,128,normal_fresh,0.032127999,0.065520000,0.108399998,0.046016000,0.241407998,0.264416009,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_fanout1_remote,controlled,-1,1,controlled,small,32,128,low_latency,0.009216000,0.040447999,0.006608000,0.038944000,0.090480000,0.102399997,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_fanout1_remote,controlled,-1,1,controlled,small,32,128,normal_cached,0.009152000,0.045936000,0.101167999,0.051152000,0.198895998,0.224096000,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_fanout1_remote,controlled,-1,1,controlled,small,32,128,normal_fresh,0.032400001,0.064799998,0.105295997,0.046879999,0.241775997,0.261471987,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_mild_skew_fanout4,controlled,-1,1,controlled,small,32,128,low_latency,0.009312000,0.041584000,0.006944000,0.038784001,0.091488000,0.100160003,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_mild_skew_fanout4,controlled,-1,1,controlled,small,32,128,normal_cached,0.009280000,0.046880001,0.102416001,0.056799999,0.205519997,0.218176007,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_mild_skew_fanout4,controlled,-1,1,controlled,small,32,128,normal_fresh,0.032336000,0.065648001,0.110528000,0.053808000,0.253711998,0.275424004,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_strong_skew_fanout2,controlled,-1,1,controlled,small,32,128,low_latency,0.009376000,0.040624000,0.006928000,0.041600000,0.094271999,0.101631999,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_strong_skew_fanout2,controlled,-1,1,controlled,small,32,128,normal_cached,0.009328000,0.046976000,0.099711999,0.083216000,0.199776001,0.224255994,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_strong_skew_fanout2,controlled,-1,1,controlled,small,32,128,normal_fresh,0.032208001,0.063519999,0.104079999,0.079696000,0.240879998,0.263776004,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_uniform_fanout4,controlled,-1,1,controlled,small,32,128,low_latency,0.009264000,0.040400000,0.006688000,0.038527999,0.091136001,0.101056002,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_uniform_fanout4,controlled,-1,1,controlled,small,32,128,normal_cached,0.009344000,0.047440000,0.106624000,0.055583999,0.209327996,0.226047993,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m32_uniform_fanout4,controlled,-1,1,controlled,small,32,128,normal_fresh,0.032448001,0.066752002,0.108303998,0.052656000,0.248800002,0.268319994,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_fanout1_local,controlled,-1,1,controlled,medium,512,128,low_latency,0.009248000,0.046255998,0.003200000,0.038448000,0.096799999,0.108159997,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_fanout1_local,controlled,-1,1,controlled,medium,512,128,normal_cached,0.009424000,0.051903998,0.099360000,0.059487998,0.209568001,0.222463995,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_fanout1_local,controlled,-1,1,controlled,medium,512,128,normal_fresh,0.032207999,0.073183998,0.098623998,0.053088000,0.244447999,0.264256001,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_fanout1_remote,controlled,-1,1,controlled,medium,512,128,low_latency,0.009488000,0.068208002,0.003200000,0.052687999,0.130543999,0.146944001,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_fanout1_remote,controlled,-1,1,controlled,medium,512,128,normal_cached,0.009456000,0.058127999,0.103872001,0.063887998,0.216335997,0.364032000,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_fanout1_remote,controlled,-1,1,controlled,medium,512,128,normal_fresh,0.032752000,0.077119999,0.097312000,0.056512000,0.253343999,0.271679997,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_mild_skew_fanout4,controlled,-1,1,controlled,medium,512,128,low_latency,0.009376000,0.065008003,0.003200000,0.053888001,0.129423998,0.131871998,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_mild_skew_fanout4,controlled,-1,1,controlled,medium,512,128,normal_cached,0.009232000,0.066159997,0.089439999,0.071936000,0.222320005,0.237728000,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_mild_skew_fanout4,controlled,-1,1,controlled,medium,512,128,normal_fresh,0.032464001,0.087615997,0.084192000,0.065375999,0.258560002,0.270016015,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_strong_skew_fanout2,controlled,-1,1,controlled,medium,512,128,low_latency,0.009472000,0.096976001,0.003168000,0.106207997,0.210288003,0.212799996,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_strong_skew_fanout2,controlled,-1,1,controlled,medium,512,128,normal_cached,0.009280000,0.062656002,0.085568000,0.096671999,0.211695999,0.232511997,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_strong_skew_fanout2,controlled,-1,1,controlled,medium,512,128,normal_fresh,0.032304000,0.083568003,0.087584000,0.093151998,0.256927997,0.271616012,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_uniform_fanout4,controlled,-1,1,controlled,medium,512,128,low_latency,0.009392000,0.060351999,0.003184000,0.046192000,0.118016001,0.130687997,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_uniform_fanout4,controlled,-1,1,controlled,medium,512,128,normal_cached,0.009408000,0.065568000,0.088959999,0.071279999,0.220480002,0.243359998,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m512_uniform_fanout4,controlled,-1,1,controlled,medium,512,128,normal_fresh,0.032032000,0.086895999,0.084415998,0.066768002,0.258911997,0.277247995,0.000000000,0.000000000,4096,4096,True,30,critical-rank wall via same-GPU CUDA events,2
control_m128_fanout1_local,controlled,-1,1,controlled,medium-small,128,128,low_latency,0.009216000,0.038880000,0.006416000,0.036831999,0.088959999,0.092671998,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_fanout1_local,controlled,-1,1,controlled,medium-small,128,128,normal_cached,0.009392000,0.046416000,0.105696000,0.049487999,0.203359999,0.217344001,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_fanout1_local,controlled,-1,1,controlled,medium-small,128,128,normal_fresh,0.031920001,0.062063999,0.106320001,0.042864000,0.237279996,0.250207990,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_fanout1_remote,controlled,-1,1,controlled,medium-small,128,128,low_latency,0.009360000,0.044672001,0.003216000,0.040271999,0.095376000,0.099840000,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_fanout1_remote,controlled,-1,1,controlled,medium-small,128,128,normal_cached,0.009232000,0.046928000,0.106000002,0.051279999,0.204384007,0.226175994,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_fanout1_remote,controlled,-1,1,controlled,medium-small,128,128,normal_fresh,0.032352000,0.064335998,0.108272001,0.047311999,0.245471999,0.261727989,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_mild_skew_fanout4,controlled,-1,1,controlled,medium-small,128,128,low_latency,0.009296000,0.045168001,0.003712000,0.042112000,0.097856000,0.108992003,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_mild_skew_fanout4,controlled,-1,1,controlled,medium-small,128,128,normal_cached,0.009264000,0.049439998,0.106080003,0.055856001,0.209536001,0.231327996,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_mild_skew_fanout4,controlled,-1,1,controlled,medium-small,128,128,normal_fresh,0.031888001,0.068608001,0.105680000,0.051392000,0.250655994,0.270368010,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_strong_skew_fanout2,controlled,-1,1,controlled,medium-small,128,128,low_latency,0.009248000,0.048544001,0.003200000,0.046928000,0.107295997,0.115967996,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_strong_skew_fanout2,controlled,-1,1,controlled,medium-small,128,128,normal_cached,0.009328000,0.047759999,0.103311997,0.082704000,0.205760002,0.224191993,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_strong_skew_fanout2,controlled,-1,1,controlled,medium-small,128,128,normal_fresh,0.032272000,0.066239998,0.103248000,0.081455998,0.242944002,0.258944005,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_uniform_fanout4,controlled,-1,1,controlled,medium-small,128,128,low_latency,0.009264000,0.044800000,0.003872000,0.039039999,0.095440000,0.108000003,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_uniform_fanout4,controlled,-1,1,controlled,medium-small,128,128,normal_cached,0.009328000,0.049680000,0.102944002,0.055968000,0.207648002,0.221760005,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m128_uniform_fanout4,controlled,-1,1,controlled,medium-small,128,128,normal_fresh,0.032384001,0.067600001,0.103439998,0.050735999,0.248000003,0.262015998,0.000000000,0.000000000,1024,1024,True,30,critical-rank wall via same-GPU CUDA events,3
control_m32_fanout1_local,controlled,-1,1,controlled,small,32,128,low_latency,0.009280000,0.038832001,0.006992000,0.036800001,0.088256001,0.092128001,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,3
control_m32_fanout1_local,controlled,-1,1,controlled,small,32,128,normal_cached,0.009280000,0.046992000,0.105680000,0.047536001,0.201792002,0.223008007,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,3
control_m32_fanout1_local,controlled,-1,1,controlled,small,32,128,normal_fresh,0.032080000,0.063391998,0.107471999,0.045808000,0.241616003,0.271679997,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,3
control_m32_fanout1_remote,controlled,-1,1,controlled,small,32,128,low_latency,0.009280000,0.040624000,0.006512000,0.036896000,0.089264002,0.094080001,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,3
control_m32_fanout1_remote,controlled,-1,1,controlled,small,32,128,normal_cached,0.009296000,0.046736000,0.107455999,0.049759999,0.204623997,0.220320001,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,3
control_m32_fanout1_remote,controlled,-1,1,controlled,small,32,128,normal_fresh,0.032127999,0.065072000,0.106415998,0.047504000,0.241583996,0.269888014,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,3
control_m32_mild_skew_fanout4,controlled,-1,1,controlled,small,32,128,low_latency,0.009408000,0.041007999,0.006832000,0.038640000,0.091679998,0.101248004,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,3
control_m32_mild_skew_fanout4,controlled,-1,1,controlled,small,32,128,normal_cached,0.009280000,0.048079999,0.103024002,0.052479999,0.208208002,0.218303993,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,3
control_m32_mild_skew_fanout4,controlled,-1,1,controlled,small,32,128,normal_fresh,0.033344001,0.063920002,0.109471999,0.053199999,0.256047994,0.287167996,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,3
control_m32_strong_skew_fanout2,controlled,-1,1,controlled,small,32,128,low_latency,0.009408000,0.039696001,0.006976000,0.040256001,0.092320003,0.110016003,0.000000000,0.000000000,256,256,True,30,critical-rank wall via same-GPU CUDA events,3
