scope,key,source,tokens,assignments,mean_u,median_u,p90_u,p_u4,p_u_ge3,rank_load_max,rank_load_mean,rank_load_cv,rank_load_max_mean,critical_rank,remote_volume_proxy
request_layer,histology:L42,vision,256,2048,3.52734375,4.0,4.0,0.55078125,0.9765625,645,512.0,0.21566338681179245,1.259765625,1,647.0
request_layer,histology:L43,vision,256,2048,3.69921875,4.0,4.0,0.703125,0.99609375,610,512.0,0.1325897143395098,1.19140625,3,691.0
request_layer,histology:L44,vision,256,2048,3.75390625,4.0,4.0,0.765625,0.98828125,626,512.0,0.14156451562789646,1.22265625,1,705.0
request_layer,histology:L45,vision,256,2048,3.55859375,4.0,4.0,0.609375,0.94921875,683,512.0,0.23638057914778488,1.333984375,3,655.0
request_layer,histology:L46,vision,256,2048,3.69921875,4.0,4.0,0.71484375,0.984375,600,512.0,0.11426198576780276,1.171875,2,691.0
request_layer,histology:L47,vision,256,2048,3.6875,4.0,4.0,0.71484375,0.97265625,690,512.0,0.21468833156907727,1.34765625,0,688.0
request_layer,grass:L0,vision,256,2048,3.6484375,4.0,4.0,0.66015625,0.98828125,605,512.0,0.11922864320435574,1.181640625,1,678.0
request_layer,grass:L1,vision,256,2048,3.62109375,4.0,4.0,0.65625,0.96484375,760,512.0,0.28477808293222756,1.484375,1,671.0
request_layer,grass:L2,vision,256,2048,3.69921875,4.0,4.0,0.7109375,0.98828125,636,512.0,0.15903283582673658,1.2421875,1,691.0
request_layer,grass:L3,vision,256,2048,3.671875,4.0,4.0,0.68359375,0.98828125,605,512.0,0.1565122311233564,1.181640625,1,684.0
request_layer,grass:L4,vision,256,2048,3.6328125,4.0,4.0,0.640625,0.9921875,662,512.0,0.1794059870202523,1.29296875,3,674.0
request_layer,grass:L5,vision,256,2048,3.671875,4.0,4.0,0.68359375,0.98828125,672,512.0,0.1944168919010005,1.3125,3,684.0
request_layer,grass:L6,vision,256,2048,3.6953125,4.0,4.0,0.703125,0.9921875,545,512.0,0.07177568291020688,1.064453125,1,690.0
request_layer,grass:L7,vision,256,2048,3.6953125,4.0,4.0,0.70703125,0.98828125,630,512.0,0.18076696815885293,1.23046875,1,690.0
request_layer,grass:L8,vision,256,2048,3.62109375,4.0,4.0,0.63671875,0.984375,542,512.0,0.04738089636995392,1.05859375,0,671.0
request_layer,grass:L9,vision,256,2048,3.65234375,4.0,4.0,0.65234375,1.0,651,512.0,0.19189887976147996,1.271484375,0,679.0
request_layer,grass:L10,vision,256,2048,3.66015625,4.0,4.0,0.671875,0.98828125,660,512.0,0.16823538974396762,1.2890625,2,681.0
request_layer,grass:L11,vision,256,2048,3.609375,4.0,4.0,0.61328125,0.99609375,650,512.0,0.18589092280330435,1.26953125,1,668.0
request_layer,grass:L12,vision,256,2048,3.63671875,4.0,4.0,0.65625,0.98046875,693,512.0,0.20584399402928832,1.353515625,1,675.0
request_layer,grass:L13,vision,256,2048,3.65625,4.0,4.0,0.671875,0.984375,575,512.0,0.1226354107496141,1.123046875,2,680.0
request_layer,grass:L14,vision,256,2048,3.65234375,4.0,4.0,0.671875,0.98046875,583,512.0,0.10812976980989382,1.138671875,0,679.0
request_layer,grass:L15,vision,256,2048,3.6953125,4.0,4.0,0.7109375,0.984375,610,512.0,0.185803687406645,1.19140625,3,690.0
request_layer,grass:L16,vision,256,2048,3.69140625,4.0,4.0,0.6953125,0.99609375,526,512.0,0.02557773604239999,1.02734375,0,689.0
request_layer,grass:L17,vision,256,2048,3.640625,4.0,4.0,0.65625,0.984375,604,512.0,0.1466730555674497,1.1796875,3,676.0
request_layer,grass:L18,vision,256,2048,3.671875,4.0,4.0,0.68359375,0.98828125,545,512.0,0.04163868282290594,1.064453125,3,684.0
request_layer,grass:L19,vision,256,2048,3.6484375,4.0,4.0,0.65625,0.9921875,636,512.0,0.18643394040716457,1.2421875,1,678.0
request_layer,grass:L20,vision,256,2048,3.65234375,4.0,4.0,0.6640625,0.98828125,685,512.0,0.19727045940858312,1.337890625,0,679.0
request_layer,grass:L21,vision,256,2048,3.64453125,4.0,4.0,0.66796875,0.9765625,617,512.0,0.15193630409790046,1.205078125,0,677.0
request_layer,grass:L22,vision,256,2048,3.59375,4.0,4.0,0.59765625,0.99609375,633,512.0,0.21202878878914208,1.236328125,2,664.0
request_layer,grass:L23,vision,256,2048,3.6953125,4.0,4.0,0.71875,0.9765625,588,512.0,0.1393784266850337,1.1484375,3,690.0
request_layer,grass:L24,vision,256,2048,3.6484375,4.0,4.0,0.66015625,0.98828125,585,512.0,0.10374569068140102,1.142578125,3,678.0
request_layer,grass:L25,vision,256,2048,3.5703125,4.0,4.0,0.59375,0.9765625,559,512.0,0.11353352835416891,1.091796875,3,658.0
request_layer,grass:L26,vision,256,2048,3.69140625,4.0,4.0,0.6953125,0.99609375,553,512.0,0.08042275308559878,1.080078125,1,689.0
request_layer,grass:L27,vision,256,2048,3.578125,4.0,4.0,0.60546875,0.97265625,650,512.0,0.17606314202713966,1.26953125,3,660.0
request_layer,grass:L28,vision,256,2048,3.68359375,4.0,4.0,0.703125,0.98046875,643,512.0,0.15471043272243815,1.255859375,1,687.0
request_layer,grass:L29,vision,256,2048,3.6171875,4.0,4.0,0.6328125,0.984375,695,512.0,0.2401073088754081,1.357421875,2,670.0
request_layer,grass:L30,vision,256,2048,3.60546875,4.0,4.0,0.625,0.98046875,609,512.0,0.11971556969314028,1.189453125,1,667.0
request_layer,grass:L31,vision,256,2048,3.73828125,4.0,4.0,0.73828125,1.0,560,512.0,0.06859613019076541,1.09375,1,701.0
request_layer,grass:L32,vision,256,2048,3.46484375,4.0,4.0,0.53125,0.93359375,670,512.0,0.1964954411023916,1.30859375,0,631.0
request_layer,grass:L33,vision,256,2048,3.65625,4.0,4.0,0.6640625,0.9921875,552,512.0,0.047841596538733946,1.078125,2,680.0
request_layer,grass:L34,vision,256,2048,3.65234375,4.0,4.0,0.65625,0.99609375,571,512.0,0.1486493656600418,1.115234375,2,679.0
request_layer,grass:L35,vision,256,2048,3.53515625,4.0,4.0,0.55859375,0.9765625,610,512.0,0.11111376017485554,1.19140625,3,649.0
request_layer,grass:L36,vision,256,2048,3.58984375,4.0,4.0,0.6171875,0.97265625,646,512.0,0.2031062190836823,1.26171875,1,663.0
request_layer,grass:L37,vision,256,2048,3.71484375,4.0,4.0,0.72265625,0.9921875,540,512.0,0.036721866556568686,1.0546875,3,695.0
request_layer,grass:L38,vision,256,2048,3.6484375,4.0,4.0,0.65234375,0.99609375,575,512.0,0.08512354231383165,1.123046875,1,678.0
request_layer,grass:L39,vision,256,2048,3.63671875,4.0,4.0,0.6640625,0.97265625,631,512.0,0.1696522645564763,1.232421875,3,675.0
request_layer,grass:L40,vision,256,2048,3.63671875,4.0,4.0,0.65625,0.98046875,606,512.0,0.14453784824465638,1.18359375,1,675.0
request_layer,grass:L41,vision,256,2048,3.69140625,4.0,4.0,0.69921875,0.9921875,629,512.0,0.15580380627508653,1.228515625,2,689.0
request_layer,grass:L42,vision,256,2048,3.5,4.0,4.0,0.5390625,0.96484375,635,512.0,0.15076429835085814,1.240234375,1,640.0
request_layer,grass:L43,vision,256,2048,3.625,4.0,4.0,0.63671875,0.98828125,572,512.0,0.13041406273400527,1.1171875,1,672.0
request_layer,grass:L44,vision,256,2048,3.703125,4.0,4.0,0.703125,1.0,543,512.0,0.04705774923108109,1.060546875,1,692.0
request_layer,grass:L45,vision,256,2048,3.66015625,4.0,4.0,0.6875,0.97265625,547,512.0,0.05553541878169114,1.068359375,3,681.0
request_layer,grass:L46,vision,256,2048,3.640625,4.0,4.0,0.67578125,0.96484375,560,512.0,0.12425774496029286,1.09375,1,676.0
request_layer,grass:L47,vision,256,2048,3.64453125,4.0,4.0,0.66796875,0.9765625,632,512.0,0.13669084536658352,1.234375,0,677.0
request_layer,brick:L0,vision,256,2048,3.57421875,4.0,4.0,0.609375,0.96484375,613,512.0,0.24795458420863714,1.197265625,3,659.0
request_layer,brick:L1,vision,256,2048,3.6640625,4.0,4.0,0.68359375,0.98046875,614,512.0,0.13816892728041394,1.19921875,1,682.0
request_layer,brick:L2,vision,256,2048,3.515625,4.0,4.0,0.5625,0.953125,623,512.0,0.19991167025294024,1.216796875,3,644.0
request_layer,brick:L3,vision,256,2048,3.6875,4.0,4.0,0.69921875,0.98828125,579,512.0,0.08496654974279769,1.130859375,2,688.0
request_layer,brick:L4,vision,256,2048,3.6953125,4.0,4.0,0.703125,0.9921875,595,512.0,0.09369912356492956,1.162109375,0,690.0
request_layer,brick:L5,vision,256,2048,3.6875,4.0,4.0,0.6953125,0.9921875,595,512.0,0.12836504523766268,1.162109375,0,688.0
request_layer,brick:L6,vision,256,2048,3.6328125,4.0,4.0,0.65234375,0.98046875,795,512.0,0.33456922932909894,1.552734375,0,674.0
request_layer,brick:L7,vision,256,2048,3.6328125,4.0,4.0,0.6484375,0.984375,667,512.0,0.27585773217968773,1.302734375,3,674.0
request_layer,brick:L8,vision,256,2048,3.68359375,4.0,4.0,0.6953125,0.98828125,575,512.0,0.09900436669169414,1.123046875,3,687.0
request_layer,brick:L9,vision,256,2048,3.59375,4.0,4.0,0.62109375,0.97265625,847,512.0,0.37870987984960613,1.654296875,0,664.0
request_layer,brick:L10,vision,256,2048,3.62109375,4.0,4.0,0.62890625,0.9921875,637,512.0,0.19606301116147107,1.244140625,1,671.0
request_layer,brick:L11,vision,256,2048,3.640625,4.0,4.0,0.65234375,0.98828125,689,512.0,0.2425455707322563,1.345703125,1,676.0
request_layer,brick:L12,vision,256,2048,3.59765625,4.0,4.0,0.60546875,0.9921875,577,512.0,0.15481518956459625,1.126953125,0,665.0
request_layer,brick:L13,vision,256,2048,3.6796875,4.0,4.0,0.69140625,0.98828125,628,512.0,0.2004975804970131,1.2265625,2,686.0
request_layer,brick:L14,vision,256,2048,3.71875,4.0,4.0,0.7265625,0.9921875,599,512.0,0.09860863719815889,1.169921875,1,696.0
request_layer,brick:L15,vision,256,2048,3.625,4.0,4.0,0.63671875,0.98828125,582,512.0,0.10202157364625294,1.13671875,1,672.0
request_layer,brick:L16,vision,256,2048,3.67578125,4.0,4.0,0.6875,0.98828125,564,512.0,0.13563324652708333,1.1015625,1,685.0
request_layer,brick:L17,vision,256,2048,3.6953125,4.0,4.0,0.7109375,0.984375,598,512.0,0.12020052368253097,1.16796875,1,690.0
request_layer,brick:L18,vision,256,2048,3.59375,4.0,4.0,0.60546875,0.98828125,701,512.0,0.23508599838302194,1.369140625,0,664.0
request_layer,brick:L19,vision,256,2048,3.69921875,4.0,4.0,0.703125,0.99609375,599,512.0,0.16886344204873616,1.169921875,2,691.0
request_layer,brick:L20,vision,256,2048,3.58203125,4.0,4.0,0.62890625,0.953125,625,512.0,0.18132007165173156,1.220703125,0,661.0
request_layer,brick:L21,vision,256,2048,3.65234375,4.0,4.0,0.6640625,0.98828125,763,512.0,0.2906516442339496,1.490234375,0,679.0
request_layer,brick:L22,vision,256,2048,3.6328125,4.0,4.0,0.640625,0.9921875,607,512.0,0.14888655349139784,1.185546875,2,674.0
request_layer,brick:L23,vision,256,2048,3.56640625,4.0,4.0,0.578125,0.98828125,663,512.0,0.2844664709516802,1.294921875,3,657.0
request_layer,brick:L24,vision,256,2048,3.58984375,4.0,4.0,0.609375,0.98046875,557,512.0,0.09097244482684544,1.087890625,2,663.0
request_layer,brick:L25,vision,256,2048,3.58984375,4.0,4.0,0.62109375,0.96875,631,512.0,0.17481832610900577,1.232421875,3,663.0
request_layer,brick:L26,vision,256,2048,3.7109375,4.0,4.0,0.72265625,0.98828125,591,512.0,0.12427309394990861,1.154296875,1,694.0
request_layer,brick:L27,vision,256,2048,3.515625,4.0,4.0,0.5390625,0.9765625,622,512.0,0.20114817063013912,1.21484375,1,644.0
request_layer,brick:L28,vision,256,2048,3.68359375,4.0,4.0,0.6953125,0.98828125,654,512.0,0.1651574787826805,1.27734375,1,687.0
request_layer,brick:L29,vision,256,2048,3.65625,4.0,4.0,0.671875,0.984375,622,512.0,0.13874750358466476,1.21484375,2,680.0
request_layer,brick:L30,vision,256,2048,3.6171875,4.0,4.0,0.625,0.9921875,584,512.0,0.1680992861231635,1.140625,0,670.0
request_layer,brick:L31,vision,256,2048,3.69140625,4.0,4.0,0.70703125,0.984375,537,512.0,0.04833737762017415,1.048828125,1,689.0
request_layer,brick:L32,vision,256,2048,3.57421875,4.0,4.0,0.59765625,0.9765625,620,512.0,0.17410222420364493,1.2109375,0,659.0
request_layer,brick:L33,vision,256,2048,3.6640625,4.0,4.0,0.671875,0.9921875,672,512.0,0.26270438820288994,1.3125,0,682.0
request_layer,brick:L34,vision,256,2048,3.68359375,4.0,4.0,0.6953125,0.98828125,604,512.0,0.12181614163681778,1.1796875,1,687.0
request_layer,brick:L35,vision,256,2048,3.48046875,3.0,4.0,0.4921875,0.98828125,665,512.0,0.24345607152964668,1.298828125,3,635.0
request_layer,brick:L36,vision,256,2048,3.66015625,4.0,4.0,0.66796875,0.9921875,636,512.0,0.18913572800610265,1.2421875,3,681.0
request_layer,brick:L37,vision,256,2048,3.625,4.0,4.0,0.63671875,0.98828125,614,512.0,0.1333571094930591,1.19921875,2,672.0
request_layer,brick:L38,vision,256,2048,3.71484375,4.0,4.0,0.7265625,0.98828125,584,512.0,0.0902779081946841,1.140625,1,695.0
request_layer,brick:L39,vision,256,2048,3.76171875,4.0,4.0,0.7734375,0.98828125,589,512.0,0.18457806283330874,1.150390625,1,707.0
request_layer,brick:L40,vision,256,2048,3.58984375,4.0,4.0,0.609375,0.98046875,565,512.0,0.12147903675972374,1.103515625,1,663.0
request_layer,brick:L41,vision,256,2048,3.671875,4.0,4.0,0.68359375,0.98828125,594,512.0,0.15679227190241332,1.16015625,2,684.0
request_layer,brick:L42,vision,256,2048,3.61328125,4.0,4.0,0.62890625,0.984375,650,512.0,0.15712037854617136,1.26953125,1,669.0
request_layer,brick:L43,vision,256,2048,3.6328125,4.0,4.0,0.64453125,0.98828125,610,512.0,0.20331740436801105,1.19140625,1,674.0
request_layer,brick:L44,vision,256,2048,3.75390625,4.0,4.0,0.76171875,0.9921875,528,512.0,0.02372062070603734,1.03125,1,705.0
request_layer,brick:L45,vision,256,2048,3.71484375,4.0,4.0,0.73046875,0.984375,548,512.0,0.0471993983343538,1.0703125,3,695.0
request_layer,brick:L46,vision,256,2048,3.69140625,4.0,4.0,0.69921875,0.9921875,555,512.0,0.06385852626668678,1.083984375,0,689.0
request_layer,brick:L47,vision,256,2048,3.66796875,4.0,4.0,0.6796875,0.98828125,586,512.0,0.1462106818141633,1.14453125,1,683.0
request_layer,logo:L0,vision,256,2048,3.54296875,4.0,4.0,0.56640625,0.9765625,613,512.0,0.1399247430436101,1.197265625,0,651.0
request_layer,logo:L1,vision,256,2048,3.5078125,4.0,4.0,0.5703125,0.9375,682,512.0,0.2617624730268956,1.33203125,3,642.0
request_layer,logo:L2,vision,256,2048,3.63671875,4.0,4.0,0.6640625,0.97265625,673,512.0,0.20075901962293236,1.314453125,0,675.0
request_layer,logo:L3,vision,256,2048,3.72265625,4.0,4.0,0.73046875,0.9921875,561,512.0,0.059833881570470274,1.095703125,1,697.0
request_layer,logo:L4,vision,256,2048,3.69140625,4.0,4.0,0.703125,0.98828125,616,512.0,0.15823326294723777,1.203125,0,689.0
request_layer,logo:L5,vision,256,2048,3.7109375,4.0,4.0,0.71875,0.9921875,546,512.0,0.04303528229791153,1.06640625,1,694.0
request_layer,logo:L6,vision,256,2048,3.62890625,4.0,4.0,0.65625,0.97265625,610,512.0,0.22761658751744332,1.19140625,1,673.0
request_layer,logo:L7,vision,256,2048,3.73046875,4.0,4.0,0.734375,0.99609375,552,512.0,0.04630183434035038,1.078125,0,699.0
request_layer,logo:L8,vision,256,2048,3.6796875,4.0,4.0,0.69140625,0.98828125,576,512.0,0.11035588348841131,1.125,3,686.0
request_layer,logo:L9,vision,256,2048,3.61328125,4.0,4.0,0.62109375,0.9921875,710,512.0,0.2648735637256806,1.38671875,0,669.0
request_layer,logo:L10,vision,256,2048,3.703125,4.0,4.0,0.70703125,0.99609375,598,512.0,0.1367675694088046,1.16796875,0,692.0
request_layer,logo:L11,vision,256,2048,3.578125,4.0,4.0,0.6015625,0.9765625,667,512.0,0.20589958247049323,1.302734375,3,660.0
request_layer,logo:L12,vision,256,2048,3.65625,4.0,4.0,0.65625,1.0,647,512.0,0.17332815211450703,1.263671875,1,680.0
request_layer,logo:L13,vision,256,2048,3.66796875,4.0,4.0,0.6796875,0.98828125,611,512.0,0.14548487130392737,1.193359375,3,683.0
request_layer,logo:L14,vision,256,2048,3.64453125,4.0,4.0,0.6484375,0.99609375,699,512.0,0.2166868738385999,1.365234375,1,677.0
request_layer,logo:L15,vision,256,2048,3.71484375,4.0,4.0,0.71875,0.99609375,608,512.0,0.12944519202835544,1.1875,1,695.0
request_layer,logo:L16,vision,256,2048,3.67578125,4.0,4.0,0.6953125,0.98046875,578,512.0,0.13801699459087796,1.12890625,2,685.0
request_layer,logo:L17,vision,256,2048,3.66796875,4.0,4.0,0.671875,0.99609375,610,512.0,0.14607364291778802,1.19140625,2,683.0
request_layer,logo:L18,vision,256,2048,3.69921875,4.0,4.0,0.7109375,0.98828125,568,512.0,0.0737159158858032,1.109375,2,691.0
request_layer,logo:L19,vision,256,2048,3.71875,4.0,4.0,0.7265625,0.9921875,636,512.0,0.1893977448052238,1.2421875,0,696.0
request_layer,logo:L20,vision,256,2048,3.4375,4.0,4.0,0.515625,0.921875,779,512.0,0.3407265607982425,1.521484375,0,624.0
request_layer,logo:L21,vision,256,2048,3.6796875,4.0,4.0,0.68359375,0.99609375,642,512.0,0.17663097572881734,1.25390625,1,686.0
request_layer,logo:L22,vision,256,2048,3.61328125,4.0,4.0,0.63671875,0.9765625,644,512.0,0.20779909936821717,1.2578125,0,669.0
request_layer,logo:L23,vision,256,2048,3.703125,4.0,4.0,0.71875,0.984375,611,512.0,0.1711688708516616,1.193359375,3,692.0
request_layer,logo:L24,vision,256,2048,3.66796875,4.0,4.0,0.68359375,0.984375,586,512.0,0.15314293581181765,1.14453125,0,683.0
request_layer,logo:L25,vision,256,2048,3.58984375,4.0,4.0,0.60546875,0.984375,775,512.0,0.29832985419548086,1.513671875,3,663.0
request_layer,logo:L26,vision,256,2048,3.71484375,4.0,4.0,0.71875,0.99609375,599,512.0,0.15011770081066286,1.169921875,1,695.0
request_layer,logo:L27,vision,256,2048,3.5859375,4.0,4.0,0.59765625,0.98828125,614,512.0,0.18770334026146818,1.19921875,3,662.0
request_layer,logo:L28,vision,256,2048,3.63671875,4.0,4.0,0.65625,0.98046875,601,512.0,0.1389810044736049,1.173828125,2,675.0
request_layer,logo:L29,vision,256,2048,3.5859375,4.0,4.0,0.62109375,0.96484375,742,512.0,0.26547057206739333,1.44921875,2,662.0
request_layer,logo:L30,vision,256,2048,3.671875,4.0,4.0,0.68359375,0.98828125,572,512.0,0.11816809781332825,1.1171875,1,684.0
request_layer,logo:L31,vision,256,2048,3.6171875,4.0,4.0,0.625,0.9921875,610,512.0,0.1505870774519109,1.19140625,0,670.0
request_layer,logo:L32,vision,256,2048,3.55078125,4.0,4.0,0.57421875,0.9765625,735,512.0,0.26662123611018285,1.435546875,0,653.0
request_layer,logo:L33,vision,256,2048,3.703125,4.0,4.0,0.7109375,0.9921875,574,512.0,0.08921527809028318,1.12109375,0,692.0
request_layer,logo:L34,vision,256,2048,3.65234375,4.0,4.0,0.671875,0.98046875,624,512.0,0.12767971164068487,1.21875,0,679.0
request_layer,logo:L35,vision,256,2048,3.56640625,4.0,4.0,0.58984375,0.9765625,620,512.0,0.1623973815857215,1.2109375,3,657.0
request_layer,logo:L36,vision,256,2048,3.640625,4.0,4.0,0.65625,0.984375,610,512.0,0.15281877064076996,1.19140625,3,676.0
request_layer,logo:L37,vision,256,2048,3.6484375,4.0,4.0,0.66796875,0.98046875,602,512.0,0.17879896653663946,1.17578125,3,678.0
request_layer,logo:L38,vision,256,2048,3.66796875,4.0,4.0,0.66796875,1.0,556,512.0,0.07016314432299241,1.0859375,1,683.0
request_layer,logo:L39,vision,256,2048,3.59765625,4.0,4.0,0.62109375,0.9765625,657,512.0,0.24887595203625665,1.283203125,3,665.0
request_layer,logo:L40,vision,256,2048,3.64453125,4.0,4.0,0.6640625,0.98046875,580,512.0,0.1228684842777469,1.1328125,2,677.0
request_layer,logo:L41,vision,256,2048,3.6796875,4.0,4.0,0.6875,0.9921875,587,512.0,0.13406321705446347,1.146484375,2,686.0
request_layer,logo:L42,vision,256,2048,3.63671875,4.0,4.0,0.6640625,0.97265625,570,512.0,0.08151811232308284,1.11328125,1,675.0
request_layer,logo:L43,vision,256,2048,3.70703125,4.0,4.0,0.7109375,0.99609375,551,512.0,0.06630564529987483,1.076171875,1,693.0
request_layer,logo:L44,vision,256,2048,3.671875,4.0,4.0,0.6796875,0.9921875,564,512.0,0.09127594879334315,1.1015625,1,684.0
request_layer,logo:L45,vision,256,2048,3.5859375,4.0,4.0,0.6171875,0.96875,606,512.0,0.1712468546557635,1.18359375,3,662.0
request_layer,logo:L46,vision,256,2048,3.58984375,4.0,4.0,0.6171875,0.97265625,612,512.0,0.13859620514665863,1.1953125,2,663.0
request_layer,logo:L47,vision,256,2048,3.55078125,4.0,4.0,0.5859375,0.96484375,683,512.0,0.24700275447406136,1.333984375,0,653.0
request_layer,cell:L0,vision,357,2856,3.742296918767507,4.0,4.0,0.7563025210084033,0.9859943977591037,838,714.0,0.1605184999570846,1.173669467787115,1,979.0
request_layer,cell:L1,vision,357,2856,3.630252100840336,4.0,4.0,0.6470588235294118,0.9831932773109243,856,714.0,0.13312323088098868,1.1988795518207283,1,939.0
request_layer,cell:L2,vision,357,2856,3.630252100840336,4.0,4.0,0.6470588235294118,0.9831932773109243,868,714.0,0.1286496713646627,1.2156862745098038,1,939.0
request_layer,cell:L3,vision,357,2856,3.7030812324929974,4.0,4.0,0.7086834733893558,0.9943977591036415,910,714.0,0.16241366425938056,1.2745098039215685,3,965.0
request_layer,cell:L4,vision,357,2856,3.6918767507002803,4.0,4.0,0.7058823529411765,0.9859943977591037,840,714.0,0.10732806533146892,1.1764705882352942,1,961.0
request_layer,cell:L5,vision,357,2856,3.7058823529411766,4.0,4.0,0.7142857142857143,0.9915966386554622,926,714.0,0.25070223619411214,1.2969187675070029,3,966.0
request_layer,cell:L6,vision,357,2856,3.6470588235294117,4.0,4.0,0.6666666666666666,0.9803921568627451,922,714.0,0.18949533250049883,1.2913165266106443,0,945.0
request_layer,cell:L7,vision,357,2856,3.6750700280112043,4.0,4.0,0.6890756302521008,0.9859943977591037,868,714.0,0.1772359021925592,1.2156862745098038,3,955.0
request_layer,cell:L8,vision,357,2856,3.6918767507002803,4.0,4.0,0.6974789915966386,0.9943977591036415,818,714.0,0.14382532902969614,1.145658263305322,1,961.0
request_layer,cell:L9,vision,357,2856,3.563025210084034,4.0,4.0,0.5798319327731093,0.9831932773109243,1091,714.0,0.33694317977992544,1.5280112044817926,0,915.0
request_layer,cell:L10,vision,357,2856,3.638655462184874,4.0,4.0,0.6554621848739496,0.9831932773109243,878,714.0,0.15162317762156144,1.2296918767507004,2,942.0
request_layer,cell:L11,vision,357,2856,3.6022408963585435,4.0,4.0,0.6330532212885154,0.969187675070028,885,714.0,0.23236429565191058,1.2394957983193278,1,929.0
request_layer,cell:L12,vision,357,2856,3.5798319327731094,4.0,4.0,0.5938375350140056,0.9859943977591037,1014,714.0,0.2749150241872856,1.4201680672268908,3,921.0
request_layer,cell:L13,vision,357,2856,3.649859943977591,4.0,4.0,0.6778711484593838,0.9719887955182073,900,714.0,0.20029725103450466,1.2605042016806722,2,946.0
request_layer,cell:L14,vision,357,2856,3.492997198879552,4.0,4.0,0.5658263305322129,0.927170868347339,934,714.0,0.2134281001998455,1.30812324929972,1,890.0
request_layer,cell:L15,vision,357,2856,3.53781512605042,4.0,4.0,0.5658263305322129,0.9719887955182073,858,714.0,0.16437649279007188,1.2016806722689075,1,906.0
request_layer,cell:L16,vision,357,2856,3.680672268907563,4.0,4.0,0.6946778711484594,0.9859943977591037,877,714.0,0.22010194943102107,1.2282913165266107,1,957.0
request_layer,cell:L17,vision,357,2856,3.6246498599439776,4.0,4.0,0.6442577030812325,0.9803921568627451,987,714.0,0.22078711411741464,1.3823529411764706,3,937.0
request_layer,cell:L18,vision,357,2856,3.630252100840336,4.0,4.0,0.6330532212885154,0.9971988795518207,834,714.0,0.12944010627363964,1.1680672268907564,0,939.0
request_layer,cell:L19,vision,357,2856,3.6862745098039214,4.0,4.0,0.6974789915966386,0.988795518207283,921,714.0,0.185416930321181,1.2899159663865547,2,959.0
request_layer,cell:L20,vision,357,2856,3.6050420168067228,4.0,4.0,0.6302521008403361,0.9747899159663865,793,714.0,0.08460357596940592,1.1106442577030813,1,930.0
request_layer,cell:L21,vision,357,2856,3.526610644257703,4.0,4.0,0.5574229691876751,0.969187675070028,1027,714.0,0.2683215340539748,1.438375350140056,0,902.0
request_layer,cell:L22,vision,357,2856,3.630252100840336,4.0,4.0,0.6414565826330533,0.988795518207283,784,714.0,0.07386544530585017,1.0980392156862746,2,939.0
request_layer,cell:L23,vision,357,2856,3.711484593837535,4.0,4.0,0.7142857142857143,0.9971988795518207,848,714.0,0.1266055314899368,1.1876750700280112,3,968.0
request_layer,cell:L24,vision,357,2856,3.6134453781512605,4.0,4.0,0.6330532212885154,0.9803921568627451,971,714.0,0.23604530284081693,1.3599439775910365,3,933.0
request_layer,cell:L25,vision,357,2856,3.53781512605042,4.0,4.0,0.5686274509803921,0.9719887955182073,815,714.0,0.1764789247063872,1.1414565826330532,3,906.0
request_layer,cell:L26,vision,357,2856,3.630252100840336,4.0,4.0,0.6358543417366946,0.9943977591036415,788,714.0,0.09213408486268507,1.1036414565826331,1,939.0
request_layer,cell:L27,vision,357,2856,3.6246498599439776,4.0,4.0,0.6470588235294118,0.9775910364145658,900,714.0,0.15494083221709073,1.2605042016806722,3,937.0
request_layer,cell:L28,vision,357,2856,3.4705882352941178,4.0,4.0,0.5294117647058824,0.9411764705882353,979,714.0,0.24467149759447956,1.3711484593837535,1,882.0
request_layer,cell:L29,vision,357,2856,3.61624649859944,4.0,4.0,0.6218487394957983,0.9943977591036415,842,714.0,0.1313953919925263,1.1792717086834734,3,934.0
request_layer,cell:L30,vision,357,2856,3.7058823529411766,4.0,4.0,0.7086834733893558,0.9971988795518207,768,714.0,0.059379459175630464,1.0756302521008403,2,966.0
request_layer,cell:L31,vision,357,2856,3.6554621848739495,4.0,4.0,0.6722689075630253,0.9831932773109243,764,714.0,0.06766315030353592,1.0700280112044818,0,948.0
request_layer,cell:L32,vision,357,2856,3.53781512605042,4.0,4.0,0.5938375350140056,0.9439775910364145,836,714.0,0.09984825558900602,1.1708683473389356,0,906.0
request_layer,cell:L33,vision,357,2856,3.680672268907563,4.0,4.0,0.6974789915966386,0.9831932773109243,909,714.0,0.18263487909588916,1.273109243697479,0,957.0
request_layer,cell:L34,vision,357,2856,3.6442577030812324,4.0,4.0,0.6582633053221288,0.9859943977591037,798,714.0,0.1009035360620632,1.1176470588235294,3,944.0
request_layer,cell:L35,vision,357,2856,3.638655462184874,4.0,4.0,0.6498599439775911,0.988795518207283,847,714.0,0.11407904777419993,1.1862745098039216,3,942.0
request_layer,cell:L36,vision,357,2856,3.565826330532213,4.0,4.0,0.5826330532212886,0.9831932773109243,841,714.0,0.16965577461493925,1.1778711484593838,1,916.0
request_layer,cell:L37,vision,357,2856,3.630252100840336,4.0,4.0,0.6358543417366946,0.9943977591036415,769,714.0,0.07372589461205521,1.07703081232493,3,939.0
request_layer,cell:L38,vision,357,2856,3.6918767507002803,4.0,4.0,0.6974789915966386,0.9943977591036415,746,714.0,0.05068209278073454,1.0448179271708684,3,961.0
