case_id,kind,pair_key,side,request_id,layer,token_count,S,I,vision_fraction,metric,median_ms,p25_ms,p75_ms,p95_ms,cv,n_iterations,rank_medians_ms
regime_high_S_low_I_00,regime,high_S_low_I,high_S_low_I,bit_allocate,2,671,0.9236214605067065,1.1251862891207154,0.9657228017883756,combine_ms,0.07532799988985062,0.07487999647855759,0.07595200277864933,0.07759040184319019,0.017437207506679844,20,"{""0"": 0.07393599674105644, ""1"": 0.07360000163316727, ""2"": 0.0748319998383522, ""3"": 0.0713919997215271}"
regime_high_S_low_I_00,regime,high_S_low_I,high_S_low_I,bit_allocate,2,671,0.9236214605067065,1.1251862891207154,0.9657228017883756,total_ms,0.23523199558258057,0.2335600033402443,0.23853599652647972,0.24294239953160288,0.018708899911217106,20,"{""0"": 0.235104002058506, ""1"": 0.23523199558258057, ""2"": 0.23372799903154373, ""3"": 0.23174399882555008}"
regime_high_S_low_I_00,regime,high_S_low_I,high_S_low_I,bit_allocate,2,671,0.9236214605067065,1.1251862891207154,0.9657228017883756,host_ms,0.253702,0.25054675,0.255865,0.2606444,0.018488792291154486,20,"{""0"": 0.253702, ""1"": 0.2515415, ""2"": 0.25112500000000004, ""3"": 0.2492135}"
regime_high_S_low_I_01,regime,high_S_low_I,high_S_low_I,bit_allocate,5,671,0.9482116244411326,1.0819672131147542,0.9657228017883756,dispatch_ms,0.1494240015745163,0.14764000475406647,0.15278400108218193,0.2619104117155075,0.22494159944299766,20,"{""0"": 0.1475680023431778, ""1"": 0.14734400063753128, ""2"": 0.14868800342082977, ""3"": 0.14563200622797012}"
regime_high_S_low_I_01,regime,high_S_low_I,high_S_low_I,bit_allocate,5,671,0.9482116244411326,1.0819672131147542,0.9657228017883756,combine_ms,0.07451200112700462,0.07392799854278564,0.07543200068175793,0.0768992017954588,0.02716211526334134,20,"{""0"": 0.07264000177383423, ""1"": 0.07399999722838402, ""2"": 0.07225599884986877, ""3"": 0.07337599992752075}"
regime_high_S_low_I_01,regime,high_S_low_I,high_S_low_I,bit_allocate,5,671,0.9482116244411326,1.0819672131147542,0.9657228017883756,total_ms,0.23507200181484222,0.23359999805688858,0.23917599767446518,0.35085280090570453,0.1546153079126154,20,"{""0"": 0.23340799659490585, ""1"": 0.23470399528741837, ""2"": 0.2343360036611557, ""3"": 0.23259200155735016}"
regime_high_S_low_I_01,regime,high_S_low_I,high_S_low_I,bit_allocate,5,671,0.9482116244411326,1.0819672131147542,0.9657228017883756,host_ms,0.2512645,0.25055774999999997,0.25523650000000003,0.3690924,0.1464759253052845,20,"{""0"": 0.250952, ""1"": 0.251091, ""2"": 0.25059600000000004, ""3"": 0.250191}"
regime_low_S_high_I_00,regime,low_S_high_I,low_S_high_I,bit_allocate,7,671,0.8934426229508197,1.535022354694486,0.9657228017883756,dispatch_ms,0.1499519944190979,0.14817600324749947,0.25248000025749207,0.26807360947132114,0.28064488642850965,20,"{""0"": 0.1478559970855713, ""1"": 0.1499519944190979, ""2"": 0.14560000598430634, ""3"": 0.1486240029335022}"
regime_low_S_high_I_00,regime,low_S_high_I,low_S_high_I,bit_allocate,7,671,0.8934426229508197,1.535022354694486,0.9657228017883756,combine_ms,0.07886399701237679,0.07818399928510189,0.08004799857735634,0.0826288029551506,0.02233941504443177,20,"{""0"": 0.07388800010085106, ""1"": 0.07363200187683105, ""2"": 0.07876800000667572, ""3"": 0.07091199979186058}"
regime_low_S_high_I_00,regime,low_S_high_I,low_S_high_I,bit_allocate,7,671,0.8934426229508197,1.535022354694486,0.9657228017883756,total_ms,0.2372319996356964,0.23525600135326385,0.34270400553941727,0.35582559257745744,0.193795943350483,20,"{""0"": 0.23471999913454056, ""1"": 0.23641599714756012, ""2"": 0.2372319996356964, ""3"": 0.23209600150585175}"
regime_low_S_high_I_00,regime,low_S_high_I,low_S_high_I,bit_allocate,7,671,0.8934426229508197,1.535022354694486,0.9657228017883756,host_ms,0.2560505,0.25167625000000005,0.359017,0.3756653,0.18352583563478198,20,"{""0"": 0.25434049999999997, ""1"": 0.254096, ""2"": 0.2557355, ""3"": 0.2510475}"
regime_low_S_high_I_01,regime,low_S_high_I,low_S_high_I,bit_allocate,16,671,0.8990312965722802,1.626676602086438,0.9657228017883756,dispatch_ms,0.15651199966669083,0.1478000022470951,0.25223200023174286,0.42811841219663843,2.027085521625022,20,"{""0"": 0.1515040025115013, ""1"": 0.15323200076818466, ""2"": 0.15651199966669083, ""3"": 0.15003199875354767}"
regime_low_S_high_I_01,regime,low_S_high_I,low_S_high_I,bit_allocate,16,671,0.8990312965722802,1.626676602086438,0.9657228017883756,combine_ms,0.07611199840903282,0.07478400319814682,0.07744000107049942,0.07907679863274097,0.021526704234349842,20,"{""0"": 0.07425599917769432, ""1"": 0.0751200020313263, ""2"": 0.06956800073385239, ""3"": 0.0732639990746975}"
regime_low_S_high_I_01,regime,low_S_high_I,low_S_high_I,bit_allocate,16,671,0.8990312965722802,1.626676602086438,0.9657228017883756,total_ms,0.24353600293397903,0.23444800451397896,0.33799199759960175,0.5123776018619559,1.6252902512343441,20,"{""0"": 0.23920000344514847, ""1"": 0.24353600293397903, ""2"": 0.2415039986371994, ""3"": 0.2367039993405342}"
regime_low_S_high_I_01,regime,low_S_high_I,low_S_high_I,bit_allocate,16,671,0.8990312965722802,1.626676602086438,0.9657228017883756,host_ms,0.26058000000000003,0.24947149999999998,0.35484775,0.5295911500000022,1.5651709000464662,20,"{""0"": 0.2587965, ""1"": 0.26058000000000003, ""2"": 0.259368, ""3"": 0.257736}"
regime_high_S_high_I_00,regime,high_S_high_I,high_S_high_I,bit_allocate,15,671,0.9243666169895678,1.5178837555886737,0.9657228017883756,dispatch_ms,0.14803199470043182,0.1459360010921955,0.1531279981136322,0.1614576041698456,0.04416347401173206,20,"{""0"": 0.14395199716091156, ""1"": 0.14803199470043182, ""2"": 0.14617600291967392, ""3"": 0.14377599954605103}"
regime_high_S_high_I_00,regime,high_S_high_I,high_S_high_I,bit_allocate,15,671,0.9243666169895678,1.5178837555886737,0.9657228017883756,combine_ms,0.07462400197982788,0.0736560020595789,0.07509599812328815,0.07626399919390678,0.013494798340858224,20,"{""0"": 0.0735040009021759, ""1"": 0.07211199775338173, ""2"": 0.0719039998948574, ""3"": 0.07384000346064568}"
regime_high_S_high_I_00,regime,high_S_high_I,high_S_high_I,bit_allocate,15,671,0.9243666169895678,1.5178837555886737,0.9657228017883756,total_ms,0.2332640066742897,0.2311680018901825,0.23789599910378456,0.24776480570435525,0.02912378697227662,20,"{""0"": 0.23097600042819977, ""1"": 0.2332640066742897, ""2"": 0.2319680005311966, ""3"": 0.23233599960803986}"
regime_high_S_high_I_00,regime,high_S_high_I,high_S_high_I,bit_allocate,15,671,0.9243666169895678,1.5178837555886737,0.9657228017883756,host_ms,0.24903950000000002,0.24714475,0.25516275,0.2636513,0.029109792396489396,20,"{""0"": 0.24882949999999998, ""1"": 0.24874800000000002, ""2"": 0.247678, ""3"": 0.2486625}"
regime_high_S_high_I_01,regime,high_S_high_I,high_S_high_I,bit_allocate,47,671,0.9217585692995529,1.2839046199701938,0.9657228017883756,dispatch_ms,0.14734400063753128,0.14636000245809555,0.1541839949786663,0.16583359614014626,0.0456394536714605,20,"{""0"": 0.14688000082969666, ""1"": 0.1459680050611496, ""2"": 0.14415999501943588, ""3"": 0.14555200189352036}"
regime_high_S_high_I_01,regime,high_S_high_I,high_S_high_I,bit_allocate,47,671,0.9217585692995529,1.2839046199701938,0.9657228017883756,combine_ms,0.07732800021767616,0.07659200206398964,0.07835200056433678,0.07887839674949645,0.01636589756553979,20,"{""0"": 0.07238399982452393, ""1"": 0.07585599645972252, ""2"": 0.07708799839019775, ""3"": 0.07256000116467476}"
regime_high_S_high_I_01,regime,high_S_high_I,high_S_high_I,bit_allocate,47,671,0.9217585692995529,1.2839046199701938,0.9657228017883756,total_ms,0.23454400151968002,0.23290399461984634,0.24090399593114853,0.25529280602931975,0.03166608549443732,20,"{""0"": 0.23361599445343018, ""1"": 0.23411200195550919, ""2"": 0.23361600190401077, ""3"": 0.2316799983382225}"
regime_high_S_high_I_01,regime,high_S_high_I,high_S_high_I,bit_allocate,47,671,0.9217585692995529,1.2839046199701938,0.9657228017883756,host_ms,0.25190749999999995,0.249793,0.25971675000000005,0.27116635,0.03230945249104241,20,"{""0"": 0.25190749999999995, ""1"": 0.2499605, ""2"": 0.2510505, ""3"": 0.2498225}"
