dataset,layer,rank,slow_wave,fast_wave,pairs_slow,pairs_fast,expert_ms_slow,expert_ms_fast,latency_ratio,active_experts_slow,active_experts_fast,rows_p50_slow,rows_p50_fast,tiny_le4_slow,tiny_le4_fast
humaneval,5,0,55,0,1386,1446,0.9490560293197632,0.8428159952163696,1.1260536519316051,54,43,11.0,9.0,0.35185185185185186,0.4418604651162791
gsm8k,27,2,18,9,1879,1879,0.9444479942321777,0.8388479948043823,1.1258869307453268,47,39,20.0,17.0,0.3191489361702128,0.23076923076923078
humaneval,19,3,6,62,566,566,0.8457279801368713,0.7512000203132629,1.1258359388544594,51,41,5.0,9.0,0.45098039215686275,0.4146341463414634
humaneval,6,0,51,3,988,1004,0.9778879880905151,0.8686079978942871,1.125810481208035,57,48,8.0,8.0,0.24561403508771928,0.2916666666666667
humaneval,14,3,27,78,82,81,0.4959999918937683,0.44070398807525635,1.1254719841769831,19,24,4.0,2.0,0.5263157894736842,0.75
gsm8k,25,3,11,16,2329,2329,1.0185920000076294,0.9050559997558594,1.1254463815304208,50,42,9.0,19.0,0.24,0.14285714285714285
humaneval,11,3,55,5,457,455,0.7119680047035217,0.63264000415802,1.125392008131195,36,31,3.0,8.0,0.5555555555555556,0.3548387096774194
gsm8k,15,1,62,61,105,107,0.5305280089378357,0.47142401337623596,1.1253733239813344,23,25,4.0,3.0,0.6956521739130435,0.76
gsm8k,27,0,20,36,1724,1676,1.0235199928283691,0.9096320271492004,1.1252022381358924,55,45,17.0,20.0,0.18181818181818182,0.2
humaneval,9,0,65,9,468,460,0.8271679878234863,0.7351359724998474,1.1251904664802101,49,39,6.0,5.0,0.42857142857142855,0.46153846153846156
gsm8k,22,2,14,13,1542,1560,0.9990720152854919,0.8881279826164246,1.1249189698338593,45,46,12.0,12.0,0.17777777777777778,0.21739130434782608
humaneval,11,1,24,70,235,230,0.5878720283508301,0.5225920081138611,1.1249158410833293,29,25,4.0,4.0,0.6206896551724138,0.56
humaneval,14,3,27,80,82,82,0.4959999918937683,0.44099199771881104,1.1247369441157795,19,23,4.0,2.0,0.5263157894736842,0.6956521739130435
humaneval,28,0,57,5,419,425,0.6394879817962646,0.5685759782791138,1.1247186061778012,32,27,9.0,10.0,0.28125,0.2962962962962963
gsm8k,7,1,44,21,1354,1325,1.0024319887161255,0.891327977180481,1.1246499766417044,52,49,20.5,15.0,0.25,0.22448979591836735
humaneval,12,1,14,15,468,458,0.7003520131111145,0.6227840185165405,1.124550393536654,35,32,6.0,8.0,0.4,0.40625
humaneval,13,2,1,0,1045,1038,0.831712007522583,0.7396159768104553,1.1245187145757527,44,33,7.0,15.0,0.4090909090909091,0.3939393939393939
gsm8k,7,2,50,27,511,496,0.8286719918251038,0.7369599938392639,1.1244463726016625,48,38,6.0,6.5,0.4166666666666667,0.42105263157894735
humaneval,5,1,30,29,1103,1099,0.961184024810791,0.8548480272293091,1.1243916979327109,53,43,8.0,7.0,0.22641509433962265,0.37209302325581395
gsm8k,14,0,41,12,2582,2571,1.0897279977798462,0.9692479968070984,1.1243025534947027,56,49,29.5,23.0,0.14285714285714285,0.20408163265306123
humaneval,11,1,24,71,235,245,0.5878720283508301,0.5229120254516602,1.1242274029614472,29,22,4.0,5.0,0.6206896551724138,0.4090909090909091
gsm8k,29,0,29,55,265,261,0.7088639736175537,0.6305599808692932,1.124181672043808,34,32,5.0,6.5,0.47058823529411764,0.375
humaneval,9,0,60,8,449,456,0.8217599987983704,0.731007993221283,1.1241463929514324,49,39,7.0,5.0,0.4489795918367347,0.4358974358974359
gsm8k,21,2,40,8,2498,2509,0.9767360091209412,0.8689280152320862,1.1240701093750096,50,39,30.0,35.0,0.24,0.1282051282051282
humaneval,8,3,62,3,317,316,0.7735999822616577,0.6882879734039307,1.1239481324013496,44,35,4.0,5.0,0.5227272727272727,0.45714285714285713
humaneval,16,2,79,80,64,64,0.510047972202301,0.4538240134716034,1.1238893427004952,23,22,2.0,2.0,0.7391304347826086,0.7727272727272727
humaneval,19,1,17,76,142,143,0.548255980014801,0.48787200450897217,1.1237701178746737,26,26,5.0,4.0,0.5,0.5769230769230769
gsm8k,29,3,47,23,1038,1004,0.951200008392334,0.8464639782905579,1.1237335938539186,56,47,15.0,15.0,0.32142857142857145,0.2765957446808511
humaneval,28,1,78,73,93,94,0.45769599080085754,0.4073280096054077,1.1236545977877705,20,19,2.5,3.0,0.8,0.631578947368421
humaneval,11,1,15,70,226,230,0.5871359705924988,0.5225920081138611,1.1235073661221682,30,25,3.0,4.0,0.5666666666666667,0.56
humaneval,28,0,64,65,253,243,0.5935999751091003,0.5283520221710205,1.1234933343681988,29,24,7.0,9.0,0.3793103448275862,0.2916666666666667
humaneval,8,2,14,15,364,349,0.8495039939880371,0.7562559843063354,1.1233021775916683,50,44,4.0,5.0,0.54,0.4772727272727273
gsm8k,15,3,7,16,2950,2881,1.1722559928894043,1.0437120199203491,1.1231603838181963,55,54,16.0,15.5,0.21818181818181817,0.2222222222222222
humaneval,26,2,77,72,96,95,0.5174400210380554,0.4607039988040924,1.1231507049672673,30,25,2.0,2.0,0.7666666666666667,0.76
humaneval,5,2,36,29,1693,1752,1.0959680080413818,0.9758080244064331,1.1231389583089768,62,51,13.5,10.0,0.12903225806451613,0.37254901960784315
humaneval,29,1,25,80,90,90,0.5093119740486145,0.4535039961338043,1.1230595064003455,29,24,2.0,3.5,0.8275862068965517,0.6666666666666666
humaneval,8,2,76,74,99,103,0.5231040120124817,0.4657920002937317,1.1230420695988954,30,25,2.0,3.0,0.7666666666666667,0.72
gsm8k,15,0,30,52,178,186,0.6712960004806519,0.5978559851646423,1.1228389731613793,35,30,3.0,3.0,0.6857142857142857,0.6333333333333333
humaneval,28,3,64,5,951,941,0.8925120234489441,0.7948799729347229,1.1228261546881857,51,43,12.0,15.0,0.27450980392156865,0.2558139534883721
humaneval,10,2,2,0,1150,1143,0.9341760277748108,0.8320000171661377,1.1228077025246865,52,42,7.0,11.0,0.40384615384615385,0.42857142857142855
humaneval,26,3,69,12,243,254,0.6764479875564575,0.6024640202522278,1.1228022999170233,35,26,4.0,2.5,0.5714285714285714,0.6153846153846154
humaneval,16,3,21,70,212,212,0.6173760294914246,0.5498560070991516,1.122795825671679,32,27,3.0,5.0,0.625,0.4444444444444444
humaneval,11,3,30,32,1360,1350,0.8966720104217529,0.7986239790916443,1.1227712088505388,47,42,8.0,17.0,0.3829787234042553,0.23809523809523808
humaneval,6,0,65,9,478,489,0.8736960291862488,0.7781760096549988,1.122748604873592,53,44,5.0,5.5,0.4528301886792453,0.36363636363636365
humaneval,19,0,80,76,106,106,0.4837760031223297,0.43091198801994324,1.1226793790195966,26,20,4.0,5.0,0.5384615384615384,0.45
humaneval,7,3,12,69,254,243,0.6999040246009827,0.623520016670227,1.122504500077909,37,33,5.0,5.0,0.4864864864864865,0.45454545454545453
gsm8k,25,2,18,1,1410,1427,0.9367679953575134,0.834559977054596,1.1224693504517664,42,43,17.5,11.0,0.23809523809523808,0.37209302325581395
humaneval,20,2,73,20,129,129,0.5272639989852905,0.469760000705719,1.1224114402954348,29,25,3.0,3.0,0.7241379310344828,0.52
humaneval,31,0,15,14,188,188,0.6760320067405701,0.6023679971694946,1.1222907091964047,34,31,3.0,4.0,0.5882352941176471,0.5806451612903226
humaneval,31,1,50,0,688,680,0.8085119724273682,0.7204480171203613,1.1222349888046044,46,34,10.0,6.5,0.32608695652173914,0.3235294117647059
humaneval,7,0,58,3,666,689,0.8432000279426575,0.7515519857406616,1.1219450469706043,50,38,8.0,5.5,0.36,0.47368421052631576
humaneval,7,3,24,22,187,183,0.6742720007896423,0.6010239720344543,1.1218720586256232,36,31,3.0,4.0,0.6388888888888888,0.5806451612903226
humaneval,4,2,39,48,748,735,1.0386879444122314,0.9258559942245483,1.1218677104123365,56,55,9.5,9.0,0.35714285714285715,0.2909090909090909
humaneval,14,2,22,80,142,140,0.5238080024719238,0.46691200137138367,1.1218559405914368,29,24,4.0,4.0,0.5517241379310345,0.5833333333333334
humaneval,18,0,38,44,733,731,0.8737919926643372,0.7789120078086853,1.1218109156162297,50,42,9.0,13.5,0.36,0.2619047619047619
humaneval,23,1,66,65,499,497,0.7359679937362671,0.656063973903656,1.1217930308795543,35,33,9.0,9.0,0.2857142857142857,0.2727272727272727
gsm8k,16,0,11,36,1589,1574,0.9419199824333191,0.8397759795188904,1.1216324417530343,46,41,17.5,25.0,0.2391304347826087,0.21951219512195122
humaneval,13,3,24,22,169,167,0.6726400256156921,0.5997440218925476,1.1215451943866226,35,32,2.0,3.0,0.6857142857142857,0.6875
gsm8k,21,2,44,20,1825,1915,0.9530879855155945,0.849888026714325,1.1214277123072807,49,42,24.0,24.0,0.2653061224489796,0.21428571428571427
humaneval,12,0,2,56,702,697,0.6964160203933716,0.6210560202598572,1.121341711013417,31,27,13.0,8.0,0.3548387096774194,0.4444444444444444
humaneval,11,0,63,6,759,761,0.8669120073318481,0.7731199860572815,1.1213162548712297,50,43,9.5,6.0,0.32,0.37209302325581395
humaneval,25,1,67,7,197,196,0.6140159964561462,0.5476160049438477,1.1212528321174748,31,26,3.0,4.0,0.6129032258064516,0.5769230769230769
humaneval,12,0,50,0,751,769,0.692031979560852,0.617247998714447,1.1211571054133167,30,25,10.5,12.0,0.3333333333333333,0.32
humaneval,25,2,55,56,511,490,0.7334079742431641,0.6542080044746399,1.1210623673614717,35,32,7.0,8.0,0.3142857142857143,0.3125
gsm8k,11,2,54,55,159,154,0.6054720282554626,0.5400959849357605,1.1210452311129069,31,25,3.0,4.0,0.6129032258064516,0.52
humaneval,20,2,9,69,271,268,0.7364479899406433,0.6569920182228088,1.1209390213487924,40,35,4.5,5.0,0.5,0.45714285714285713
humaneval,2,1,11,17,129,127,0.7098240256309509,0.6333119869232178,1.1208125541400962,39,43,3.0,3.0,0.7948717948717948,0.7674418604651163
gsm8k,20,3,33,57,112,108,0.514303982257843,0.4589119851589203,1.1207028774368153,27,21,2.0,4.0,0.7407407407407407,0.5714285714285714
humaneval,9,1,76,72,87,86,0.48076799511909485,0.42905598878860474,1.1205250775696982,25,21,2.0,2.0,0.72,0.6666666666666666
humaneval,29,2,24,21,349,353,0.7034879922866821,0.627839982509613,1.1204893155652298,38,32,3.0,5.0,0.5789473684210527,0.5
humaneval,7,0,73,77,103,103,0.5073279738426208,0.4528000056743622,1.12042395645965,27,23,2.0,2.0,0.8518518518518519,0.7391304347826086
gsm8k,11,2,7,8,1114,1072,0.8838719725608826,0.7889279723167419,1.1203455873992285,46,40,13.5,12.5,0.32608695652173914,0.2
humaneval,5,0,49,2,1558,1604,1.0718400478363037,0.9567360281944275,1.120309067757282,61,53,12.0,9.0,0.3114754098360656,0.32075471698113206
humaneval,26,3,61,60,694,683,0.7541120052337646,0.6731520295143127,1.120269971967351,38,31,6.5,9.0,0.42105263157894735,0.3870967741935484
humaneval,30,2,79,24,75,75,0.4903680086135864,0.43772798776626587,1.120257379739284,21,23,1.0,2.0,0.7619047619047619,0.8260869565217391
humaneval,18,0,65,11,184,179,0.6737920045852661,0.6015040278434753,1.1201787076986984,34,30,3.5,3.0,0.5588235294117647,0.6666666666666666
gsm8k,8,0,23,48,989,1009,1.0389440059661865,0.9274880290031433,1.1201697202311443,54,54,10.0,13.0,0.3148148148148148,0.2777777777777778
humaneval,5,1,4,3,572,575,0.8767679929733276,0.7827519774436951,1.120109585461118,53,46,5.0,4.0,0.4528301886792453,0.5434782608695652
gsm8k,25,3,41,19,2142,2114,1.0183039903640747,0.9091200232505798,1.120098517600685,53,45,12.0,15.0,0.2641509433962264,0.2222222222222222
humaneval,12,2,18,76,109,108,0.5106559991836548,0.4559360146522522,1.1200168066853375,24,22,2.5,2.0,0.7083333333333334,0.7727272727272727
humaneval,14,2,61,0,711,713,0.7821440100669861,0.6983360052108765,1.1200110036296955,44,31,11.0,13.0,0.2727272727272727,0.3225806451612903
humaneval,3,3,61,0,793,780,0.9585279822349548,0.8560000061988831,1.1197756720719585,59,49,9.0,8.0,0.3220338983050847,0.32653061224489793
humaneval,9,0,64,7,539,542,0.8434240221977234,0.7533119916915894,1.1196211284301796,52,39,6.5,5.0,0.4230769230769231,0.4358974358974359
humaneval,10,1,76,17,98,96,0.5364800095558167,0.47920000553131104,1.1195325612757383,30,25,3.0,3.0,0.7,0.6
gsm8k,19,0,58,57,166,159,0.4843519926071167,0.4326399862766266,1.119526645642564,25,20,4.0,4.0,0.52,0.6
humaneval,1,3,67,8,316,317,0.7823359966278076,0.6988160014152527,1.1195164321415207,44,35,4.0,3.0,0.5681818181818182,0.6571428571428571
gsm8k,25,0,2,3,1914,1915,1.1053119897842407,0.987392008304596,1.1194256997098038,53,53,13.0,13.0,0.3018867924528302,0.24528301886792453
humaneval,18,0,66,65,185,184,0.7542399764060974,0.6737920045852661,1.1193958540222644,39,34,3.0,3.5,0.5897435897435898,0.5588235294117647
humaneval,20,3,30,29,2212,2192,1.1031999588012695,0.9855679869651794,1.1193544974997713,57,51,17.0,23.0,0.22807017543859648,0.3137254901960784
humaneval,20,2,19,21,133,130,0.4972800016403198,0.4443199932575226,1.1191933948200756,27,23,3.0,5.0,0.7037037037037037,0.4782608695652174
humaneval,15,0,19,71,127,121,0.5696960091590881,0.5090240240097046,1.1191927734008618,29,27,2.0,2.0,0.5172413793103449,0.7407407407407407
gsm8k,4,2,62,59,30,30,0.5297279953956604,0.47334399819374084,1.1191184369445442,14,14,1.0,1.0,0.8571428571428571,0.8571428571428571
humaneval,25,3,82,84,102,99,0.5591999888420105,0.4996800124645233,1.1191161841433732,26,27,2.0,2.0,0.8076923076923077,0.7407407407407407
gsm8k,26,1,41,14,1388,1341,0.9286400079727173,0.8298239707946777,1.1190807215214678,47,43,13.0,14.0,0.23404255319148937,0.18604651162790697
humaneval,17,0,3,64,593,586,0.8692799806594849,0.7768319845199585,1.1190064235018005,49,43,8.0,12.0,0.4489795918367347,0.3488372093023256
humaneval,20,0,13,8,193,193,0.6665279865264893,0.5956799983978271,1.1189363220507968,34,30,3.0,3.0,0.6176470588235294,0.6
gsm8k,10,1,32,54,227,233,0.7807040214538574,0.6977599859237671,1.1188718717085508,46,35,3.0,3.0,0.6304347826086957,0.5714285714285714
humaneval,5,1,65,9,327,318,0.8202559947967529,0.7331200242042542,1.1188563505506186,51,43,4.0,3.0,0.5490196078431373,0.6511627906976745
gsm8k,16,1,62,61,89,89,0.5139200091362,0.4593279957771301,1.1188519181520962,16,15,2.0,2.0,0.75,0.6666666666666666
gsm8k,26,3,32,56,218,211,0.6144959926605225,0.5492479801177979,1.1187951797815092,32,27,3.5,4.0,0.59375,0.6666666666666666
humaneval,27,0,74,75,123,124,0.5003520250320435,0.4472320079803467,1.1187750789385162,27,23,3.0,5.0,0.6296296296296297,0.4782608695652174
gsm8k,27,0,62,59,102,104,0.5231360197067261,0.4676159918308258,1.1187299597229907,18,20,4.0,2.0,0.5,0.6
gsm8k,21,2,39,8,2533,2509,0.9720640182495117,0.8689280152320862,1.1186933798996899,48,39,29.5,35.0,0.1875,0.1282051282051282
gsm8k,19,3,44,19,973,1005,0.8745599985122681,0.7817919850349426,1.1186607374507416,49,38,8.0,16.5,0.3673469387755102,0.2631578947368421
gsm8k,12,2,30,55,178,176,0.6765120029449463,0.6047679781913757,1.1186306605851204,35,30,3.0,2.0,0.5428571428571428,0.7
humaneval,24,1,27,76,82,80,0.4816960096359253,0.43062400817871094,1.1185999862692728,16,21,3.5,3.0,0.625,0.7619047619047619
gsm8k,15,1,1,36,1911,1937,1.0456000566482544,0.9347839951515198,1.1185472387968862,57,49,20.0,17.0,0.2631578947368421,0.20408163265306123
humaneval,20,3,67,9,423,425,0.7531200051307678,0.6733120083808899,1.1185304817922257,44,34,5.0,6.5,0.45454545454545453,0.35294117647058826
humaneval,8,2,52,0,1168,1194,0.9433599710464478,0.8434240221977234,1.1184883833262416,55,44,15.0,8.5,0.2909090909090909,0.38636363636363635
humaneval,20,2,3,60,646,632,0.8216320276260376,0.7346240282058716,1.1184388150666136,48,40,5.0,9.5,0.4791666666666667,0.3
gsm8k,26,0,38,0,2270,2294,1.022879958152771,0.9145920276641846,1.11840025630351,52,43,19.5,19.0,0.17307692307692307,0.16279069767441862
gsm8k,30,0,52,31,230,239,0.6956160068511963,0.6219840049743652,1.1183824685007226,36,32,4.5,5.0,0.5,0.40625
humaneval,16,3,68,8,339,338,0.7314239740371704,0.6540160179138184,1.1183578903315978,40,33,5.0,6.0,0.475,0.42424242424242425
humaneval,20,3,13,11,309,298,0.7495999932289124,0.6702719926834106,1.1183519547458858,39,34,4.0,5.5,0.5384615384615384,0.4117647058823529
gsm8k,6,0,7,36,2671,2673,1.1452159881591797,1.0240319967269897,1.1183400438848767,61,49,22.0,8.0,0.21311475409836064,0.3673469387755102
humaneval,24,3,19,79,183,184,0.5892800092697144,0.5269759893417358,1.1182293333815922,29,25,3.0,3.0,0.6206896551724138,0.6
humaneval,6,1,67,10,380,374,0.8642560243606567,0.7728959918022156,1.1182048212533884,53,46,5.0,3.0,0.37735849056603776,0.6304347826086957
humaneval,14,3,28,73,80,80,0.48627200722694397,0.43487998843193054,1.1181751751335358,20,23,3.5,3.0,0.65,0.7391304347826086
gsm8k,25,2,2,16,1441,1448,0.9375360012054443,0.8384640216827393,1.1181588916884884,39,41,14.0,16.0,0.3076923076923077,0.21951219512195122
humaneval,21,3,29,45,1476,1467,0.9717440009117126,0.8692799806594849,1.1178722880222005,53,46,6.0,11.0,0.37735849056603776,0.30434782608695654
humaneval,25,1,64,6,290,290,0.6303679943084717,0.5639359951019287,1.1178006011028534,32,27,5.0,6.0,0.46875,0.4074074074074074
humaneval,12,0,18,19,158,152,0.48630398511886597,0.43510401248931885,1.1176729498232425,14,14,4.0,3.5,0.5,0.5714285714285714
gsm8k,21,3,22,48,1055,1043,0.8617600202560425,0.7710400223731995,1.1176592592478067,43,40,8.0,8.5,0.3488372093023256,0.25
humaneval,10,1,69,12,204,196,0.7586879730224609,0.6788480281829834,1.11761092545732,45,35,3.0,3.0,0.5555555555555556,0.5714285714285714
humaneval,10,0,4,62,804,837,0.9587200284004211,0.8578559756278992,1.1175769075906892,56,50,7.0,12.5,0.39285714285714285,0.22
humaneval,5,0,48,1,1605,1610,1.0497599840164185,0.9393600225448608,1.1175267829393765,59,50,14.0,9.0,0.23728813559322035,0.36
humaneval,22,1,61,58,367,371,0.7092800140380859,0.6346880197525024,1.1175254486679467,37,33,6.0,7.0,0.43243243243243246,0.36363636363636365
gsm8k,12,3,50,24,554,550,0.8447999954223633,0.7559999823570251,1.1174603374837142,46,41,4.5,8.0,0.5,0.4146341463414634
humaneval,9,0,69,19,176,170,0.6764479875564575,0.6053760051727295,1.1174013865373627,36,32,4.0,4.0,0.5833333333333334,0.5625
humaneval,2,1,29,0,356,354,0.8645439743995667,0.7737280130386353,1.117374529331403,52,43,5.5,4.0,0.40384615384615385,0.5116279069767442
gsm8k,26,2,58,57,128,133,0.5220800042152405,0.46726399660110474,1.117312714039321,28,26,3.5,4.0,0.5357142857142857,0.5384615384615384
humaneval,16,0,4,3,953,964,0.9131519794464111,0.8173120021820068,1.1172624126509056,52,46,7.0,10.5,0.36538461538461536,0.2826086956521739
humaneval,1,0,79,17,123,127,0.5906239748001099,0.5286719799041748,1.1171841846189092,41,34,2.0,2.5,0.8048780487804879,0.7352941176470589
gsm8k,17,3,16,36,2294,2274,1.0563199520111084,0.9455999732017517,1.1170896594195796,54,48,13.0,18.5,0.25925925925925924,0.2916666666666667
gsm8k,6,2,41,36,1830,1779,1.0919359922409058,0.977728009223938,1.116809564561436,63,52,18.0,6.5,0.14285714285714285,0.46153846153846156
humaneval,24,3,41,42,1646,1591,0.9950399994850159,0.8910080194473267,1.1167576248104008,50,47,11.5,11.0,0.3,0.23404255319148937
humaneval,14,2,76,77,163,160,0.48745599389076233,0.4365119934082031,1.1167069891592167,25,22,4.0,4.5,0.52,0.5
gsm8k,5,2,31,54,235,234,0.8170239925384521,0.7316480278968811,1.1166899402257446,48,43,4.0,3.0,0.5208333333333334,0.6511627906976745
humaneval,4,2,12,16,105,106,0.5523200035095215,0.49462398886680603,1.1166462119536462,36,27,2.0,3.0,0.8611111111111112,0.7407407407407407
humaneval,19,1,13,11,279,273,0.7007039785385132,0.6275200247764587,1.1166240930528468,34,33,7.0,7.0,0.47058823529411764,0.3939393939393939
humaneval,9,1,14,8,219,229,0.7324159741401672,0.6560320258140564,1.1164332613660555,42,34,3.0,4.0,0.5714285714285714,0.5294117647058824
gsm8k,3,3,61,64,48,47,0.5297600030899048,0.4745280146598816,1.1163935251949473,29,26,1.0,1.0,0.9655172413793104,0.9615384615384616
humaneval,4,1,74,72,63,62,0.5160639882087708,0.4622719883918762,1.1163643940529966,29,25,1.0,2.0,0.896551724137931,0.84
humaneval,14,2,11,72,156,155,0.573855996131897,0.5140479803085327,1.1163471467925374,29,26,3.0,4.0,0.6206896551724138,0.5769230769230769
humaneval,30,0,74,78,114,110,0.5109440088272095,0.45772799849510193,1.1162612086371575,25,23,2.0,2.0,0.8,0.7391304347826086
gsm8k,18,2,44,13,977,984,0.8840640187263489,0.7920640110969543,1.1161522381278008,49,41,16.0,19.0,0.30612244897959184,0.2682926829268293
humaneval,30,2,66,9,306,294,0.6857920289039612,0.6144319772720337,1.1161398727142313,35,31,5.0,4.0,0.45714285714285713,0.5483870967741935
humaneval,14,3,12,10,301,299,0.7553600072860718,0.6767680048942566,1.1161284248419738,38,35,4.0,4.0,0.5263157894736842,0.5142857142857142
humaneval,21,1,76,75,138,135,0.5053439736366272,0.45286399126052856,1.1158846439303394,27,23,2.0,2.0,0.7037037037037037,0.6521739130434783
humaneval,27,2,13,12,326,322,0.6419839859008789,0.57532799243927,1.1158573793341802,31,27,4.0,4.0,0.5806451612903226,0.5185185185185185
humaneval,26,3,68,10,285,288,0.5883200168609619,0.5272639989852905,1.115797812847402,26,24,8.0,3.5,0.34615384615384615,0.5416666666666666
gsm8k,13,0,52,30,244,251,0.7366080284118652,0.6601920127868652,1.1157481674193928,38,34,4.5,5.0,0.5,0.47058823529411764
humaneval,12,3,69,13,347,334,0.7002879977226257,0.6277120113372803,1.1156198783431421,37,33,3.0,5.0,0.6486486486486487,0.45454545454545453
gsm8k,22,3,18,17,997,983,0.9203839898109436,0.8250240087509155,1.1155844921463594,51,44,8.0,11.0,0.35294117647058826,0.22727272727272727
gsm8k,12,3,15,12,1123,1156,0.9099839925765991,0.8157119750976562,1.1155702262035037,49,42,9.0,12.5,0.3877551020408163,0.30952380952380953
humaneval,24,3,12,15,250,244,0.6967359781265259,0.6246399879455566,1.1154200684751119,35,33,3.0,4.0,0.5714285714285714,0.5757575757575758
humaneval,6,0,79,75,113,118,0.505728006362915,0.45340800285339355,1.1153927658538458,28,24,3.0,4.0,0.7857142857142857,0.625
gsm8k,13,0,45,21,1050,1007,0.9239680171012878,0.8283839821815491,1.1153861457678338,53,45,12.0,16.0,0.22641509433962265,0.3111111111111111
gsm8k,12,0,60,63,92,94,0.5198079943656921,0.4661119878292084,1.1151997973417473,19,20,3.0,2.5,0.6842105263157895,0.6
humaneval,11,0,59,3,1093,1106,0.9047359824180603,0.8113600015640259,1.1150857580778413,50,42,10.5,8.0,0.32,0.35714285714285715
humaneval,4,3,67,5,542,546,0.8641600012779236,0.7749760150909424,1.1150796727257624,52,44,5.0,6.0,0.40384615384615385,0.3409090909090909
humaneval,12,3,74,25,150,151,0.5119360089302063,0.4591040015220642,1.1150763383307236,28,22,3.0,4.0,0.6428571428571429,0.5
humaneval,25,1,58,5,418,413,0.7076799869537354,0.6346560120582581,1.115060715581426,35,31,4.0,5.0,0.5142857142857142,0.45161290322580644
gsm8k,12,3,49,23,561,555,0.8161280155181885,0.7319679856300354,1.1149777470331752,46,39,5.0,8.0,0.4782608695652174,0.38461538461538464
humaneval,12,3,80,72,144,144,0.5109120011329651,0.4582720100879669,1.1148662582183313,30,24,2.5,3.5,0.6666666666666666,0.5416666666666666
humaneval,24,2,3,60,1058,1011,0.8503360152244568,0.7627519965171814,1.1148263381901256,46,38,8.0,14.0,0.34782608695652173,0.3157894736842105
gsm8k,28,0,41,10,1122,1135,0.7917439937591553,0.7102720141410828,1.1147053213360727,36,31,20.5,17.0,0.3333333333333333,0.2903225806451613
gsm8k,16,3,22,48,962,961,0.8353599905967712,0.7494080066680908,1.1146931753649494,43,38,7.0,8.5,0.3488372093023256,0.34210526315789475
humaneval,23,1,23,19,155,153,0.5867519974708557,0.5264000296592712,1.1146503883190302,30,30,3.5,3.5,0.6,0.6
humaneval,17,0,30,43,1575,1579,0.9663040041923523,0.8670399785041809,1.1144861000059327,52,45,17.0,23.0,0.15384615384615385,0.1111111111111111
humaneval,18,2,19,72,165,165,0.5642880201339722,0.5063679814338684,1.1143832959897921,28,28,4.0,4.5,0.5357142857142857,0.5
humaneval,20,3,63,6,592,573,0.809503972530365,0.7264320254325867,1.1143561189339215,47,37,6.0,10.0,0.3191489361702128,0.2702702702702703
gsm8k,31,2,60,59,95,94,0.5206400156021118,0.46723198890686035,1.1143072990789977,25,25,2.0,3.0,0.72,0.76
humaneval,20,1,23,21,331,342,0.7231680154800415,0.6489920020103455,1.1142941873550447,37,34,7.0,8.5,0.35135135135135137,0.35294117647058826
humaneval,9,2,61,5,663,657,0.8421120047569275,0.7558079957962036,1.1141877427081295,48,42,11.0,6.0,0.22916666666666666,0.4523809523809524
humaneval,12,0,23,17,149,149,0.4784319996833801,0.4294399917125702,1.1140834782886289,18,15,2.0,4.0,0.6666666666666666,0.5333333333333333
gsm8k,9,2,39,15,1920,1974,1.052832007408142,0.9452160000801086,1.1138533492015716,58,47,9.5,14.0,0.3448275862068966,0.2978723404255319
humaneval,14,1,81,82,62,64,0.5183359980583191,0.46540799736976624,1.1137238745094051,22,23,2.0,2.0,0.8181818181818182,0.8260869565217391
humaneval,31,3,21,20,224,234,0.7470719814300537,0.6708160042762756,1.1136764428213792,39,36,5.0,6.0,0.41025641025641024,0.3611111111111111
humaneval,4,2,11,24,118,116,0.5644800066947937,0.506879985332489,1.1136364090693418,37,28,2.0,3.0,0.8108108108108109,0.6785714285714286
gsm8k,27,2,37,36,2198,2196,0.936191976070404,0.8407359719276428,1.1135386225046364,45,37,13.0,34.0,0.2222222222222222,0.2972972972972973
humaneval,21,0,19,22,171,168,0.672927975654602,0.6043519973754883,1.1134702600089315,34,32,3.0,4.0,0.7058823529411765,0.5625
humaneval,13,2,75,79,132,130,0.501695990562439,0.4505920112133026,1.113415191741925,26,23,2.0,3.0,0.6153846153846154,0.6086956521739131
humaneval,5,2,35,29,1774,1752,1.0864319801330566,0.9758080244064331,1.1133665157077532,61,51,13.0,10.0,0.21311475409836064,0.37254901960784315
humaneval,31,3,81,83,73,73,0.5703359842300415,0.512287974357605,1.1133112873579105,30,29,1.5,1.0,0.9,0.896551724137931
humaneval,8,0,19,17,225,222,0.6907839775085449,0.6204800009727478,1.1133057897524161,36,32,4.5,5.0,0.5,0.46875
gsm8k,17,3,55,54,369,363,0.7280640006065369,0.653984010219574,1.1132749260369388,41,34,5.0,7.0,0.4878048780487805,0.4411764705882353
humaneval,14,3,1,0,948,972,0.8712959885597229,0.7826560139656067,1.113255342081881,47,40,11.0,7.5,0.3617021276595745,0.4
humaneval,10,1,13,12,195,196,0.7556800246238708,0.6788480281829834,1.1131799655462464,38,35,3.0,3.0,0.5789473684210527,0.5714285714285714
gsm8k,29,2,32,55,249,254,0.7340160012245178,0.6594240069389343,1.1131168921675172,40,35,4.0,5.0,0.55,0.45714285714285713
humaneval,7,0,78,72,105,106,0.49638399481773376,0.44598400592803955,1.1130085120088955,27,21,2.0,3.0,0.8148148148148148,0.6190476190476191
