dataset,layer,rank,slow_wave,fast_wave,pairs_slow,pairs_fast,expert_ms_slow,expert_ms_fast,latency_ratio,active_experts_slow,active_experts_fast,rows_p50_slow,rows_p50_fast,tiny_le4_slow,tiny_le4_fast
gsm8k,12,2,61,34,30,29,0.6186559796333313,0.4694080054759979,1.3179493583753223,10,12,1.5,2.0,0.8,0.9166666666666666
gsm8k,20,2,31,58,136,134,0.5773760080337524,0.4383679926395416,1.3171034786486189,30,22,3.0,3.5,0.7333333333333333,0.5454545454545454
gsm8k,17,0,48,49,633,625,1.045632004737854,0.7954559922218323,1.3145064151408818,44,44,6.5,6.0,0.45454545454545453,0.4318181818181818
gsm8k,1,1,56,33,143,143,0.7100480198860168,0.5407999753952026,1.3129586763888665,42,35,3.0,3.0,0.7380952380952381,0.6571428571428571
humaneval,13,3,17,73,146,146,0.5776000022888184,0.44012799859046936,1.3123455088942524,28,23,2.0,3.0,0.6428571428571429,0.6086956521739131
humaneval,24,2,69,17,352,340,0.7360960245132446,0.5618240237236023,1.310189656246131,38,27,4.5,9.0,0.5,0.2962962962962963
gsm8k,13,2,30,55,141,147,0.6874240040779114,0.5251520276069641,1.3089999998865003,37,25,3.0,3.0,0.6486486486486487,0.68
gsm8k,14,2,24,25,642,660,1.0499839782714844,0.8021759986877441,1.3089197133660468,49,47,6.0,6.0,0.3673469387755102,0.3404255319148936
humaneval,13,3,18,75,149,147,0.5681920051574707,0.4349440038204193,1.3063566807833662,29,22,2.0,3.5,0.6551724137931034,0.5454545454545454
gsm8k,12,2,61,62,30,30,0.6186559796333313,0.4743039906024933,1.304344875630231,10,10,1.5,1.0,0.8,0.7
humaneval,1,0,10,21,151,153,0.7334079742431641,0.5631679892539978,1.3022898819492124,40,37,3.0,3.0,0.825,0.5945945945945946
gsm8k,12,0,61,62,102,104,0.6111680269241333,0.46937599778175354,1.3020862374993214,20,20,3.0,3.5,0.65,0.6
humaneval,15,2,70,79,130,128,0.5594879984855652,0.42982399463653564,1.301667672040215,26,20,3.0,3.0,0.7307692307692307,0.6
gsm8k,8,2,32,58,170,177,0.7423359751701355,0.5717759728431702,1.2982986526678473,44,38,2.0,3.0,0.6818181818181818,0.6578947368421053
gsm8k,5,2,9,36,1966,1954,1.0741440057754517,0.828607976436615,1.2963235164531621,59,39,13.0,6.0,0.2033898305084746,0.46153846153846156
humaneval,17,2,59,58,832,823,1.013856053352356,0.7826880216598511,1.295351436709438,42,42,14.0,11.0,0.2619047619047619,0.30952380952380953
humaneval,7,0,20,76,116,111,0.6687999963760376,0.5174400210380554,1.2925169472479794,36,26,2.0,1.5,0.8611111111111112,0.7692307692307693
humaneval,15,2,69,14,206,203,0.7090240120887756,0.5495039820671082,1.2902982239029273,36,26,3.0,3.5,0.6111111111111112,0.5384615384615384
humaneval,10,3,78,80,122,126,0.7177600264549255,0.5576639771461487,1.2870833617908586,35,37,2.0,2.0,0.7714285714285715,0.7567567567567568
humaneval,17,1,69,14,184,177,0.6738880276679993,0.5235840082168579,1.287067628293354,35,24,4.0,3.5,0.6,0.5416666666666666
gsm8k,3,1,47,36,807,794,0.9589120149612427,0.745631992816925,1.2860392582385936,61,37,9.0,3.0,0.19672131147540983,0.5405405405405406
gsm8k,3,3,2,36,2088,2099,1.089951992034912,0.8480319976806641,1.285272247999946,59,39,15.0,4.0,0.15254237288135594,0.5641025641025641
humaneval,12,2,21,80,106,102,0.5454400181770325,0.42531201243400574,1.2824467737357093,26,20,2.5,2.5,0.7692307692307693,0.75
gsm8k,24,2,18,17,1410,1436,1.049280047416687,0.8196799755096436,1.28010940704546,43,40,12.0,18.0,0.18604651162790697,0.1
humaneval,15,0,15,70,141,138,0.6587839722633362,0.5147200226783752,1.2798879842196849,35,26,3.0,3.0,0.6571428571428571,0.6923076923076923
humaneval,3,0,58,0,734,738,0.9658240079879761,0.7550079822540283,1.2792235720535958,60,38,8.0,6.0,0.36666666666666664,0.42105263157894735
humaneval,7,0,48,0,1054,1052,0.9582080245018005,0.7492480278015137,1.2788929552653334,55,36,11.0,6.5,0.2545454545454545,0.3611111111111111
gsm8k,11,1,33,57,255,247,0.5327360033988953,0.4168640077114105,1.2779611421087267,26,15,4.0,10.0,0.5769230769230769,0.4
gsm8k,17,0,48,22,633,649,1.045632004737854,0.8182399868965149,1.277903819762964,44,40,6.5,7.0,0.45454545454545453,0.35
humaneval,30,1,10,78,154,153,0.6813439726829529,0.5335360169410706,1.2770346350548398,36,33,3.0,2.0,0.6666666666666666,0.7575757575757576
humaneval,7,0,47,0,1049,1052,0.9567360281944275,0.7492480278015137,1.2769283237244373,56,36,10.0,6.5,0.30357142857142855,0.3611111111111111
humaneval,16,1,69,20,210,203,0.7165759801864624,0.5618240237236023,1.2754456020538427,39,28,2.0,4.5,0.6923076923076923,0.5
gsm8k,6,0,32,58,217,217,0.7235519886016846,0.5674880146980286,1.2750084052201538,39,35,3.0,3.0,0.717948717948718,0.6285714285714286
humaneval,13,1,69,15,158,158,0.7081279754638672,0.555679976940155,1.2743449554600927,37,27,3.0,5.0,0.6486486486486487,0.4444444444444444
humaneval,30,2,69,16,141,148,0.5884799957275391,0.46268799901008606,1.2718721838184328,29,23,2.0,4.0,0.6896551724137931,0.6086956521739131
humaneval,12,2,24,78,110,109,0.5699520111083984,0.44815999269485474,1.2717601312004438,27,21,3.0,2.0,0.8148148148148148,0.7619047619047619
gsm8k,15,0,11,41,1405,1341,1.215232014656067,0.9558079838752747,1.2714185643532405,51,54,11.0,9.5,0.37254901960784315,0.3888888888888889
gsm8k,1,2,37,36,2832,2911,1.052575945854187,0.8293439745903015,1.269166929649622,56,30,9.5,5.5,0.3392857142857143,0.43333333333333335
humaneval,24,3,18,78,181,180,0.6105920076370239,0.481471985578537,1.268177642575271,29,24,3.0,2.0,0.5862068965517241,0.625
humaneval,11,1,18,77,195,194,0.608672022819519,0.4803839921951294,1.2670530923359322,30,22,2.5,4.5,0.6666666666666666,0.5
humaneval,8,1,21,72,240,231,0.6791039705276489,0.5362880229949951,1.2663045628635765,35,33,4.0,4.0,0.5714285714285714,0.5151515151515151
gsm8k,26,1,36,37,1617,1629,0.8260800242424011,0.6526719927787781,1.2656894020001244,39,41,21.0,23.0,0.23076923076923078,0.24390243902439024
gsm8k,28,1,30,54,124,120,0.5768640041351318,0.45580801367759705,1.2655854807834956,28,25,3.0,3.0,0.7142857142857143,0.68
humaneval,18,0,67,10,151,152,0.7135040163993835,0.5637760162353516,1.26558064879001,37,27,3.0,2.0,0.7027027027027027,0.6666666666666666
humaneval,14,2,1,60,623,599,0.9471359848976135,0.749343991279602,1.2639535325828877,40,42,12.5,10.5,0.35,0.35714285714285715
gsm8k,7,2,53,30,229,228,0.741919994354248,0.587552011013031,1.2627307548059663,39,30,3.0,4.5,0.5641025641025641,0.5
humaneval,7,0,18,80,110,109,0.624288022518158,0.4944959878921509,1.2624733826036918,32,26,2.0,2.0,0.84375,0.7307692307692307
humaneval,24,3,17,77,172,174,0.5796480178833008,0.459199994802475,1.2622997047999458,29,22,3.0,3.0,0.5862068965517241,0.6363636363636364
humaneval,3,1,23,71,146,144,0.7383999824523926,0.5852479934692383,1.2616873371496733,44,40,2.0,3.0,0.7954545454545454,0.8
gsm8k,7,0,32,56,347,331,0.7450879812240601,0.5910400152206421,1.2606388096175012,45,30,3.0,8.0,0.5555555555555556,0.3333333333333333
humaneval,9,2,67,6,475,491,0.9679679870605469,0.7692800164222717,1.2582778265348982,49,42,8.0,6.0,0.40816326530612246,0.4523809523809524
humaneval,24,3,14,70,233,232,0.6765120029449463,0.5376960039138794,1.2581681805716014,35,26,3.0,5.5,0.6571428571428571,0.4230769230769231
humaneval,8,1,43,0,1857,1803,1.0688960552215576,0.8501440286636353,1.2573117250517947,61,42,13.0,17.5,0.32786885245901637,0.2619047619047619
humaneval,8,3,60,0,381,377,0.8357440233230591,0.6653119921684265,1.2561685843045605,50,33,4.0,4.0,0.52,0.5151515151515151
humaneval,1,1,27,28,91,91,0.6906560063362122,0.54995197057724,1.2558478617892515,32,32,2.0,2.0,0.84375,0.875
humaneval,17,3,69,18,345,347,0.7287999987602234,0.5804160237312317,1.2556510657219597,37,29,4.0,7.0,0.5135135135135135,0.3793103448275862
humaneval,29,3,19,21,157,151,0.6552960276603699,0.5221440196037292,1.255010118008617,34,31,4.0,4.0,0.5882352941176471,0.5161290322580645
humaneval,11,3,24,21,61,60,0.5032320022583008,0.4012480080127716,1.254166979546184,14,16,2.5,2.0,0.7142857142857143,0.8125
gsm8k,15,0,11,40,1405,1413,1.215232014656067,0.9692800045013428,1.2537471205560018,51,53,11.0,12.0,0.37254901960784315,0.2830188679245283
gsm8k,15,3,32,54,318,324,0.7349439859390259,0.5863360166549683,1.253451886056501,42,29,4.0,3.0,0.5714285714285714,0.5517241379310345
humaneval,3,2,45,0,2146,2047,1.096351981163025,0.8749439716339111,1.2530539288311755,62,45,14.5,11.0,0.11290322580645161,0.3333333333333333
humaneval,2,2,27,26,57,58,0.6590719819068909,0.5268800258636475,1.250895743915435,34,33,1.0,1.0,0.9411764705882353,0.9393939393939394
humaneval,8,1,19,72,224,231,0.670527994632721,0.5362880229949951,1.2503132008953677,35,33,3.0,4.0,0.6285714285714286,0.5151515151515151
humaneval,3,1,22,15,136,133,0.7170559763908386,0.5735679864883423,1.250167361642686,41,39,2.0,3.0,0.8048780487804879,0.7435897435897436
humaneval,7,0,19,80,109,109,0.6165120005607605,0.4944959878921509,1.2467482358931115,32,26,2.0,2.0,0.84375,0.7307692307692307
gsm8k,3,3,38,36,2136,2099,1.0563839673995972,0.8480319976806641,1.2456888068949852,59,39,13.0,4.0,0.2542372881355932,0.5641025641025641
humaneval,4,0,49,0,2206,2159,1.041152000427246,0.8358399868011475,1.2456355485119233,57,36,13.0,9.5,0.24561403508771928,0.2777777777777778
humaneval,23,0,24,18,183,178,0.7157760262489319,0.5751039981842041,1.2446027649066542,38,29,3.0,4.0,0.631578947368421,0.5517241379310345
gsm8k,5,2,37,36,1906,1954,1.0309439897537231,0.828607976436615,1.244187865759202,54,39,11.5,6.0,0.18518518518518517,0.46153846153846156
humaneval,13,3,13,71,248,237,0.6908479928970337,0.555296003818512,1.2441076257462576,35,28,4.0,5.5,0.5714285714285714,0.4642857142857143
humaneval,11,3,19,18,56,56,0.5412480235099792,0.43510401248931885,1.2439508898421525,14,14,1.5,1.0,0.7857142857142857,0.7857142857142857
gsm8k,9,2,40,15,1980,1974,1.1755839586257935,0.9452160000801086,1.2437199100799825,57,47,10.0,14.0,0.2982456140350877,0.2978723404255319
humaneval,11,1,13,12,308,295,0.6221439838409424,0.5004479885101318,1.2431741122451265,30,22,5.0,7.5,0.5,0.3181818181818182
humaneval,15,2,68,10,254,262,0.6973119974136353,0.5609279870986938,1.2431399635100486,37,27,4.0,6.0,0.5405405405405406,0.4444444444444444
humaneval,10,3,20,21,170,168,0.7054719924926758,0.5680000185966492,1.242028115132244,38,36,4.0,4.0,0.631578947368421,0.6388888888888888
humaneval,21,0,19,70,171,171,0.672927975654602,0.5418239831924438,1.2419678650798907,34,35,3.0,3.0,0.7058823529411765,0.6
humaneval,16,1,7,10,364,356,0.744704008102417,0.6003519892692566,1.240445640912866,38,30,4.5,5.0,0.5,0.4666666666666667
humaneval,17,0,13,70,244,241,0.7322880029678345,0.5905920267105103,1.2399219255406222,41,29,3.0,7.0,0.5853658536585366,0.4482758620689655
humaneval,30,2,69,17,141,140,0.5884799957275391,0.4751040041446686,1.238634047690214,29,23,2.0,3.0,0.6896551724137931,0.5652173913043478
humaneval,11,1,68,10,279,272,0.661791980266571,0.5344640016555786,1.2382349011656086,31,23,4.0,6.0,0.5161290322580645,0.43478260869565216
humaneval,24,1,75,72,70,73,0.49798399209976196,0.4023680090904236,1.2376331637932247,20,19,2.5,3.0,0.75,0.7368421052631579
gsm8k,9,2,31,56,276,280,0.7771520018577576,0.6288959980010986,1.2357400974531245,38,32,3.0,3.0,0.6842105263157895,0.5625
gsm8k,14,0,35,59,115,117,0.569599986076355,0.46112000942230225,1.235253240886159,36,18,2.0,4.0,0.8611111111111112,0.5
humaneval,9,1,21,24,159,160,0.669439971446991,0.5420160293579102,1.23509257141349,35,32,3.0,4.0,0.6571428571428571,0.59375
humaneval,19,1,68,8,309,307,0.690496027469635,0.5595840215682983,1.2339452179753825,35,27,6.0,9.0,0.4,0.2962962962962963
gsm8k,11,1,30,53,582,573,0.6713280081748962,0.54448002576828,1.232970864684392,33,24,4.0,7.0,0.5454545454545454,0.375
humaneval,29,0,12,70,211,208,0.7221760153770447,0.586463987827301,1.2314072651801213,36,30,4.5,5.0,0.5,0.4666666666666667
humaneval,28,1,24,70,141,139,0.5273920297622681,0.42844799160957336,1.2309359364271644,28,19,3.0,4.0,0.6428571428571429,0.5789473684210527
humaneval,18,0,61,6,257,248,0.7420160174369812,0.603007972240448,1.2305243903825274,38,30,5.5,4.5,0.4473684210526316,0.5
humaneval,11,2,21,73,156,152,0.5633280277252197,0.45798400044441223,1.2300168284887358,28,23,3.0,4.0,0.6071428571428571,0.6521739130434783
humaneval,8,1,44,0,1787,1803,1.0451200008392334,0.8501440286636353,1.2293446352638462,59,42,12.0,17.5,0.23728813559322035,0.2619047619047619
humaneval,13,3,18,76,149,149,0.5681920051574707,0.4622400104999542,1.2292142442254617,29,24,2.0,3.0,0.6551724137931034,0.625
humaneval,11,1,17,75,192,186,0.5693119764328003,0.4633919894695282,1.2285753516898832,29,23,2.0,4.0,0.6896551724137931,0.5652173913043478
humaneval,10,2,77,73,116,116,0.6656960248947144,0.5421440005302429,1.2278952164805506,33,32,2.0,2.0,0.7575757575757576,0.8125
humaneval,12,2,21,79,106,106,0.5454400181770325,0.4442239999771118,1.2278490540923852,26,22,2.5,1.5,0.7692307692307693,0.7727272727272727
humaneval,3,2,47,1,1874,1865,1.1108800172805786,0.9049599766731262,1.2275460196200823,63,48,16.0,14.0,0.09523809523809523,0.2708333333333333
humaneval,9,0,24,16,159,156,0.6288959980010986,0.5125759840011597,1.2269322356696208,32,29,4.0,4.0,0.5625,0.6551724137931034
humaneval,1,2,44,0,1800,1751,1.0456639528274536,0.8533440232276917,1.225372094213926,58,43,14.0,11.0,0.1896551724137931,0.2558139534883721
gsm8k,29,3,31,53,280,271,0.7560639977455139,0.6170240044593811,1.2253396825427492,43,32,4.0,7.0,0.5581395348837209,0.34375
humaneval,11,3,63,65,343,332,0.7357439994812012,0.6006399989128113,1.2249334057221213,37,29,3.0,5.0,0.6486486486486487,0.4827586206896552
gsm8k,18,0,55,54,210,216,0.7801920175552368,0.6370880007743835,1.2246220563044816,38,32,3.0,3.0,0.6578947368421053,0.625
humaneval,1,2,67,8,524,523,1.0107840299606323,0.825439989566803,1.2245396912392132,54,47,6.0,5.0,0.3333333333333333,0.46808510638297873
humaneval,1,2,45,0,1705,1751,1.0440640449523926,0.8533440232276917,1.2234972256597296,58,43,14.0,11.0,0.1724137931034483,0.2558139534883721
gsm8k,9,0,40,8,2586,2572,1.207103967666626,0.986847996711731,1.223191384781454,56,50,21.5,20.0,0.21428571428571427,0.18
humaneval,13,3,25,82,102,102,0.5954560041427612,0.4872959852218628,1.2219595937603587,30,19,2.0,3.0,0.7333333333333333,0.631578947368421
humaneval,12,0,46,0,789,769,0.7541760206222534,0.617247998714447,1.221836315699668,37,25,4.0,12.0,0.5405405405405406,0.32
humaneval,24,3,18,76,181,181,0.6105920076370239,0.4997439980506897,1.2218095865457312,29,25,3.0,3.0,0.5862068965517241,0.56
humaneval,20,1,70,25,239,241,0.6984000205993652,0.5719680190086365,1.2210473267541548,37,30,5.0,7.0,0.4594594594594595,0.36666666666666664
humaneval,18,2,24,78,173,167,0.6239359974861145,0.5110080242156982,1.220990606642116,31,29,4.0,4.0,0.5161290322580645,0.5862068965517241
gsm8k,10,3,31,56,207,201,0.7284160256385803,0.597055971622467,1.2200129640428008,41,31,2.0,4.0,0.6829268292682927,0.5161290322580645
humaneval,6,1,20,17,190,189,0.7467520236968994,0.6120960116386414,1.2199916508159736,41,32,3.0,4.0,0.6829268292682927,0.59375
humaneval,14,2,74,77,160,160,0.5323200225830078,0.4365119934082031,1.219485445123177,29,22,3.0,4.5,0.6206896551724138,0.5
humaneval,7,0,14,71,155,151,0.6786559820175171,0.5566400289535522,1.219200824082571,36,26,2.0,3.5,0.6944444444444444,0.5384615384615384
humaneval,11,1,17,79,192,193,0.5693119764328003,0.46700799465179443,1.2190625919740081,29,22,2.0,4.0,0.6896551724137931,0.5909090909090909
humaneval,9,1,21,16,159,157,0.669439971446991,0.5496640205383301,1.2179075697757236,35,35,3.0,2.0,0.6571428571428571,0.7142857142857143
humaneval,25,1,69,19,114,113,0.5182719826698303,0.42556801438331604,1.217835845630575,24,18,2.5,3.0,0.75,0.6111111111111112
humaneval,6,1,48,0,1285,1286,1.052448034286499,0.8643519878387451,1.2176151025209945,62,45,15.0,18.0,0.1774193548387097,0.2
humaneval,15,0,14,18,121,120,0.6451519727706909,0.5298879742622375,1.2175252206259923,34,28,2.5,3.5,0.8235294117647058,0.6071428571428571
humaneval,22,0,18,17,305,306,0.834559977054596,0.6860479712486267,1.216474666539241,35,35,6.0,5.0,0.4,0.37142857142857144
humaneval,18,1,69,14,206,197,0.6460800170898438,0.5311999917030334,1.2162651114103062,32,25,4.0,7.0,0.5625,0.44
humaneval,10,1,66,7,400,409,0.9130560159683228,0.750976026058197,1.215825784427325,52,43,5.0,6.0,0.4807692307692308,0.4186046511627907
gsm8k,26,3,31,55,292,301,0.6670079827308655,0.5486080050468445,1.2158189027407849,34,25,4.5,6.0,0.5,0.4
gsm8k,22,2,31,53,252,250,0.7087039947509766,0.5833600163459778,1.2148655631047913,38,28,3.0,5.0,0.6842105263157895,0.4642857142857143
humaneval,4,3,69,15,279,288,0.8031359910964966,0.6611520051956177,1.2147524091057842,48,35,3.0,5.0,0.6458333333333334,0.4857142857142857
humaneval,19,3,18,17,125,127,0.5322880148887634,0.43827199935913086,1.214515222663343,25,21,3.0,4.0,0.64,0.6190476190476191
humaneval,10,2,77,74,116,117,0.6656960248947144,0.5481280088424683,1.2144900719460134,33,33,2.0,3.0,0.7575757575757576,0.8181818181818182
gsm8k,21,0,55,54,190,189,0.693664014339447,0.5715519785881042,1.2136499221872947,36,29,4.0,6.0,0.5833333333333334,0.3793103448275862
gsm8k,9,0,40,1,2586,2588,1.207103967666626,0.9946879744529724,1.2135503782786472,56,50,21.5,20.0,0.21428571428571427,0.24
humaneval,21,1,68,14,270,267,0.7004160284996033,0.5773119926452637,1.2132365816450004,36,27,4.0,6.0,0.5,0.37037037037037035
gsm8k,25,3,55,31,329,332,0.7275840044021606,0.6004480123519897,1.2117352200936962,39,31,3.0,5.0,0.5641025641025641,0.4838709677419355
humaneval,24,0,25,76,59,58,0.5139520168304443,0.42447999119758606,1.2107803135324016,20,16,2.5,3.0,0.8,0.6875
humaneval,4,1,63,8,291,284,0.7898240089416504,0.6525760293006897,1.210317225087225,43,33,3.0,4.0,0.6046511627906976,0.5151515151515151
gsm8k,12,3,40,36,1238,1236,0.893343985080719,0.738431990146637,1.2097850540079118,48,36,11.5,14.0,0.3125,0.19444444444444445
gsm8k,11,2,60,63,62,60,0.5749760270118713,0.47548800706863403,1.2092335000341592,18,13,1.0,2.0,0.8333333333333334,0.6923076923076923
humaneval,24,0,25,77,59,61,0.5139520168304443,0.42524799704551697,1.2085936216071884,20,20,2.5,2.0,0.8,0.75
humaneval,5,2,52,0,1048,1015,0.9915519952774048,0.8207679986953735,1.2080782838189301,59,43,7.0,7.0,0.3220338983050847,0.3953488372093023
humaneval,18,0,66,63,185,186,0.7542399764060974,0.6244159936904907,1.2079126480222055,39,32,3.0,4.0,0.5897435897435898,0.53125
gsm8k,21,3,32,57,173,178,0.5984960198402405,0.4954879879951477,1.20789208687356,31,24,2.0,4.0,0.7096774193548387,0.5833333333333334
humaneval,1,2,67,9,524,525,1.0107840299606323,0.8368960022926331,1.2077773429334613,54,45,6.0,5.0,0.3333333333333333,0.37777777777777777
gsm8k,15,2,46,24,705,699,0.754368007183075,0.6246399879455566,1.2076844610352184,35,27,5.0,9.0,0.45714285714285713,0.2962962962962963
humaneval,25,2,25,19,66,66,0.4928640127182007,0.4081279933452606,1.2076211893195394,23,16,2.0,2.0,0.782608695652174,0.6875
gsm8k,11,3,60,62,11,11,0.570688009262085,0.4726080000400543,1.2075293038072106,5,5,2.0,1.0,1.0,0.8
gsm8k,11,2,60,59,62,63,0.5749760270118713,0.47619199752807617,1.207445799166272,18,16,1.0,2.0,0.8333333333333334,0.8125
humaneval,14,2,10,73,171,167,0.6021119952201843,0.4989440143108368,1.2067726597579242,31,27,4.0,3.0,0.5483870967741935,0.5925925925925926
humaneval,7,0,18,76,110,111,0.624288022518158,0.5174400210380554,1.2064935009583349,32,26,2.0,1.5,0.84375,0.7692307692307693
humaneval,14,1,40,0,2113,2074,1.0097919702529907,0.8370239734649658,1.2064074653355865,54,41,27.5,21.0,0.2037037037037037,0.07317073170731707
humaneval,13,3,13,70,248,249,0.6908479928970337,0.572767972946167,1.206156813104431,35,29,4.0,6.0,0.5714285714285714,0.4827586206896552
humaneval,6,3,22,77,169,168,0.7423040270805359,0.6156799793243408,1.2056653651384843,44,42,3.0,3.0,0.7045454545454546,0.6904761904761905
humaneval,4,1,49,3,663,690,0.9178239703178406,0.7615039944648743,1.2052779459979273,53,38,5.0,10.5,0.4339622641509434,0.34210526315789475
humaneval,18,2,71,70,254,243,0.7097920179367065,0.5889599919319153,1.2051616878226927,36,30,5.5,6.5,0.4722222222222222,0.3333333333333333
gsm8k,6,3,17,36,1527,1492,1.0045759677886963,0.8343999981880188,1.20395010782626,57,41,16.0,10.0,0.19298245614035087,0.36585365853658536
gsm8k,26,2,31,54,304,311,0.723583996295929,0.6010879874229431,1.203790478991546,40,29,5.0,8.0,0.475,0.3103448275862069
gsm8k,4,0,49,36,768,756,0.8625280261039734,0.716543972492218,1.2037335588826559,50,32,10.0,3.5,0.26,0.5625
humaneval,5,1,20,23,159,157,0.7095040082931519,0.5894719958305359,1.2036263186574232,39,37,3.0,3.0,0.6666666666666666,0.7027027027027027
humaneval,6,3,20,72,163,164,0.7472320199012756,0.6208959817886353,1.2034737569869596,42,41,3.0,3.0,0.7619047619047619,0.7560975609756098
humaneval,4,1,39,1,1073,1072,0.9316480159759521,0.7744640111923218,1.2029584364309436,52,38,7.5,11.0,0.23076923076923078,0.2894736842105263
gsm8k,6,3,8,36,1471,1492,1.0035200119018555,0.8343999981880188,1.202684580634105,57,41,17.0,10.0,0.21052631578947367,0.36585365853658536
gsm8k,26,2,55,54,325,311,0.7227839827537537,0.6010879874229431,1.2024595365024018,38,29,6.0,8.0,0.39473684210526316,0.3103448275862069
humaneval,1,3,71,21,109,112,0.624351978302002,0.5192639827728271,1.2023787495678278,29,30,2.0,2.0,0.7931034482758621,0.8
humaneval,8,2,53,0,1202,1194,1.0138239860534668,0.8434240221977234,1.202033567186917,58,44,13.5,8.5,0.25862068965517243,0.38636363636363635
humaneval,6,1,21,17,182,189,0.7349119782447815,0.6120960116386414,1.2006482059527714,43,32,3.0,4.0,0.6511627906976745,0.59375
humaneval,7,0,17,79,109,108,0.6362559795379639,0.5301439762115479,1.200156953748114,32,28,2.0,1.5,0.8125,0.7857142857142857
humaneval,19,1,20,74,157,155,0.5672000050544739,0.4726719856262207,1.1999865071398668,28,25,5.5,4.0,0.4642857142857143,0.56
humaneval,4,1,69,14,161,155,0.7255039811134338,0.604640007019043,1.199894106726855,40,32,2.5,2.5,0.7,0.65625
gsm8k,18,2,48,22,658,687,0.9168000221252441,0.7640960216522217,1.1998492285600797,44,39,9.5,13.0,0.36363636363636365,0.3076923076923077
humaneval,21,0,24,70,173,171,0.6500160098075867,0.5418239831924438,1.199681132565731,33,35,5.0,3.0,0.45454545454545453,0.6
humaneval,24,3,9,68,348,356,0.7327039837837219,0.6107519865036011,1.199675154522648,39,31,3.0,8.0,0.5641025641025641,0.3548387096774194
humaneval,6,0,40,0,1545,1596,1.0690879821777344,0.891264021396637,1.1995188367442926,62,45,10.0,10.0,0.2903225806451613,0.3111111111111111
humaneval,23,2,78,75,147,142,0.628928005695343,0.5246080160140991,1.1988532132502532,28,27,3.0,2.0,0.6785714285714286,0.7037037037037037
humaneval,31,0,10,14,187,188,0.7218559980392456,0.6023679971694946,1.1983637932812181,39,31,3.0,4.0,0.6410256410256411,0.5806451612903226
humaneval,11,1,69,11,247,258,0.572767972946167,0.47811201214790344,1.1979786292610064,28,20,3.5,7.0,0.5357142857142857,0.35
humaneval,16,1,12,8,421,408,0.7136960029602051,0.5957760214805603,1.197926699343492,36,30,4.0,8.0,0.5277777777777778,0.4
humaneval,24,3,17,72,172,169,0.5796480178833008,0.48399999737739563,1.1976198781491403,29,25,3.0,2.0,0.5862068965517241,0.64
gsm8k,26,1,33,57,89,88,0.4819200038909912,0.40249601006507874,1.1973286488307564,24,18,2.0,2.0,0.7916666666666666,0.7777777777777778
gsm8k,7,1,34,58,70,71,0.5094079971313477,0.4256640076637268,1.1967373044464176,18,21,2.5,3.0,0.6666666666666666,0.8095238095238095
humaneval,6,3,19,78,172,170,0.7608000040054321,0.6359360218048096,1.196346767472385,42,46,3.0,2.0,0.7142857142857143,0.717391304347826
humaneval,27,3,4,61,702,691,0.7909119725227356,0.6613439917564392,1.195916168259398,39,33,13.0,17.0,0.3076923076923077,0.15151515151515152
gsm8k,9,0,18,7,2518,2516,1.1985599994659424,1.0030399560928345,1.194927472415677,52,52,23.0,20.0,0.19230769230769232,0.19230769230769232
gsm8k,24,0,18,15,1176,1230,1.003648042678833,0.8399680256843567,1.1948645805429552,43,44,17.0,16.5,0.13953488372093023,0.25
humaneval,6,1,19,21,182,182,0.877888023853302,0.7349119782447815,1.1945485307641817,40,43,3.0,3.0,0.725,0.6511627906976745
humaneval,14,2,7,69,327,316,0.7508479952812195,0.6286399960517883,1.194400610837627,43,33,6.0,6.0,0.4418604651162791,0.48484848484848486
humaneval,15,2,18,72,111,110,0.5205439925193787,0.43584001064300537,1.194346502863304,22,22,3.0,2.5,0.6818181818181818,0.6818181818181818
gsm8k,11,2,29,28,249,239,0.7098240256309509,0.5945280194282532,1.1939286331930594,36,30,5.0,6.0,0.4722222222222222,0.43333333333333335
gsm8k,9,2,40,37,1980,2035,1.1755839586257935,0.9846720099449158,1.1938837976023688,57,52,10.0,12.0,0.2982456140350877,0.3076923076923077
gsm8k,6,2,31,53,279,281,1.0531519651412964,0.8821759819984436,1.1938116505456555,51,53,4.0,4.0,0.5098039215686274,0.5471698113207547
gsm8k,16,1,32,56,127,130,0.5773760080337524,0.48393601179122925,1.1930833704577317,37,25,2.0,3.0,0.7837837837837838,0.68
humaneval,17,1,19,16,118,119,0.47920000553131104,0.40166398882865906,1.193037013173036,17,18,5.0,3.5,0.35294117647058826,0.5555555555555556
humaneval,23,1,24,20,165,159,0.6246399879455566,0.5237439870834351,1.1926437407405468,33,30,3.0,4.0,0.6363636363636364,0.6333333333333333
humaneval,22,2,18,22,304,305,0.7127040028572083,0.5976960062980652,1.192418880747531,30,30,5.5,6.0,0.36666666666666664,0.4
humaneval,13,2,69,21,194,195,0.7039999961853027,0.5904319882392883,1.192347315538717,36,31,4.0,4.0,0.6111111111111112,0.5483870967741935
humaneval,13,2,67,10,366,355,0.7420160174369812,0.6223359704017639,1.1923077770323238,42,32,6.0,5.0,0.4523809523809524,0.4375
humaneval,15,2,68,11,254,248,0.6973119974136353,0.5849279761314392,1.1921330930783558,37,29,4.0,5.0,0.5405405405405406,0.4827586206896552
gsm8k,8,3,32,55,256,247,0.7203519940376282,0.6046079993247986,1.191436426316039,41,31,3.0,3.0,0.6097560975609756,0.5483870967741935
