dataset,wave,layer,actual_expert_critical_ms,fragment_ideal_expert_critical_ms,fragment_removable_ms,actual_expert_critical_ms_p99_winsorized,fragment_ideal_expert_critical_ms_p99_trimmed,fragment_removable_ms_p99_trimmed,compact_predicted_expert_critical_ms,compact_ideal_expert_critical_ms,post_compaction_fragment_residual_ms,compaction_expert_work_removal_ms,compact_predicted_expert_critical_ms_p99_trimmed,compact_ideal_expert_critical_ms_p99_trimmed,post_compaction_fragment_residual_ms_p99_trimmed,compaction_expert_work_removal_ms_p99_trimmed
gsm8k,2,16,0.9774399995803833,0.9232223927974701,0.05421760678291321,0.9774399995803833,0.9232223927974701,0.05421760678291321,0.7410233115954331,0.8097344160079956,0.0,0.2364166879849502,0.7404428062101917,0.8097344160079956,0.0,0.23699719337019165
gsm8k,2,17,1.0778559446334839,1.0479647994041443,0.029891145229339555,1.0778559446334839,1.0465791940689086,0.03127675056457524,0.8540382949122575,0.7196192145347595,0.13441908037749795,0.22381764972122642,0.853793480889115,0.7196192145347595,0.13417426635435548,0.2240624637443689
gsm8k,2,18,1.0382399559020996,0.9478912234306336,0.09034873247146602,1.0382399559020996,0.9473664224147796,0.09087353348731997,0.7566191093251299,0.7763071715831756,0.0,0.28162084657696973,0.7560659865305658,0.7763071715831756,0.0,0.28217396937153383
gsm8k,2,19,1.046336054801941,1.0234944343566894,0.02284162044525151,1.046336054801941,1.0234944343566894,0.02284162044525151,0.81599485763977,0.7798975944519043,0.03609726318786566,0.23034119716217094,0.8144886076012218,0.7798975944519043,0.03459101314931745,0.23184744720071915
gsm8k,2,20,0.9996799826622009,0.9761247932910919,0.02355518937110901,0.9996799826622009,0.9761247932910919,0.02355518937110901,0.8066041343065794,0.7290816009044647,0.07752253340211468,0.19307584835562153,0.7980194105895316,0.7290816009044647,0.06893780968506691,0.2016605720726693
gsm8k,2,21,0.9495999813079834,0.9255039930343628,0.024095988273620583,0.9495999813079834,0.9252959966659546,0.024303984642028764,0.7684568486520813,0.6839616179466248,0.0844952307054565,0.1811431326559021,0.7674628473284718,0.6839616179466248,0.08350122938184701,0.1821371339795116
gsm8k,2,22,1.0095360279083252,0.9714816033840179,0.038054424524307295,1.0095360279083252,0.9714816033840179,0.038054424524307295,0.7882449566178168,0.7387519836425781,0.04949297297523869,0.2212910712905084,0.7911488828444622,0.7387519836425781,0.05239689920188406,0.21838714506386303
gsm8k,2,23,1.1093759536743164,1.002899205684662,0.10647674798965445,1.0854348373413085,1.0001984059810638,0.08523643136024472,0.8226605676762243,0.8237152099609375,0.0,0.2867153859980921,0.824516309810721,0.8237152099609375,0.0008010998497834931,0.26091852753058753
gsm8k,2,24,0.9777600169181824,0.9426271855831146,0.03513283133506773,0.9777600169181824,0.9396223902702332,0.038137626647949174,0.7398417670757956,0.745907187461853,0.0,0.23791824984238674,0.7362519249936909,0.745907187461853,0.0,0.24150809192449152
gsm8k,2,25,1.1053119897842407,0.9682335972785949,0.1370783925056458,1.0612185907363891,0.9651903986930848,0.09602819204330437,0.7856171271447736,0.7305792093276977,0.0550379178170759,0.3196948626394671,0.7808591038382573,0.7305792093276977,0.050279894510559586,0.28035948689813184
