dataset,wave,layer,rank,phase,physical_rows,live_ratio,full_pairs,full_active_experts,full_rows_mean,full_rows_p50,full_rows_p90,full_rows_max,full_tiny_le1,full_tiny_le2,full_tiny_le4,full_tiny_le8,compact_pairs,compact_active_experts,compact_rows_mean,compact_rows_p50,compact_rows_p90,compact_rows_max,compact_tiny_le1,compact_tiny_le2,compact_tiny_le4,compact_tiny_le8,global_rank_load_cv,global_compact_rank_load_cv,rank_fanout_mean,remote_fraction,router_ms,dispatch_ms,expert_ms,combine_ms,shared_ms,gather_ms,fragment_ideal_expert_ms,fragment_ideal_expert_ms_p99_trimmed,expert_ms_p99_winsorized,compact_predicted_expert_ms,compact_ideal_expert_ms,compact_predicted_expert_ms_p99_trimmed,compact_ideal_expert_ms_p99_trimmed
gsm8k,0,3,2,middle,992,0.4969758064516129,2994,58,51.62068965517241,6.0,114.70000000000005,496.0,0.10344827586206896,0.3103448275862069,0.41379310344827586,0.5862068965517241,2035,15,135.66666666666666,25.0,452.8,457.0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.36794682803443346,0.7681151506091305,3.002016067504883,0.7465977822580645,0.034912001341581345,0.36796799302101135,1.0934079885482788,0.056671999394893646,0.03478400036692619,0.05417599901556969,1.0734815835952758,1.0717567920684814,1.0934079885482788,0.740193385166802,0.9881376028060913,0.7331477158034768,0.9881376028060913
gsm8k,0,3,3,middle,992,0.4969758064516129,2184,57,38.31578947368421,14.0,63.799999999999976,372.0,0.07017543859649122,0.10526315789473684,0.15789473684210525,0.2631578947368421,1365,12,113.75,26.0,280.6,371.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.36794682803443346,0.7681151506091305,3.002016067504883,0.7465977822580645,0.1642560064792633,0.21142399311065674,1.0524799823760986,0.0997759997844696,0.035840000957250595,0.051872000098228455,1.0463647723197937,1.0463647723197937,1.0524799823760986,0.701362385124455,0.9416832089424133,0.6904556287695793,0.9416832089424133
gsm8k,0,4,0,middle,992,0.4969758064516129,1338,51,26.235294117647058,10.0,42.0,316.0,0.0784313725490196,0.19607843137254902,0.3333333333333333,0.43137254901960786,464,12,38.666666666666664,11.0,103.80000000000003,233.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.5508365829514692,0.688277170017114,2.9012096524238586,0.7162298387096774,0.03680000081658363,0.4111039936542511,0.9388480186462402,0.18400000035762787,0.03587200120091438,0.05100800096988678,0.9255296170711518,0.9238143980503082,0.9388480186462402,0.592027853510571,0.7172927737236023,0.582612375043944,0.7172927737236023
gsm8k,0,4,1,middle,992,0.4969758064516129,3745,51,73.43137254901961,23.0,184.0,900.0,0.09803921568627451,0.17647058823529413,0.23529411764705882,0.3137254901960784,2068,24,86.16666666666667,30.5,201.39999999999998,447.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.2916666666666667,0.5508365829514692,0.688277170017114,2.9012096524238586,0.7162298387096774,0.16988800466060638,0.19868800044059753,1.056831955909729,0.0578560009598732,0.03513599932193756,0.05488000065088272,1.0122624397277833,1.0122624397277833,1.056831955909729,0.7547096847410022,0.9122911930084229,0.7519585086679457,0.9122911930084229
gsm8k,0,4,2,middle,992,0.4969758064516129,862,48,17.958333333333332,6.0,42.30000000000005,235.0,0.16666666666666666,0.2708333333333333,0.3958333333333333,0.6041666666666666,358,11,32.54545454545455,4.0,130.0,193.0,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.7272727272727273,0.5508365829514692,0.688277170017114,2.9012096524238586,0.7162298387096774,0.035392001271247864,0.40057599544525146,0.8739839792251587,0.24835200607776642,0.03590400144457817,0.050655998289585114,0.8939903974533081,0.8939903974533081,0.8739839792251587,0.5283408843838282,0.6052384197711944,0.5177024891522471,0.6052384197711944
gsm8k,0,4,3,middle,992,0.4969758064516129,1991,51,39.03921568627451,14.0,136.0,248.0,0.058823529411764705,0.1568627450980392,0.21568627450980393,0.4117647058823529,1054,21,50.19047619047619,21.0,117.0,203.0,0.14285714285714285,0.19047619047619047,0.2857142857142857,0.38095238095238093,0.5508365829514692,0.688277170017114,2.9012096524238586,0.7162298387096774,0.13606399297714233,0.3065600097179413,0.9872320294380188,0.13417600095272064,0.035232000052928925,0.05270399898290634,0.9682207882404328,0.9682207882404328,0.9872320294380188,0.6605824514539106,0.7755072116851807,0.6528835149986015,0.7755072116851807
gsm8k,0,5,0,middle,992,0.4969758064516129,2401,52,46.17307692307692,9.5,102.6,550.0,0.09615384615384616,0.15384615384615385,0.3269230769230769,0.46153846153846156,1150,19,60.526315789473685,54.0,99.79999999999997,365.0,0.21052631578947367,0.21052631578947367,0.3157894736842105,0.3684210526315789,0.35577840914383246,0.4807066862888673,3.106854796409607,0.7511340725806451,0.043776001781225204,0.38252800703048706,1.0595840215682983,0.07036799937486649,0.03526400029659271,0.052799999713897705,1.0137215614318849,1.001363205909729,1.0595840215682983,0.6649121280026353,0.8602207779884339,0.6607872460948955,0.8602207779884339
gsm8k,0,5,1,middle,992,0.4969758064516129,2711,59,45.94915254237288,9.0,174.40000000000003,422.0,0.03389830508474576,0.13559322033898305,0.3050847457627119,0.4745762711864407,1658,17,97.52941176470588,51.0,229.20000000000002,407.0,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.29411764705882354,0.35577840914383246,0.4807066862888673,3.106854796409607,0.7511340725806451,0.162432000041008,0.17523199319839478,1.0732799768447876,0.059007998555898666,0.03667199984192848,0.050783999264240265,1.073257613182068,1.073257613182068,1.0732799768447876,0.7125234615853234,0.998419189453125,0.7018616342042575,0.998419189453125
gsm8k,0,5,2,middle,992,0.4969758064516129,1976,56,35.285714285714285,10.0,74.5,362.0,0.125,0.21428571428571427,0.375,0.48214285714285715,756,17,44.470588235294116,11.0,134.8,204.0,0.11764705882352941,0.29411764705882354,0.4117647058823529,0.47058823529411764,0.35577840914383246,0.4807066862888673,3.106854796409607,0.7511340725806451,0.036448001861572266,0.3808319866657257,1.0505919456481934,0.07942400127649307,0.03577600046992302,0.051392000168561935,1.0226912021636962,1.0225600004196167,1.0505919456481934,0.6028308540385973,0.7508928060531617,0.5996064151954954,0.7508928060531617
gsm8k,0,5,3,middle,992,0.4969758064516129,848,44,19.272727272727273,5.0,45.500000000000014,153.0,0.13636363636363635,0.25,0.45454545454545453,0.6363636363636364,380,15,25.333333333333332,8.0,68.8,82.0,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.35577840914383246,0.4807066862888673,3.106854796409607,0.7511340725806451,0.1554879993200302,0.26185598969459534,0.812063992023468,0.3216319978237152,0.036639999598264694,0.0522879995405674,0.8162207901477814,0.8162207901477814,0.812063992023468,0.5279087231390384,0.558924812078476,0.5235646656129261,0.558924812078476
gsm8k,0,6,0,middle,992,0.4969758064516129,3147,59,53.33898305084746,22.0,142.8,573.0,0.06779661016949153,0.13559322033898305,0.2033898305084746,0.3050847457627119,1409,30,46.96666666666667,19.0,116.2,272.0,0.06666666666666667,0.13333333333333333,0.2,0.3,0.4277935004159296,0.39939284569831973,2.8508063554763794,0.7240423387096774,0.046560000628232956,0.37376001477241516,1.138208031654358,0.05673599988222122,0.03612799942493439,0.05071999877691269,1.1143680095672608,1.1103551626205443,1.138208031654358,0.7566317317510501,0.909628814458847,0.745975936594047,0.909628814458847
gsm8k,0,6,1,middle,992,0.4969758064516129,1162,47,24.72340425531915,10.0,79.19999999999999,134.0,0.10638297872340426,0.2127659574468085,0.3404255319148936,0.46808510638297873,766,25,30.64,16.0,83.80000000000001,133.0,0.04,0.24,0.32,0.32,0.4277935004159296,0.39939284569831973,2.8508063554763794,0.7240423387096774,0.15932799875736237,0.17548799514770508,0.8743360042572021,0.3261759877204895,0.035711999982595444,0.05040000006556511,0.8776768028736115,0.8776768028736115,0.8743360042572021,0.6506314212322951,0.7945696115493774,0.6406064640728129,0.7945696115493774
gsm8k,0,6,2,middle,992,0.4969758064516129,2444,55,44.43636363636364,20.0,118.20000000000003,279.0,0.01818181818181818,0.09090909090909091,0.18181818181818182,0.34545454545454546,1316,31,42.45161290322581,22.0,74.0,241.0,0.06451612903225806,0.16129032258064516,0.25806451612903225,0.3548387096774194,0.4277935004159296,0.39939284569831973,2.8508063554763794,0.7240423387096774,0.036320000886917114,0.3749760091304779,1.0480639934539795,0.14608000218868256,0.036288000643253326,0.05183999985456467,1.0741344213485717,1.0741344213485717,1.0480639934539795,0.7500826848635448,0.9673279881477356,0.7467303226333806,0.9673279881477356
gsm8k,0,6,3,middle,992,0.4969758064516129,1183,50,23.66,13.0,65.1,128.0,0.08,0.14,0.26,0.44,453,17,26.647058823529413,8.0,62.2,113.0,0.11764705882352941,0.17647058823529413,0.35294117647058826,0.5294117647058824,0.4277935004159296,0.39939284569831973,2.8508063554763794,0.7240423387096774,0.1629759967327118,0.20070399343967438,0.913919985294342,0.28729599714279175,0.03465599939227104,0.05142400041222572,0.9183551967144012,0.9183551967144012,0.913919985294342,0.5405337778640341,0.5587360024452209,0.5396881928888563,0.5587360024452209
gsm8k,0,7,0,middle,992,0.4969758064516129,3472,54,64.29629629629629,12.0,192.30000000000018,458.0,0.1111111111111111,0.2037037037037037,0.35185185185185186,0.4444444444444444,1659,34,48.794117647058826,10.0,134.69999999999996,324.0,0.20588235294117646,0.29411764705882354,0.38235294117647056,0.5,0.5198451973124639,0.5386469793498876,3.099798321723938,0.7310987903225806,0.03580800071358681,0.39001598954200745,1.106335997581482,0.05955199897289276,0.03606399893760681,0.05052800104022026,1.1030624151229858,1.1030624151229858,1.106335997581482,0.786262318598274,0.8214847922325135,0.787328978533634,0.8185183942317963
gsm8k,0,7,1,middle,992,0.4969758064516129,2318,42,55.19047619047619,10.0,177.69999999999996,410.0,0.14285714285714285,0.16666666666666666,0.35714285714285715,0.42857142857142855,1320,25,52.8,12.0,144.80000000000004,371.0,0.28,0.32,0.36,0.44,0.5198451973124639,0.5386469793498876,3.099798321723938,0.7310987903225806,0.16451199352741241,0.19315199553966522,0.9022079706192017,0.2622720003128052,0.036639999598264694,0.05020799860358238,0.9124223947525024,0.9124223947525024,0.9022079706192017,0.692547087039897,0.7932384073734283,0.6907711548324867,0.7932384073734283
gsm8k,0,7,2,middle,992,0.4969758064516129,1440,46,31.304347826086957,11.0,105.5,163.0,0.2391304347826087,0.32608695652173914,0.391304347826087,0.45652173913043476,651,21,31.0,30.0,63.0,107.0,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.3333333333333333,0.5198451973124639,0.5386469793498876,3.099798321723938,0.7310987903225806,0.03478400036692619,0.37462401390075684,0.9033920168876648,0.26764801144599915,0.03468799963593483,0.05215999856591225,0.886131203174591,0.886131203174591,0.9033920168876648,0.6074908691410019,0.7335328042507172,0.6078029739725511,0.7335328042507172
gsm8k,0,7,3,middle,992,0.4969758064516129,706,46,15.347826086956522,6.5,47.0,76.0,0.15217391304347827,0.21739130434782608,0.34782608695652173,0.5652173913043478,314,22,14.272727272727273,5.5,33.900000000000006,65.0,0.3181818181818182,0.36363636363636365,0.45454545454545453,0.5909090909090909,0.5198451973124639,0.5386469793498876,3.099798321723938,0.7310987903225806,0.1626559942960739,0.23926399648189545,0.8231359720230103,0.35385599732398987,0.03500799834728241,0.05158400163054466,0.7922655761241912,0.7922655761241912,0.8231359720230103,0.521911567147272,0.4970271944999695,0.5225666630692455,0.4970271944999695
gsm8k,0,8,0,middle,992,0.4969758064516129,2454,50,49.08,23.0,126.60000000000004,335.0,0.1,0.14,0.22,0.36,838,20,41.9,17.0,114.80000000000003,194.0,0.25,0.3,0.4,0.4,0.30023509753083005,0.5420600750758692,3.0211693048477173,0.7338709677419355,0.09638399630784988,0.33670398592948914,0.9854400157928467,0.10569600015878677,0.03657599911093712,0.05040000006556511,0.9940351843833923,0.9940351843833923,0.9854400157928467,0.6269898579302909,0.7501312136650086,0.6248353792951999,0.7501312136650086
gsm8k,0,8,1,middle,992,0.4969758064516129,1461,48,30.4375,7.5,86.6000000000001,244.0,0.10416666666666667,0.25,0.375,0.5625,639,31,20.612903225806452,5.0,62.0,144.0,0.25806451612903225,0.41935483870967744,0.4838709677419355,0.6129032258064516,0.30023509753083005,0.5420600750758692,3.0211693048477173,0.7338709677419355,0.16896000504493713,0.19276799261569977,0.9103360176086426,0.1842239946126938,0.03488000109791756,0.05286400020122528,0.9194944024085998,0.9194944024085998,0.9103360176086426,0.6546116890218047,0.761683213710785,0.655653231586541,0.761683213710785
gsm8k,0,8,2,middle,992,0.4969758064516129,2690,53,50.75471698113208,23.0,131.60000000000002,381.0,0.09433962264150944,0.11320754716981132,0.16981132075471697,0.33962264150943394,1896,40,47.4,13.0,135.00000000000003,371.0,0.05,0.15,0.275,0.4,0.30023509753083005,0.5420600750758692,3.0211693048477173,0.7338709677419355,0.035232000052928925,0.3906239867210388,1.031775951385498,0.05804799869656563,0.036768000572919846,0.05110400170087814,1.027193546295166,1.027193546295166,1.031775951385498,0.8581199851961898,0.9713759958744049,0.8569276605651053,0.9713759958744049
gsm8k,0,8,3,middle,992,0.4969758064516129,1331,47,28.319148936170212,5.0,55.99999999999999,380.0,0.1276595744680851,0.2978723404255319,0.44680851063829785,0.6170212765957447,571,24,23.791666666666668,3.5,73.19999999999997,170.0,0.375,0.4166666666666667,0.625,0.6666666666666666,0.30023509753083005,0.5420600750758692,3.0211693048477173,0.7338709677419355,0.1674879938364029,0.26310399174690247,0.8853759765625,0.20508800446987152,0.03494400158524513,0.05196800082921982,0.8786880195140838,0.8786880195140838,0.8853759765625,0.5740043468225753,0.5142496168613434,0.566503721997952,0.5142496168613434
gsm8k,0,9,0,middle,992,0.4969758064516129,2555,46,55.54347826086956,16.5,117.0,560.0,0.08695652173913043,0.13043478260869565,0.21739130434782608,0.30434782608695654,1452,28,51.857142857142854,9.5,140.00000000000003,387.0,0.14285714285714285,0.21428571428571427,0.35714285714285715,0.4642857142857143,0.3168126422807698,0.35315386098337015,3.075604736804962,0.7597026209677419,0.1364479959011078,0.29395198822021484,1.0051840543746948,0.07081600278615952,0.03513599932193756,0.05270399898290634,0.9776575803756714,0.9776575803756714,1.0051840543746948,0.7263992562468325,0.8455967843532562,0.7274119411791243,0.8455967843532562
gsm8k,0,9,1,middle,992,0.4969758064516129,1695,55,30.818181818181817,6.0,81.00000000000003,284.0,0.09090909090909091,0.21818181818181817,0.2909090909090909,0.5454545454545454,718,23,31.217391304347824,3.0,90.60000000000002,221.0,0.17391304347826086,0.4782608695652174,0.5652173913043478,0.6086956521739131,0.3168126422807698,0.35315386098337015,3.075604736804962,0.7597026209677419,0.16460800170898438,0.17820799350738525,1.0268479585647583,0.059167999774217606,0.03612799942493439,0.050592001527547836,0.9481791853904724,0.9481439888477325,1.0129625368118287,0.5776353723319715,0.7589056074619294,0.5724627160329938,0.7589056074619294
gsm8k,0,9,2,middle,992,0.4969758064516129,2595,49,52.95918367346939,12.0,132.60000000000002,375.0,0.12244897959183673,0.20408163265306123,0.2857142857142857,0.3673469387755102,1184,24,49.333333333333336,14.0,166.19999999999996,265.0,0.25,0.2916666666666667,0.3333333333333333,0.4166666666666667,0.3168126422807698,0.35315386098337015,3.075604736804962,0.7597026209677419,0.03542400151491165,0.37564799189567566,1.003424048423767,0.08224000036716461,0.03519999980926514,0.05167999863624573,0.9705983877182007,0.9705983877182007,1.003424048423767,0.6740298239504556,0.7602656066417695,0.6655073033912119,0.7602656066417695
gsm8k,0,9,3,middle,992,0.4969758064516129,1091,47,23.21276595744681,8.0,60.79999999999998,188.0,0.0851063829787234,0.1276595744680851,0.3404255319148936,0.5106382978723404,590,26,22.692307692307693,8.0,63.5,102.0,0.038461538461538464,0.15384615384615385,0.4230769230769231,0.5,0.3168126422807698,0.35315386098337015,3.075604736804962,0.7597026209677419,0.07772800326347351,0.3367359936237335,0.8913919925689697,0.19631999731063843,0.03580800071358681,0.05097600072622299,0.8247296154499054,0.8247296154499054,0.8913919925689697,0.6125016803041715,0.714979213476181,0.6060198485459934,0.714979213476181
gsm8k,0,10,0,middle,992,0.4969758064516129,2414,50,48.28,25.0,142.5,247.0,0.04,0.06,0.14,0.26,1599,34,47.029411764705884,30.0,141.4,191.0,0.11764705882352941,0.20588235294117646,0.23529411764705882,0.29411764705882354,0.1836033927798464,0.4441003805621211,3.0745967030525208,0.7448336693548387,0.08207999914884567,0.3222399950027466,1.0018240213394165,0.07593599706888199,0.03699199855327606,0.05008000135421753,1.0189504384994508,1.0189504384994508,1.0018240213394165,0.791331784367551,0.920275193452835,0.7879878731659044,0.920275193452835
gsm8k,0,10,1,middle,992,0.4969758064516129,1786,54,33.074074074074076,8.0,87.10000000000007,453.0,0.14814814814814814,0.18518518518518517,0.3148148148148148,0.5185185185185185,736,20,36.8,9.0,94.90000000000012,249.0,0.1,0.25,0.45,0.5,0.1836033927798464,0.4441003805621211,3.0745967030525208,0.7448336693548387,0.15667200088500977,0.17705599963665009,0.9926720261573792,0.08486399799585342,0.03484800085425377,0.05116799846291542,0.9531231820583344,0.9531231820583344,0.9926720261573792,0.5904630250606172,0.686985582113266,0.5905929246859482,0.686985582113266
gsm8k,0,10,2,middle,992,0.4969758064516129,1494,49,30.489795918367346,15.0,66.40000000000003,212.0,0.04081632653061224,0.14285714285714285,0.22448979591836735,0.32653061224489793,442,25,17.68,15.0,40.600000000000016,49.0,0.16,0.2,0.28,0.32,0.1836033927798464,0.4441003805621211,3.0745967030525208,0.7448336693548387,0.03513599932193756,0.35683199763298035,0.9196799993515015,0.15958400070667267,0.03651199862360954,0.0506879985332489,0.9708191812038421,0.96733438372612,0.9196799993515015,0.5822854717050524,0.6612960159778595,0.5784582746095499,0.6612960159778595
gsm8k,0,10,3,middle,992,0.4969758064516129,2242,53,42.301886792452834,22.0,118.20000000000016,223.0,0.09433962264150944,0.1320754716981132,0.16981132075471697,0.33962264150943394,1167,31,37.645161290322584,12.0,117.0,190.0,0.12903225806451613,0.22580645161290322,0.3548387096774194,0.41935483870967744,0.1836033927798464,0.4441003805621211,3.0745967030525208,0.7448336693548387,0.15545600652694702,0.24767999351024628,1.0181440114974976,0.05728000029921532,0.03606399893760681,0.05104000121355057,0.9579200148582458,0.956928014755249,1.0181440114974976,0.7316962976031414,0.8600928008556366,0.7249173893341598,0.8600928008556366
gsm8k,0,11,0,middle,992,0.4969758064516129,2283,52,43.90384615384615,16.0,141.29999999999998,340.0,0.11538461538461539,0.15384615384615385,0.25,0.3269230769230769,1423,35,40.65714285714286,14.0,118.0,232.0,0.2,0.2,0.3142857142857143,0.42857142857142855,0.5720947089293665,0.707727284617992,3.009072482585907,0.7455897177419355,0.03468799963593483,0.3845439851284027,1.0306880474090576,0.059776000678539276,0.035071998834609985,0.05145600065588951,0.9725280165672302,0.9725280165672302,1.0306880474090576,0.7813558375654404,0.8532223761081695,0.7787261884815808,0.8358336091041565
gsm8k,0,11,1,middle,992,0.4969758064516129,3684,43,85.67441860465117,12.0,280.20000000000005,990.0,0.046511627906976744,0.2558139534883721,0.3953488372093023,0.4418604651162791,1880,23,81.73913043478261,21.0,289.00000000000006,493.0,0.13043478260869565,0.2608695652173913,0.30434782608695654,0.391304347826087,0.5720947089293665,0.707727284617992,3.009072482585907,0.7455897177419355,0.1615999937057495,0.18412800133228302,1.0064959526062012,0.07865600287914276,0.03673600032925606,0.05116799846291542,1.0003968060016633,0.9852799892425537,1.0064959526062012,0.7237571978369698,0.8125536024570466,0.7194926424422163,0.8125536024570466
gsm8k,0,11,2,middle,992,0.4969758064516129,1281,45,28.466666666666665,11.0,63.00000000000002,247.0,0.1111111111111111,0.2222222222222222,0.3111111111111111,0.4444444444444444,510,23,22.17391304347826,5.0,31.8,176.0,0.08695652173913043,0.21739130434782608,0.391304347826087,0.5217391304347826,0.5720947089293665,0.707727284617992,3.009072482585907,0.7455897177419355,0.03452799841761589,0.3712959885597229,0.8849279880523682,0.20988799631595612,0.03510399907827377,0.05167999863624573,0.7978816032409668,0.7978816032409668,0.8849279880523682,0.5616417222356808,0.6770304262638093,0.5626813043757631,0.6551584243774414
gsm8k,0,11,3,middle,992,0.4969758064516129,688,41,16.78048780487805,6.0,44.0,131.0,0.24390243902439024,0.34146341463414637,0.4146341463414634,0.5609756097560976,131,15,8.733333333333333,4.0,21.199999999999996,31.0,0.2,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.5720947089293665,0.707727284617992,3.009072482585907,0.7455897177419355,0.16566400229930878,0.24172799289226532,0.7878720164299011,0.30985599756240845,0.03683200106024742,0.050655998289585114,0.7287392020225525,0.7287392020225525,0.7878720164299011,0.4592177236992194,0.4726751983165741,0.4577656961373478,0.4726751983165741
gsm8k,0,12,0,middle,992,0.4969758064516129,3111,47,66.19148936170212,25.0,194.99999999999994,462.0,0.14893617021276595,0.1702127659574468,0.2765957446808511,0.2978723404255319,1524,28,54.42857142857143,23.0,138.5,416.0,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.39285714285714285,0.5077827949968727,0.6738234743810333,2.8901209235191345,0.7399193548387096,0.036031998693943024,0.37750399112701416,0.9732480049133301,0.16633599996566772,0.03548799827694893,0.050624001771211624,0.9706367969512939,0.9706367969512939,0.9732480049133301,0.7408126775123749,0.8245823740959167,0.7348833981176122,0.7916607975959777
