request_id,pair_id,category,modality,layer,sample_tokens,total_assignments,active_experts,effective_experts,expert_entropy,expert_hhi,top4_share,top8_share,max_expert_load,median_active_load,p10_active_load,tiny_le_1,tiny_le_2,tiny_le_4,max_rank_load,mean_rank_load,rank_imbalance,rank_cv,active_ep_ranks
clock_motion,1,fine_grained,vision,3,64,512.0,93,60.949371456663904,5.929539437947294,0.02317047119140625,0.205078125,0.326171875,32.0,4.0,1.0,0.1935483870967742,0.3655913978494624,0.6344086021505376,164.0,128.0,1.28125,0.266370736269255,4
clock_motion,1,fine_grained,vision,4,64,512.0,94,57.71996274359951,5.850998463503002,0.024749755859375,0.203125,0.3515625,34.0,3.0,1.0,0.2553191489361702,0.4574468085106383,0.6170212765957447,148.0,128.0,1.15625,0.1288470508005519,4
clock_motion,1,fine_grained,vision,5,64,512.0,94,56.28092990153144,5.81457426058414,0.02732086181640625,0.234375,0.373046875,46.0,3.0,1.0,0.2765957446808511,0.44680851063829785,0.5957446808510638,147.0,128.0,1.1484375,0.08856081288089558,4
clock_motion,1,fine_grained,vision,6,64,512.0,89,50.06324567786299,5.645679921102707,0.02962493896484375,0.24609375,0.40234375,34.0,2.0,1.0,0.2808988764044944,0.5056179775280899,0.6292134831460674,204.0,128.0,1.59375,0.3448579445991132,4
clock_motion,1,fine_grained,vision,7,64,512.0,81,48.1212950068814,5.588603562731075,0.03151702880859375,0.265625,0.42578125,36.0,4.0,1.0,0.18518518518518517,0.32098765432098764,0.5925925925925926,198.0,128.0,1.546875,0.39667194608706574,4
clock_motion,1,fine_grained,vision,8,64,512.0,78,46.60209579909299,5.54232293240572,0.0302276611328125,0.2421875,0.392578125,40.0,3.0,1.0,0.2564102564102564,0.4358974358974359,0.5512820512820513,159.0,128.0,1.2421875,0.16396946767043247,4
clock_motion,1,fine_grained,vision,9,64,512.0,85,51.62658823319361,5.690042354972117,0.02862548828125,0.23828125,0.376953125,42.0,3.0,1.0,0.2,0.36470588235294116,0.6352941176470588,181.0,128.0,1.4140625,0.2584627217136448,4
clock_motion,1,fine_grained,vision,10,64,512.0,89,57.126105855567864,5.8360782832314,0.026153564453125,0.232421875,0.35546875,44.0,4.0,1.0,0.15730337078651685,0.34831460674157305,0.6179775280898876,149.0,128.0,1.1640625,0.15527036651837337,4
clock_motion,1,fine_grained,vision,11,64,512.0,84,53.945049131743794,5.7534186556973905,0.02501678466796875,0.1953125,0.349609375,30.0,3.0,1.0,0.20238095238095238,0.39285714285714285,0.5714285714285714,160.0,128.0,1.25,0.16134278459424517,4
clock_motion,1,fine_grained,vision,12,64,512.0,82,51.404191589012825,5.683814099017147,0.02834320068359375,0.23046875,0.369140625,45.0,4.0,1.0,0.1951219512195122,0.35365853658536583,0.5609756097560976,178.0,128.0,1.390625,0.22997165671148478,4
clock_motion,1,fine_grained,vision,13,64,512.0,86,55.855183898500584,5.803619277791063,0.02359771728515625,0.197265625,0.3203125,29.0,3.5,1.0,0.29069767441860467,0.37209302325581395,0.5581395348837209,158.0,128.0,1.234375,0.16692078608766794,4
clock_motion,1,fine_grained,vision,14,64,512.0,95,63.53620314487045,5.98950697361151,0.02111053466796875,0.185546875,0.294921875,28.0,3.0,1.0,0.21052631578947367,0.42105263157894735,0.6,179.0,128.0,1.3984375,0.2817920124511161,4
clock_motion,1,fine_grained,vision,15,64,512.0,87,51.37346366078675,5.682951440088382,0.0280303955078125,0.244140625,0.375,34.0,3.0,1.0,0.28735632183908044,0.45977011494252873,0.5862068965517241,199.0,128.0,1.5546875,0.3527324283584159,4
