request_id,iteration,wave,layer,segment,stage,duration_ms
coffee,0,1,41,tail,decoder_layer,2.197119951248169
coffee,0,1,41,tail,dispatch,0.408160001039505
coffee,0,1,41,tail,expert,0.43644800782203674
coffee,0,1,41,tail,moe_total,1.4086400270462036
coffee,0,1,42,prefix,attention,0.6857920289039612
coffee,0,1,42,prefix,combine,0.12236800044775009
coffee,0,1,42,prefix,decoder_layer,2.2246079444885254
coffee,0,1,42,prefix,dispatch,0.41654399037361145
coffee,0,1,42,prefix,expert,0.44630399346351624
coffee,0,1,42,prefix,moe_total,1.4653120040893555
coffee,0,1,42,tail,attention,0.6943680047988892
coffee,0,1,42,tail,combine,0.2181120067834854
coffee,0,1,42,tail,decoder_layer,2.3277440071105957
coffee,0,1,42,tail,dispatch,0.4139519929885864
coffee,0,1,42,tail,expert,0.5164480209350586
coffee,0,1,42,tail,moe_total,1.5240639448165894
coffee,0,1,43,prefix,attention,0.7740479707717896
coffee,0,1,43,prefix,combine,0.15056000649929047
coffee,0,1,43,prefix,decoder_layer,2.294464111328125
