workload_id,layer,optimal_split,optimal_fraction,modality_boundary,normalized_distance
W3_vision_heavy,25,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,26,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,27,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,28,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,29,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,30,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,31,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,32,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,33,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,34,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,35,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,36,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,37,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,38,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,39,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,40,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,41,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,42,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,43,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,44,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,45,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,46,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,47,780,0.33008887008040627,2344.0,0.6618705035971223
W4_multi_image,0,232,0.45401174168297453,232.0,0.0
W4_multi_image,1,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,2,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,3,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,4,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,5,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,6,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,7,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,8,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,9,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,10,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,11,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,12,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,13,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,14,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,15,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,16,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,17,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,18,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,19,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,20,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,21,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,22,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,23,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,24,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,25,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,26,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,27,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,28,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,29,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,30,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,31,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,32,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,33,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,34,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,35,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,36,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,37,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,38,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,39,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,40,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,41,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,42,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,43,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,44,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,45,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,46,169,0.33072407045009783,232.0,0.1232876712328767
W4_multi_image,47,169,0.33072407045009783,232.0,0.1232876712328767
