workload_id,layer,attention_total,combine,dispatch,expert,layer_total,moe_total
W2_standard,3,0.6275520026683807,0.1103999987244606,0.3426719903945923,0.4223040044307709,2.0466079711914062,1.305728018283844
W2_standard,4,0.6305280029773712,0.10230400040745735,0.3460959941148758,0.42873600125312805,2.028320074081421,1.3072159886360168
W2_standard,5,0.6324479877948761,0.11806400120258331,0.3508960008621216,0.42473599314689636,2.039136052131653,1.3092800378799438
W2_standard,6,0.6242400109767914,0.10903999954462051,0.3359519988298416,0.4302400052547455,2.041360020637512,1.3447200059890747
W2_standard,7,0.6286239922046661,0.10873600095510483,0.3582080006599426,0.42233601212501526,2.047760009765625,1.3264319896697998
W2_standard,8,0.6150560081005096,0.10891200229525566,0.3678719997406006,0.43852800130844116,2.0856800079345703,1.3331519961357117
W2_standard,9,0.6243680119514465,0.10094400122761726,0.36055999994277954,0.41808000206947327,2.0392481088638306,1.3394240140914917
W2_standard,10,0.6240639984607697,0.10895999893546104,0.3423199951648712,0.4174399971961975,2.02675199508667,1.2981759905815125
W2_standard,11,0.6200959980487823,0.11718399822711945,0.33239999413490295,0.42691200971603394,2.0270400047302246,1.3206560015678406
W2_standard,12,0.6180479824542999,0.13049600273370743,0.32684800028800964,0.42739200592041016,2.019536018371582,1.3190720081329346
W2_standard,13,0.6201439797878265,0.12336000427603722,0.3552960008382797,0.4270719885826111,2.0401920080184937,1.3385920524597168
W2_standard,14,0.6374399960041046,0.11665599793195724,0.4063680022954941,0.41782400012016296,2.0755199193954468,1.341055989265442
W2_standard,15,0.6234879791736603,0.1106720007956028,0.3282719999551773,0.4180479943752289,2.0238399505615234,1.3016319870948792
W2_standard,16,0.633215993642807,0.10745599865913391,0.3102400004863739,0.41606399416923523,2.043600082397461,1.292672038078308
W2_standard,17,0.6276479959487915,0.10246399790048599,0.3357760012149811,0.42102399468421936,2.0261759757995605,1.304527997970581
W2_standard,18,0.6238400042057037,0.11820799857378006,0.31279999017715454,0.4169600009918213,2.012735962867737,1.3010560274124146
W2_standard,19,0.6199359893798828,0.10982399806380272,0.33128000795841217,0.4175040125846863,2.028159976005554,1.2907520532608032
W2_standard,20,0.6297120153903961,0.12228799983859062,0.3176320046186447,0.42771199345588684,2.0267679691314697,1.2959679961204529
W2_standard,21,0.6381600201129913,0.10452799871563911,0.3494720011949539,0.4116800129413605,2.0792800188064575,1.341759979724884
W2_standard,22,0.6284480094909668,0.10276800021529198,0.3343840092420578,0.4140160083770752,2.050992012023926,1.3239200115203857
W2_standard,23,0.6080639958381653,0.11363200098276138,0.3277599960565567,0.41465601325035095,2.016335964202881,1.3091679811477661
W2_standard,24,0.6244159936904907,0.11940800026059151,0.3354720026254654,0.40646401047706604,2.0500959157943726,1.3307999968528748
W2_standard,25,0.6145920157432556,0.1138399988412857,0.3429439961910248,0.4116800129413605,2.0390400886535645,1.340783953666687
W2_standard,26,0.6125600039958954,0.11150399968028069,0.34511999785900116,0.4111039936542511,2.020319938659668,1.332527995109558
W2_standard,27,0.6191360056400299,0.11262400075793266,0.31571198999881744,0.4140479862689972,2.024623990058899,1.2954879999160767
W2_standard,28,0.6270560026168823,0.10990400239825249,0.3560959994792938,0.41280001401901245,2.0283199548721313,1.3041760325431824
W2_standard,29,0.6262880265712738,0.11843200027942657,0.34995199739933014,0.42239999771118164,2.052175998687744,1.3310239911079407
W2_standard,30,0.6210239827632904,0.11600000038743019,0.38916799426078796,0.4087679982185364,2.0487359762191772,1.3887519836425781
W2_standard,31,0.6247040033340454,0.10865600034594536,0.3569920063018799,0.40617600083351135,2.070159912109375,1.320896029472351
W2_standard,32,0.6223680078983307,0.10793599858880043,0.36367999017238617,0.4182400107383728,2.0295519828796387,1.3218079805374146
