wave,layer,expert_id,token_a,token_b,dest_rank_a,dest_rank_b,cosine,critical_pair
16,16,99,73,469,6,6,0.9435392022132874,0
16,16,99,124,520,6,6,0.9293598532676697,0
16,16,99,23,419,6,6,0.923525869846344,0
16,16,100,83,479,6,6,0.9701730012893677,0
16,16,100,125,521,6,6,0.9456799030303955,0
16,16,100,10,406,6,6,0.9436219930648804,0
16,16,100,126,522,6,6,0.9307056665420532,0
16,16,100,30,426,6,6,0.9128233790397644,0
16,16,101,98,494,6,6,0.9649573564529419,0
16,16,101,70,466,6,6,0.9586862921714783,0
16,16,101,56,452,6,6,0.9533066749572754,0
16,16,101,57,453,6,6,0.9485757946968079,0
16,16,101,44,440,6,6,0.93929523229599,0
16,16,101,84,480,6,6,0.9357660412788391,0
16,16,101,29,425,6,6,0.9356420040130615,0
16,16,101,71,467,6,6,0.9326695799827576,0
16,16,101,72,468,6,6,0.917199969291687,0
16,16,101,28,424,6,6,0.9133017659187317,0
16,16,101,85,481,6,6,0.90221107006073,0
16,16,103,70,466,6,6,0.9586862325668335,0
16,16,103,56,452,6,6,0.9533068537712097,0
16,16,103,84,480,6,6,0.935766339302063,0
16,16,103,28,424,6,6,0.9133017659187317,0
16,16,106,38,434,6,6,0.9724600911140442,0
16,16,106,39,435,6,6,0.9676557183265686,0
16,16,106,112,508,6,6,0.9555739164352417,0
16,16,106,54,450,6,6,0.9407636523246765,0
16,16,106,53,449,6,6,0.9306406378746033,0
16,16,107,45,441,6,6,0.9669752717018127,0
16,16,107,78,474,6,6,0.9654434323310852,0
16,16,108,70,466,6,6,0.9586862921714783,0
16,16,108,56,452,6,6,0.9533066749572754,0
16,16,108,80,476,6,6,0.9497517943382263,0
16,16,108,57,453,6,6,0.9485757946968079,0
16,16,108,121,517,6,6,0.9485055208206177,0
16,16,108,47,443,6,6,0.9465183019638062,0
16,16,108,99,495,6,6,0.9456295371055603,0
16,16,108,92,488,6,6,0.9415209293365479,0
16,16,108,106,502,6,6,0.9398189783096313,0
16,16,108,44,440,6,6,0.93929523229599,0
16,16,108,105,501,6,6,0.936900794506073,0
16,16,108,84,480,6,6,0.9357660412788391,0
16,16,108,29,425,6,6,0.9356420040130615,0
16,16,108,71,467,6,6,0.9326695799827576,0
16,16,108,43,439,6,6,0.931027352809906,0
16,16,108,72,468,6,6,0.917199969291687,0
16,16,108,28,424,6,6,0.9133017659187317,0
16,16,108,113,509,6,6,0.9124626517295837,0
16,16,109,130,526,6,6,0.9718089699745178,0
16,16,109,117,513,6,6,0.9664178490638733,0
16,16,109,88,484,6,6,0.9445227980613708,0
16,16,109,68,464,6,6,0.9423621892929077,0
16,16,109,131,527,6,6,0.9294320344924927,0
16,16,109,124,520,6,6,0.9293598532676697,0
16,16,109,59,455,6,6,0.9220029711723328,0
16,16,110,99,495,6,6,0.9456295371055603,0
16,16,110,105,501,6,6,0.936900794506073,0
16,16,110,71,467,6,6,0.9326695799827576,0
16,16,110,113,509,6,6,0.9124626517295837,0
16,16,110,81,92,6,6,0.9007489681243896,0
16,16,111,78,474,6,6,0.9654434323310852,0
16,16,111,90,486,6,6,0.9589706659317017,0
16,16,111,15,411,6,6,0.9539114236831665,0
16,16,111,126,522,6,6,0.9307056665420532,0
16,16,111,33,429,6,6,0.9147645831108093,0
16,16,112,112,508,7,7,0.9555739760398865,0
16,16,112,61,457,7,7,0.9524069428443909,0
16,16,112,126,522,7,7,0.9307056665420532,0
16,16,112,115,511,7,7,0.9194517731666565,0
16,16,112,30,426,7,7,0.9128233790397644,0
16,16,114,72,468,7,7,0.9172002077102661,0
16,16,117,68,464,7,7,0.9423621892929077,0
16,16,117,92,488,7,7,0.9415209293365479,0
16,16,117,106,502,7,7,0.9398189783096313,0
16,16,117,105,501,7,7,0.936900794506073,0
16,16,119,128,524,7,7,0.949195921421051,0
16,16,119,85,481,7,7,0.9022108912467957,0
16,16,120,83,479,7,7,0.9701730012893677,0
16,16,120,63,459,7,7,0.9643860459327698,0
16,16,120,90,486,7,7,0.9589706659317017,0
16,16,120,17,413,7,7,0.9567295908927917,0
16,16,120,103,499,7,7,0.9541344046592712,0
16,16,120,116,512,7,7,0.9508815407752991,0
16,16,120,42,438,7,7,0.9414204955101013,0
16,16,120,126,522,7,7,0.9307056665420532,0
16,16,120,115,511,7,7,0.9194516539573669,0
16,16,121,98,494,7,7,0.9649573564529419,0
16,16,121,99,495,7,7,0.9456295371055603,0
16,16,121,84,480,7,7,0.9357660412788391,0
16,16,121,23,419,7,7,0.923525869846344,0
16,16,122,90,486,7,7,0.9589706659317017,0
16,16,122,42,438,7,7,0.9414204955101013,0
16,16,122,64,460,7,7,0.9204559326171875,0
16,16,123,66,462,7,7,0.9693880081176758,0
16,16,123,101,497,7,7,0.9583562016487122,0
16,16,123,65,461,7,7,0.9448288679122925,0
16,16,123,59,455,7,7,0.9220029711723328,0
16,16,123,113,509,7,7,0.9124626517295837,0
16,16,124,112,508,7,7,0.9555739760398865,0
16,16,124,114,510,7,7,0.9499849677085876,0
16,16,124,108,504,7,7,0.9161654114723206,0
16,16,125,130,526,7,7,0.9718089699745178,0
16,16,125,45,441,7,7,0.9669750928878784,0
16,16,125,60,456,7,7,0.9656626582145691,0
16,16,125,31,427,7,7,0.9605237245559692,0
16,16,125,17,413,7,7,0.9567295908927917,0
16,16,125,103,499,7,7,0.9541344046592712,0
16,16,125,10,406,7,7,0.9436219930648804,0
16,16,125,74,470,7,7,0.9404457807540894,0
16,16,125,14,410,7,7,0.9343690872192383,0
16,16,125,22,418,7,7,0.9011874198913574,0
16,16,127,46,442,7,7,0.929271399974823,0
16,16,127,33,429,7,7,0.9147648215293884,0
16,24,66,130,526,4,4,0.9296649694442749,0
16,24,109,130,526,6,6,0.9296649694442749,0
16,24,114,130,526,7,7,0.9296649098396301,0
16,40,3,433,434,0,0,0.9121412634849548,1
16,40,6,86,113,0,0,0.911583423614502,1
16,40,13,118,514,0,0,0.928690493106842,1
16,40,13,455,497,0,0,0.9188067317008972,1
16,40,14,99,495,0,0,0.9187129139900208,1
16,40,14,43,439,0,0,0.918613612651825,1
16,40,21,118,514,1,1,0.928690493106842,0
16,40,23,455,497,1,1,0.9188067317008972,0
16,40,23,43,439,1,1,0.918613612651825,0
16,40,23,86,113,1,1,0.9115833044052124,0
16,40,28,455,497,1,1,0.9188066720962524,0
16,40,30,99,495,1,1,0.9187129139900208,0
16,40,30,43,439,1,1,0.918613612651825,0
16,40,35,455,497,2,2,0.9188066720962524,0
16,40,37,118,514,2,2,0.9286903738975525,0
16,40,39,455,497,2,2,0.9188066720962524,0
16,40,42,99,495,2,2,0.9187129139900208,0
16,40,51,118,514,3,3,0.9286903738975525,0
16,40,61,433,434,3,3,0.9121412634849548,0
16,40,62,433,434,3,3,0.9121412634849548,0
16,40,80,86,113,5,5,0.9115833044052124,0
16,40,85,86,113,5,5,0.9115833044052124,0
16,40,93,118,514,5,5,0.928690493106842,0
16,40,93,99,495,5,5,0.9187129139900208,0
16,40,94,43,439,5,5,0.918613612651825,0
16,40,94,86,113,5,5,0.9115833044052124,0
16,40,100,118,514,6,6,0.928690493106842,0
16,40,100,43,439,6,6,0.918613612651825,0
16,40,101,118,514,6,6,0.928690493106842,0
16,40,101,99,495,6,6,0.9187129139900208,0
16,40,105,99,495,6,6,0.9187129139900208,0
16,40,109,43,439,6,6,0.918613612651825,0
16,40,109,86,113,6,6,0.9115833044052124,0
16,40,123,455,497,7,7,0.9188067317008972,0
17,16,20,472,479,1,1,0.9186351299285889,1
17,16,20,449,475,1,1,0.9037642478942871,1
17,16,20,446,453,1,1,0.9003173112869263,1
17,16,20,419,447,1,1,0.9002989530563354,1
17,16,21,419,447,1,1,0.9002989530563354,1
17,16,27,445,452,1,1,0.9112853407859802,1
17,16,27,449,475,1,1,0.9037642478942871,1
17,16,27,446,453,1,1,0.9003173112869263,1
17,16,27,419,447,1,1,0.9002989530563354,1
17,16,29,472,479,1,1,0.9186351299285889,1
17,16,29,445,452,1,1,0.9112853407859802,1
17,16,29,449,475,1,1,0.9037642478942871,1
17,16,29,446,453,1,1,0.9003173112869263,1
17,16,29,419,447,1,1,0.9002989530563354,1
17,16,36,472,479,2,2,0.9186351299285889,0
17,16,36,445,452,2,2,0.9112853407859802,0
17,16,36,449,475,2,2,0.9037642478942871,0
17,16,36,446,453,2,2,0.9003173112869263,0
17,16,36,419,447,2,2,0.9002989530563354,0
17,16,60,472,479,3,3,0.9186351299285889,0
17,16,60,445,452,3,3,0.9112853407859802,0
17,16,60,449,475,3,3,0.9037642478942871,0
17,16,60,446,453,3,3,0.9003173112869263,0
17,16,60,419,447,3,3,0.9002989530563354,0
17,16,62,445,452,3,3,0.9112852215766907,0
17,16,93,445,452,5,5,0.9112853407859802,0
17,16,93,449,475,5,5,0.9037642478942871,0
17,16,93,419,447,5,5,0.9002989530563354,0
17,16,95,445,452,5,5,0.9112853407859802,0
17,16,111,472,479,6,6,0.9186351299285889,0
17,16,111,419,447,6,6,0.9002989530563354,0
17,16,119,446,453,7,7,0.9003173112869263,0
17,24,22,71,98,1,1,0.9554640650749207,0
17,24,22,423,464,1,1,0.9485127329826355,0
17,24,22,38,94,1,1,0.9169988632202148,0
17,24,32,71,98,2,2,0.9554641842842102,0
17,24,32,423,464,2,2,0.9485124945640564,0
17,24,32,38,94,2,2,0.9169987440109253,0
17,24,34,71,98,2,2,0.9554640650749207,0
17,24,34,94,121,2,2,0.9118083715438843,0
17,24,52,71,98,3,3,0.9554640650749207,0
17,24,52,423,464,3,3,0.9485127329826355,0
17,24,52,38,94,3,3,0.9169988632202148,0
17,24,65,94,464,4,4,0.9304904937744141,0
17,24,65,38,113,4,4,0.9102803468704224,0
17,24,87,71,98,5,5,0.9554641842842102,0
17,24,87,423,464,5,5,0.9485124945640564,0
17,24,87,38,94,5,5,0.9169987440109253,0
17,24,105,71,98,6,6,0.9554640650749207,1
17,24,105,38,423,6,6,0.927291214466095,1
17,24,115,71,98,7,7,0.9554640650749207,0
17,24,115,423,464,7,7,0.9485127329826355,0
17,24,115,38,94,7,7,0.9169988632202148,0
17,24,118,423,464,7,7,0.9485127329826355,0
17,24,118,38,94,7,7,0.9169988632202148,0
17,40,2,448,463,0,0,0.9048523306846619,0
17,40,3,10,11,0,0,0.9263859391212463,0
17,40,3,375,376,0,0,0.9053933620452881,0
17,40,3,12,13,0,0,0.9031410813331604,0
17,40,8,464,465,0,0,0.9318025708198547,0
17,40,8,84,109,0,0,0.9059261679649353,0
17,40,13,416,418,0,0,0.9125972986221313,0
17,40,15,408,466,0,0,0.9082105755805969,0
17,40,18,71,98,1,1,0.9499081373214722,0
17,40,18,423,465,1,1,0.9219242930412292,0
17,40,18,38,94,1,1,0.9199079275131226,0
17,40,18,408,466,1,1,0.9082105159759521,0
17,40,20,11,12,1,1,0.9051175117492676,0
17,40,21,71,94,1,1,0.9459089040756226,0
17,40,24,359,361,1,1,0.9244086146354675,0
17,40,27,416,418,1,1,0.9125972986221313,0
17,40,29,448,463,1,1,0.9048523306846619,0
17,40,31,10,11,1,1,0.9263859391212463,0
17,40,31,375,376,1,1,0.9053933620452881,0
17,40,31,12,13,1,1,0.9031410813331604,0
17,40,32,94,121,2,2,0.9389293789863586,1
17,40,32,464,465,2,2,0.9318025708198547,1
17,40,32,84,109,2,2,0.9059261679649353,1
17,40,36,12,13,2,2,0.9031410813331604,1
17,40,37,416,418,2,2,0.9125972986221313,1
17,40,38,375,376,2,2,0.9053933620452881,1
17,40,38,9,10,2,2,0.900870680809021,1
17,40,39,359,361,2,2,0.9244086146354675,1
17,40,41,423,464,2,2,0.9489226937294006,1
17,40,41,71,94,2,2,0.9459089040756226,1
17,40,45,109,121,2,2,0.9119501709938049,1
17,40,46,359,361,2,2,0.9244086742401123,1
17,40,47,375,376,2,2,0.9053933620452881,1
17,40,47,94,423,2,2,0.9034956097602844,1
17,40,52,71,98,3,3,0.9499081969261169,0
17,40,57,423,461,3,3,0.92523592710495,0
17,40,57,359,361,3,3,0.9244086742401123,0
17,40,57,38,113,3,3,0.9089492559432983,0
17,40,57,408,466,3,3,0.9082105159759521,0
17,40,61,10,11,3,3,0.9263859391212463,0
17,40,61,423,461,3,3,0.92523592710495,0
17,40,61,375,376,3,3,0.9053933620452881,0
17,40,61,12,13,3,3,0.9031410813331604,0
17,40,67,71,98,4,4,0.9499081373214722,0
17,40,67,423,464,4,4,0.9489226937294006,0
17,40,67,38,94,4,4,0.9199079275131226,0
17,40,67,408,466,4,4,0.9082105159759521,0
17,40,67,9,10,4,4,0.900870680809021,0
17,40,71,448,463,4,4,0.9048523306846619,0
17,40,73,10,11,4,4,0.9263860583305359,0
17,40,75,359,361,4,4,0.9244086146354675,0
17,40,77,448,463,4,4,0.9048523306846619,0
17,40,84,94,98,5,5,0.9447058439254761,0
17,40,84,38,113,5,5,0.9089489579200745,0
17,40,98,359,361,6,6,0.9244086742401123,0
17,40,100,416,418,6,6,0.9125972986221313,0
17,40,101,416,418,6,6,0.9125971794128418,0
17,40,102,71,98,6,6,0.9499081969261169,0
17,40,108,464,465,6,6,0.9318031668663025,0
17,40,108,109,121,6,6,0.9119501113891602,0
17,40,114,71,98,7,7,0.9499081373214722,0
17,40,114,94,121,7,7,0.9389296174049377,0
17,40,114,464,465,7,7,0.9318031668663025,0
17,40,114,38,113,7,7,0.9089492559432983,0
17,40,114,84,109,7,7,0.9059258699417114,0
17,40,120,10,11,7,7,0.9263859391212463,0
17,40,120,375,376,7,7,0.9053933620452881,0
17,40,120,12,13,7,7,0.9031410813331604,0
17,40,124,84,109,7,7,0.9059258699417114,0
17,40,125,10,11,7,7,0.9263859391212463,0
17,40,125,84,109,7,7,0.9059258699417114,0
17,40,125,375,376,7,7,0.9053933620452881,0
17,40,125,12,13,7,7,0.9031410813331604,0
17,40,127,71,98,7,7,0.9499081969261169,0
18,16,22,81,92,1,1,0.9007489681243896,0
18,16,77,81,92,4,4,0.9007489681243896,0
18,16,79,81,92,4,4,0.9007489681243896,0
18,16,93,81,92,5,5,0.9007489681243896,0
18,16,108,81,92,6,6,0.9007489681243896,1
18,16,110,81,92,6,6,0.9007489681243896,1
18,16,117,81,92,7,7,0.9007489681243896,0
18,40,5,169,196,0,0,0.9061341881752014,1
18,40,6,86,113,0,0,0.911583423614502,1
18,40,13,169,196,0,0,0.9061341881752014,1
18,40,14,87,197,0,0,0.9045541286468506,1
18,40,14,67,145,0,0,0.9017221927642822,1
18,40,21,169,196,1,1,0.9061341881752014,0
18,40,23,86,113,1,1,0.9115833044052124,0
18,40,30,87,197,1,1,0.9045541286468506,0
18,40,30,67,145,1,1,0.9017221927642822,0
18,40,31,169,196,1,1,0.9061341881752014,0
18,40,39,87,197,2,2,0.9045541286468506,0
18,40,48,87,197,3,3,0.9045540690422058,0
18,40,48,67,145,3,3,0.9017221331596375,0
18,40,50,87,197,3,3,0.9045540690422058,0
18,40,51,169,196,3,3,0.9061342477798462,0
18,40,75,87,197,4,4,0.9045541286468506,0
18,40,75,67,145,4,4,0.9017221927642822,0
18,40,80,86,113,5,5,0.9115833044052124,0
18,40,85,86,113,5,5,0.9115833044052124,0
18,40,94,86,113,5,5,0.9115833044052124,0
18,40,98,169,196,6,6,0.9061342477798462,0
18,40,100,169,196,6,6,0.9061341881752014,0
18,40,105,87,197,6,6,0.9045540690422058,0
18,40,105,67,145,6,6,0.9017221331596375,0
18,40,109,86,113,6,6,0.9115833044052124,0
19,16,22,81,92,1,1,0.9007489681243896,1
19,16,77,81,92,4,4,0.9007489681243896,0
19,16,79,81,92,4,4,0.9007489681243896,0
19,16,93,81,92,5,5,0.9007489681243896,0
19,16,108,81,92,6,6,0.9007489681243896,0
19,16,110,81,92,6,6,0.9007489681243896,0
19,16,117,81,92,7,7,0.9007489681243896,0
19,40,6,86,113,0,0,0.9115833044052124,1
19,40,23,86,113,1,1,0.9115833044052124,0
19,40,80,86,113,5,5,0.9115833044052124,0
19,40,85,86,113,5,5,0.9115833044052124,0
19,40,94,86,113,5,5,0.9115833044052124,0
19,40,109,86,113,6,6,0.9115833044052124,0
20,16,3,662,663,0,0,0.9313796162605286,0
20,16,3,15,16,0,0,0.9305993914604187,0
20,16,4,662,663,0,0,0.931379497051239,0
20,16,10,662,663,0,0,0.931379497051239,0
20,16,15,15,16,0,0,0.9305993914604187,0
20,16,15,665,666,0,0,0.9121396541595459,0
20,16,15,659,660,0,0,0.9084045886993408,0
20,16,20,665,666,1,1,0.9121397137641907,0
20,16,27,12,13,1,1,0.9018519520759583,0
20,16,29,687,714,1,1,0.9173963069915771,0
20,16,29,665,666,1,1,0.9121396541595459,0
20,16,37,687,714,2,2,0.9173963069915771,1
20,16,38,15,16,2,2,0.9305993914604187,1
20,16,38,665,666,2,2,0.9121396541595459,1
20,16,38,12,13,2,2,0.9018519520759583,1
20,16,53,12,13,3,3,0.9018519520759583,0
20,16,55,15,16,3,3,0.9305993914604187,0
20,16,55,665,666,3,3,0.9121396541595459,0
20,16,61,15,16,3,3,0.9305993914604187,0
20,16,61,659,660,3,3,0.9084045886993408,0
20,16,61,12,13,3,3,0.9018519520759583,0
20,16,64,15,16,4,4,0.9305993914604187,0
20,16,66,659,660,4,4,0.9084045886993408,0
20,16,73,662,663,4,4,0.9313796162605286,0
20,16,73,15,16,4,4,0.9305993914604187,0
20,16,73,665,666,4,4,0.9121396541595459,0
20,16,77,687,714,4,4,0.9173964262008667,0
20,16,82,659,660,5,5,0.9084045886993408,0
20,16,87,662,663,5,5,0.9313796162605286,0
20,16,108,687,714,6,6,0.9173963069915771,0
20,16,110,687,714,6,6,0.9173963069915771,0
20,16,111,659,660,6,6,0.9084045886993408,0
20,16,111,12,13,6,6,0.9018519520759583,0
20,16,125,15,16,7,7,0.9305993914604187,0
20,16,125,665,666,7,7,0.9121396541595459,0
20,16,125,659,660,7,7,0.9084045886993408,0
20,16,125,12,13,7,7,0.9018519520759583,0
20,24,5,90,112,0,0,0.9457111358642578,0
20,24,5,14,15,0,0,0.934208333492279,0
20,24,5,665,666,0,0,0.9236806035041809,0
20,24,5,659,660,0,0,0.918337881565094,0
20,24,5,56,605,0,0,0.9042946100234985,0
20,24,6,19,668,0,0,0.9032341837882996,0
20,24,10,15,16,0,0,0.9368665218353271,0
20,24,10,662,663,0,0,0.9261780381202698,0
20,24,10,665,666,0,0,0.9236806035041809,0
20,24,10,659,660,0,0,0.918337881565094,0
20,24,10,13,14,0,0,0.9079713225364685,0
20,24,13,659,660,0,0,0.918337881565094,0
20,24,13,667,668,0,0,0.9000027179718018,0
20,24,22,78,111,1,1,0.9723010659217834,0
20,24,22,129,131,1,1,0.9706172943115234,0
20,24,22,56,58,1,1,0.9632178544998169,0
20,24,22,90,112,1,1,0.9457111358642578,0
20,24,22,86,123,1,1,0.9437875747680664,0
20,24,22,79,614,1,1,0.9286319017410278,0
20,24,22,69,605,1,1,0.9200314879417419,0
20,24,32,78,111,2,2,0.9723010659217834,0
20,24,32,129,131,2,2,0.9706172943115234,0
20,24,32,56,58,2,2,0.9632178544998169,0
20,24,32,90,112,2,2,0.9457111358642578,0
20,24,32,86,123,2,2,0.9437875747680664,0
20,24,32,79,614,2,2,0.9286319017410278,0
20,24,32,69,605,2,2,0.9200314879417419,0
20,24,34,78,111,2,2,0.9723010659217834,0
20,24,34,79,131,2,2,0.9549785256385803,0
20,24,34,86,123,2,2,0.9437875747680664,0
20,24,37,12,13,2,2,0.9064786434173584,0
20,24,40,79,111,2,2,0.967857837677002,0
20,24,51,665,666,3,3,0.9236804842948914,0
20,24,51,667,668,3,3,0.9000029563903809,0
20,24,52,78,111,3,3,0.9723010659217834,0
20,24,52,129,131,3,3,0.9706172943115234,0
20,24,52,56,58,3,3,0.9632178544998169,0
20,24,52,90,112,3,3,0.9457111358642578,0
20,24,52,86,123,3,3,0.9437875747680664,0
20,24,52,79,614,3,3,0.9286319017410278,0
20,24,52,69,605,3,3,0.9200314879417419,0
20,24,53,16,17,3,3,0.9276109933853149,0
20,24,53,18,19,3,3,0.9041981101036072,0
20,24,53,667,668,3,3,0.9000027179718018,0
20,24,54,15,16,3,3,0.9368665218353271,0
20,24,65,56,129,4,4,0.9594034552574158,0
20,24,65,86,123,4,4,0.9437875747680664,0
20,24,65,69,605,4,4,0.9200314879417419,0
20,24,66,662,663,4,4,0.926177978515625,0
20,24,69,18,19,4,4,0.9041981101036072,0
20,24,76,56,58,4,4,0.9632178544998169,0
20,24,77,16,17,4,4,0.9276107549667358,0
20,24,81,662,663,5,5,0.9261780381202698,0
20,24,81,665,666,5,5,0.9236806035041809,0
20,24,81,659,660,5,5,0.918337881565094,0
20,24,81,13,14,5,5,0.9079713225364685,0
20,24,81,18,19,5,5,0.9041981101036072,0
20,24,86,69,605,5,5,0.9200314879417419,0
20,24,87,78,111,5,5,0.9723010063171387,0
20,24,87,129,131,5,5,0.9706170558929443,0
20,24,87,56,58,5,5,0.9632178544998169,0
20,24,87,86,123,5,5,0.943787693977356,0
20,24,87,79,614,5,5,0.928631603717804,0
20,24,87,90,103,5,5,0.9071933031082153,0
20,24,88,659,660,5,5,0.918337881565094,0
20,24,88,12,13,5,5,0.9064788818359375,0
20,24,88,18,19,5,5,0.9041981101036072,0
20,24,100,58,123,6,6,0.9399893879890442,1
20,24,101,15,16,6,6,0.9368665218353271,1
20,24,101,17,18,6,6,0.9082305431365967,1
20,24,101,13,14,6,6,0.9079713225364685,1
20,24,105,15,16,6,6,0.9368665218353271,1
20,24,105,662,663,6,6,0.9261780381202698,1
20,24,105,69,605,6,6,0.9200314879417419,1
20,24,105,103,129,6,6,0.9191413521766663,1
20,24,105,13,14,6,6,0.9079713225364685,1
20,24,109,14,15,6,6,0.934208333492279,1
20,24,109,12,13,6,6,0.9064788818359375,1
20,24,110,15,16,6,6,0.9368665218353271,1
20,24,110,662,663,6,6,0.9261780381202698,1
20,24,110,17,18,6,6,0.9082305431365967,1
20,24,113,665,666,7,7,0.9236806035041809,0
20,24,113,19,668,7,7,0.9032341241836548,0
20,24,114,15,16,7,7,0.9368665218353271,0
20,24,114,665,666,7,7,0.9236806035041809,0
20,24,115,78,111,7,7,0.9723010659217834,0
20,24,115,129,131,7,7,0.9706172943115234,0
20,24,115,56,58,7,7,0.9632178544998169,0
20,24,115,90,112,7,7,0.9457111358642578,0
20,24,115,86,123,7,7,0.9437875747680664,0
20,24,115,79,614,7,7,0.9286319017410278,0
20,24,115,69,605,7,7,0.9200314879417419,0
20,24,116,665,666,7,7,0.9236806035041809,0
20,24,118,129,131,7,7,0.9706172943115234,0
20,24,118,58,86,7,7,0.9474058151245117,0
20,24,118,90,112,7,7,0.9457111358642578,0
20,40,2,77,101,0,0,0.9197876453399658,0
20,40,2,57,59,0,0,0.9177113771438599,0
20,40,3,659,660,0,0,0.9654282927513123,0
20,40,3,16,17,0,0,0.9514609575271606,0
20,40,3,13,14,0,0,0.9486527442932129,0
20,40,3,662,663,0,0,0.9297877550125122,0
20,40,3,11,12,0,0,0.9245405197143555,0
20,40,3,127,128,0,0,0.9095780849456787,0
20,40,8,129,131,0,0,0.9740927815437317,0
20,40,8,90,112,0,0,0.9474279880523682,0
20,40,8,111,123,0,0,0.9238103628158569,0
20,40,13,711,727,0,0,0.9304715991020203,0
20,40,13,718,721,0,0,0.9049589037895203,0
20,40,15,659,660,0,0,0.9654282927513123,0
20,40,15,14,15,0,0,0.9630105495452881,0
20,40,15,16,17,0,0,0.9514609575271606,0
20,40,15,664,665,0,0,0.9504226446151733,0
20,40,15,123,129,0,0,0.9476041197776794,0
20,40,15,667,668,0,0,0.9353962540626526,0
20,40,15,12,13,0,0,0.932991087436676,0
20,40,17,79,131,1,1,0.9529558420181274,0
20,40,17,4,650,1,1,0.937207818031311,0
20,40,17,127,128,1,1,0.9095780849456787,0
20,40,17,75,99,1,1,0.9037504196166992,0
20,40,18,78,111,1,1,0.9552792310714722,0
20,40,18,86,123,1,1,0.9469950199127197,0
20,40,18,56,79,1,1,0.9381430745124817,0
20,40,18,614,628,1,1,0.9008729457855225,0
20,40,20,15,16,1,1,0.9614621996879578,0
20,40,20,18,19,1,1,0.9464021325111389,0
20,40,21,86,103,1,1,0.9391050934791565,0
20,40,21,671,672,1,1,0.9154766798019409,0
20,40,21,20,670,1,1,0.9116050004959106,0
20,40,21,605,628,1,1,0.9070073962211609,0
20,40,21,23,673,1,1,0.9004226326942444,0
20,40,29,665,666,1,1,0.9490761160850525,0
20,40,29,7,8,1,1,0.9338595867156982,0
20,40,29,52,53,1,1,0.9043897390365601,0
20,40,31,659,660,1,1,0.9654282927513123,0
20,40,31,14,15,1,1,0.9630105495452881,0
20,40,31,16,17,1,1,0.9514609575271606,0
20,40,31,664,665,1,1,0.9504226446151733,0
20,40,31,18,19,1,1,0.9464020133018494,0
20,40,31,56,78,1,1,0.94497150182724,0
20,40,31,667,668,1,1,0.9353962540626526,0
20,40,31,7,8,1,1,0.9338595867156982,0
20,40,31,50,73,1,1,0.9332234859466553,0
20,40,31,12,13,1,1,0.932991087436676,0
20,40,31,711,727,1,1,0.9304713010787964,0
20,40,31,26,677,1,1,0.9201705455780029,0
20,40,31,96,119,1,1,0.9183049201965332,0
20,40,31,671,672,1,1,0.9154766798019409,0
20,40,31,5,6,1,1,0.9129852056503296,0
20,40,31,20,670,1,1,0.9116050004959106,0
20,40,32,129,131,2,2,0.9740926027297974,1
20,40,32,78,111,2,2,0.9552792310714722,1
20,40,32,90,112,2,2,0.9474280476570129,1
20,40,32,79,123,2,2,0.9350180625915527,1
20,40,32,605,614,2,2,0.9208813309669495,1
20,40,32,635,636,2,2,0.9088597297668457,1
20,40,34,20,670,2,2,0.9116051197052002,1
20,40,35,57,59,2,2,0.9177113771438599,1
20,40,36,664,665,2,2,0.9504228234291077,1
20,40,36,18,19,2,2,0.9464021325111389,1
20,40,36,667,668,2,2,0.9353961944580078,1
20,40,36,17,666,2,2,0.9030498266220093,1
20,40,37,711,727,2,2,0.9304713010787964,1
20,40,37,718,721,2,2,0.9049591422080994,1
20,40,38,13,14,2,2,0.9486527442932129,1
20,40,38,50,73,2,2,0.9332234859466553,1
20,40,38,11,12,2,2,0.9245405197143555,1
20,40,38,26,677,2,2,0.9201705455780029,1
20,40,38,96,119,2,2,0.9183049201965332,1
20,40,38,5,6,2,2,0.9129852056503296,1
20,40,38,660,661,2,2,0.9124675393104553,1
20,40,38,43,45,2,2,0.9035758972167969,1
20,40,40,718,721,2,2,0.9049591422080994,1
20,40,43,129,131,2,2,0.9740927815437317,1
20,40,43,86,123,2,2,0.9469950199127197,1
20,40,44,52,53,2,2,0.9043896794319153,1
20,40,45,129,131,2,2,0.9740926027297974,1
20,40,45,78,111,2,2,0.9552792310714722,1
20,40,45,75,99,2,2,0.9037504196166992,1
20,40,47,659,660,2,2,0.9654282927513123,1
20,40,47,56,69,2,2,0.9462273716926575,1
20,40,47,667,668,2,2,0.9353962540626526,1
20,40,47,7,8,2,2,0.9338595867156982,1
20,40,47,50,73,2,2,0.9332234859466553,1
20,40,47,11,12,2,2,0.9245405197143555,1
20,40,47,26,677,2,2,0.9201705455780029,1
20,40,47,96,119,2,2,0.9183049201965332,1
20,40,47,671,672,2,2,0.9154766798019409,1
20,40,47,605,628,2,2,0.9070073962211609,1
20,40,51,711,727,3,3,0.9304713010787964,0
20,40,53,50,73,3,3,0.9332234859466553,0
20,40,57,58,86,3,3,0.9434778094291687,0
20,40,57,605,614,3,3,0.9208813309669495,0
20,40,57,69,112,3,3,0.9106872081756592,0
20,40,58,20,670,3,3,0.9116050004959106,0
20,40,58,23,673,3,3,0.9004226326942444,0
20,40,61,659,660,3,3,0.9654282927513123,0
20,40,61,14,15,3,3,0.9630105495452881,0
20,40,61,18,19,3,3,0.9464020133018494,0
