active_experts,critical_rank,expert_backend,expert_load_cv,iteration,layer,max_expert_load,mean_active_expert_load,prepare_finalize_backend,rank_count,rank_cv,rank_max_mean_load,topology,total_assignments,workload
128,0,TritonExperts,0.9541563272969216,2,11,931.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.08940568004806729,1.1427862342819326,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,2,TritonExperts,0.9533836778730902,2,12,1314.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.15505322052467868,1.2677035076108538,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,3,TritonExperts,1.0012468569429374,2,13,1207.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.17480468594081158,1.156187954996691,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,2,TritonExperts,0.8390699989505256,2,14,835.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.11071561077323563,1.1819986763732628,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,0,TritonExperts,0.9376949604512502,2,15,1159.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.1745822867106916,1.1881204500330906,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
127,2,TritonExperts,0.8714464677469952,2,16,872.0,190.36220472440945,MoEPrepareAndFinalizeNoDPEPModular,4,0.02641223070196263,1.036896095301125,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
127,3,TritonExperts,0.6567138179136903,2,17,639.0,190.36220472440945,MoEPrepareAndFinalizeNoDPEPModular,4,0.1274054658164055,1.1955658504301787,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
127,2,TritonExperts,0.8284576656503534,2,18,643.0,190.36220472440945,MoEPrepareAndFinalizeNoDPEPModular,4,0.16562226651243278,1.1520516214427532,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
127,0,TritonExperts,0.8963957134732683,2,19,851.0,190.36220472440945,MoEPrepareAndFinalizeNoDPEPModular,4,0.12767515660253798,1.1651224354731966,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,0,TritonExperts,0.6874890387904619,2,20,708.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.0930639384565542,1.1369953673064195,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,0,TritonExperts,0.7571914313927696,2,21,1041.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.18606980989113972,1.2615817339510258,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,2,TritonExperts,0.7297797140344062,2,22,759.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.12028759519459731,1.1962276637988087,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,2,TritonExperts,0.8316956230257375,2,23,1003.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.05142951538586204,1.0762739907346128,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,1,TritonExperts,0.7084331117765728,2,24,718.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.07598983996468518,1.128391793514229,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
