sample_id,layer,strategy,granularity,wave,max_rank_assignments,predicted_window_ms,actual_window_ms,speedup,hidden_comm_per_wave_ms
cat,12,sequential,2x2,2,464,0.42017922701741267,0.3487040400505066,1.0144986971118823,0.0
cat,12,sequential,2x2,3,336,0.41632900565251224,0.3518880605697632,1.0144986971118823,0.0
cat,12,generic,2x2,0,428,0.4190963522585344,0.42847998440265656,0.9784907528236512,0.0
cat,12,generic,2x2,1,424,0.41897603284088125,0.37511998414993286,0.9784907528236512,0.0
cat,12,generic,2x2,2,424,0.41897603284088125,0.3609440326690674,0.9784907528236512,0.0
cat,12,generic,2x2,3,412,0.41861507458792185,0.3526240587234497,0.9784907528236512,0.0
cat,12,spatial,4x4,0,144,0.4105536736051616,0.44193604588508606,0.9985239110596653,0.0
cat,12,spatial,4x4,1,116,0.40971143768158963,0.36931198835372925,0.9985239110596653,0.0
cat,12,spatial,4x4,2,132,0.41019271535220214,0.3599199056625366,0.9985239110596653,0.0
cat,12,spatial,4x4,3,112,0.40959111826393646,0.3467198610305786,0.9985239110596653,0.0
cat,12,spatial,4x4,4,116,0.40971143768158963,0.34591996669769287,0.9985239110596653,0.0
cat,12,spatial,4x4,5,100,0.40923016001097706,0.34507203102111816,0.9985239110596653,0.0
cat,12,spatial,4x4,6,140,0.4104333541875084,0.35812807083129883,0.9985239110596653,0.0
cat,12,spatial,4x4,7,88,0.40886920175801766,0.3447842597961426,0.9985239110596653,0.0
cat,12,spatial,4x4,8,116,0.40971143768158963,0.33675193786621094,0.9985239110596653,0.0
cat,12,spatial,4x4,9,116,0.40971143768158963,0.34299206733703613,0.9985239110596653,0.0
cat,12,spatial,4x4,10,132,0.41019271535220214,0.35025572776794434,0.9985239110596653,0.0
cat,12,spatial,4x4,11,88,0.40886920175801766,0.3326082229614258,0.9985239110596653,0.0
cat,12,spatial,4x4,12,80,0.4086285629227114,0.3441596031188965,0.9985239110596653,0.0
cat,12,spatial,4x4,13,80,0.4086285629227114,0.3402400016784668,0.9985239110596653,0.0
cat,12,spatial,4x4,14,80,0.4086285629227114,0.3380002975463867,0.9985239110596653,0.0
cat,12,spatial,4x4,15,80,0.4086285629227114,0.34172821044921875,0.9985239110596653,0.0
cat,12,sequential,4x4,0,136,0.4103130347698553,0.44329598546028137,0.995016835345091,0.0
cat,12,sequential,4x4,1,100,0.40923016001097706,0.37190401554107666,0.995016835345091,0.0
cat,12,sequential,4x4,2,160,0.4110349512757741,0.358768105506897,0.995016835345091,0.0
cat,12,sequential,4x4,3,116,0.40971143768158963,0.3518561124801636,0.995016835345091,0.0
cat,12,sequential,4x4,4,132,0.41019271535220214,0.3484480381011963,0.995016835345091,0.0
cat,12,sequential,4x4,5,124,0.4099520765168959,0.3488321304321289,0.995016835345091,0.0
cat,12,sequential,4x4,6,132,0.41019271535220214,0.35300779342651367,0.995016835345091,0.0
cat,12,sequential,4x4,7,120,0.40983175709924274,0.33979201316833496,0.995016835345091,0.0
cat,12,sequential,4x4,8,152,0.4107943124404679,0.3360164165496826,0.995016835345091,0.0
cat,12,sequential,4x4,9,116,0.40971143768158963,0.34369611740112305,0.995016835345091,0.0
cat,12,sequential,4x4,10,92,0.4089895211756708,0.341519832611084,0.995016835345091,0.0
cat,12,sequential,4x4,11,100,0.40923016001097706,0.3432960510253906,0.995016835345091,0.0
cat,12,sequential,4x4,12,80,0.4086285629227114,0.3398399353027344,0.995016835345091,0.0
cat,12,sequential,4x4,13,88,0.40886920175801766,0.33915185928344727,0.995016835345091,0.0
cat,12,sequential,4x4,14,100,0.40923016001097706,0.34078407287597656,0.995016835345091,0.0
cat,12,sequential,4x4,15,96,0.4091098405933239,0.34537649154663086,0.995016835345091,0.0
cat,12,generic,4x4,0,124,0.4099520765168959,0.4487040340900421,0.9985297520751774,0.0
cat,12,generic,4x4,1,96,0.4091098405933239,0.3682079315185547,0.9985297520751774,0.0
cat,12,generic,4x4,2,160,0.4110349512757741,0.35462403297424316,0.9985297520751774,0.0
cat,12,generic,4x4,3,104,0.4093504794286302,0.34993600845336914,0.9985297520751774,0.0
cat,12,generic,4x4,4,104,0.4093504794286302,0.3600320816040039,0.9985297520751774,0.0
cat,12,generic,4x4,5,100,0.40923016001097706,0.352816104888916,0.9985297520751774,0.0
cat,12,generic,4x4,6,96,0.4091098405933239,0.3457760810852051,0.9985297520751774,0.0
cat,12,generic,4x4,7,120,0.40983175709924274,0.344559907913208,0.9985297520751774,0.0
cat,12,generic,4x4,8,112,0.40959111826393646,0.343264102935791,0.9985297520751774,0.0
cat,12,generic,4x4,9,108,0.40947079884628335,0.33321595191955566,0.9985297520751774,0.0
cat,12,generic,4x4,10,88,0.40886920175801766,0.34334373474121094,0.9985297520751774,0.0
cat,12,generic,4x4,11,104,0.4093504794286302,0.3455362319946289,0.9985297520751774,0.0
cat,12,generic,4x4,12,116,0.40971143768158963,0.33718395233154297,0.9985297520751774,0.0
cat,12,generic,4x4,13,80,0.4086285629227114,0.34342432022094727,0.9985297520751774,0.0
cat,12,generic,4x4,14,100,0.40923016001097706,0.33884763717651367,0.9985297520751774,0.0
cat,12,generic,4x4,15,104,0.4093504794286302,0.3349757194519043,0.9985297520751774,0.0
cat,24,spatial,2x2,0,336,0.41632900565251224,0.4310240298509598,0.9846566679245562,0.0
cat,24,spatial,2x2,1,332,0.41620868623485907,0.3720160722732544,0.9846566679245562,0.0
cat,24,spatial,2x2,2,368,0.4172915609937373,0.3528960943222046,0.9846566679245562,0.0
cat,24,spatial,2x2,3,312,0.4156070891465934,0.3360159397125244,0.9846566679245562,0.0
cat,24,sequential,2x2,0,328,0.41608836681720596,0.4190880060195923,0.99418482875177,0.0
cat,24,sequential,2x2,1,372,0.4174118804113905,0.3667839765548706,0.99418482875177,0.0
cat,24,sequential,2x2,2,408,0.4184947551702687,0.3625119924545288,0.99418482875177,0.0
cat,24,sequential,2x2,3,344,0.41656964448781847,0.3477441072463989,0.99418482875177,0.0
cat,24,generic,2x2,0,380,0.4176525192466967,0.4235359877347946,0.9874351022104714,0.0
cat,24,generic,2x2,1,324,0.4159680473995528,0.36587202548980713,0.9874351022104714,0.0
cat,24,generic,2x2,2,328,0.41608836681720596,0.3592960238456726,0.9874351022104714,0.0
cat,24,generic,2x2,3,308,0.4154867697289403,0.34783995151519775,0.9874351022104714,0.0
cat,24,spatial,4x4,0,116,0.40971143768158963,0.43886399269104004,0.9947233883008836,0.0
cat,24,spatial,4x4,1,92,0.4089895211756708,0.3665120005607605,0.9947233883008836,0.0
cat,24,spatial,4x4,2,136,0.4103130347698553,0.3579360246658325,0.9947233883008836,0.0
cat,24,spatial,4x4,3,80,0.4086285629227114,0.351855993270874,0.9947233883008836,0.0
cat,24,spatial,4x4,4,76,0.4085082435050582,0.34327995777130127,0.9947233883008836,0.0
cat,24,spatial,4x4,5,88,0.40886920175801766,0.343951940536499,0.9947233883008836,0.0
cat,24,spatial,4x4,6,104,0.4093504794286302,0.3438081741333008,0.9947233883008836,0.0
cat,24,spatial,4x4,7,92,0.4089895211756708,0.35358381271362305,0.9947233883008836,0.0
cat,24,spatial,4x4,8,100,0.40923016001097706,0.3428480625152588,0.9947233883008836,0.0
cat,24,spatial,4x4,9,92,0.4089895211756708,0.33705615997314453,0.9947233883008836,0.0
cat,24,spatial,4x4,10,92,0.4089895211756708,0.3514077663421631,0.9947233883008836,0.0
cat,24,spatial,4x4,11,92,0.4089895211756708,0.3441281318664551,0.9947233883008836,0.0
cat,24,spatial,4x4,12,80,0.4086285629227114,0.34204816818237305,0.9947233883008836,0.0
cat,24,spatial,4x4,13,84,0.4087488823403645,0.3405919075012207,0.9947233883008836,0.0
cat,24,spatial,4x4,14,76,0.4085082435050582,0.34430408477783203,0.9947233883008836,0.0
cat,24,spatial,4x4,15,84,0.4087488823403645,0.3447685241699219,0.9947233883008836,0.0
cat,24,sequential,4x4,0,120,0.40983175709924274,0.4516480267047882,0.9983353660546528,0.0
cat,24,sequential,4x4,1,80,0.4086285629227114,0.3667519688606262,0.9983353660546528,0.0
cat,24,sequential,4x4,2,120,0.40983175709924274,0.35737597942352295,0.9983353660546528,0.0
cat,24,sequential,4x4,3,112,0.40959111826393646,0.34852802753448486,0.9983353660546528,0.0
cat,24,sequential,4x4,4,80,0.4086285629227114,0.344912052154541,0.9983353660546528,0.0
cat,24,sequential,4x4,5,84,0.4087488823403645,0.3458876609802246,0.9983353660546528,0.0
cat,24,sequential,4x4,6,108,0.40947079884628335,0.3505122661590576,0.9983353660546528,0.0
cat,24,sequential,4x4,7,88,0.40886920175801766,0.3455359935760498,0.9983353660546528,0.0
cat,24,sequential,4x4,8,116,0.40971143768158963,0.33356809616088867,0.9983353660546528,0.0
cat,24,sequential,4x4,9,100,0.40923016001097706,0.3449440002441406,0.9983353660546528,0.0
cat,24,sequential,4x4,10,100,0.40923016001097706,0.3444802761077881,0.9983353660546528,0.0
cat,24,sequential,4x4,11,88,0.40886920175801766,0.3408803939819336,0.9983353660546528,0.0
cat,24,sequential,4x4,12,88,0.40886920175801766,0.34407997131347656,0.9983353660546528,0.0
cat,24,sequential,4x4,13,96,0.4091098405933239,0.34068775177001953,0.9983353660546528,0.0
cat,24,sequential,4x4,14,96,0.4091098405933239,0.3379521369934082,0.9983353660546528,0.0
cat,24,sequential,4x4,15,84,0.4087488823403645,0.33839941024780273,0.9983353660546528,0.0
cat,24,generic,4x4,0,108,0.40947079884628335,0.4466399550437927,0.9977431600877787,0.0
cat,24,generic,4x4,1,80,0.4086285629227114,0.37148797512054443,0.9977431600877787,0.0
cat,24,generic,4x4,2,116,0.40971143768158963,0.3547840118408203,0.9977431600877787,0.0
cat,24,generic,4x4,3,96,0.4091098405933239,0.3516479730606079,0.9977431600877787,0.0
cat,24,generic,4x4,4,88,0.40886920175801766,0.3465919494628906,0.9977431600877787,0.0
cat,24,generic,4x4,5,84,0.4087488823403645,0.3543839454650879,0.9977431600877787,0.0
cat,24,generic,4x4,6,96,0.4091098405933239,0.3468477725982666,0.9977431600877787,0.0
cat,24,generic,4x4,7,100,0.40923016001097706,0.3408479690551758,0.9977431600877787,0.0
cat,24,generic,4x4,8,96,0.4091098405933239,0.3441121578216553,0.9977431600877787,0.0
cat,24,generic,4x4,9,92,0.4089895211756708,0.3395359516143799,0.9977431600877787,0.0
cat,24,generic,4x4,10,76,0.4085082435050582,0.34595203399658203,0.9977431600877787,0.0
cat,24,generic,4x4,11,80,0.4086285629227114,0.34764814376831055,0.9977431600877787,0.0
cat,24,generic,4x4,12,104,0.4093504794286302,0.3465762138366699,0.9977431600877787,0.0
cat,24,generic,4x4,13,84,0.4087488823403645,0.33851194381713867,0.9977431600877787,0.0
cat,24,generic,4x4,14,72,0.4083879240874051,0.33876752853393555,0.9977431600877787,0.0
cat,24,generic,4x4,15,76,0.4085082435050582,0.34078407287597656,0.9977431600877787,0.0
cat,36,spatial,2x2,0,352,0.41681028332312475,0.4153760075569153,0.9922233113298222,0.0
cat,36,spatial,2x2,1,316,0.4157274085642465,0.36310404539108276,0.9922233113298222,0.0
cat,36,spatial,2x2,2,368,0.4172915609937373,0.359872043132782,0.9922233113298222,0.0
cat,36,spatial,2x2,3,360,0.41705092215843104,0.34483206272125244,0.9922233113298222,0.0
cat,36,sequential,2x2,0,332,0.41620868623485907,0.4212000072002411,1.0137163582576532,0.0
cat,36,sequential,2x2,1,364,0.4171712415760842,0.3601279854774475,1.0137163582576532,0.0
cat,36,sequential,2x2,2,360,0.41705092215843104,0.3477599620819092,1.0137163582576532,0.0
cat,36,sequential,2x2,3,340,0.41644932507016535,0.3495999574661255,1.0137163582576532,0.0
cat,36,generic,2x2,0,344,0.41656964448781847,0.4201759845018387,1.00050713272236,0.0
cat,36,generic,2x2,1,356,0.4169306027407779,0.36644798517227173,1.00050713272236,0.0
cat,36,generic,2x2,2,332,0.41620868623485907,0.3485119938850403,1.00050713272236,0.0
cat,36,generic,2x2,3,356,0.4169306027407779,0.34081602096557617,1.00050713272236,0.0
cat,36,spatial,4x4,0,116,0.40971143768158963,0.4473920166492462,1.0025156299618514,0.0
cat,36,spatial,4x4,1,84,0.4087488823403645,0.371567964553833,1.0025156299618514,0.0
cat,36,spatial,4x4,2,128,0.410072395934549,0.35796797275543213,1.0025156299618514,0.0
cat,36,spatial,4x4,3,116,0.40971143768158963,0.3440960645675659,1.0025156299618514,0.0
cat,36,spatial,4x4,4,108,0.40947079884628335,0.3393280506134033,1.0025156299618514,0.0
cat,36,spatial,4x4,5,88,0.40886920175801766,0.3411519527435303,1.0025156299618514,0.0
cat,36,spatial,4x4,6,96,0.4091098405933239,0.35032033920288086,1.0025156299618514,0.0
cat,36,spatial,4x4,7,92,0.4089895211756708,0.3459200859069824,1.0025156299618514,0.0
cat,36,spatial,4x4,8,108,0.40947079884628335,0.33247995376586914,1.0025156299618514,0.0
cat,36,spatial,4x4,9,84,0.4087488823403645,0.3376960754394531,1.0025156299618514,0.0
cat,36,spatial,4x4,10,96,0.4091098405933239,0.3501441478729248,1.0025156299618514,0.0
cat,36,spatial,4x4,11,88,0.40886920175801766,0.3372159004211426,1.0025156299618514,0.0
cat,36,spatial,4x4,12,100,0.40923016001097706,0.3356962203979492,1.0025156299618514,0.0
cat,36,spatial,4x4,13,72,0.4083879240874051,0.34404754638671875,1.0025156299618514,0.0
cat,36,spatial,4x4,14,96,0.4091098405933239,0.33879995346069336,1.0025156299618514,0.0
cat,36,spatial,4x4,15,80,0.4086285629227114,0.3402557373046875,1.0025156299618514,0.0
cat,36,sequential,4x4,0,124,0.4099520765168959,0.4567840099334717,0.9955493079162856,0.0
cat,36,sequential,4x4,1,92,0.4089895211756708,0.3715360164642334,0.9955493079162856,0.0
cat,36,sequential,4x4,2,108,0.40947079884628335,0.3596479892730713,0.9955493079162856,0.0
cat,36,sequential,4x4,3,112,0.40959111826393646,0.34697604179382324,0.9955493079162856,0.0
cat,36,sequential,4x4,4,92,0.4089895211756708,0.35726404190063477,0.9955493079162856,0.0
cat,36,sequential,4x4,5,96,0.4091098405933239,0.34632015228271484,0.9955493079162856,0.0
cat,36,sequential,4x4,6,92,0.4089895211756708,0.35324788093566895,0.9955493079162856,0.0
cat,36,sequential,4x4,7,104,0.4093504794286302,0.34606385231018066,0.9955493079162856,0.0
cat,36,sequential,4x4,8,100,0.40923016001097706,0.3448958396911621,0.9955493079162856,0.0
cat,36,sequential,4x4,9,108,0.40947079884628335,0.34308791160583496,0.9955493079162856,0.0
cat,36,sequential,4x4,10,104,0.4093504794286302,0.3501918315887451,0.9955493079162856,0.0
cat,36,sequential,4x4,11,100,0.40923016001097706,0.3403358459472656,0.9955493079162856,0.0
cat,36,sequential,4x4,12,88,0.40886920175801766,0.34046411514282227,0.9955493079162856,0.0
cat,36,sequential,4x4,13,96,0.4091098405933239,0.3459196090698242,0.9955493079162856,0.0
cat,36,sequential,4x4,14,96,0.4091098405933239,0.33872032165527344,0.9955493079162856,0.0
cat,36,sequential,4x4,15,76,0.4085082435050582,0.33545589447021484,0.9955493079162856,0.0
cat,36,generic,4x4,0,120,0.40983175709924274,0.4445919990539551,0.9960505239358844,0.0
cat,36,generic,4x4,1,92,0.4089895211756708,0.37353605031967163,0.9960505239358844,0.0
cat,36,generic,4x4,2,120,0.40983175709924274,0.359279990196228,0.9960505239358844,0.0
cat,36,generic,4x4,3,84,0.4087488823403645,0.3508800268173218,0.9960505239358844,0.0
cat,36,generic,4x4,4,100,0.40923016001097706,0.35478389263153076,0.9960505239358844,0.0
cat,36,generic,4x4,5,128,0.410072395934549,0.3398399353027344,0.9960505239358844,0.0
cat,36,generic,4x4,6,100,0.40923016001097706,0.3497440814971924,0.9960505239358844,0.0
cat,36,generic,4x4,7,92,0.4089895211756708,0.3467519283294678,0.9960505239358844,0.0
cat,36,generic,4x4,8,84,0.4087488823403645,0.339871883392334,0.9960505239358844,0.0
cat,36,generic,4x4,9,88,0.40886920175801766,0.3408639430999756,0.9960505239358844,0.0
cat,36,generic,4x4,10,76,0.4085082435050582,0.3521599769592285,0.9960505239358844,0.0
cat,36,generic,4x4,11,88,0.40886920175801766,0.3379039764404297,0.9960505239358844,0.0
cat,36,generic,4x4,12,76,0.4085082435050582,0.3475360870361328,0.9960505239358844,0.0
cat,36,generic,4x4,13,72,0.4083879240874051,0.3386716842651367,0.9960505239358844,0.0
cat,36,generic,4x4,14,68,0.4082676046697519,0.34236812591552734,0.9960505239358844,0.0
cat,36,generic,4x4,15,80,0.4086285629227114,0.34071969985961914,0.9960505239358844,0.0
cat,47,spatial,2x2,0,420,0.41885571342322814,0.42260800302028656,1.0013914872155758,0.0
cat,47,spatial,2x2,1,344,0.41656964448781847,0.3608959913253784,1.0013914872155758,0.0
cat,47,spatial,2x2,2,340,0.41644932507016535,0.34588801860809326,1.0013914872155758,0.0
cat,47,spatial,2x2,3,312,0.4156070891465934,0.34479987621307373,1.0013914872155758,0.0
cat,47,sequential,2x2,0,380,0.4176525192466967,0.4160960018634796,0.9914471353289138,0.0
cat,47,sequential,2x2,1,356,0.4169306027407779,0.36878401041030884,0.9914471353289138,0.0
cat,47,sequential,2x2,2,328,0.41608836681720596,0.35249602794647217,0.9914471353289138,0.0
cat,47,sequential,2x2,3,328,0.41608836681720596,0.3428640365600586,0.9914471353289138,0.0
cat,47,generic,2x2,0,388,0.417893158082003,0.43140798807144165,0.9982672457294253,0.0
cat,47,generic,2x2,1,328,0.41608836681720596,0.36607998609542847,0.9982672457294253,0.0
cat,47,generic,2x2,2,336,0.41632900565251224,0.3487359881401062,0.9982672457294253,0.0
cat,47,generic,2x2,3,332,0.41620868623485907,0.3496159315109253,0.9982672457294253,0.0
cat,47,spatial,4x4,0,132,0.41019271535220214,0.4498719871044159,1.000962262095056,0.0
cat,47,spatial,4x4,1,120,0.40983175709924274,0.3677600026130676,1.000962262095056,0.0
cat,47,spatial,4x4,2,108,0.40947079884628335,0.3573920726776123,1.000962262095056,0.0
cat,47,spatial,4x4,3,88,0.40886920175801766,0.34782397747039795,1.000962262095056,0.0
cat,47,spatial,4x4,4,96,0.4091098405933239,0.340831995010376,1.000962262095056,0.0
cat,47,spatial,4x4,5,108,0.40947079884628335,0.34366393089294434,1.000962262095056,0.0
cat,47,spatial,4x4,6,100,0.40923016001097706,0.3445758819580078,1.000962262095056,0.0
cat,47,spatial,4x4,7,80,0.4086285629227114,0.3372960090637207,1.000962262095056,0.0
cat,47,spatial,4x4,8,88,0.40886920175801766,0.3330879211425781,1.000962262095056,0.0
cat,47,spatial,4x4,9,96,0.4091098405933239,0.3448159694671631,1.000962262095056,0.0
cat,47,spatial,4x4,10,92,0.4089895211756708,0.33876800537109375,1.000962262095056,0.0
cat,47,spatial,4x4,11,84,0.4087488823403645,0.33940792083740234,1.000962262095056,0.0
cat,47,spatial,4x4,12,84,0.4087488823403645,0.3406400680541992,1.000962262095056,0.0
cat,47,spatial,4x4,13,80,0.4086285629227114,0.33972787857055664,1.000962262095056,0.0
cat,47,spatial,4x4,14,96,0.4091098405933239,0.3431520462036133,1.000962262095056,0.0
cat,47,spatial,4x4,15,76,0.4085082435050582,0.33968019485473633,1.000962262095056,0.0
cat,47,sequential,4x4,0,140,0.4104333541875084,0.4501919746398926,0.9983403125542234,0.0
cat,47,sequential,4x4,1,92,0.4089895211756708,0.36505603790283203,0.9983403125542234,0.0
cat,47,sequential,4x4,2,108,0.40947079884628335,0.35871994495391846,0.9983403125542234,0.0
cat,47,sequential,4x4,3,108,0.40947079884628335,0.3477919101715088,0.9983403125542234,0.0
cat,47,sequential,4x4,4,100,0.40923016001097706,0.3477919101715088,0.9983403125542234,0.0
cat,47,sequential,4x4,5,96,0.4091098405933239,0.3454720973968506,0.9983403125542234,0.0
cat,47,sequential,4x4,6,104,0.4093504794286302,0.3406078815460205,0.9983403125542234,0.0
cat,47,sequential,4x4,7,84,0.4087488823403645,0.34500789642333984,0.9983403125542234,0.0
cat,47,sequential,4x4,8,92,0.4089895211756708,0.3435678482055664,0.9983403125542234,0.0
cat,47,sequential,4x4,9,92,0.4089895211756708,0.340303897857666,0.9983403125542234,0.0
cat,47,sequential,4x4,10,100,0.40923016001097706,0.3435039520263672,0.9983403125542234,0.0
cat,47,sequential,4x4,11,88,0.40886920175801766,0.34209585189819336,0.9983403125542234,0.0
cat,47,sequential,4x4,12,76,0.4085082435050582,0.3307361602783203,0.9983403125542234,0.0
cat,47,sequential,4x4,13,112,0.40959111826393646,0.34537601470947266,0.9983403125542234,0.0
cat,47,sequential,4x4,14,76,0.4085082435050582,0.34409618377685547,0.9983403125542234,0.0
cat,47,sequential,4x4,15,88,0.40886920175801766,0.33873558044433594,0.9983403125542234,0.0
cat,47,generic,4x4,0,120,0.40983175709924274,0.44843199849128723,0.9996688427359012,0.0
cat,47,generic,4x4,1,116,0.40971143768158963,0.36695998907089233,0.9996688427359012,0.0
cat,47,generic,4x4,2,112,0.40959111826393646,0.3545280694961548,0.9996688427359012,0.0
cat,47,generic,4x4,3,96,0.4091098405933239,0.3502079248428345,0.9996688427359012,0.0
cat,47,generic,4x4,4,100,0.40923016001097706,0.34671998023986816,0.9996688427359012,0.0
cat,47,generic,4x4,5,104,0.4093504794286302,0.3408479690551758,0.9996688427359012,0.0
cat,47,generic,4x4,6,88,0.40886920175801766,0.3448638916015625,0.9996688427359012,0.0
cat,47,generic,4x4,7,100,0.40923016001097706,0.3395521640777588,0.9996688427359012,0.0
