vision_request,text_request,layer,rank,vision_total_assignments,text_total_assignments,vision_active_experts,text_active_experts,vision_gini,text_gini,vision_top1_share,text_top1_share,vision_top4_share,text_top4_share,vision_max_expert_load,text_max_expert_load,vision_padding_amplification,text_padding_amplification,vision_effective_tiles,text_effective_tiles,vision_expert_median_ms,text_expert_median_ms,relative_assignment_error
coins,text_04_color_wheel,20,0,1328.0,1308.0,27.0,23.0,0.5783132530120482,0.7005925076452599,0.18674698795180722,0.21406727828746178,0.45783132530120485,0.5229357798165137,248.0,280.0,1.7349397590361446,2.6422018348623855,36.0,27.0,0.4294719994068146,0.4103359878063202,0.015060240963855422
coins,text_02_cat,21,0,1196.0,1172.0,27.0,17.0,0.5598871237458194,0.8083404436860068,0.13712374581939799,0.2627986348122867,0.41471571906354515,0.7337883959044369,164.0,308.0,1.9264214046822743,2.2935153583617747,36.0,21.0,0.42905598878860474,0.4079359769821167,0.020066889632107024
coins,text_01_clock_motion,22,0,1324.0,1272.0,28.0,23.0,0.5892182779456193,0.6963443396226415,0.1419939577039275,0.1918238993710692,0.42598187311178254,0.5566037735849056,188.0,244.0,1.836858006042296,1.7106918238993711,38.0,34.0,0.42291197180747986,0.41289597749710083,0.03927492447129909
coins,text_01_clock_motion,23,0,980.0,1044.0,27.0,23.0,0.6286989795918367,0.6646312260536399,0.2,0.1724137931034483,0.5102040816326531,0.521072796934866,196.0,180.0,2.1551020408163266,1.7777777777777777,33.0,29.0,0.41151997447013855,0.40083202719688416,0.0653061224489796
coins,text_00_coins,24,0,856.0,992.0,26.0,24.0,0.5385514018691588,0.6413810483870968,0.17757009345794392,0.1532258064516129,0.40186915887850466,0.47177419354838707,152.0,152.0,2.1682242990654204,2.064516129032258,29.0,32.0,0.41123199462890625,0.4090239703655243,0.1588785046728972
coins,text_03_phantom,25,0,852.0,820.0,25.0,22.0,0.6040199530516432,0.6196646341463414,0.12206572769953052,0.13170731707317074,0.4553990610328638,0.42439024390243907,104.0,108.0,2.1784037558685445,1.951219512195122,29.0,25.0,0.40649595856666565,0.3945600092411041,0.03755868544600939
coins,text_00_coins,26,0,1144.0,1184.0,29.0,23.0,0.5194493006993007,0.6199324324324325,0.12237762237762238,0.19594594594594594,0.4090909090909091,0.4425675675675676,140.0,232.0,2.013986013986014,1.7837837837837838,36.0,33.0,0.43219202756881714,0.4049280285835266,0.03496503496503497
coins,text_05_coffee,27,0,1048.0,1000.0,27.0,20.0,0.6779580152671756,0.71,0.17557251908396945,0.156,0.5725190839694657,0.5519999999999999,184.0,156.0,2.198473282442748,2.944,36.0,23.0,0.42611196637153625,0.41760000586509705,0.04580152671755725
coins,text_00_coins,28,0,1076.0,1008.0,26.0,21.0,0.6225604089219331,0.6842757936507936,0.2342007434944238,0.1626984126984127,0.5018587360594795,0.5357142857142857,252.0,164.0,1.962825278810409,1.8412698412698412,33.0,29.0,0.4207359850406647,0.41683200001716614,0.06319702602230483
coins,text_00_coins,29,0,984.0,972.0,29.0,20.0,0.5665650406504065,0.6132973251028807,0.13414634146341464,0.09465020576131687,0.4024390243902439,0.3662551440329218,132.0,92.0,2.2764227642276422,1.7777777777777777,35.0,27.0,0.43779200315475464,0.3984000086784363,0.012195121951219513
