variant,stage,layer,critical_span_ms,critical_ep_rank,calls_per_rank
A0,combine_comm,8,0.34799957275390625,1,1
A0,combine_comm,9,0.3053436279296875,1,1
A0,combine_comm,10,0.35263824462890625,1,1
A0,combine_comm,11,0.3244476318359375,1,1
A0,combine_comm,12,0.3636474609375,1,1
A0,combine_comm,13,0.340576171875,1,1
A0,combine_comm,14,0.3542060852050781,1,1
A0,combine_comm,15,0.3431358337402344,1,1
A0,combine_comm,16,0.30185699462890625,1,1
A0,combine_comm,17,0.40326690673828125,1,1
A0,combine_comm,18,0.35817718505859375,1,1
A0,combine_comm,19,0.33443450927734375,1,1
A0,combine_comm,20,0.3419189453125,1,1
A0,combine_comm,21,0.338653564453125,1,1
A0,combine_comm,22,0.33519744873046875,1,1
A0,combine_comm,23,0.34732818603515625,1,1
A0,combine_comm,24,0.36182403564453125,1,1
A0,combine_comm,25,0.36019134521484375,1,1
A0,combine_comm,26,0.3667449951171875,1,1
A0,combine_comm,27,0.33907318115234375,1,1
A0,combine_comm,28,0.34310150146484375,1,1
A0,combine_comm,29,0.36492919921875,1,1
A0,combine_comm,30,0.332733154296875,2,1
A0,combine_comm,31,0.31689453125,1,1
A0,combine_comm,32,0.35785675048828125,1,1
A0,combine_comm,33,0.34100341796875,1,1
A0,combine_comm,34,0.517059326171875,1,1
A0,combine_comm,35,0.3751983642578125,1,1
A0,combine_comm,36,0.3513031005859375,1,1
A0,combine_comm,37,0.332550048828125,1,1
A0,combine_comm,38,0.3466796875,1,1
A0,combine_comm,39,0.3233795166015625,1,1
A0,combine_comm,40,0.3931121826171875,1,1
A0,combine_comm,41,0.38092041015625,1,1
A0,combine_comm,42,0.3319091796875,1,1
A0,combine_comm,43,0.336029052734375,1,1
A0,combine_comm,44,0.3533782958984375,1,1
A0,combine_comm,45,0.2481536865234375,3,1
A0,combine_comm,46,0.324859619140625,1,1
A0,combine_comm,47,0.341278076171875,1,1
A0,combine_compute,0,0.3451838493347168,1,1
A0,combine_compute,1,0.5945596694946289,1,1
A0,combine_compute,2,0.33212757110595703,1,1
A0,combine_compute,3,0.6144952774047852,2,1
A0,combine_compute,4,0.3752002716064453,1,1
A0,combine_compute,5,0.32886505126953125,1,1
A0,combine_compute,6,0.3744945526123047,1,1
A0,combine_compute,7,0.3392333984375,1,1
A0,combine_compute,8,0.3586235046386719,1,1
A0,combine_compute,9,0.31539154052734375,1,1
A0,combine_compute,10,0.3629417419433594,1,1
A0,combine_compute,11,0.3350410461425781,1,1
A0,combine_compute,12,0.3715858459472656,1,1
A0,combine_compute,13,0.3515205383300781,1,1
A0,combine_compute,14,0.3619804382324219,1,1
A0,combine_compute,15,0.3512001037597656,1,1
A0,combine_compute,16,0.3096923828125,1,1
A0,combine_compute,17,0.41356658935546875,1,1
A0,combine_compute,18,0.366180419921875,1,1
A0,combine_compute,19,0.3449249267578125,1,1
A0,combine_compute,20,0.35260772705078125,1,1
A0,combine_compute,21,0.3462371826171875,1,1
A0,combine_compute,22,0.34563446044921875,1,1
A0,combine_compute,23,0.357666015625,1,1
A0,combine_compute,24,0.3693389892578125,1,1
A0,combine_compute,25,0.3679351806640625,1,1
A0,combine_compute,26,0.37480926513671875,1,1
A0,combine_compute,27,0.34709930419921875,1,1
A0,combine_compute,28,0.351165771484375,1,1
A0,combine_compute,29,0.37276458740234375,1,1
A0,combine_compute,30,0.3435516357421875,2,1
A0,combine_compute,31,0.3267822265625,1,1
A0,combine_compute,32,0.365631103515625,1,1
A0,combine_compute,33,0.3486480712890625,1,1
A0,combine_compute,34,0.5272064208984375,1,1
A0,combine_compute,35,0.385345458984375,1,1
A0,combine_compute,36,0.3592987060546875,1,1
A0,combine_compute,37,0.3428802490234375,1,1
A0,combine_compute,38,0.3572845458984375,1,1
A0,combine_compute,39,0.3337860107421875,1,1
A0,combine_compute,40,0.4012451171875,1,1
A0,combine_compute,41,0.3916778564453125,1,1
A0,combine_compute,42,0.33984375,1,1
A0,combine_compute,43,0.347076416015625,1,1
A0,combine_compute,44,0.3619537353515625,1,1
A0,combine_compute,45,0.257537841796875,3,1
A0,combine_compute,46,0.335235595703125,1,1
A0,combine_compute,47,0.3519744873046875,1,1
A0,decoder_layer,0,4.886751934885979,1,1
A0,decoder_layer,1,4.183551788330078,2,1
A0,decoder_layer,2,3.8396806716918945,1,1
A0,decoder_layer,3,4.2064008712768555,1,1
A0,decoder_layer,4,3.9851512908935547,2,1
A0,decoder_layer,5,3.8812789916992188,3,1
A0,decoder_layer,6,3.7717113494873047,1,1
A0,decoder_layer,7,3.7824630737304688,1,1
A0,decoder_layer,8,3.7862091064453125,1,1
A0,decoder_layer,9,3.7177581787109375,1,1
A0,decoder_layer,10,3.7354888916015625,1,1
A0,decoder_layer,11,3.769214630126953,1,1
A0,decoder_layer,12,3.708446502685547,1,1
A0,decoder_layer,13,3.9763832092285156,1,1
A0,decoder_layer,14,3.9788818359375,1,1
A0,decoder_layer,15,3.7561912536621094,1,1
A0,decoder_layer,16,3.7189788818359375,1,1
A0,decoder_layer,17,3.7889328002929688,1,1
A0,decoder_layer,18,3.7774124145507812,1,1
A0,decoder_layer,19,3.749603271484375,1,1
A0,decoder_layer,20,3.7419509887695312,1,1
A0,decoder_layer,21,3.7352294921875,1,1
A0,decoder_layer,22,3.7527313232421875,1,1
A0,decoder_layer,23,3.77392578125,1,1
A0,decoder_layer,24,3.7779541015625,1,1
A0,decoder_layer,25,3.7563552856445312,1,1
A0,decoder_layer,26,3.7770538330078125,1,1
A0,decoder_layer,27,3.8068466186523438,1,1
A0,decoder_layer,28,3.8108444213867188,2,1
A0,decoder_layer,29,3.822265625,1,1
A0,decoder_layer,30,3.8662338256835938,1,1
A0,decoder_layer,31,3.8172149658203125,2,1
A0,decoder_layer,32,3.7525787353515625,1,1
A0,decoder_layer,33,3.7195205688476562,1,1
A0,decoder_layer,34,3.8994140625,1,1
A0,decoder_layer,35,3.941925048828125,3,1
A0,decoder_layer,36,3.7500457763671875,1,1
A0,decoder_layer,37,3.7314453125,1,1
A0,decoder_layer,38,3.7232666015625,1,1
A0,decoder_layer,39,3.7666168212890625,1,1
A0,decoder_layer,40,3.7978668212890625,1,1
A0,decoder_layer,41,3.82147216796875,3,1
A0,decoder_layer,42,3.694488525390625,1,1
A0,decoder_layer,43,3.748138427734375,1,1
A0,decoder_layer,44,3.7773895263671875,1,1
A0,decoder_layer,45,3.7986297607421875,1,1
A0,decoder_layer,46,3.752899169921875,1,1
A0,decoder_layer,47,3.7504425048828125,1,1
A0,dispatch_comm,0,1.408031940460205,1,1
A0,dispatch_comm,1,1.2327356338500977,1,1
A0,dispatch_comm,2,1.288736343383789,1,1
A0,dispatch_comm,3,1.2411842346191406,1,1
A0,dispatch_comm,4,1.238271713256836,1,1
A0,dispatch_comm,5,1.393758773803711,1,1
A0,dispatch_comm,6,1.185537338256836,1,1
A0,dispatch_comm,7,1.283935546875,1,1
A0,dispatch_comm,8,1.2512626647949219,1,1
A0,dispatch_comm,9,1.2498245239257812,1,1
A0,dispatch_comm,10,1.2035179138183594,1,1
A0,dispatch_comm,11,1.23846435546875,1,1
A0,dispatch_comm,12,1.1716156005859375,1,1
A0,dispatch_comm,13,1.3421745300292969,1,1
A0,dispatch_comm,14,1.1692466735839844,1,1
A0,dispatch_comm,15,1.200286865234375,1,1
A0,dispatch_comm,16,1.2135696411132812,1,1
A0,dispatch_comm,17,1.1787185668945312,1,1
A0,dispatch_comm,18,1.2851791381835938,1,1
A0,dispatch_comm,19,1.1841583251953125,1,1
A0,dispatch_comm,20,1.2157745361328125,1,1
A0,dispatch_comm,21,1.2044830322265625,1,1
A0,dispatch_comm,22,1.19970703125,1,1
A0,dispatch_comm,23,1.1729278564453125,1,1
A0,dispatch_comm,24,1.2644119262695312,1,1
A0,dispatch_comm,25,1.2705612182617188,1,1
A0,dispatch_comm,26,1.3120651245117188,1,1
A0,dispatch_comm,27,1.3218536376953125,1,1
A0,dispatch_comm,28,1.2724838256835938,1,1
A0,dispatch_comm,29,1.2581100463867188,1,1
A0,dispatch_comm,30,1.24102783203125,1,1
A0,dispatch_comm,31,1.1949386596679688,1,1
A0,dispatch_comm,32,1.171234130859375,1,1
A0,dispatch_comm,33,1.2062835693359375,1,1
A0,dispatch_comm,34,1.1972808837890625,1,1
A0,dispatch_comm,35,1.4337005615234375,1,1
A0,dispatch_comm,36,1.226837158203125,1,1
A0,dispatch_comm,37,1.244293212890625,1,1
A0,dispatch_comm,38,1.159881591796875,1,1
A0,dispatch_comm,39,1.18890380859375,1,1
A0,dispatch_comm,40,1.195526123046875,1,1
A0,dispatch_comm,41,1.2631988525390625,1,1
A0,dispatch_comm,42,1.18890380859375,1,1
A0,dispatch_comm,43,1.1922607421875,1,1
A0,dispatch_comm,44,1.242523193359375,1,1
A0,dispatch_comm,45,1.412933349609375,1,1
A0,dispatch_comm,46,1.123870849609375,1,1
A0,dispatch_comm,47,1.2855072021484375,1,1
A0,dispatch_compute,0,1.296447992324829,1,1
A0,dispatch_compute,1,1.1539521217346191,2,1
A0,dispatch_compute,2,1.043168067932129,1,1
A0,dispatch_compute,3,1.0516157150268555,1,1
A0,dispatch_compute,4,1.1487350463867188,2,1
A0,dispatch_compute,5,1.0598087310791016,1,1
A0,dispatch_compute,6,1.0337600708007812,1,1
A0,dispatch_compute,7,1.0503997802734375,1,1
A0,dispatch_compute,8,1.079681396484375,1,1
A0,dispatch_compute,9,1.07904052734375,1,1
A0,dispatch_compute,10,1.042816162109375,1,1
A0,dispatch_compute,11,1.0657920837402344,1,1
A0,dispatch_compute,12,1.0016021728515625,1,1
A0,dispatch_compute,13,1.1634254455566406,1,1
A0,dispatch_compute,14,1.1087646484375,1,1
A0,dispatch_compute,15,1.0486717224121094,1,1
A0,dispatch_compute,16,1.0377578735351562,1,1
A0,dispatch_compute,17,1.027618408203125,1,1
A0,dispatch_compute,18,1.0293426513671875,1,1
A0,dispatch_compute,19,1.0490264892578125,1,1
A0,dispatch_compute,20,1.023101806640625,1,1
A0,dispatch_compute,21,1.0430679321289062,1,1
A0,dispatch_compute,22,1.0363540649414062,1,1
A0,dispatch_compute,23,1.051513671875,1,1
A0,dispatch_compute,24,1.0418853759765625,1,1
A0,dispatch_compute,25,1.0376358032226562,1,1
A0,dispatch_compute,26,1.0689926147460938,1,1
A0,dispatch_compute,27,1.0874557495117188,1,1
A0,dispatch_compute,28,1.0785598754882812,1,1
A0,dispatch_compute,29,1.0818557739257812,1,1
A0,dispatch_compute,30,1.0485076904296875,1,1
A0,dispatch_compute,31,1.042938232421875,1,1
A0,dispatch_compute,32,1.034912109375,1,1
A0,dispatch_compute,33,1.030975341796875,1,1
A0,dispatch_compute,34,1.03118896484375,1,1
A0,dispatch_compute,35,1.0479278564453125,1,1
A0,dispatch_compute,36,1.0402374267578125,1,1
A0,dispatch_compute,37,1.0377044677734375,1,1
A0,dispatch_compute,38,1.02294921875,1,1
A0,dispatch_compute,39,1.04412841796875,1,1
A0,dispatch_compute,40,1.0326385498046875,1,1
A0,dispatch_compute,41,1.040008544921875,1,1
A0,dispatch_compute,42,1.019744873046875,1,1
A0,dispatch_compute,43,1.04486083984375,1,1
A0,dispatch_compute,44,1.0581512451171875,1,1
A0,dispatch_compute,45,1.194183349609375,1,1
A0,dispatch_compute,46,1.0772857666015625,1,1
A0,dispatch_compute,47,1.071197509765625,1,1
A0,expert,0,0.790816068649292,0,1
A0,expert,1,0.7020478248596191,0,1
A0,expert,2,0.7096958160400391,0,1
A0,expert,3,1.0658559799194336,0,1
A0,expert,4,0.7036800384521484,0,1
A0,expert,5,0.6945915222167969,0,1
A0,expert,6,0.7141132354736328,0,1
A0,expert,7,0.7049274444580078,0,1
A0,expert,8,0.6945266723632812,0,1
A0,expert,9,0.6643524169921875,0,1
A0,expert,10,0.7152938842773438,0,1
A0,expert,11,0.7046699523925781,0,1
A0,expert,12,0.6856956481933594,0,1
A0,expert,13,0.7658882141113281,0,1
A0,expert,14,0.6881904602050781,0,1
A0,expert,15,0.7198066711425781,0,1
A0,expert,16,0.7284469604492188,0,1
A0,expert,17,0.7289276123046875,0,1
A0,expert,18,0.6995162963867188,0,1
A0,expert,19,0.6915206909179688,0,1
A0,expert,20,0.7326126098632812,0,1
A0,expert,21,0.7051849365234375,0,1
A0,expert,22,0.700225830078125,0,1
A0,expert,23,0.6780853271484375,0,1
A0,expert,24,0.7118072509765625,0,1
A0,expert,25,0.708251953125,0,1
A0,expert,26,0.7067184448242188,0,1
A0,expert,27,0.6863021850585938,0,1
A0,expert,28,0.7190704345703125,2,1
A0,expert,29,0.7262725830078125,0,1
A0,expert,30,0.8243789672851562,0,1
A0,expert,31,0.6924514770507812,0,1
A0,expert,32,0.691070556640625,0,1
A0,expert,33,0.7061767578125,0,1
A0,expert,34,0.880279541015625,0,1
A0,expert,35,0.7200775146484375,0,1
A0,expert,36,0.6887359619140625,0,1
A0,expert,37,0.66619873046875,0,1
A0,expert,38,0.714111328125,0,1
A0,expert,39,0.7039337158203125,0,1
A0,expert,40,0.7210540771484375,0,1
A0,expert,41,0.685760498046875,3,1
A0,expert,42,0.7064208984375,0,1
A0,expert,43,0.7093505859375,0,1
A0,expert,44,0.6966705322265625,0,1
A0,expert,45,0.684356689453125,0,1
A0,expert,46,0.6776885986328125,0,1
A0,expert,47,0.6974334716796875,0,1
A0,moe_total,0,3.2125760316848755,3,1
A0,moe_total,1,2.908895969390869,2,1
A0,moe_total,2,2.400287628173828,1,1
A0,moe_total,3,2.906527519226074,3,1
A0,moe_total,4,2.662015914916992,2,1
A0,moe_total,5,2.6155529022216797,3,1
A0,moe_total,6,2.3991355895996094,2,1
A0,moe_total,7,2.500478744506836,2,1
A0,moe_total,8,2.4700469970703125,2,1
A0,moe_total,9,2.4743995666503906,3,1
A0,moe_total,10,2.416095733642578,3,1
A0,moe_total,11,2.4689292907714844,2,1
A0,moe_total,12,2.44598388671875,2,1
A0,moe_total,13,2.7183990478515625,3,1
A0,moe_total,14,2.4623680114746094,3,1
A0,moe_total,15,2.448833465576172,2,1
A0,moe_total,16,2.445117950439453,2,1
A0,moe_total,17,2.41241455078125,2,1
A0,moe_total,18,2.476287841796875,2,1
A0,moe_total,19,2.4312286376953125,3,1
A0,moe_total,20,2.4576644897460938,3,1
A0,moe_total,21,2.4095993041992188,3,1
A0,moe_total,22,2.4573745727539062,2,1
A0,moe_total,23,2.4177932739257812,3,1
A0,moe_total,24,2.502044677734375,3,1
A0,moe_total,25,2.4170608520507812,2,1
A0,moe_total,26,2.4839706420898438,2,1
A0,moe_total,27,2.5287704467773438,2,1
A0,moe_total,28,2.582275390625,2,1
A0,moe_total,29,2.438140869140625,3,1
A0,moe_total,30,2.5666275024414062,3,1
A0,moe_total,31,2.5555191040039062,2,1
A0,moe_total,32,2.4212417602539062,3,1
A0,moe_total,33,2.431793212890625,3,1
A0,moe_total,34,2.57208251953125,1,1
A0,moe_total,35,2.679107666015625,3,1
A0,moe_total,36,2.47052001953125,3,1
A0,moe_total,37,2.436248779296875,2,1
A0,moe_total,38,2.425567626953125,2,1
A0,moe_total,39,2.465911865234375,2,1
A0,moe_total,40,2.4278411865234375,2,1
A0,moe_total,41,2.55999755859375,3,1
A0,moe_total,42,2.3618927001953125,1,1
A0,moe_total,43,2.474945068359375,2,1
A0,moe_total,44,2.482025146484375,2,1
A0,moe_total,45,2.495208740234375,3,1
A0,moe_total,46,2.501983642578125,2,1
A0,moe_total,47,2.43878173828125,3,1
A1,attention,0,7.5911999344825745,2,2
A1,attention,1,6.866817474365234,2,2
A1,attention,2,6.869121551513672,3,2
A1,attention,3,6.924610137939453,0,2
A1,attention,4,6.80291748046875,2,2
A1,attention,5,8.214019775390625,2,2
A1,attention,6,6.951324462890625,1,2
A1,attention,7,6.8135986328125,2,2
A1,attention,8,6.8377532958984375,2,2
A1,attention,9,7.4023284912109375,1,2
A1,attention,10,7.33148193359375,1,2
A1,attention,11,7.379302978515625,1,2
A1,attention,12,6.6742095947265625,3,2
A1,attention,13,7.7292022705078125,0,2
A1,attention,14,8.101608276367188,2,2
A1,attention,15,6.8366851806640625,0,2
A1,attention,16,6.7977294921875,0,2
A1,attention,17,6.7041015625,2,2
A1,attention,18,7.35302734375,3,2
A1,attention,19,6.826202392578125,3,2
A1,attention,20,6.787933349609375,2,2
A1,attention,21,6.937347412109375,0,2
A1,attention,22,6.963623046875,3,2
A1,attention,23,6.8370361328125,3,2
A1,attention,24,6.921661376953125,2,2
A1,attention,25,6.868072509765625,2,2
A1,attention,26,6.927947998046875,0,2
A1,attention,27,6.91827392578125,2,2
A1,attention,28,6.89642333984375,2,2
A1,attention,29,6.80389404296875,3,2
A1,attention,30,7.475738525390625,2,2
A1,attention,31,6.76104736328125,2,2
A1,attention,32,6.770263671875,2,2
A1,attention,33,6.72216796875,1,2
A1,attention,34,8.67572021484375,1,2
A1,attention,35,6.918701171875,0,2
A1,attention,36,6.90057373046875,2,2
A1,attention,37,7.63751220703125,0,2
A1,attention,38,6.7657470703125,3,2
A1,attention,39,6.68939208984375,2,2
A1,attention,40,6.7872314453125,3,2
A1,attention,41,6.91033935546875,3,2
A1,attention,42,6.85479736328125,0,2
A1,attention,43,7.66168212890625,3,2
A1,attention,44,6.83648681640625,3,2
A1,attention,45,6.84326171875,3,2
A1,attention,46,6.83905029296875,2,2
A1,attention,47,6.80322265625,2,2
A1,combine_comm,0,8.978240013122559,3,2
A1,combine_comm,1,9.365823745727539,3,2
A1,combine_comm,2,10.545886993408203,3,2
A1,combine_comm,3,8.712188720703125,1,2
A1,combine_comm,4,9.79913330078125,0,2
A1,combine_comm,5,8.855033874511719,0,2
A1,combine_comm,6,8.731491088867188,3,2
A1,combine_comm,7,8.753524780273438,0,2
A1,combine_comm,8,9.110275268554688,0,2
A1,combine_comm,9,9.33795166015625,0,2
A1,combine_comm,10,9.32421875,3,2
A1,combine_comm,11,8.674774169921875,3,2
A1,combine_comm,12,9.073501586914062,0,2
A1,combine_comm,13,10.068069458007812,3,2
A1,combine_comm,14,8.793991088867188,3,2
A1,combine_comm,15,10.374786376953125,1,2
A1,combine_comm,16,8.699371337890625,1,2
A1,combine_comm,17,9.98236083984375,2,2
A1,combine_comm,18,8.717010498046875,1,2
A1,combine_comm,19,8.744110107421875,3,2
A1,combine_comm,20,8.68994140625,2,2
A1,combine_comm,21,8.9188232421875,3,2
A1,combine_comm,22,8.5950927734375,3,2
A1,combine_comm,23,8.766510009765625,3,2
A1,combine_comm,24,8.7828369140625,3,2
A1,combine_comm,25,8.79998779296875,3,2
A1,combine_comm,26,9.18475341796875,3,2
A1,combine_comm,27,8.74847412109375,3,2
A1,combine_comm,28,8.762420654296875,3,2
A1,combine_comm,29,8.900787353515625,3,2
A1,combine_comm,30,8.79034423828125,2,2
A1,combine_comm,31,8.7735595703125,3,2
A1,combine_comm,32,8.80194091796875,1,2
A1,combine_comm,33,11.55267333984375,0,2
A1,combine_comm,34,8.81805419921875,1,2
A1,combine_comm,35,8.80096435546875,3,2
A1,combine_comm,36,9.658935546875,0,2
A1,combine_comm,37,9.42327880859375,3,2
A1,combine_comm,38,8.7344970703125,3,2
A1,combine_comm,39,8.7587890625,3,2
A1,combine_comm,40,8.81793212890625,3,2
A1,combine_comm,41,8.9166259765625,1,2
A1,combine_comm,42,9.75732421875,2,2
A1,combine_comm,43,8.726806640625,3,2
A1,combine_comm,44,8.83807373046875,3,2
A1,combine_comm,45,8.76812744140625,3,2
A1,combine_comm,46,8.75201416015625,1,2
A1,combine_comm,47,5.58099365234375,2,2
A1,combine_compute,0,8.977280616760254,3,2
A1,combine_compute,1,9.368799209594727,3,2
A1,combine_compute,2,10.545120239257812,3,2
A1,combine_compute,3,8.7100830078125,1,2
A1,combine_compute,4,9.798301696777344,0,2
A1,combine_compute,5,8.855484008789062,0,2
A1,combine_compute,6,8.730682373046875,3,2
A1,combine_compute,7,8.753250122070312,0,2
A1,combine_compute,8,9.109695434570312,0,2
A1,combine_compute,9,9.338623046875,0,2
A1,combine_compute,10,9.32403564453125,3,2
A1,combine_compute,11,8.653762817382812,3,2
A1,combine_compute,12,9.074081420898438,0,2
A1,combine_compute,13,10.067047119140625,3,2
A1,combine_compute,14,8.79388427734375,3,2
A1,combine_compute,15,10.372314453125,1,2
A1,combine_compute,16,8.699066162109375,1,2
A1,combine_compute,17,9.981903076171875,2,2
A1,combine_compute,18,8.716766357421875,1,2
A1,combine_compute,19,8.74310302734375,3,2
A1,combine_compute,20,8.689300537109375,2,2
A1,combine_compute,21,8.917724609375,3,2
A1,combine_compute,22,8.593475341796875,3,2
A1,combine_compute,23,8.765350341796875,3,2
A1,combine_compute,24,8.780914306640625,3,2
A1,combine_compute,25,8.797576904296875,3,2
A1,combine_compute,26,9.183349609375,3,2
A1,combine_compute,27,8.74560546875,3,2
A1,combine_compute,28,8.76214599609375,3,2
A1,combine_compute,29,8.899566650390625,3,2
A1,combine_compute,30,8.79052734375,2,2
A1,combine_compute,31,8.7720947265625,3,2
A1,combine_compute,32,8.80035400390625,1,2
A1,combine_compute,33,11.5506591796875,0,2
A1,combine_compute,34,8.8157958984375,1,2
A1,combine_compute,35,8.79840087890625,3,2
A1,combine_compute,36,9.65826416015625,0,2
A1,combine_compute,37,9.42108154296875,3,2
A1,combine_compute,38,8.73388671875,3,2
A1,combine_compute,39,8.7574462890625,3,2
A1,combine_compute,40,8.81768798828125,3,2
A1,combine_compute,41,8.915771484375,1,2
A1,combine_compute,42,9.75494384765625,2,2
A1,combine_compute,43,8.72552490234375,3,2
A1,combine_compute,44,8.83685302734375,3,2
A1,combine_compute,45,8.76678466796875,3,2
A1,combine_compute,46,8.750732421875,1,2
A1,combine_compute,47,5.5162353515625,2,2
A1,decoder_layer,0,22.01840004324913,3,2
A1,decoder_layer,1,21.90736198425293,3,2
A1,decoder_layer,2,22.51590347290039,3,2
A1,decoder_layer,3,21.617027282714844,1,2
A1,decoder_layer,4,21.55091094970703,0,2
A1,decoder_layer,5,22.962242126464844,0,2
A1,decoder_layer,6,20.663833618164062,3,2
A1,decoder_layer,7,20.63702392578125,0,2
A1,decoder_layer,8,21.136642456054688,0,2
A1,decoder_layer,9,21.853256225585938,0,2
A1,decoder_layer,10,22.314529418945312,0,2
A1,decoder_layer,11,21.141311645507812,3,2
A1,decoder_layer,12,21.017440795898438,0,2
A1,decoder_layer,13,23.27459716796875,3,2
A1,decoder_layer,14,21.898727416992188,1,2
A1,decoder_layer,15,22.2529296875,1,2
A1,decoder_layer,16,21.66790771484375,3,2
A1,decoder_layer,17,21.693084716796875,2,2
A1,decoder_layer,18,21.97869873046875,1,2
A1,decoder_layer,19,20.56402587890625,3,2
A1,decoder_layer,20,20.5145263671875,2,2
A1,decoder_layer,21,20.8719482421875,3,2
A1,decoder_layer,22,20.668212890625,0,2
A1,decoder_layer,23,20.6912841796875,3,2
A1,decoder_layer,24,20.711029052734375,1,2
A1,decoder_layer,25,20.637359619140625,0,2
A1,decoder_layer,26,21.128753662109375,1,2
A1,decoder_layer,27,20.71612548828125,3,2
A1,decoder_layer,28,20.661041259765625,3,2
A1,decoder_layer,29,21.01470947265625,3,2
A1,decoder_layer,30,21.864044189453125,2,2
A1,decoder_layer,31,20.75860595703125,1,2
A1,decoder_layer,32,20.624755859375,3,2
A1,decoder_layer,33,23.4453125,0,2
A1,decoder_layer,34,23.49798583984375,3,2
A1,decoder_layer,35,20.5638427734375,1,2
A1,decoder_layer,36,21.71685791015625,0,2
A1,decoder_layer,37,22.1798095703125,3,2
A1,decoder_layer,38,20.57794189453125,3,2
A1,decoder_layer,39,20.52923583984375,3,2
A1,decoder_layer,40,20.7005615234375,3,2
A1,decoder_layer,41,20.93182373046875,1,2
A1,decoder_layer,42,21.78363037109375,2,2
A1,decoder_layer,43,22.115234375,0,2
A1,decoder_layer,44,20.75787353515625,1,2
A1,decoder_layer,45,20.62957763671875,0,2
A1,decoder_layer,46,20.60638427734375,1,2
A1,decoder_layer,47,17.5186767578125,1,2
A1,dispatch_comm,0,9.394336223602295,1,2
A1,dispatch_comm,1,10.124065399169922,0,2
A1,dispatch_comm,2,9.091999053955078,0,2
A1,dispatch_comm,3,10.114593505859375,0,2
A1,dispatch_comm,4,8.826881408691406,0,2
A1,dispatch_comm,5,11.049766540527344,2,2
A1,dispatch_comm,6,8.98614501953125,1,2
A1,dispatch_comm,7,8.963066101074219,1,2
A1,dispatch_comm,8,8.902984619140625,1,2
A1,dispatch_comm,9,9.76226806640625,1,2
A1,dispatch_comm,10,10.185989379882812,2,2
A1,dispatch_comm,11,9.536056518554688,2,2
A1,dispatch_comm,12,8.859771728515625,0,2
A1,dispatch_comm,13,10.442901611328125,1,2
A1,dispatch_comm,14,8.999099731445312,0,2
A1,dispatch_comm,15,8.897918701171875,2,2
A1,dispatch_comm,16,10.13995361328125,2,2
A1,dispatch_comm,17,9.06011962890625,2,2
A1,dispatch_comm,18,10.414794921875,0,2
A1,dispatch_comm,19,8.919708251953125,0,2
A1,dispatch_comm,20,8.883636474609375,0,2
A1,dispatch_comm,21,9.05181884765625,0,2
A1,dispatch_comm,22,9.12396240234375,0,2
A1,dispatch_comm,23,8.926513671875,2,2
A1,dispatch_comm,24,9.185638427734375,0,2
A1,dispatch_comm,25,9.038848876953125,0,2
A1,dispatch_comm,26,8.91387939453125,1,2
