policy,stage,kind,name,count,sum,median,max
libra,Attention_first,KERNEL,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, (int)128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)0, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)128, (int)256, (int)128, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",12,1.100866,0.091617,0.09296
libra,Attention_first,KERNEL,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<(bool)0, (unsigned int)128, (unsigned int)8, (unsigned int)16, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",12,0.14188800000000001,0.011824000000000001,0.011936
libra,Attention_first,KERNEL,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",24,1.124132,0.0468485,0.0816
libra,Combine,KERNEL,add_dual_offsets_kernel,564,5.923603,0.0104,0.01376
libra,Copy Buffer,MEMCPY,MEMCPY,2208,122.439731,0.038032,0.157312
libra,Copy Buffer_first,MEMCPY,MEMCPY,48,2.689448,0.037136,0.154496
libra,Dispatch,KERNEL,memcpy_triton_kernel,564,5.134964,0.0072,0.04304
libra,Dispatch,KERNEL,nvjet_tst_64x48_64x15_2x4_h_bz_TNT,1116,7.229077,0.006496,0.007008
libra,Dispatch,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",1116,3.632039,0.003264,0.003712
libra,Dispatch,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)",564,3.998798,0.007072,0.00768
libra,Dispatch,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)",564,2.983339,0.004096,0.031488
libra,Dispatch,KERNEL,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",1128,19.338537,0.014624499999999999,0.088768
libra,Dispatch,KERNEL,"void topkGatingSoftmax<float, (int)4, (int)128, (int)4, (int)16>(const T1 *, const bool *, float *, int, int *, int, int, int, bool)",1116,6.456427,0.005792,0.006624
libra,Dispatch,MEMCPY,MEMCPY,2808,19.768662,0.001569,0.079616
libra,Dispatch_first,KERNEL,memcpy_triton_kernel,12,0.087071,0.007199499999999999,0.007584
libra,Dispatch_first,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)",12,0.084928,0.00704,0.007296
libra,Dispatch_first,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)",12,0.048065,0.004000500000000001,0.00416
libra,Dispatch_first,KERNEL,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",12,0.293153,0.024672,0.0256
libra,Dispatch_first,MEMCPY,MEMCPY,12,0.281315,0.0233605,0.024289
libra,MoE Local,KERNEL,_moe_sum_reduce_kernel,564,16.309225,0.028,0.062144
libra,MoE Local,KERNEL,fused_moe_kernel,1128,214.307896,0.2068965,0.341217
libra,MoE Local,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",564,2.720386,0.004416,0.016288
libra,MoE Local,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",564,2.312037,0.004,0.014048
libra,MoE Local,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",564,0.897986,0.001408,0.006144
libra,MoE Local,KERNEL,"void count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, unsigned long)",564,6.725199,0.01184,0.029632
libra,MoE Local,KERNEL,"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",564,13.306173,0.022624,0.055008
libra,MoE Local,KERNEL,"void moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int, int, unsigned long, int *, bool, int)",564,4.174539,0.0059524999999999995,0.031424
libra,MoE Remote,KERNEL,_moe_sum_reduce_kernel,564,62.518062,0.11088049999999999,0.122817
libra,MoE Remote,KERNEL,fused_moe_kernel,1128,306.175666,0.256304,0.375264
libra,MoE Remote,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",564,2.60756,0.004608,0.004864
libra,MoE Remote,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",564,2.06426,0.003616,0.004288
libra,MoE Remote,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)",564,0.931873,0.001664,0.001889
libra,MoE Remote,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>, std::array<char *, (unsigned long)2>>(int, T2, T3)",564,1.235747,0.002176,0.002592
libra,MoE Remote,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",564,0.77722,0.001376,0.001568
libra,MoE Remote,KERNEL,"void count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, unsigned long)",564,26.939665,0.04768,0.050305
libra,MoE Remote,KERNEL,"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",564,54.034997,0.095392,0.110208
libra,MoE Remote,KERNEL,"void moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int, int, unsigned long, int *, bool, int)",564,8.397015,0.01488,0.015392
libra,MoE Remote,MEMCPY,MEMCPY,564,0.948516,0.001664,0.001984
libra,MoE_first,KERNEL,_moe_sum_reduce_kernel,12,1.272677,0.103953,0.114048
libra,MoE_first,KERNEL,fused_moe_kernel,24,9.729306000000001,0.3826895,0.576098
libra,MoE_first,KERNEL,nvjet_tst_64x128_64x8_2x1_v_bz_TNN,12,0.207648,0.017264,0.017984
libra,MoE_first,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",12,0.054816000000000004,0.004576,0.004736
libra,MoE_first,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",12,0.057664,0.004832,0.004896
libra,MoE_first,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",12,0.040352,0.00336,0.003488
libra,MoE_first,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",12,0.052928,0.00432,0.004608
libra,MoE_first,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",12,0.016928,0.001392,0.001504
libra,MoE_first,KERNEL,"void count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, unsigned long)",12,0.523937,0.043904,0.04528
libra,MoE_first,KERNEL,"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",12,1.193763,0.0968005,0.118016
libra,MoE_first,KERNEL,"void moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int, int, unsigned long, int *, bool, int)",12,0.179969,0.015024,0.015296
libra,MoE_first,KERNEL,"void topkGatingSoftmax<float, (int)4, (int)128, (int)4, (int)16>(const T1 *, const bool *, float *, int, int *, int, int, int, bool)",12,0.15501,0.0129125,0.013216
libra,Postprocess,KERNEL,memcpy_triton_kernel,564,3.862183,0.00624,0.01984
libra,Postprocess,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)",564,2.57719,0.004128,0.070208
libra,Postprocess_first,KERNEL,memcpy_triton_kernel,12,0.079488,0.006288,0.00896
libra,Postprocess_first,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)",12,0.052066,0.004128,0.005536
libra,Prefetch,MEMCPY,MEMCPY,6510,104.218847,0.017472,0.049569
libra,Prefetch_first,KERNEL,nvjet_tst_64x128_64x8_2x1_v_bz_TNN,12,0.361985,0.028816500000000002,0.044192
libra,Prefetch_first,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",12,0.40208099999999997,0.026224,0.061056
libra,Prefetch_first,KERNEL,"void topkGatingSoftmax<float, (int)4, (int)128, (int)4, (int)16>(const T1 *, const bool *, float *, int, int *, int, int, int, bool)",12,0.432961,0.03368,0.0728
libra,Prefetch_first,MEMCPY,MEMCPY,156,2.315942,0.0144005,0.03504
libra,RMSNorm,KERNEL,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)",564,0.800934,0.001472,0.001728
libra,RMSNorm,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",564,1.71114,0.003008,0.00368
libra,RMSNorm,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",564,0.784416,0.001344,0.001728
libra,RMSNorm,KERNEL,"void flashinfer::norm::FusedAddRMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",564,5.7365,0.010048,0.016352
libra,RMSNorm,MEMCPY,MEMCPY,564,0.994818,0.00176,0.002208
libra,RMSNorm_first,KERNEL,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",12,0.072768,0.006064,0.006144
libra,UNATTRIBUTED,KERNEL,compute_position_kernel,12,0.021152,0.00176,0.00192
libra,UNATTRIBUTED,KERNEL,memcpy_triton_kernel,24,0.0448,0.001888,0.002272
libra,UNATTRIBUTED,KERNEL,nvjet_tst_192x8_64x8_4x1_v_bz_TNT,12,0.7860199999999999,0.06516849999999999,0.068192
libra,UNATTRIBUTED,KERNEL,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)1, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",12,0.028832,0.0024,0.002848
libra,UNATTRIBUTED,KERNEL,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)8>, unsigned int, (int)1, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",60,0.15328,0.002576,0.003104
libra,UNATTRIBUTED,KERNEL,"void at::native::<unnamed>::indexSelectLargeIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2, (bool)1>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, T3, long)",12,0.335105,0.028032,0.028321
libra,UNATTRIBUTED,KERNEL,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",12,0.044384,0.003712,0.003712
libra,UNATTRIBUTED,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",12,0.054816000000000004,0.00456,0.00528
libra,UNATTRIBUTED,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",12,0.054976,0.004543999999999999,0.005152
libra,UNATTRIBUTED,KERNEL,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)",12,0.11014399999999999,0.009184,0.009568
libra,UNATTRIBUTED,KERNEL,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator ()(at::TensorIterator &)::[lambda(long, long) (instance 1)]>, unsigned int, long, (int)4, (int)4>>(T3)",12,0.036864,0.003088,0.003424
libra,UNATTRIBUTED,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",24,0.038977,0.0016164999999999999,0.002048
libra,UNATTRIBUTED,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",12,0.024352,0.002016,0.002272
libra,UNATTRIBUTED,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",12,0.040672,0.003392,0.003488
libra,UNATTRIBUTED,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)",12,0.021024,0.001696,0.002016
libra,UNATTRIBUTED,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<long>, std::array<char *, (unsigned long)3>>(int, T2, T3)",12,0.018464,0.00152,0.001664
libra,UNATTRIBUTED,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)",6,0.0073279999999999994,0.001168,0.001344
libra,UNATTRIBUTED,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",12,0.01504,0.00128,0.001344
libra,UNATTRIBUTED,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)",36,0.166816,0.001504,0.011232
libra,UNATTRIBUTED,KERNEL,"void flashinfer::norm::FusedAddRMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",12,0.117505,0.009744,0.010464
libra,UNATTRIBUTED,KERNEL,"void sglang::cross_device_reduce_1stage<__nv_bfloat16, (int)4>(sglang::RankData *, sglang::RankSignals, sglang::Signal *, T1 *, int, int)",12,1.378276,0.1409445,0.186016
libra,UNATTRIBUTED,KERNEL,write_req_to_token_pool_triton,12,0.02736,0.002256,0.002496
libra,UNATTRIBUTED,MEMCPY,MEMCPY,216,0.222913,0.0008,0.002368
libra,cub::DeviceScan::InclusiveScan,KERNEL,"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>>(T1, int)",12,0.016928000000000002,0.001312,0.0016
libra,cub::DeviceScan::InclusiveScan,KERNEL,"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, (bool)1>>(T1, int)",36,0.05408,0.00152,0.001792
libra,cub::DeviceScan::InclusiveScan,KERNEL,"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::DeviceScanPolicy<int, std::plus<int>>::Policy900, const int *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, std::plus<int>, at_cuda_detail::cub::NullType, int, int>(T2, T3, T4, int, T5, T6, T7)",12,0.024352,0.002032,0.00224
