rank,case,rep,policy,stage,cpu_nvtx_union_ms,gpu_activity_union_ms,gpu_kernel_sum_ms,memcpy_sum_ms,activity_count
2,0,0,libra,ncclReduceScatter,0.169026,0.0,0.0,0.0,0
3,0,0,libra,Attention,30.520618,16.291271,16.291271,0.0,517
3,0,0,libra,Attention_first,0.563456,0.347585,0.347585,0.0,11
3,0,0,libra,Combine,14.885984,0.438528,0.438528,0.0,47
3,0,0,libra,Combine_first,0.190725,0.0,0.0,0.0,0
3,0,0,libra,Copy Buffer,6.501233,10.418313,0.0,10.418313,184
3,0,0,libra,Copy Buffer_first,0.090376,0.242528,0.0,0.242528,4
3,0,0,libra,Dispatch,44.323419,5.355749,3.801317,1.554528,748
3,0,0,libra,Dispatch_first,0.504324,0.065664,0.042496,0.023168,5
3,0,0,libra,MoE Local,30.122925,20.616363,20.616363,0.0,423
3,0,0,libra,MoE Remote,37.335671,39.83749,39.759026,0.07846399999999999,564
3,0,0,libra,MoE_first,0.871786,1.143553,1.143553,0.0,13
3,0,0,libra,Postprocess,8.649036,0.58432,0.58432,0.0,94
3,0,0,libra,Postprocess_first,0.18898,0.011168,0.011168,0.0,2
3,0,0,libra,Prefetch,33.043115,8.149608,0.0,8.149608,518
3,0,0,libra,Prefetch_first,1.008521,0.41296,0.13984,0.27312,19
3,0,0,libra,RMSNorm,13.068999,0.852416,0.773824,0.078592,235
3,0,0,libra,RMSNorm_first,0.058209,0.006016,0.006016,0.0,1
3,0,0,libra,UNATTRIBUTED,0.0,0.329984,0.31184,0.018144,47
3,0,0,libra,cub::DeviceScan::InclusiveScan,0.106922,0.014112,0.014112,0.0,8
3,0,0,libra,forward_mid,281.681146,19.526987,16.028233,3.498754,793
3,0,0,libra,forward_mid_first,3.572128,0.0,0.0,0.0,0
3,0,0,libra,ncclAllGather,1.879541,15.912905,15.912905,0.0,49
3,0,0,libra,ncclAllReduce,2.132671,25.930258,25.930258,0.0,48
3,0,0,libra,ncclReduceScatter,0.166287,0.0,0.0,0.0,0
0,0,0,vanilla,Attention,25.79129,16.611625,16.611625,0.0,528
0,0,0,vanilla,Combine,10.222834,1.10103,0.0,1.10103,48
0,0,0,vanilla,Dispatch,19.200961,2.001987,2.003011,0.0,192
0,0,0,vanilla,MoE,36.261321,51.234666,51.234666,0.0,624
0,0,0,vanilla,Postprocess,4.602926,0.538145,0.538145,0.0,96
0,0,0,vanilla,RMSNorm,3.045059,0.562177,0.478913,0.083264,96
0,0,0,vanilla,UNATTRIBUTED,0.0,0.202146,0.183778,0.018368,49
0,0,0,vanilla,cub::DeviceScan::InclusiveScan,0.086535,0.01344,0.01344,0.0,8
0,0,0,vanilla,forward_ori,99.661364,0.0,0.0,0.0,0
0,0,0,vanilla,ncclAllGather,1.717912,7.803705,7.803705,0.0,49
0,0,0,vanilla,ncclAllReduce,1.748943,26.16756,26.16756,0.0,48
0,0,0,vanilla,ncclReduceScatter,0.142413,0.0,0.0,0.0,0
1,0,0,vanilla,Attention,26.360407,16.591288,16.591288,0.0,528
1,0,0,vanilla,Combine,10.600643,1.090369,0.0,1.090369,48
1,0,0,vanilla,Dispatch,19.908434,2.092187,2.093147,0.0,192
1,0,0,vanilla,MoE,37.067239,53.112721,53.112721,0.0,624
1,0,0,vanilla,Postprocess,4.764552,0.540704,0.540704,0.0,96
1,0,0,vanilla,RMSNorm,3.163525,0.563042,0.479874,0.083168,96
1,0,0,vanilla,UNATTRIBUTED,0.0,0.206432,0.188256,0.018176,47
1,0,0,vanilla,cub::DeviceScan::InclusiveScan,0.095588,0.013824,0.013824,0.0,8
1,0,0,vanilla,forward_ori,102.465758,0.0,0.0,0.0,0
1,0,0,vanilla,ncclAllGather,1.756848,7.945425,7.945425,0.0,49
1,0,0,vanilla,ncclAllReduce,1.812449,24.177001,24.177001,0.0,48
1,0,0,vanilla,ncclReduceScatter,0.137664,0.0,0.0,0.0,0
3,0,0,vanilla,Attention,27.518435,16.568261,16.568261,0.0,528
3,0,0,vanilla,Combine,10.901491,1.066209,0.0,1.066209,48
3,0,0,vanilla,Dispatch,20.67389,2.058011,2.058587,0.0,192
3,0,0,vanilla,MoE,39.373913,52.346523,52.346523,0.0,624
3,0,0,vanilla,Postprocess,4.865346,0.435329,0.435329,0.0,96
3,0,0,vanilla,RMSNorm,3.317861,0.558144,0.47504,0.083104,96
3,0,0,vanilla,UNATTRIBUTED,0.0,0.203232,0.184672,0.01856,47
3,0,0,vanilla,cub::DeviceScan::InclusiveScan,0.126391,0.014272,0.014272,0.0,8
3,0,0,vanilla,forward_ori,107.201596,0.0,0.0,0.0,0
3,0,0,vanilla,ncclAllGather,1.994219,5.773635,5.773635,0.0,49
3,0,0,vanilla,ncclAllReduce,1.935636,8.998085,8.998085,0.0,48
3,0,0,vanilla,ncclReduceScatter,0.150784,0.0,0.0,0.0,0
2,0,0,vanilla,Attention,26.380074,16.620302,16.620302,0.0,528
2,0,0,vanilla,Combine,9.964768,1.07818,0.0,1.07818,48
2,0,0,vanilla,Dispatch,19.943328,2.110659,2.112259,0.0,192
2,0,0,vanilla,MoE,37.093442,52.889502,52.889502,0.0,624
2,0,0,vanilla,Postprocess,4.769068,0.518308,0.518308,0.0,96
2,0,0,vanilla,RMSNorm,3.257722,0.564161,0.480673,0.083488,96
2,0,0,vanilla,UNATTRIBUTED,0.0,0.206785,0.18640099999999998,0.020384,47
2,0,0,vanilla,cub::DeviceScan::InclusiveScan,0.100763,0.01408,0.01408,0.0,8
2,0,0,vanilla,forward_ori,101.982359,0.0,0.0,0.0,0
2,0,0,vanilla,ncclAllGather,1.838924,7.773443,7.773443,0.0,49
2,0,0,vanilla,ncclAllReduce,1.859912,24.177554,24.177554,0.0,48
2,0,0,vanilla,ncclReduceScatter,0.132024,0.0,0.0,0.0,0
0,0,1,vanilla,Attention,25.723685,16.58621,16.58621,0.0,528
0,0,1,vanilla,Combine,9.702481,1.099429,0.0,1.099429,48
0,0,1,vanilla,Dispatch,20.340343,2.002812,2.00438,0.0,192
0,0,1,vanilla,MoE,36.114793,51.326602,51.326602,0.0,624
0,0,1,vanilla,Postprocess,4.523288,0.539329,0.539329,0.0,96
0,0,1,vanilla,RMSNorm,2.99786,0.561506,0.478722,0.082784,96
0,0,1,vanilla,UNATTRIBUTED,0.0,0.203809,0.18537700000000001,0.018432,49
0,0,1,vanilla,cub::DeviceScan::InclusiveScan,0.089789,0.013536,0.013536,0.0,8
0,0,1,vanilla,forward_ori,99.925569,0.0,0.0,0.0,0
0,0,1,vanilla,ncclAllGather,1.680388,6.739932,6.739932,0.0,49
0,0,1,vanilla,ncclAllReduce,1.731313,27.547658,27.547658,0.0,48
0,0,1,vanilla,ncclReduceScatter,0.122275,0.0,0.0,0.0,0
2,0,1,vanilla,Attention,26.176519,16.633933,16.633933,0.0,528
2,0,1,vanilla,Combine,9.878887,1.077449,0.0,1.077449,48
2,0,1,vanilla,Dispatch,20.229236,2.109061,2.110085,0.0,192
2,0,1,vanilla,MoE,36.88561,52.791676,52.791676,0.0,624
2,0,1,vanilla,Postprocess,4.731325,0.526849,0.526849,0.0,96
2,0,1,vanilla,RMSNorm,3.150328,0.564357,0.480581,0.083776,96
2,0,1,vanilla,UNATTRIBUTED,0.0,0.205185,0.186561,0.018623999999999998,47
2,0,1,vanilla,cub::DeviceScan::InclusiveScan,0.095615,0.013664,0.013663999999999999,0.0,8
2,0,1,vanilla,forward_ori,101.561246,0.0,0.0,0.0,0
2,0,1,vanilla,ncclAllGather,1.791762,6.459098,6.459098,0.0,49
2,0,1,vanilla,ncclAllReduce,1.821769,25.369591,25.369591,0.0,48
2,0,1,vanilla,ncclReduceScatter,0.139129,0.0,0.0,0.0,0
1,0,1,vanilla,Attention,26.301478,16.616217,16.616217,0.0,528
1,0,1,vanilla,Combine,10.475707,1.080416,0.0,1.080416,48
1,0,1,vanilla,Dispatch,19.562461,2.08848,2.088992,0.0,192
1,0,1,vanilla,MoE,36.988227,53.045716,53.045716,0.0,624
1,0,1,vanilla,Postprocess,4.760515,0.551203,0.551203,0.0,96
1,0,1,vanilla,RMSNorm,3.117228,0.56688,0.483584,0.083296,96
1,0,1,vanilla,UNATTRIBUTED,0.0,0.204704,0.186272,0.018432,47
1,0,1,vanilla,cub::DeviceScan::InclusiveScan,0.086633,0.013344,0.013344,0.0,8
1,0,1,vanilla,forward_ori,101.733414,0.0,0.0,0.0,0
1,0,1,vanilla,ncclAllGather,1.744369,6.630568,6.630568,0.0,49
1,0,1,vanilla,ncclAllReduce,1.818145,25.3051,25.3051,0.0,48
1,0,1,vanilla,ncclReduceScatter,0.13362,0.0,0.0,0.0,0
3,0,1,vanilla,Attention,27.793567,16.58708,16.58708,0.0,528
3,0,1,vanilla,Combine,10.729927,1.078048,0.0,1.078048,48
3,0,1,vanilla,Dispatch,21.011881,2.060764,2.061852,0.0,192
3,0,1,vanilla,MoE,40.021649,52.426622,52.426622,0.0,624
3,0,1,vanilla,Postprocess,5.008719,0.433344,0.433344,0.0,96
3,0,1,vanilla,RMSNorm,3.254316,0.562496,0.4784,0.084096,96
3,0,1,vanilla,UNATTRIBUTED,0.0,0.217792,0.19936,0.018432,47
3,0,1,vanilla,cub::DeviceScan::InclusiveScan,0.105923,0.01472,0.01472,0.0,8
3,0,1,vanilla,forward_ori,108.357916,0.0,0.0,0.0,0
3,0,1,vanilla,ncclAllGather,2.144672,5.948546,5.948546,0.0,49
3,0,1,vanilla,ncclAllReduce,1.90633,9.811941,9.811941,0.0,48
3,0,1,vanilla,ncclReduceScatter,0.135468,0.0,0.0,0.0,0
1,0,1,libra,Attention,28.385846,16.310618,16.310618,0.0,517
1,0,1,libra,Attention_first,0.537779,0.347648,0.347648,0.0,11
1,0,1,libra,Combine,13.403467,0.535136,0.535136,0.0,47
1,0,1,libra,Combine_first,0.213514,0.0,0.0,0.0,0
1,0,1,libra,Copy Buffer,5.83492,10.270508,0.0,10.270508,184
1,0,1,libra,Copy Buffer_first,0.092343,0.216865,0.0,0.21686499999999997,4
1,0,1,libra,Dispatch,40.157368,5.84673,4.132549,1.716805,748
1,0,1,libra,Dispatch_first,0.489727,0.067616,0.043584,0.024032,5
1,0,1,libra,MoE Local,27.479172,22.365026,22.365026,0.0,423
1,0,1,libra,MoE Remote,33.659555,38.084865,38.006145000000004,0.07872,564
1,0,1,libra,MoE_first,0.824902,1.102947,1.1029470000000001,0.0,13
1,0,1,libra,Postprocess,7.846939,0.506817,0.506817,0.0,94
1,0,1,libra,Postprocess_first,0.183566,0.01008,0.010079999999999999,0.0,2
1,0,1,libra,Prefetch,32.695358,10.287149,0.0,10.287149,638
1,0,1,libra,Prefetch_first,0.837659,0.204832,0.100832,0.104,11
1,0,1,libra,RMSNorm,11.240698,0.830304,0.744992,0.085312,235
1,0,1,libra,RMSNorm_first,0.054425,0.006112,0.006112,0.0,1
1,0,1,libra,UNATTRIBUTED,0.0,0.351168,0.332224,0.018944,47
1,0,1,libra,cub::DeviceScan::InclusiveScan,0.09186,0.013696,0.013696,0.0,8
1,0,1,libra,forward_mid,260.175483,29.640336,26.179913,3.460423,793
1,0,1,libra,forward_mid_first,3.340879,0.0,0.0,0.0,0
1,0,1,libra,ncclAllGather,1.778936,27.332429,27.332429,0.0,49
1,0,1,libra,ncclAllReduce,2.061902,27.199692,27.199692,0.0,48
1,0,1,libra,ncclReduceScatter,0.157542,0.0,0.0,0.0,0
0,0,1,libra,Attention,27.90464,16.297024,16.297024,0.0,517
0,0,1,libra,Attention_first,0.533284,0.348065,0.348065,0.0,11
0,0,1,libra,Combine,13.080991,0.491745,0.491745,0.0,47
0,0,1,libra,Combine_first,0.189289,0.0,0.0,0.0,0
0,0,1,libra,Copy Buffer,5.947046,9.974917,0.0,9.974917,184
0,0,1,libra,Copy Buffer_first,0.094442,0.231329,0.0,0.231329,4
0,0,1,libra,Dispatch,40.73345,6.009392,4.195303,1.8194649999999999,748
0,0,1,libra,Dispatch_first,0.491962,0.064897,0.041375999999999996,0.023553,5
0,0,1,libra,MoE Local,27.050638,22.52105,22.52105,0.0,423
0,0,1,libra,MoE Remote,33.253573,38.263405,38.183917,0.079488,564
0,0,1,libra,MoE_first,0.80812,1.035428,1.035428,0.0,13
0,0,1,libra,Postprocess,7.550102,0.492385,0.492385,0.0,94
0,0,1,libra,Postprocess_first,0.185391,0.010112,0.010112,0.0,2
0,0,1,libra,Prefetch,30.220362,8.213119,0.0,8.213119,512
0,0,1,libra,Prefetch_first,1.057571,0.316001,0.069536,0.246465,21
0,0,1,libra,RMSNorm,11.176796,0.830565,0.754308,0.076257,235
0,0,1,libra,RMSNorm_first,0.05444,0.006112,0.006112,0.0,1
0,0,1,libra,UNATTRIBUTED,0.0,0.384705,0.366305,0.0184,49
0,0,1,libra,cub::DeviceScan::InclusiveScan,0.089897,0.014464,0.014464,0.0,8
0,0,1,libra,forward_mid,260.14969,35.170155,31.659743,3.510412,793
0,0,1,libra,forward_mid_first,3.515814,0.0,0.0,0.0,0
0,0,1,libra,ncclAllGather,1.739768,33.519615,33.519615,0.0,49
0,0,1,libra,ncclAllReduce,1.949686,31.616282,31.616281999999998,0.0,48
0,0,1,libra,ncclReduceScatter,0.162707,0.0,0.0,0.0,0
2,0,1,libra,Attention,28.254504,16.341668,16.341668,0.0,517
2,0,1,libra,Attention_first,0.550553,0.349922,0.349922,0.0,11
2,0,1,libra,Combine,13.729605,0.509921,0.509921,0.0,47
2,0,1,libra,Combine_first,0.186512,0.0,0.0,0.0,0
2,0,1,libra,Copy Buffer,6.089719,10.275024,0.0,10.275024,184
2,0,1,libra,Copy Buffer_first,0.099118,0.239361,0.0,0.23936100000000002,4
2,0,1,libra,Dispatch,40.031064,5.755232,4.144508,1.613028,748
2,0,1,libra,Dispatch_first,0.498118,0.067041,0.043456999999999996,0.02368,5
2,0,1,libra,MoE Local,27.487785,21.521222,21.521222,0.0,423
2,0,1,libra,MoE Remote,33.451251,39.289827,39.210145,0.079682,564
2,0,1,libra,MoE_first,0.832111,1.210885,1.210885,0.0,13
2,0,1,libra,Postprocess,7.764237,0.491714,0.491714,0.0,94
2,0,1,libra,Postprocess_first,0.184074,0.010177,0.010177,0.0,2
2,0,1,libra,Prefetch,31.210745,8.207785,0.0,8.207785,502
2,0,1,libra,Prefetch_first,1.008561,0.265602,0.123361,0.142241,13
2,0,1,libra,RMSNorm,12.095434,0.834083,0.748387,0.085696,235
2,0,1,libra,RMSNorm_first,0.05794,0.00608,0.00608,0.0,1
2,0,1,libra,UNATTRIBUTED,0.0,0.364835,0.346243,0.018592,47
2,0,1,libra,cub::DeviceScan::InclusiveScan,0.099233,0.014144,0.014144,0.0,8
2,0,1,libra,forward_mid,259.946551,28.902443,25.512023,3.39042,793
2,0,1,libra,forward_mid_first,3.527711,0.0,0.0,0.0,0
2,0,1,libra,ncclAllGather,1.796102,26.926304,26.926304000000002,0.0,49
2,0,1,libra,ncclAllReduce,1.973985,27.70756,27.70756,0.0,48
2,0,1,libra,ncclReduceScatter,0.160085,0.0,0.0,0.0,0
3,0,1,libra,Attention,30.661569,16.308169,16.308169,0.0,517
3,0,1,libra,Attention_first,0.540657,0.348,0.348,0.0,11
3,0,1,libra,Combine,14.692468,0.433793,0.433793,0.0,47
3,0,1,libra,Combine_first,0.194615,0.0,0.0,0.0,0
3,0,1,libra,Copy Buffer,6.678311,10.4345,0.0,10.4345,184
3,0,1,libra,Copy Buffer_first,0.095184,0.237601,0.0,0.237601,4
3,0,1,libra,Dispatch,44.094011,5.249889,3.720288,1.529601,748
3,0,1,libra,Dispatch_first,0.482345,0.065632,0.042272000000000004,0.02336,5
3,0,1,libra,MoE Local,29.284613,20.458792,20.458792,0.0,423
3,0,1,libra,MoE Remote,35.096759,39.9629,39.884052,0.078848,564
3,0,1,libra,MoE_first,0.840436,1.141984,1.141984,0.0,13
3,0,1,libra,Postprocess,8.339213,0.675903,0.675903,0.0,94
3,0,1,libra,Postprocess_first,0.183121,0.011264,0.011264,0.0,2
3,0,1,libra,Prefetch,32.512305,8.115747,0.0,8.115747,518
3,0,1,libra,Prefetch_first,1.052955,0.345152,0.109408,0.235744,19
3,0,1,libra,RMSNorm,13.201741,0.858977,0.781537,0.07744,235
3,0,1,libra,RMSNorm_first,0.056237,0.006048,0.006048,0.0,1
3,0,1,libra,UNATTRIBUTED,0.0,0.2024,0.183584,0.018816,47
3,0,1,libra,cub::DeviceScan::InclusiveScan,0.098362,0.014112,0.014112,0.0,8
3,0,1,libra,forward_mid,259.281956,5.597249,2.095777,3.501472,793
3,0,1,libra,forward_mid_first,3.575003,0.0,0.0,0.0,0
3,0,1,libra,ncclAllGather,2.124699,6.731908,6.731908,0.0,49
3,0,1,libra,ncclAllReduce,2.077171,16.541609,16.541609,0.0,48
3,0,1,libra,ncclReduceScatter,0.16039,0.0,0.0,0.0,0
0,0,2,vanilla,Attention,25.523774,16.590945,16.590945,0.0,528
0,0,2,vanilla,Combine,10.540083,1.096258,0.0,1.096258,48
0,0,2,vanilla,Dispatch,19.195747,2.00994,2.011316,0.0,192
0,0,2,vanilla,MoE,35.821039,51.281068,51.281068,0.0,624
0,0,2,vanilla,Postprocess,4.591654,0.538434,0.538434,0.0,96
0,0,2,vanilla,RMSNorm,3.014943,0.560068,0.477604,0.082464,96
0,0,2,vanilla,UNATTRIBUTED,0.0,0.204,0.18579199999999998,0.018208000000000002,49
0,0,2,vanilla,cub::DeviceScan::InclusiveScan,0.086799,0.014912,0.014912,0.0,8
0,0,2,vanilla,forward_ori,99.214993,0.0,0.0,0.0,0
0,0,2,vanilla,ncclAllGather,1.712588,6.596503,6.596503,0.0,49
0,0,2,vanilla,ncclAllReduce,1.72932,26.286023,26.286023,0.0,48
0,0,2,vanilla,ncclReduceScatter,0.128534,0.0,0.0,0.0,0
1,0,2,vanilla,Attention,26.327806,16.608282,16.608282,0.0,528
1,0,2,vanilla,Combine,9.994501,1.07885,0.0,1.07885,48
1,0,2,vanilla,Dispatch,19.515047,2.086269,2.087293,0.0,192
1,0,2,vanilla,MoE,36.887201,53.039059,53.039059,0.0,624
1,0,2,vanilla,Postprocess,4.752123,0.55501,0.55501,0.0,96
1,0,2,vanilla,RMSNorm,3.156167,0.5664,0.483904,0.082496,96
1,0,2,vanilla,UNATTRIBUTED,0.0,0.201504,0.182976,0.018528,47
1,0,2,vanilla,cub::DeviceScan::InclusiveScan,0.0944,0.013888,0.013888,0.0,8
1,0,2,vanilla,forward_ori,101.189747,0.0,0.0,0.0,0
1,0,2,vanilla,ncclAllGather,1.707388,6.537897,6.537897,0.0,49
1,0,2,vanilla,ncclAllReduce,1.798998,23.214917,23.214917,0.0,48
1,0,2,vanilla,ncclReduceScatter,0.130835,0.0,0.0,0.0,0
2,0,2,vanilla,Attention,26.248955,16.619666,16.619666,0.0,528
2,0,2,vanilla,Combine,9.81497,1.06554,0.0,1.06554,48
2,0,2,vanilla,Dispatch,19.56707,2.107752,2.10868,0.0,192
2,0,2,vanilla,MoE,36.804998,52.806944,52.806944,0.0,624
2,0,2,vanilla,Postprocess,4.705259,0.526849,0.526849,0.0,96
2,0,2,vanilla,RMSNorm,3.179928,0.563202,0.479169,0.084033,96
2,0,2,vanilla,UNATTRIBUTED,0.0,0.203489,0.184929,0.01856,47
2,0,2,vanilla,cub::DeviceScan::InclusiveScan,0.100162,0.014144,0.014144,0.0,8
2,0,2,vanilla,forward_ori,100.842764,0.0,0.0,0.0,0
2,0,2,vanilla,ncclAllGather,1.73832,6.431964,6.431964,0.0,49
2,0,2,vanilla,ncclAllReduce,1.805939,23.690159,23.690159,0.0,48
2,0,2,vanilla,ncclReduceScatter,0.13108,0.0,0.0,0.0,0
3,0,2,vanilla,Attention,27.932226,16.575338,16.578986,0.0,528
3,0,2,vanilla,Combine,10.172541,1.069408,0.0,1.069408,48
3,0,2,vanilla,Dispatch,21.349893,2.061403,2.062427,0.0,192
3,0,2,vanilla,MoE,39.16393,52.450013,52.450013,0.0,624
3,0,2,vanilla,Postprocess,4.819114,0.431553,0.431553,0.0,96
3,0,2,vanilla,RMSNorm,3.285117,0.561856,0.477088,0.084768,96
3,0,2,vanilla,UNATTRIBUTED,0.0,0.200416,0.181888,0.018528,47
3,0,2,vanilla,cub::DeviceScan::InclusiveScan,0.096351,0.014016,0.014016,0.0,8
3,0,2,vanilla,forward_ori,107.222101,0.0,0.0,0.0,0
3,0,2,vanilla,ncclAllGather,1.86118,5.741347,5.741347,0.0,49
3,0,2,vanilla,ncclAllReduce,1.929753,9.377795,9.377795,0.0,48
3,0,2,vanilla,ncclReduceScatter,0.153446,0.0,0.0,0.0,0
1,0,2,libra,Attention,28.472202,16.300473,16.300473,0.0,517
1,0,2,libra,Attention_first,0.560241,0.346881,0.346881,0.0,11
1,0,2,libra,Combine,14.346634,0.528865,0.528865,0.0,47
1,0,2,libra,Combine_first,0.194557,0.0,0.0,0.0,0
1,0,2,libra,Copy Buffer,5.86349,10.245321,0.0,10.245321,184
1,0,2,libra,Copy Buffer_first,0.088463,0.219904,0.0,0.219904,4
1,0,2,libra,Dispatch,39.780954,6.050027,4.328841,1.728674,748
1,0,2,libra,Dispatch_first,0.516025,0.066304,0.043264,0.02304,5
1,0,2,libra,MoE Local,27.474249,22.416581,22.416581,0.0,423
1,0,2,libra,MoE Remote,33.585888,38.096515,38.017923,0.078592,564
1,0,2,libra,MoE_first,1.177329,1.111586,1.111586,0.0,13
1,0,2,libra,Postprocess,7.733953,0.507361,0.507361,0.0,94
1,0,2,libra,Postprocess_first,0.179253,0.010145,0.010145000000000001,0.0,2
1,0,2,libra,Prefetch,33.008388,10.192433,0.0,10.192433,638
1,0,2,libra,Prefetch_first,0.845342,0.18528,0.083552,0.101728,11
1,0,2,libra,RMSNorm,11.068113,0.83101,0.746082,0.084928,235
1,0,2,libra,RMSNorm_first,0.056419,0.005984,0.005984,0.0,1
1,0,2,libra,UNATTRIBUTED,0.0,0.34941,0.331361,0.018049,47
1,0,2,libra,cub::DeviceScan::InclusiveScan,0.088086,0.013376,0.013375999999999999,0.0,8
1,0,2,libra,forward_mid,260.95417,29.999957,26.616753,3.383204,793
1,0,2,libra,forward_mid_first,3.724581,0.0,0.0,0.0,0
1,0,2,libra,ncclAllGather,1.775853,28.197833,28.197833,0.0,49
