lag,phase,layer_group,token_pairs,wave_pairs,ordered_expert_agreement,topk_set_agreement,topk_expert_overlap_fraction,destination_set_agreement,destination_overlap_fraction,rank_load_cosine,critical_rank_persistence,topk_weight_cosine
2,late,all,107136,3348,0.445198159348865,0.32770497311827956,0.7632600153076463,0.7056264934289128,0.9377481269912387,0.9942386806518146,0.8357228195937874,0.9891408779886479
2,late,early_layers,34560,1080,0.49906684027777776,0.37482638888888886,0.7928638599537037,0.7379629629629629,0.9435353973765431,0.9943260985517736,0.8138888888888889,0.9929411049156139
2,late,middle_layers,38016,1188,0.42259180345117847,0.30913299663299665,0.7602423979377104,0.6999684343434344,0.9383570952581368,0.9943973752484696,0.8602693602693603,0.9900984354207436
2,late,late_layers,34560,1080,0.4161964699074074,0.3010127314814815,0.7369755497685185,0.6795138888888889,0.9312909915123457,0.993976698695535,0.8305555555555556,0.9842873378863766
4,all,all,299584,9362,0.2594455978957488,0.15106948301644949,0.5828269366855373,0.5187726981414228,0.8930408499786371,0.984293956863664,0.7910702841273233,0.9830745436317615
4,all,early_layers,96640,3020,0.2886227235099338,0.1734271523178808,0.5817609168046357,0.5266245860927152,0.8909466404525387,0.977263299259705,0.747682119205298,0.9863237942735485
4,all,middle_layers,106304,3322,0.2441806046809151,0.14089780252859724,0.5837056931065623,0.5136777543648404,0.8943595725466587,0.9886035020211701,0.827212522576761,0.9844650965534971
4,all,late_layers,96640,3020,0.24705996481788078,0.13990066225165562,0.5829263245033113,0.5165252483443709,0.8936844646799116,0.9865841147943666,0.7947019867549668,0.9782956847760653
4,early,all,122016,3813,0.17347315106215577,0.070105559926567,0.5028561827956989,0.4301485051140834,0.8724450072121689,0.980212598926149,0.8061893522161028,0.9812273517673078
4,early,early_layers,39360,1230,0.195874618902439,0.08607723577235772,0.49253048780487807,0.43066565040650406,0.867848069105691,0.9693678453312681,0.7658536585365854,0.9843229277634887
4,early,middle_layers,43296,1353,0.1571565502586844,0.06044438285291944,0.4959580561714708,0.4185606060606061,0.8721090477950234,0.9866127652245629,0.8381374722838137,0.9818953147360399
4,early,late_layers,39360,1230,0.16901994410569104,0.06476117886178862,0.5207698170731707,0.4423780487804878,0.8774115006775067,0.9840171695927745,0.8113821138211382,0.9773970165055215
4,middle,all,117056,3658,0.28906463572990704,0.18162247129579004,0.6032668124658284,0.545303102788409,0.8991629362584289,0.9847128880223182,0.7698195735374521,0.9832874474071369
4,middle,early_layers,37760,1180,0.319140625,0.20746822033898304,0.6003608315677966,0.5520921610169491,0.8966476871468926,0.9784974543016376,0.711864406779661,0.9864218706675505
4,middle,middle_layers,41536,1298,0.27530937018489987,0.17069530046224962,0.6103771427195686,0.5452860169491526,0.9016997303543913,0.9887280336473674,0.8174114021571649,0.9850521637829959
4,middle,late_layers,37760,1180,0.274119438559322,0.16779661016949152,0.5983514300847458,0.5385328389830508,0.8988877118644067,0.9865116615554442,0.7754237288135594,0.9782118361332786
4,late,all,60512,1891,0.3755040322580645,0.25522210470650447,0.7045400085933369,0.6461528291909043,0.922727447999295,0.9917131888242081,0.8016922263352724,0.9863873625470652
4,late,early_layers,19520,610,0.4166047643442623,0.28370901639344265,0.7257044057377049,0.6708504098360656,0.9264941939890711,0.9907962589031422,0.780327868852459,0.9901686068349441
4,late,middle_layers,21472,671,0.3594390368852459,0.24548248882265275,0.7090455011177347,0.6443274962742176,0.9250263909587679,0.9923767133997179,0.8241430700447094,0.9885111495119626
4,late,late_layers,19520,610,0.3520747950819672,0.23744877049180327,0.6784195696721311,0.6234631147540983,0.9164318647540983,0.9919002417122131,0.7983606557377049,0.9802699525977989
8,all,all,185504,5797,0.16869582327065724,0.07763174918061067,0.4607063729084009,0.4150099189235812,0.865079728739003,0.9713040741178627,0.7220976367086424,0.9765487961350268
8,all,early_layers,59840,1870,0.1799277239304813,0.08856951871657753,0.4333911263368984,0.40299131016042783,0.8571287321746881,0.955437368903569,0.6529411764705882,0.979525555366461
8,all,middle_layers,65824,2057,0.1672832097715119,0.07647666504618376,0.48314634479824986,0.4275188381137579,0.8712209832280019,0.9822750170975553,0.7856101118133204,0.9811359652629105
8,all,late_layers,59840,1870,0.15901779745989306,0.06796457219251337,0.4633376504010695,0.4132687165775401,0.8662753453654188,0.9751027420544947,0.7213903743315508,0.9685261508629204
8,early,all,113088,3534,0.1297418824278438,0.04658319185059423,0.41438304683078664,0.36816461516694965,0.8539264407658932,0.966903171813485,0.7348613469156763,0.9754080419793902
8,early,early_layers,36480,1140,0.13404605263157895,0.05317982456140351,0.37633977521929823,0.34876644736842105,0.8432680007309941,0.9472116457492679,0.6719298245614035,0.9780694332022808
8,early,middle_layers,40128,1254,0.13013045753588517,0.044906299840510366,0.4385778010366826,0.3789872408293461,0.8596761197501328,0.9802775732479628,0.7926634768740032,0.979977659549879
8,early,late_layers,36480,1140,0.12501027960526315,0.04183114035087719,0.42581208881578947,0.3756578947368421,0.8582602339181287,0.9718828562997764,0.7342105263157894,0.9677200714289619
8,middle,all,65472,2046,0.226745784457478,0.12506109481915934,0.5273819342619745,0.4828476295210166,0.8813449515314434,0.9773582643616877,0.7023460410557185,0.9782009024686478
8,middle,early_layers,21120,660,0.2453598484848485,0.14005681818181817,0.5111091382575758,0.47821969696969696,0.8764283459595958,0.9664452059988047,0.6121212121212121,0.9814818311144006
8,middle,middle_layers,23232,726,0.2234418044077135,0.12538739669421486,0.5488388860192838,0.49892389807162535,0.888332902892562,0.9851905322552171,0.7796143250688705,0.9828151893460759
8,middle,late_layers,21120,660,0.21176609848484848,0.1097064393939394,0.5200520833333333,0.46979166666666666,0.8785748106060606,0.9796558280416884,0.7075757575757575,0.9698442582577241
8,late,all,6944,217,0.2557603686635945,0.13608870967741934,0.5864595334101382,0.5383064516129032,0.8933611751152074,0.9858935464902373,0.7004608294930875,0.9795497898098235
8,late,early_layers,2240,70,0.31021205357142856,0.17946428571428572,0.6297433035714286,0.5767857142857142,0.9008928571428572,0.9856109676613948,0.7285714285714285,0.984794659273965
8,late,middle_layers,2464,77,0.24284699675324675,0.12946428571428573,0.5895900974025974,0.5446428571428571,0.8978963744588746,0.9873156740186788,0.7272727272727273,0.9841671169481494
8,late,late_layers,2240,70,0.21551339285714285,0.1,0.5397321428571429,0.4928571428571429,0.8808407738095236,0.9846117850377945,0.6428571428571429,0.9692258604935238
