workload,repeat,layer,ep_rank,N,active_experts,Q,tail_count,padded_rows,padding_amplification,tail_oracle_speedup,expert_ms
L128_B1,1,11,0,229,22,22,22,2587,12.296943231441048,1.0148783876642888,0.6503679752349854
L128_B1,1,12,0,291,22,22,22,2525,9.676975945017182,1.010188991098517,0.6529600024223328
L128_B1,1,13,0,226,25,25,25,2974,14.15929203539823,1.0178171115924233,0.6752319931983948
L128_B1,1,14,0,352,24,24,24,2720,8.727272727272727,1.0132959838065385,0.6393280029296875
L128_B1,1,15,0,102,18,18,18,2202,22.58823529411765,1.0204191865356804,0.5968000292778015
L128_B1,1,16,0,255,21,21,21,2433,10.541176470588235,1.0165814965547946,0.6391680240631104
L128_B1,1,17,0,297,19,19,19,2135,8.188552188552189,1.012246548068707,0.5655679702758789
L128_B1,1,18,0,194,18,18,18,2110,11.876288659793815,1.0147056795564569,0.756447970867157
L128_B1,1,19,0,406,19,19,19,2026,5.990147783251231,1.0121786930895367,0.5755199790000916
L128_B1,1,20,0,210,14,14,14,1582,8.533333333333333,1.0125345395383152,0.499455988407135
L128_B1,1,21,0,99,14,14,14,1693,18.1010101010101,1.0160997541981078,0.5073599815368652
L128_B1,1,22,0,290,24,24,24,2782,10.593103448275862,1.0119961160463224,0.6563199758529663
L128_B1,1,23,0,257,23,23,23,2687,11.455252918287938,1.0160996425817022,0.64656001329422
L128_B1,1,24,0,326,22,22,22,2490,8.63803680981595,1.0108332517156207,0.6107199788093567
L128_B1,1,25,0,178,24,24,24,2894,17.258426966292134,1.0172621201755565,0.7097600102424622
L128_B1,1,26,0,316,25,25,25,2884,10.126582278481013,1.0140652172269358,0.6645119786262512
L128_B1,1,27,0,134,17,17,17,2042,16.238805970149254,1.016881857478365,0.5359039902687073
L128_B1,1,28,0,228,21,21,21,2460,11.789473684210526,1.0158385127197596,0.6511039733886719
L128_B1,1,29,0,264,20,20,20,2296,9.696969696969697,1.0122227866775322,0.5939199924468994
L128_B1,1,30,0,171,22,22,22,2645,16.46783625730994,1.0176886990533767,0.6466559767723083
L128_B1,1,31,0,401,16,16,16,1647,5.107231920199501,1.0093947519809776,0.5379520058631897
L128_B1,1,32,0,213,17,17,17,1963,10.215962441314554,1.012729268285884,0.5953919887542725
L128_B1,1,33,0,130,15,15,15,1790,14.76923076923077,1.015654419704691,0.5406399965286255
L128_B1,1,34,0,303,23,23,23,2641,9.716171617161717,1.0143797881125114,0.6551679968833923
L128_B1,1,35,0,274,23,23,23,2670,10.744525547445255,1.0173182801036522,0.6689599752426147
L128_B1,1,36,0,340,22,22,22,2476,8.282352941176471,1.0106595637676614,0.6413120031356812
L128_B1,1,37,0,183,25,25,25,3017,17.48633879781421,1.0209043874019492,0.6960960030555725
L128_B1,1,38,0,248,23,23,23,2696,11.870967741935484,1.0127645711619855,0.6609600186347961
L128_B1,1,39,0,147,18,18,18,2157,15.673469387755102,1.015520117494768,0.5661759972572327
L128_B1,1,40,0,226,24,24,24,2846,13.5929203539823,1.0162320045049964,0.6696320176124573
L128_B1,1,41,0,257,19,19,19,2175,9.463035019455253,1.0142516608073906,0.5875840187072754
L128_B1,1,42,0,293,20,20,20,2267,8.737201365187714,1.010479747765268,0.6070719957351685
L128_B1,1,43,0,312,21,21,21,2376,8.615384615384615,1.0145894473655652,0.6136639714241028
L128_B1,1,44,0,239,19,19,19,2193,10.175732217573222,1.011700569033928,0.5874879956245422
L128_B1,1,45,0,324,20,20,20,2236,7.901234567901234,1.0158977252844401,0.6155200004577637
L128_B1,1,46,0,339,24,24,24,2733,9.061946902654867,1.0103203207233196,0.6393280029296875
L128_B1,1,47,0,275,20,20,20,2285,9.309090909090909,1.0108799183611044,0.6125119924545288
L128_B1,2,0,0,225,27,27,27,3231,15.36,1.0155842944966098,0.7228800058364868
L128_B1,2,1,0,314,31,31,31,3654,12.636942675159236,1.0150761167954039,0.7618560194969177
L128_B1,2,2,0,277,25,25,25,2923,11.552346570397113,1.0186371548884205,0.7259839773178101
L128_B1,2,3,0,314,28,28,28,3270,11.414012738853502,1.0126291471908004,0.7159039974212646
L128_B1,2,4,0,262,24,24,24,2810,11.725190839694656,1.0138884479137924,0.6560959815979004
L128_B1,2,5,0,263,21,21,21,2425,10.220532319391635,1.0133812776230788,0.6302719712257385
L128_B1,2,6,0,196,19,19,19,2236,12.408163265306122,1.0187838049561542,0.5835199952125549
L128_B1,2,7,0,376,20,20,20,2184,6.808510638297872,1.0156178783299195,0.6001279950141907
L128_B1,2,8,0,200,23,23,23,2744,14.72,1.0155818070490936,0.6442239880561829
L128_B1,2,9,0,111,14,14,14,1681,16.144144144144143,1.020273657457252,0.5352320075035095
L128_B1,2,10,0,361,23,23,23,2583,8.155124653739612,1.011565921964386,0.6502079963684082
L128_B1,2,11,0,229,22,22,22,2587,12.296943231441048,1.0148783876642888,0.6436480283737183
L128_B1,2,12,0,291,22,22,22,2525,9.676975945017182,1.010188991098517,0.660863995552063
L128_B1,2,13,0,226,25,25,25,2974,14.15929203539823,1.0178171115924233,0.6715840101242065
L128_B1,2,14,0,352,24,24,24,2720,8.727272727272727,1.0132959838065385,0.64656001329422
L128_B1,2,15,0,102,18,18,18,2202,22.58823529411765,1.0204191865356804,0.5652160048484802
L128_B1,2,16,0,255,21,21,21,2433,10.541176470588235,1.0165814965547946,0.6196159720420837
L128_B1,2,17,0,297,19,19,19,2135,8.188552188552189,1.012246548068707,0.582912027835846
L128_B1,2,18,0,194,18,18,18,2110,11.876288659793815,1.0147056795564569,0.572160005569458
L128_B1,2,19,0,406,19,19,19,2026,5.990147783251231,1.0121786930895367,0.5722879767417908
L128_B1,2,20,0,210,14,14,14,1582,8.533333333333333,1.0125345395383152,0.5002560019493103
L128_B1,2,21,0,99,14,14,14,1693,18.1010101010101,1.0160997541981078,0.5350720286369324
L128_B1,2,22,0,290,24,24,24,2782,10.593103448275862,1.0119961160463224,0.6562560200691223
L128_B1,2,23,0,257,23,23,23,2687,11.455252918287938,1.0160996425817022,0.643455982208252
L128_B1,2,24,0,326,22,22,22,2490,8.63803680981595,1.0108332517156207,0.5947840213775635
L128_B1,2,25,0,178,24,24,24,2894,17.258426966292134,1.0172621201755565,0.7008640170097351
L128_B1,2,26,0,316,25,25,25,2884,10.126582278481013,1.0140652172269358,0.7260800004005432
L128_B1,2,27,0,134,17,17,17,2042,16.238805970149254,1.016881857478365,0.5369279980659485
L128_B1,2,28,0,228,21,21,21,2460,11.789473684210526,1.0158385127197596,0.6213759779930115
L128_B1,2,29,0,264,20,20,20,2296,9.696969696969697,1.0122227866775322,0.6063680052757263
L128_B1,2,30,0,171,22,22,22,2645,16.46783625730994,1.0176886990533767,0.6139199733734131
L128_B1,2,31,0,401,16,16,16,1647,5.107231920199501,1.0093947519809776,0.5424000024795532
L128_B1,2,32,0,213,17,17,17,1963,10.215962441314554,1.012729268285884,0.5590720176696777
L128_B1,2,33,0,130,15,15,15,1790,14.76923076923077,1.015654419704691,0.5449920296669006
L128_B1,2,34,0,303,23,23,23,2641,9.716171617161717,1.0143797881125114,0.6590719819068909
L128_B1,2,35,0,274,23,23,23,2670,10.744525547445255,1.0173182801036522,0.6432639956474304
L128_B1,2,36,0,340,22,22,22,2476,8.282352941176471,1.0106595637676614,0.637503981590271
L128_B1,2,37,0,183,25,25,25,3017,17.48633879781421,1.0209043874019492,0.6760960221290588
L128_B1,2,38,0,248,23,23,23,2696,11.870967741935484,1.0127645711619855,0.6572800278663635
L128_B1,2,39,0,147,18,18,18,2157,15.673469387755102,1.015520117494768,0.5744320154190063
L128_B1,2,40,0,226,24,24,24,2846,13.5929203539823,1.0162320045049964,0.658240020275116
L128_B1,2,41,0,257,19,19,19,2175,9.463035019455253,1.0142516608073906,0.5883520245552063
L128_B1,2,42,0,293,20,20,20,2267,8.737201365187714,1.010479747765268,0.6380800008773804
L128_B1,2,43,0,312,21,21,21,2376,8.615384615384615,1.0145894473655652,0.6233919858932495
L128_B1,2,44,0,239,19,19,19,2193,10.175732217573222,1.011700569033928,0.5789759755134583
L128_B1,2,45,0,324,20,20,20,2236,7.901234567901234,1.0158977252844401,0.5968959927558899
L128_B1,2,46,0,339,24,24,24,2733,9.061946902654867,1.0103203207233196,0.6802560091018677
L128_B1,2,47,0,275,20,20,20,2285,9.309090909090909,1.0108799183611044,0.6018880009651184
L128_B4,0,0,0,225,27,27,27,3231,15.36,1.0155842944966098,0.7094079852104187
L128_B4,0,1,0,314,31,31,31,3654,12.636942675159236,1.0150761167954039,0.7411519885063171
L128_B4,0,2,0,277,25,25,25,2923,11.552346570397113,1.0186371548884205,0.7165120244026184
L128_B4,0,3,0,314,28,28,28,3270,11.414012738853502,1.0126291471908004,0.7380160093307495
L128_B4,0,4,0,262,24,24,24,2810,11.725190839694656,1.0138884479137924,0.6638079881668091
L128_B4,0,5,0,263,21,21,21,2425,10.220532319391635,1.0133812776230788,0.6349440217018127
L128_B4,0,6,0,196,19,19,19,2236,12.408163265306122,1.0187838049561542,0.5771520137786865
L128_B4,0,7,0,376,20,20,20,2184,6.808510638297872,1.0156178783299195,0.636352002620697
L128_B4,0,8,0,200,23,23,23,2744,14.72,1.0155818070490936,0.6384639739990234
L128_B4,0,9,0,111,14,14,14,1681,16.144144144144143,1.020273657457252,0.5162559747695923
L128_B4,0,10,0,361,23,23,23,2583,8.155124653739612,1.011565921964386,0.6223359704017639
L128_B4,0,11,0,229,22,22,22,2587,12.296943231441048,1.0148783876642888,0.6267200112342834
L128_B4,0,12,0,291,22,22,22,2525,9.676975945017182,1.010188991098517,0.666592001914978
L128_B4,0,13,0,226,25,25,25,2974,14.15929203539823,1.0178171115924233,0.6525760293006897
L128_B4,0,14,0,352,24,24,24,2720,8.727272727272727,1.0132959838065385,0.6618239879608154
L128_B4,0,15,0,102,18,18,18,2202,22.58823529411765,1.0204191865356804,0.5746240019798279
L128_B4,0,16,0,255,21,21,21,2433,10.541176470588235,1.0165814965547946,0.6131839752197266
L128_B4,0,17,0,297,19,19,19,2135,8.188552188552189,1.012246548068707,0.5615360140800476
L128_B4,0,18,0,194,18,18,18,2110,11.876288659793815,1.0147056795564569,0.5781440138816833
L128_B4,0,19,0,406,19,19,19,2026,5.990147783251231,1.0121786930895367,0.5764480233192444
L128_B4,0,20,0,210,14,14,14,1582,8.533333333333333,1.0125345395383152,0.502016007900238
L128_B4,0,21,0,99,14,14,14,1693,18.1010101010101,1.0160997541981078,0.49430400133132935
L128_B4,0,22,0,290,24,24,24,2782,10.593103448275862,1.0119961160463224,0.6980479955673218
L128_B4,0,23,0,257,23,23,23,2687,11.455252918287938,1.0160996425817022,0.6364480257034302
L128_B4,0,24,0,326,22,22,22,2490,8.63803680981595,1.0108332517156207,0.6171200275421143
L128_B4,0,25,0,178,24,24,24,2894,17.258426966292134,1.0172621201755565,0.6893759965896606
L128_B4,0,26,0,316,25,25,25,2884,10.126582278481013,1.0140652172269358,0.6844800114631653
L128_B4,0,27,0,134,17,17,17,2042,16.238805970149254,1.016881857478365,0.5329279899597168
L128_B4,0,28,0,228,21,21,21,2460,11.789473684210526,1.0158385127197596,0.628928005695343
L128_B4,0,29,0,264,20,20,20,2296,9.696969696969697,1.0122227866775322,0.5922560095787048
L128_B4,0,30,0,171,22,22,22,2645,16.46783625730994,1.0176886990533767,0.643392026424408
L128_B4,0,31,0,401,16,16,16,1647,5.107231920199501,1.0093947519809776,0.5191360116004944
L128_B4,0,32,0,213,17,17,17,1963,10.215962441314554,1.012729268285884,0.5693119764328003
L128_B4,0,33,0,130,15,15,15,1790,14.76923076923077,1.015654419704691,0.5412480235099792
L128_B4,0,34,0,303,23,23,23,2641,9.716171617161717,1.0143797881125114,0.6586880087852478
L128_B4,0,35,0,274,23,23,23,2670,10.744525547445255,1.0173182801036522,0.6430720090866089
L128_B4,0,36,0,340,22,22,22,2476,8.282352941176471,1.0106595637676614,0.642687976360321
L128_B4,0,37,0,183,25,25,25,3017,17.48633879781421,1.0209043874019492,0.6969919800758362
L128_B4,0,38,0,248,23,23,23,2696,11.870967741935484,1.0127645711619855,0.656544029712677
L128_B4,0,39,0,147,18,18,18,2157,15.673469387755102,1.015520117494768,0.555296003818512
L128_B4,0,40,0,226,24,24,24,2846,13.5929203539823,1.0162320045049964,0.6465280055999756
L128_B4,0,41,0,257,19,19,19,2175,9.463035019455253,1.0142516608073906,0.6206079721450806
L128_B4,0,42,0,293,20,20,20,2267,8.737201365187714,1.010479747765268,0.5956799983978271
L128_B4,0,43,0,312,21,21,21,2376,8.615384615384615,1.0145894473655652,0.6119999885559082
L128_B4,0,44,0,239,19,19,19,2193,10.175732217573222,1.011700569033928,0.582207977771759
L128_B4,0,45,0,324,20,20,20,2236,7.901234567901234,1.0158977252844401,0.6181120276451111
L128_B4,0,46,0,339,24,24,24,2733,9.061946902654867,1.0103203207233196,0.6453440189361572
L128_B4,0,47,0,275,20,20,20,2285,9.309090909090909,1.0108799183611044,0.5968959927558899
L128_B4,1,0,0,225,27,27,27,3231,15.36,1.0155842944966098,0.7055040001869202
L128_B4,1,1,0,314,31,31,31,3654,12.636942675159236,1.0150761167954039,0.7631360292434692
L128_B4,1,2,0,277,25,25,25,2923,11.552346570397113,1.0186371548884205,0.70905601978302
L128_B4,1,3,0,314,28,28,28,3270,11.414012738853502,1.0126291471908004,0.734112024307251
L128_B4,1,4,0,262,24,24,24,2810,11.725190839694656,1.0138884479137924,0.6496639847755432
L128_B4,1,5,0,263,21,21,21,2425,10.220532319391635,1.0133812776230788,0.6265280246734619
L128_B4,1,6,0,196,19,19,19,2236,12.408163265306122,1.0187838049561542,0.6178879737854004
L128_B4,1,7,0,376,20,20,20,2184,6.808510638297872,1.0156178783299195,0.6151360273361206
L128_B4,1,8,0,200,23,23,23,2744,14.72,1.0155818070490936,0.6237760186195374
L128_B4,1,9,0,111,14,14,14,1681,16.144144144144143,1.020273657457252,0.5360959768295288
L128_B4,1,10,0,361,23,23,23,2583,8.155124653739612,1.011565921964386,0.6403520107269287
L128_B4,1,11,0,229,22,22,22,2587,12.296943231441048,1.0148783876642888,0.6336960196495056
L128_B4,1,12,0,291,22,22,22,2525,9.676975945017182,1.010188991098517,0.6596159934997559
L128_B4,1,13,0,226,25,25,25,2974,14.15929203539823,1.0178171115924233,0.6753600239753723
L128_B4,1,14,0,352,24,24,24,2720,8.727272727272727,1.0132959838065385,0.6598399877548218
L128_B4,1,15,0,102,18,18,18,2202,22.58823529411765,1.0204191865356804,0.5591999888420105
L128_B4,1,16,0,255,21,21,21,2433,10.541176470588235,1.0165814965547946,0.5996479988098145
L128_B4,1,17,0,297,19,19,19,2135,8.188552188552189,1.012246548068707,0.5741119980812073
L128_B4,1,18,0,194,18,18,18,2110,11.876288659793815,1.0147056795564569,0.559935986995697
L128_B4,1,19,0,406,19,19,19,2026,5.990147783251231,1.0121786930895367,0.5696640014648438
L128_B4,1,20,0,210,14,14,14,1582,8.533333333333333,1.0125345395383152,0.48710399866104126
L128_B4,1,21,0,99,14,14,14,1693,18.1010101010101,1.0160997541981078,0.4829440116882324
L128_B4,1,22,0,290,24,24,24,2782,10.593103448275862,1.0119961160463224,0.6492480039596558
L128_B4,1,23,0,257,23,23,23,2687,11.455252918287938,1.0160996425817022,0.6424000263214111
L128_B4,1,24,0,326,22,22,22,2490,8.63803680981595,1.0108332517156207,0.6071360111236572
L128_B4,1,25,0,178,24,24,24,2894,17.258426966292134,1.0172621201755565,0.6986879706382751
L128_B4,1,26,0,316,25,25,25,2884,10.126582278481013,1.0140652172269358,0.6767680048942566
L128_B4,1,27,0,134,17,17,17,2042,16.238805970149254,1.016881857478365,0.5286080241203308
L128_B4,1,28,0,228,21,21,21,2460,11.789473684210526,1.0158385127197596,0.6096320152282715
L128_B4,1,29,0,264,20,20,20,2296,9.696969696969697,1.0122227866775322,0.6084160208702087
L128_B4,1,30,0,171,22,22,22,2645,16.46783625730994,1.0176886990533767,0.6516479849815369
L128_B4,1,31,0,401,16,16,16,1647,5.107231920199501,1.0093947519809776,0.5137919783592224
L128_B4,1,32,0,213,17,17,17,1963,10.215962441314554,1.012729268285884,0.6089919805526733
L128_B4,1,33,0,130,15,15,15,1790,14.76923076923077,1.015654419704691,0.5273920297622681
L128_B4,1,34,0,303,23,23,23,2641,9.716171617161717,1.0143797881125114,0.6283519864082336
L128_B4,1,35,0,274,23,23,23,2670,10.744525547445255,1.0173182801036522,0.6503679752349854
L128_B4,1,36,0,340,22,22,22,2476,8.282352941176471,1.0106595637676614,0.6715199947357178
L128_B4,1,37,0,183,25,25,25,3017,17.48633879781421,1.0209043874019492,0.6749439835548401
L128_B4,1,38,0,248,23,23,23,2696,11.870967741935484,1.0127645711619855,0.65830397605896
L128_B4,1,39,0,147,18,18,18,2157,15.673469387755102,1.015520117494768,0.5823360085487366
L128_B4,1,40,0,226,24,24,24,2846,13.5929203539823,1.0162320045049964,0.657696008682251
L128_B4,1,41,0,257,19,19,19,2175,9.463035019455253,1.0142516608073906,0.5838720202445984
L128_B4,1,42,0,293,20,20,20,2267,8.737201365187714,1.010479747765268,0.6158400177955627
L128_B4,1,43,0,312,21,21,21,2376,8.615384615384615,1.0145894473655652,0.6148800253868103
L128_B4,1,44,0,239,19,19,19,2193,10.175732217573222,1.011700569033928,0.5848320126533508
L128_B4,1,45,0,324,20,20,20,2236,7.901234567901234,1.0158977252844401,0.5887359976768494
L128_B4,1,46,0,339,24,24,24,2733,9.061946902654867,1.0103203207233196,0.6807360053062439
L128_B4,1,47,0,275,20,20,20,2285,9.309090909090909,1.0108799183611044,0.5919039845466614
L128_B4,2,0,0,225,27,27,27,3231,15.36,1.0155842944966098,0.709663987159729
L128_B4,2,1,0,314,31,31,31,3654,12.636942675159236,1.0150761167954039,0.7457600235939026
L128_B4,2,2,0,277,25,25,25,2923,11.552346570397113,1.0186371548884205,0.7182400226593018
L128_B4,2,3,0,314,28,28,28,3270,11.414012738853502,1.0126291471908004,0.7573760151863098
L128_B4,2,4,0,262,24,24,24,2810,11.725190839694656,1.0138884479137924,0.6580479741096497
L128_B4,2,5,0,263,21,21,21,2425,10.220532319391635,1.0133812776230788,0.6288319826126099
L128_B4,2,6,0,196,19,19,19,2236,12.408163265306122,1.0187838049561542,0.6036159992218018
L128_B4,2,7,0,376,20,20,20,2184,6.808510638297872,1.0156178783299195,0.6128000020980835
L128_B4,2,8,0,200,23,23,23,2744,14.72,1.0155818070490936,0.6421759724617004
L128_B4,2,9,0,111,14,14,14,1681,16.144144144144143,1.020273657457252,0.5119360089302063
L128_B4,2,10,0,361,23,23,23,2583,8.155124653739612,1.011565921964386,0.6343039870262146
L128_B4,2,11,0,229,22,22,22,2587,12.296943231441048,1.0148783876642888,0.6509439945220947
L128_B4,2,12,0,291,22,22,22,2525,9.676975945017182,1.010188991098517,0.6648640036582947
L128_B4,2,13,0,226,25,25,25,2974,14.15929203539823,1.0178171115924233,0.6637120246887207
L128_B4,2,14,0,352,24,24,24,2720,8.727272727272727,1.0132959838065385,0.6527040004730225
L128_B4,2,15,0,102,18,18,18,2202,22.58823529411765,1.0204191865356804,0.5656960010528564
L128_B4,2,16,0,255,21,21,21,2433,10.541176470588235,1.0165814965547946,0.6184960007667542
L128_B4,2,17,0,297,19,19,19,2135,8.188552188552189,1.012246548068707,0.5697600245475769
L128_B4,2,18,0,194,18,18,18,2110,11.876288659793815,1.0147056795564569,0.578112006187439
L128_B4,2,19,0,406,19,19,19,2026,5.990147783251231,1.0121786930895367,0.6356480121612549
L128_B4,2,20,0,210,14,14,14,1582,8.533333333333333,1.0125345395383152,0.479775995016098
L128_B4,2,21,0,99,14,14,14,1693,18.1010101010101,1.0160997541981078,0.5072000026702881
L128_B4,2,22,0,290,24,24,24,2782,10.593103448275862,1.0119961160463224,0.6983680129051208
L128_B4,2,23,0,257,23,23,23,2687,11.455252918287938,1.0160996425817022,0.649183988571167
L128_B4,2,24,0,326,22,22,22,2490,8.63803680981595,1.0108332517156207,0.6147519946098328
L128_B4,2,25,0,178,24,24,24,2894,17.258426966292134,1.0172621201755565,0.684544026851654
L128_B4,2,26,0,316,25,25,25,2884,10.126582278481013,1.0140652172269358,0.6990079879760742
L128_B4,2,27,0,134,17,17,17,2042,16.238805970149254,1.016881857478365,0.5475199818611145
L128_B4,2,28,0,228,21,21,21,2460,11.789473684210526,1.0158385127197596,0.6023039817810059
L128_B4,2,29,0,264,20,20,20,2296,9.696969696969697,1.0122227866775322,0.6027519702911377
L128_B4,2,30,0,171,22,22,22,2645,16.46783625730994,1.0176886990533767,0.6257920265197754
L128_B4,2,31,0,401,16,16,16,1647,5.107231920199501,1.0093947519809776,0.5285760164260864
L128_B4,2,32,0,213,17,17,17,1963,10.215962441314554,1.012729268285884,0.5605440139770508
L128_B4,2,33,0,130,15,15,15,1790,14.76923076923077,1.015654419704691,0.5574719905853271
L128_B4,2,34,0,303,23,23,23,2641,9.716171617161717,1.0143797881125114,0.6168000102043152
L128_B4,2,35,0,274,23,23,23,2670,10.744525547445255,1.0173182801036522,0.6593279838562012
L128_B4,2,36,0,340,22,22,22,2476,8.282352941176471,1.0106595637676614,0.6496959924697876
L128_B4,2,37,0,183,25,25,25,3017,17.48633879781421,1.0209043874019492,0.6846399903297424
L128_B4,2,38,0,248,23,23,23,2696,11.870967741935484,1.0127645711619855,0.6459199786186218
L128_B4,2,39,0,147,18,18,18,2157,15.673469387755102,1.015520117494768,0.580735981464386
L128_B4,2,40,0,226,24,24,24,2846,13.5929203539823,1.0162320045049964,0.6650879979133606
L128_B4,2,41,0,257,19,19,19,2175,9.463035019455253,1.0142516608073906,0.5820159912109375
L128_B4,2,42,0,293,20,20,20,2267,8.737201365187714,1.010479747765268,0.6187199950218201
L128_B4,2,43,0,312,21,21,21,2376,8.615384615384615,1.0145894473655652,0.6015040278434753
L128_B4,2,44,0,239,19,19,19,2193,10.175732217573222,1.011700569033928,0.6097919940948486
L128_B4,2,45,0,324,20,20,20,2236,7.901234567901234,1.0158977252844401,0.6148800253868103
