active_experts,active_src_dst_pairs,backend,ep_size,expert_entropy,expert_hhi,expert_load_max,expert_load_max_over_mean,expert_load_mean,fanout_density,frac_f1,frac_f2,frac_f3,frac_f4,frac_full_fanout,layer_id,mean_fanout,median_fanout,num_experts,num_tokens,p90_fanout,p99_fanout,phase,placement_hash,rank_load_cv,rank_load_max,rank_load_max_over_mean,rank_load_mean,request_id,route_hash,run_id,source_ep_rank,step_id,top_k,workload_id
88,4,allgather_reducescatter,4,3.9564431545475127,0.027610301971435547,187,8.03515625,23.272727272727273,0.931640625,0.0,0.0078125,0.2578125,0.734375,0.734375,10,3.7265625,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.08001855635008397,565,1.103515625,512.0,dp1-r0,d2006a6005544cc370966280a11e8c41558c10de708fbd3748720eb69844157c,profile-r1-agrs,2,0,8,text512_c2
90,4,allgather_reducescatter,4,4.013390309637353,0.023945331573486328,130,5.712890625,22.755555555555556,0.9072265625,0.0,0.01171875,0.34765625,0.640625,0.640625,11,3.62890625,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.23123300850793949,713,1.392578125,512.0,dp1-r0,812c3a8adad0c4b8ba958446537e6ecc28c1003a141cd2c8ba28c3c4329dbb2b,profile-r1-agrs,2,0,8,text512_c2
92,4,allgather_reducescatter,4,3.930290103153537,0.028112411499023438,155,6.962890625,22.26086956521739,0.9453125,0.0,0.00390625,0.2109375,0.78515625,0.78515625,12,3.78125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.14016308685944653,590,1.15234375,512.0,dp1-r0,5d9c88de4aff608fce89f7ab6f1700607922c84364edb0fa7ecc29ae2f3beb35,profile-r1-agrs,2,0,8,text512_c2
87,4,allgather_reducescatter,4,3.905051920807788,0.028712749481201172,161,6.83935546875,23.54022988505747,0.8974609375,0.0,0.015625,0.37890625,0.60546875,0.60546875,13,3.58984375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.3384123726460972,731,1.427734375,512.0,dp1-r0,dfb03dc038d965d30ea3d464d61babb621f83b40195157f1a3f4cb53b87be0b0,profile-r1-agrs,2,0,8,text512_c2
88,4,allgather_reducescatter,4,3.9838875243272964,0.02586078643798828,126,5.4140625,23.272727272727273,0.9091796875,0.0,0.015625,0.33203125,0.65234375,0.65234375,14,3.63671875,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.26545620211111626,656,1.28125,512.0,dp1-r0,25cfc23c80184d5a1139598e26b214c8622756cde2264b4c45f9d297bca2e3d8,profile-r1-agrs,2,0,8,text512_c2
91,4,allgather_reducescatter,4,3.9321477889894454,0.029295921325683594,188,8.353515625,22.505494505494507,0.9501953125,0.0,0.0,0.19921875,0.80078125,0.80078125,15,3.80078125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.09026734381477612,564,1.1015625,512.0,dp1-r0,a7366b70921657b5798c82aac35db8d480198069637c3b1054d07d307ba17c47,profile-r1-agrs,2,0,8,text512_c2
87,4,allgather_reducescatter,4,3.9201002868116004,0.026764869689941406,143,6.07470703125,23.54022988505747,0.9052734375,0.0,0.015625,0.34765625,0.63671875,0.63671875,16,3.62109375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.18908529853500064,629,1.228515625,512.0,dp1-r0,5c45e39e8e8a7ab36b8ce477d5c3677798d601fe7ffaf8dbac0e972ebed342da,profile-r1-agrs,2,0,8,text512_c2
97,4,allgather_reducescatter,4,4.0505950388072085,0.02390909194946289,139,6.58349609375,21.11340206185567,0.8984375,0.0,0.0078125,0.390625,0.6015625,0.6015625,17,3.59375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.255004386116154,728,1.421875,512.0,dp1-r0,247d3e69bbe3be147d70a2899cbe5196571404ed499f058e011e339026621bfb,profile-r1-agrs,2,0,8,text512_c2
89,4,allgather_reducescatter,4,3.952194529044883,0.026905536651611328,160,6.953125,23.01123595505618,0.9150390625,0.0,0.0078125,0.32421875,0.66796875,0.66796875,18,3.66015625,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.23175208769581168,667,1.302734375,512.0,dp1-r0,bd3cfe5d04d190d9c891b06bedb363b75be58860ecbf05dfe4eee9622b8cb07a,profile-r1-agrs,2,0,8,text512_c2
89,4,allgather_reducescatter,4,3.9794834179874083,0.025703907012939453,132,5.736328125,23.01123595505618,0.9091796875,0.0,0.00390625,0.35546875,0.640625,0.640625,19,3.63671875,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.2037297562915953,657,1.283203125,512.0,dp1-r0,7ff3564817347be81b06fb681a3fce5b9639663d4075723b91dd9b6890223c09,profile-r1-agrs,2,0,8,text512_c2
97,4,allgather_reducescatter,4,4.077465598588654,0.02234649658203125,104,4.92578125,21.11340206185567,0.9189453125,0.0,0.02734375,0.26953125,0.703125,0.703125,20,3.67578125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.11128528506883362,587,1.146484375,512.0,dp1-r0,8329c59878a5bec5bc1a8b94c31cdfeef6170f64fda22fbdde005595f4411bad,profile-r1-agrs,2,0,8,text512_c2
98,4,allgather_reducescatter,4,4.0651453517174945,0.024080753326416016,135,6.459960937500001,20.897959183673468,0.8974609375,0.0,0.03515625,0.33984375,0.625,0.625,21,3.58984375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.20307334830065482,638,1.24609375,512.0,dp1-r0,7d20415943d126e3d48f0d850383933cfcfa4f7ff81b59a5a6dd58bb8ac351bf,profile-r1-agrs,2,0,8,text512_c2
101,4,allgather_reducescatter,4,4.046876405686929,0.02481698989868164,159,7.84130859375,20.277227722772277,0.90234375,0.0,0.0,0.390625,0.609375,0.609375,22,3.609375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.2626027224141744,694,1.35546875,512.0,dp1-r0,5496daa8dad70b5a2eb08dda983104327e6ae0fa2a7514ac74ce6963976741a3,profile-r1-agrs,2,0,8,text512_c2
100,4,allgather_reducescatter,4,4.142377614872766,0.020971298217773438,101,4.931640625,20.48,0.8974609375,0.0,0.00390625,0.40234375,0.59375,0.59375,23,3.58984375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.2727915081324558,743,1.451171875,512.0,dp1-r0,15c04bbf86df979cfa1739ac4b50fef29055c9a906a12daaafd4c0be2666f389,profile-r1-agrs,2,0,8,text512_c2
104,4,allgather_reducescatter,4,4.148938577362642,0.022017955780029297,109,5.53515625,19.692307692307693,0.919921875,0.0,0.015625,0.2890625,0.6953125,0.6953125,24,3.6796875,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.10603688127453433,584,1.140625,512.0,dp1-r0,ad2bccee8a84fafa9e6e65cbc79fd728b92cd3b8528ef252b80e75990e45f4d9,profile-r1-agrs,2,0,8,text512_c2
102,4,allgather_reducescatter,4,4.155758037980317,0.021219730377197266,111,5.5283203125,20.07843137254902,0.9169921875,0.0,0.0234375,0.28515625,0.69140625,0.69140625,25,3.66796875,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.1278737652104667,591,1.154296875,512.0,dp1-r0,bb9667dd2662283ad1e59119d8e46a6afcd291cf6c317da075c68fc1212a422b,profile-r1-agrs,2,0,8,text512_c2
108,4,allgather_reducescatter,4,4.11761916877432,0.022339344024658203,94,4.95703125,18.962962962962962,0.888671875,0.0,0.04296875,0.359375,0.59765625,0.59765625,26,3.5546875,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.3544504860974612,697,1.361328125,512.0,dp1-r0,0ae4567d7cd341aa6bb199ea27ec6176fb48d41f2cec70909acfd59591b515d4,profile-r1-agrs,2,0,8,text512_c2
103,4,allgather_reducescatter,4,4.2406300766018,0.019069671630859375,109,5.481933593750001,19.883495145631066,0.9033203125,0.0,0.0078125,0.37109375,0.62109375,0.62109375,27,3.61328125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.13673270018114952,577,1.126953125,512.0,dp1-r0,685e71570c423fa045e16a6211b1707b15c343a63aca1a7f41d45bd1db8b509a,profile-r1-agrs,2,0,8,text512_c2
102,4,allgather_reducescatter,4,4.111824839692534,0.022062301635742188,124,6.17578125,20.07843137254902,0.9072265625,0.0,0.03515625,0.30078125,0.6640625,0.6640625,28,3.62890625,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.2776667903000769,719,1.404296875,512.0,dp1-r0,cd8bc83ba74c399e2fe10f4e5801d77d3a918df91e0d5a1160120cf4d89c28d1,profile-r1-agrs,2,0,8,text512_c2
99,4,allgather_reducescatter,4,4.115366968952599,0.022467613220214844,119,5.752441406249999,20.68686868686869,0.8876953125,0.0,0.0390625,0.37109375,0.58984375,0.58984375,29,3.55078125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.20627441261770993,676,1.3203125,512.0,dp1-r0,bc2b0bb2ac6173ed86eb9206caba122852c0d75986c5e0a0ddb10190ca85d192,profile-r1-agrs,2,0,8,text512_c2
100,4,allgather_reducescatter,4,4.027676510847651,0.023476123809814453,111,5.419921875,20.48,0.958984375,0.0,0.0,0.1640625,0.8359375,0.8359375,30,3.8359375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.11089898098889367,596,1.1640625,512.0,dp1-r0,7f6fae55fd0eceb6e30e18e5531c5525830c0489c8413c89b831cd8ec7487d6a,profile-r1-agrs,2,0,8,text512_c2
99,4,allgather_reducescatter,4,4.024904972840317,0.025474071502685547,146,7.057617187499999,20.68686868686869,0.9423828125,0.0,0.0078125,0.21484375,0.77734375,0.77734375,31,3.76953125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.037897671702992686,541,1.056640625,512.0,dp1-r0,37b9d10acbcbe86192dcac63a7d368e09257a58336631d4468ff241c0b93a7e1,profile-r1-agrs,2,0,8,text512_c2
97,4,allgather_reducescatter,4,4.112582940776813,0.02092742919921875,102,4.8310546875,21.11340206185567,0.92578125,0.0,0.015625,0.265625,0.71875,0.71875,32,3.703125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.19666523733535593,677,1.322265625,512.0,dp1-r0,34c928f24744a1098afc40faf648d65afba87bcfeac198770c5c95a9015b5921,profile-r1-agrs,2,0,8,text512_c2
103,4,allgather_reducescatter,4,4.216125479303445,0.019581317901611328,114,5.733398437500001,19.883495145631066,0.8603515625,0.0,0.0546875,0.44921875,0.49609375,0.49609375,33,3.44140625,3.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.3131188939883075,782,1.52734375,512.0,dp1-r0,c34fa9f878cfe580c5f0e3ca0b5fd786783307398f2a71d121a72333d88b6281,profile-r1-agrs,2,0,8,text512_c2
102,4,allgather_reducescatter,4,4.149491320015078,0.022309303283691406,130,6.474609375,20.07843137254902,0.861328125,0.0,0.0546875,0.4453125,0.5,0.5,34,3.4453125,3.5,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.2923006705548859,711,1.388671875,512.0,dp1-r0,180302d1ae6b922f07c915e705240e679c032c0ee3fa881efb0714f75fbac73e,profile-r1-agrs,2,0,8,text512_c2
105,4,allgather_reducescatter,4,4.099230255981883,0.02472543716430664,159,8.15185546875,19.504761904761907,0.8544921875,0.0,0.0078125,0.56640625,0.42578125,0.42578125,35,3.41796875,3.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.4163685049731713,880,1.71875,512.0,dp1-r0,22de469eab198feb57632754ebf2faab7547076aa8188d34c4743522cd2eba86,profile-r1-agrs,2,0,8,text512_c2
109,4,allgather_reducescatter,4,4.136186395020632,0.02377176284790039,143,7.61083984375,18.788990825688074,0.9482421875,0.0,0.00390625,0.19921875,0.796875,0.796875,36,3.79296875,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.05991352207100768,555,1.083984375,512.0,dp1-r0,84a71f3d5a4a375689cbf5057ebbcb87aa1fe3c4eb8225fad6c35b30bc8dd802,profile-r1-agrs,2,0,8,text512_c2
104,4,allgather_reducescatter,4,4.087879540913535,0.023497581481933594,138,7.0078125,19.692307692307693,0.91796875,0.0,0.015625,0.296875,0.6875,0.6875,37,3.671875,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.1929298021803162,628,1.2265625,512.0,dp1-r0,aeb32b89a3e25d3ab8db92ff118c459192ac318ff034948e57ad6d8d9cafb7ed,profile-r1-agrs,2,0,8,text512_c2
103,4,allgather_reducescatter,4,4.06368750932231,0.025033950805664062,148,7.443359375000001,19.883495145631066,0.892578125,0.0,0.01953125,0.390625,0.58984375,0.58984375,38,3.5703125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.3101104933187625,634,1.23828125,512.0,dp1-r0,605d513322b2c3ffc9c9bf9e5cfe1f48e954de12140a916dced1bb7d2be75dd4,profile-r1-agrs,2,0,8,text512_c2
100,4,allgather_reducescatter,4,4.147062917309915,0.020653724670410156,94,4.58984375,20.48,0.9189453125,0.0,0.00390625,0.31640625,0.6796875,0.6796875,39,3.67578125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.1591946647478479,629,1.228515625,512.0,dp1-r0,3ada30f8160c472be7624484f2ce1e9072a86feeca52599a948b77201bd80eb5,profile-r1-agrs,2,0,8,text512_c2
94,4,allgather_reducescatter,4,3.9552225665174956,0.026253223419189453,127,5.8291015625,21.78723404255319,0.9189453125,0.0,0.0,0.32421875,0.67578125,0.67578125,40,3.67578125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.26408026821692576,666,1.30078125,512.0,dp1-r0,1ccd53e98162f30407d2db32f6c12a5331e618a2142c6a0c43ab63b13b39d02f,profile-r1-agrs,2,0,8,text512_c2
93,4,allgather_reducescatter,4,4.037802769699981,0.02452850341796875,156,7.083984374999999,22.021505376344088,0.87109375,0.0,0.03515625,0.4453125,0.51953125,0.51953125,41,3.484375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.28828614600347874,680,1.328125,512.0,dp1-r0,f42e2ed6834cdae3bcfbcebc4499c5abf7f206faae2af29bd201dac893cc8dc3,profile-r1-agrs,2,0,8,text512_c2
96,4,allgather_reducescatter,4,4.041142540973591,0.025531768798828125,146,6.84375,21.333333333333332,0.9453125,0.0,0.015625,0.1875,0.796875,0.796875,42,3.78125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.10486116949645403,600,1.171875,512.0,dp1-r0,84f2b9261d2bd18b4913ad6960aab7b610499ce8936cea02d7a81cc1d8d7a7d3,profile-r1-agrs,2,0,8,text512_c2
92,4,allgather_reducescatter,4,4.023038613229766,0.023215293884277344,117,5.255859375,22.26086956521739,0.892578125,0.0,0.01953125,0.390625,0.58984375,0.58984375,43,3.5703125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.23037769652603227,693,1.353515625,512.0,dp1-r0,09306e482c54915c55240f5a07e22bcd7c9cd9baa8174d5e375cff7e215666d6,profile-r1-agrs,2,0,8,text512_c2
95,4,allgather_reducescatter,4,3.981451262247391,0.02605724334716797,134,6.2158203125,21.557894736842105,0.923828125,0.0,0.00390625,0.296875,0.69921875,0.69921875,44,3.6953125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.16527869529718772,631,1.232421875,512.0,dp1-r0,e51a49f049dfa36205c4170d4345aa97487df213edad34e06b1f6f942540b574,profile-r1-agrs,2,0,8,text512_c2
91,4,allgather_reducescatter,4,3.8934440510760817,0.028815269470214844,167,7.420410156249999,22.505494505494507,0.8984375,0.0,0.0234375,0.359375,0.6171875,0.6171875,45,3.59375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.1747091874255571,641,1.251953125,512.0,dp1-r0,2d941d62c87bafad42aef76e2eaf88c953d9d9e8b637e9f26a1a4fe913fd03a1,profile-r1-agrs,2,0,8,text512_c2
96,4,allgather_reducescatter,4,3.961430916032493,0.026484012603759766,120,5.625,21.333333333333332,0.958984375,0.0,0.00390625,0.15625,0.83984375,0.83984375,46,3.8359375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.15135143567233886,629,1.228515625,512.0,dp1-r0,ba2a5a1f5287ffb63165adb58a438e125a4954ea3cb3d6ce757e240811391c88,profile-r1-agrs,2,0,8,text512_c2
93,4,allgather_reducescatter,4,4.0499181606186925,0.023522377014160156,129,5.857910156249999,22.021505376344088,0.9150390625,0.0,0.00390625,0.33203125,0.6640625,0.6640625,47,3.66015625,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.20208945773043493,602,1.17578125,512.0,dp1-r0,7118c9d8aa5aaf17492d2b81b95efe0c1d569821c6767b18b02899f0af1664f6,profile-r1-agrs,2,0,8,text512_c2
61,4,allgather_reducescatter,4,3.8506812760681193,0.02727794647216797,137,4.08056640625,33.57377049180328,0.8994140625,0.0,0.0,0.40234375,0.59765625,0.59765625,0,3.59765625,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.25306727375135907,638,1.24609375,512.0,dp1-r0,40b3e10db8b21296943ea9d08c1ef94083ebf3a18eac8eb93c31ddfb9b614e32,profile-r1-agrs,3,0,8,text512_c2
63,4,allgather_reducescatter,4,3.933009659608548,0.02399730682373047,134,4.1220703125,32.507936507936506,0.896484375,0.0,0.0,0.4140625,0.5859375,0.5859375,1,3.5859375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.31227714221473957,644,1.2578125,512.0,dp1-r0,cd1c30f4c2d4c7dd63de06aa54e529ac3a034aa7fbbc9af164453508694d314d,profile-r1-agrs,3,0,8,text512_c2
52,4,allgather_reducescatter,4,3.6003524201907124,0.03769683837890625,204,5.1796875,39.38461538461539,0.8505859375,0.0,0.06640625,0.46484375,0.46875,0.46875,2,3.40234375,3.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.5222591973239468,935,1.826171875,512.0,dp1-r0,bbad06dc9aa179e2103c9c3cd1ad62579709d8c7141c8810cebb5424109edf7e,profile-r1-agrs,3,0,8,text512_c2
59,4,allgather_reducescatter,4,3.8263742349944825,0.02683401107788086,129,3.71630859375,34.71186440677966,0.9443359375,0.0,0.0,0.22265625,0.77734375,0.77734375,3,3.77734375,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.13840340429099257,610,1.19140625,512.0,dp1-r0,b867c923f2862e97887761146146c1bf7fb2345675066611f4bbea5b1206a4db,profile-r1-agrs,3,0,8,text512_c2
48,4,allgather_reducescatter,4,3.4484100059950404,0.04472970962524414,230,5.390625,42.666666666666664,0.92578125,0.0,0.015625,0.265625,0.71875,0.71875,4,3.703125,4.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.24700275447406136,663,1.294921875,512.0,dp1-r0,a440a85413aadc6eca585799ec840732e1b6c35faa60094cff16ebe14a2a73bb,profile-r1-agrs,3,0,8,text512_c2
43,4,allgather_reducescatter,4,3.2624497919056883,0.051496028900146484,181,3.80029296875,47.627906976744185,0.8203125,0.0,0.0,0.71875,0.28125,0.28125,5,3.28125,3.0,128,256,4.0,4.0,prefill,bc846e9db6f8fdff9a9d7423e6f72977c773f112014b6e3b38059df6e0f2c2b4,0.43929467629607155,766,1.49609375,512.0,dp1-r0,d2e18cd69da6eaa4abf7c60f8b45512257b721d45fc8deb81cc0830aaa2cbd45,profile-r1-agrs,3,0,8,text512_c2
