scope,layer,placement,fit_profile,eval_profile,optimizer,tokens,assignments,mean_u,median_u,p90_u,p_u4,p_u_ge3,rank_load_max,rank_load_mean,rank_load_cv,rank_load_max_mean,critical_rank,remote_volume_proxy
layer,20,P_T_sat,text,text,modality_coactivation_surrogate+swap,15930,127440,2.1865034526051477,2.0,3.0,0.017325800376647833,0.3059635907093534,88572,31860.0,1.0844124766718477,2.7800376647834275,0,18901.0
layer,21,P0,all,all,fixed_linear,31859,254872,3.5942747732194986,4.0,4.0,0.6304341002542453,0.9638406729652531,70421,63718.0,0.08035407693616618,1.105197903261245,3,82651.0
layer,21,P0,all,vision,fixed_linear,15929,127432,3.6415970870738903,4.0,4.0,0.6627534685165422,0.9788436185573482,34312,31858.0,0.06280379617872273,1.077029317596836,0,42078.0
layer,21,P0,all,text,fixed_linear,15930,127440,3.5469554300062773,4.0,4.0,0.5981167608286252,0.9488386691776522,41413,31860.0,0.19645448657738157,1.2998430634023854,3,40573.0
layer,21,P_load,all,all,greedy_load+swap,31859,254872,3.6625443359804137,4.0,4.0,0.6784895947769861,0.9840547412034276,63745,63718.0,0.0004308037675793592,1.0004237421136883,1,84826.0
layer,21,P_load,all,vision,greedy_load+swap,15929,127432,3.6495699667273525,4.0,4.0,0.6640718186954611,0.9854981480318915,36050,31858.0,0.08382252028371437,1.1315839035721011,1,42205.0
layer,21,P_load,all,text,greedy_load+swap,15930,127440,3.675517890772128,4.0,4.0,0.6929064657878217,0.9826114249843063,34331,31860.0,0.08309183895524848,1.0775580665411173,3,42621.0
layer,21,P_sat,all,all,coactivation_surrogate+swap,31859,254872,2.6390344957468845,3.0,4.0,0.18129884804921687,0.5541605197903261,142094,63718.0,0.748886478264761,2.2300448852757464,0,52218.0
layer,21,P_sat,all,vision,coactivation_surrogate+swap,15929,127432,3.0254881034590997,3.0,4.0,0.3036599912109988,0.7522129449431854,50641,31858.0,0.41951689580972296,1.5895850335865402,0,32264.0
layer,21,P_sat,all,text,coactivation_surrogate+swap,15930,127440,2.2526051475204016,2.0,3.0,0.05894538606403013,0.35612052730696797,91453,31860.0,1.105303488149982,2.8704645323289393,0,19954.0
layer,21,P_joint_0,all,all,joint_surrogate_lambda_0,31859,254872,2.6390344957468845,3.0,4.0,0.18129884804921687,0.5541605197903261,142094,63718.0,0.748886478264761,2.2300448852757464,0,52218.0
layer,21,P_joint_0,all,vision,joint_surrogate_lambda_0,15929,127432,3.0254881034590997,3.0,4.0,0.3036599912109988,0.7522129449431854,50641,31858.0,0.41951689580972296,1.5895850335865402,0,32264.0
layer,21,P_joint_0,all,text,joint_surrogate_lambda_0,15930,127440,2.2526051475204016,2.0,3.0,0.05894538606403013,0.35612052730696797,91453,31860.0,1.105303488149982,2.8704645323289393,0,19954.0
layer,21,P_joint_0.25,all,all,joint_surrogate_lambda_0.25,31859,254872,2.731818324492294,3.0,4.0,0.19043284472205657,0.590319846825073,131709,63718.0,0.6849394382965754,2.0670611130292853,0,55174.0
layer,21,P_joint_0.25,all,vision,joint_surrogate_lambda_0.25,15929,127432,3.077845439136167,3.0,4.0,0.32130077217653336,0.7802749701801746,47795,31858.0,0.39976468262128306,1.500251114319794,0,33098.0
layer,21,P_joint_0.25,all,text,joint_surrogate_lambda_0.25,15930,127440,2.3858129315756433,2.0,3.0,0.059573132454488385,0.40037664783427496,83914,31860.0,0.9991636380092408,2.6338355304456997,0,22076.0
layer,21,P_joint_0.5,all,all,joint_surrogate_lambda_0.5,31859,254872,3.584638563671176,4.0,4.0,0.6100944787972001,0.9747324147022819,63866,63718.0,0.002904033162360362,1.002322734549107,2,82344.0
layer,21,P_joint_0.5,all,vision,joint_surrogate_lambda_0.5,15929,127432,3.6014187959068367,4.0,4.0,0.6227635130893339,0.9786552828175027,36050,31858.0,0.09305669350466832,1.1315839035721011,1,41438.0
layer,21,P_joint_0.5,all,text,joint_surrogate_lambda_0.5,15930,127440,3.5678593848085374,4.0,4.0,0.5974262397991211,0.9708097928436912,35740,31860.0,0.08942051503466576,1.1217827997489014,3,40906.0
layer,21,P_joint_0.75,all,all,joint_surrogate_lambda_0.75,31859,254872,3.5822216642079163,4.0,4.0,0.608430898647164,0.973979095389058,63853,63718.0,0.0017550455588325876,1.0021187105684422,0,82267.0
layer,21,P_joint_0.75,all,vision,joint_surrogate_lambda_0.75,15929,127432,3.5940737020528597,4.0,4.0,0.617113440893967,0.9769602611588926,36564,31858.0,0.09451217477568412,1.1477179986188712,1,41321.0
layer,21,P_joint_0.75,all,text,joint_surrogate_lambda_0.75,15930,127440,3.5703703703703704,4.0,4.0,0.5997489014438167,0.9709981167608286,35575,31860.0,0.09617376636128708,1.116603892027621,3,40946.0
layer,21,P_joint_1,all,all,joint_surrogate_lambda_1,31859,254872,3.6625443359804137,4.0,4.0,0.6784895947769861,0.9840547412034276,63745,63718.0,0.0004308037675793592,1.0004237421136883,1,84826.0
layer,21,P_joint_1,all,vision,joint_surrogate_lambda_1,15929,127432,3.6495699667273525,4.0,4.0,0.6640718186954611,0.9854981480318915,36050,31858.0,0.08382252028371437,1.1315839035721011,1,42205.0
layer,21,P_joint_1,all,text,joint_surrogate_lambda_1,15930,127440,3.675517890772128,4.0,4.0,0.6929064657878217,0.9826114249843063,34331,31860.0,0.08309183895524848,1.0775580665411173,3,42621.0
layer,21,P_V_load,vision,all,modality_greedy_load+swap,31859,254872,3.676166860227879,4.0,4.0,0.6870272136601903,0.9891710348724065,67768,63718.0,0.04802931552217532,1.0635613170532658,1,85260.0
layer,21,P_V_load,vision,vision,modality_greedy_load+swap,15929,127432,3.6422876514533242,4.0,4.0,0.6560361604620504,0.9863142695712223,31865,31858.0,0.0001761719530466731,1.00021972502982,0,42089.0
layer,21,P_V_load,vision,text,modality_greedy_load+swap,15930,127440,3.710043942247332,4.0,4.0,0.7180163214061519,0.9920276208411801,35915,31860.0,0.09606261561021148,1.1272755806654111,1,43171.0
layer,21,P_T_load,text,all,modality_greedy_load+swap,31859,254872,3.678929031043033,4.0,4.0,0.6906996453121567,0.9882293857308767,65044,63718.0,0.020824227108772523,1.02081044602781,3,85348.0
layer,21,P_T_load,text,vision,modality_greedy_load+swap,15929,127432,3.679201456463055,4.0,4.0,0.6921966225123988,0.9870048339506561,33185,31858.0,0.041665951259674476,1.0416535877958442,2,42677.0
layer,21,P_T_load,text,text,modality_greedy_load+swap,15930,127440,3.6786566227244193,4.0,4.0,0.689202762084118,0.9894538606403013,31861,31860.0,3.8441458612416476e-05,1.000031387319523,0,42671.0
layer,21,P_V_sat,vision,all,modality_coactivation_surrogate+swap,31859,254872,3.0381367902319596,3.0,4.0,0.2829969553344424,0.7701120562478421,128637,63718.0,0.6112777403478943,2.018848676982956,0,64933.0
layer,21,P_V_sat,vision,vision,modality_coactivation_surrogate+swap,15929,127432,3.0285014752966286,3.0,4.0,0.2801808023102517,0.7647058823529411,59885,31858.0,0.5688988900845031,1.879747630108607,0,32312.0
layer,21,P_V_sat,vision,text,modality_coactivation_surrogate+swap,15930,127440,3.047771500313873,3.0,4.0,0.2858129315756434,0.7755178907721281,68752,31860.0,0.6870758026312161,2.157940991839297,0,32621.0
layer,21,P_T_sat,text,all,modality_coactivation_surrogate+swap,31859,254872,2.6504912269688314,3.0,4.0,0.19485859568724692,0.5463134436109106,137462,63718.0,0.696357620639822,2.1573495715496405,0,52583.0
layer,21,P_T_sat,text,vision,modality_coactivation_surrogate+swap,15929,127432,3.1767844811350368,3.0,4.0,0.3673802498587482,0.8267311193420804,44060,31858.0,0.24421924544871157,1.3830121162659301,0,34674.0
layer,21,P_T_sat,text,text,modality_coactivation_surrogate+swap,15930,127440,2.124231010671689,2.0,3.0,0.022347771500313873,0.26591337099811674,93402,31860.0,1.1527266746662106,2.931638418079096,0,17909.0
layer,22,P0,all,all,fixed_linear,31859,254872,3.6072695313726104,4.0,4.0,0.629712169245739,0.9775573621268715,72458,63718.0,0.11515351071014053,1.137166891616184,1,83065.0
layer,22,P0,all,vision,fixed_linear,15929,127432,3.6151673049155626,4.0,4.0,0.6377048151170821,0.9774624897984807,36103,31858.0,0.08114607140896343,1.133247535940737,1,41657.0
layer,22,P0,all,text,fixed_linear,15930,127440,3.5993722536095416,4.0,4.0,0.6217200251098556,0.9776522284996861,36383,31860.0,0.16328032209250143,1.1419648462021343,3,41408.0
layer,22,P_load,all,all,greedy_load+swap,31859,254872,3.6082111805141404,4.0,4.0,0.6332276593741172,0.9749835211400232,63725,63718.0,7.105829701291171e-05,1.0001098590665118,3,83095.0
layer,22,P_load,all,vision,greedy_load+swap,15929,127432,3.5965220666708517,4.0,4.0,0.6234540774687677,0.9730679892020843,33602,31858.0,0.0769225532788707,1.0547429217151107,1,41360.0
layer,22,P_load,all,text,greedy_load+swap,15930,127440,3.619899560577527,4.0,4.0,0.6430006277463904,0.9768989328311363,36083,31860.0,0.07704207631200172,1.1325486503452604,3,41735.0
layer,22,P_sat,all,all,coactivation_surrogate+swap,31859,254872,2.8666938698640885,3.0,4.0,0.20380426253178066,0.6996453121566905,118665,63718.0,0.5763630581599223,1.8623465896606923,0,59471.0
layer,22,P_sat,all,vision,coactivation_surrogate+swap,15929,127432,3.1217276665201834,3.0,4.0,0.3076778203277042,0.8250988762634189,45482,31858.0,0.3426043761530798,1.4276476866093288,0,33797.0
layer,22,P_sat,all,text,coactivation_surrogate+swap,15930,127440,2.6116760828625236,3.0,3.0,0.09993722536095417,0.5741996233521657,73183,31860.0,0.8287278195193577,2.2970182046453234,0,25674.0
layer,22,P_joint_0,all,all,joint_surrogate_lambda_0,31859,254872,2.8666938698640885,3.0,4.0,0.20380426253178066,0.6996453121566905,118665,63718.0,0.5763630581599223,1.8623465896606923,0,59471.0
layer,22,P_joint_0,all,vision,joint_surrogate_lambda_0,15929,127432,3.1217276665201834,3.0,4.0,0.3076778203277042,0.8250988762634189,45482,31858.0,0.3426043761530798,1.4276476866093288,0,33797.0
layer,22,P_joint_0,all,text,joint_surrogate_lambda_0,15930,127440,2.6116760828625236,3.0,3.0,0.09993722536095417,0.5741996233521657,73183,31860.0,0.8287278195193577,2.2970182046453234,0,25674.0
layer,22,P_joint_0.25,all,all,joint_surrogate_lambda_0.25,31859,254872,2.9046423302677424,3.0,4.0,0.20876361467717128,0.7085909790012241,111759,63718.0,0.5466925914883037,1.753962773470605,0,60680.0
layer,22,P_joint_0.25,all,vision,joint_surrogate_lambda_0.25,15929,127432,3.1393056689057692,3.0,4.0,0.3149601356017327,0.8293050411199698,44084,31858.0,0.33519287611889,1.3837654592253124,0,34077.0
layer,22,P_joint_0.25,all,text,joint_surrogate_lambda_0.25,15930,127440,2.6699937225360952,3.0,4.0,0.10257376020087884,0.5878844946641557,67675,31860.0,0.7747782213961167,2.12413684871312,0,26603.0
layer,22,P_joint_0.5,all,all,joint_surrogate_lambda_0.5,31859,254872,3.5289243227973257,4.0,4.0,0.5693838475783923,0.9596346401330864,63763,63718.0,0.0008972471945289174,1.0007062368561475,3,80569.0
layer,22,P_joint_0.5,all,vision,joint_surrogate_lambda_0.5,15929,127432,3.560173268880658,4.0,4.0,0.5911231087952791,0.9690501600853789,37403,31858.0,0.11423534492420312,1.174053612907276,1,40781.0
layer,22,P_joint_0.5,all,text,joint_surrogate_lambda_0.5,15930,127440,3.4976773383553046,4.0,4.0,0.5476459510357815,0.9502197112366604,36567,31860.0,0.11430338297664323,1.1477401129943503,3,39788.0
layer,22,P_joint_0.75,all,all,joint_surrogate_lambda_0.75,31859,254872,3.5289243227973257,4.0,4.0,0.5693838475783923,0.9596346401330864,63763,63718.0,0.0008972471945289174,1.0007062368561475,3,80569.0
layer,22,P_joint_0.75,all,vision,joint_surrogate_lambda_0.75,15929,127432,3.560173268880658,4.0,4.0,0.5911231087952791,0.9690501600853789,37403,31858.0,0.11423534492420312,1.174053612907276,1,40781.0
layer,22,P_joint_0.75,all,text,joint_surrogate_lambda_0.75,15930,127440,3.4976773383553046,4.0,4.0,0.5476459510357815,0.9502197112366604,36567,31860.0,0.11430338297664323,1.1477401129943503,3,39788.0
layer,22,P_joint_1,all,all,joint_surrogate_lambda_1,31859,254872,3.6082111805141404,4.0,4.0,0.6332276593741172,0.9749835211400232,63725,63718.0,7.105829701291171e-05,1.0001098590665118,3,83095.0
layer,22,P_joint_1,all,vision,joint_surrogate_lambda_1,15929,127432,3.5965220666708517,4.0,4.0,0.6234540774687677,0.9730679892020843,33602,31858.0,0.0769225532788707,1.0547429217151107,1,41360.0
layer,22,P_joint_1,all,text,joint_surrogate_lambda_1,15930,127440,3.619899560577527,4.0,4.0,0.6430006277463904,0.9768989328311363,36083,31860.0,0.07704207631200172,1.1325486503452604,3,41735.0
layer,22,P_V_load,vision,all,modality_greedy_load+swap,31859,254872,3.667315358297498,4.0,4.0,0.683888383188424,0.9834269751090744,66783,63718.0,0.05407558721514467,1.0481025769798173,0,84978.0
layer,22,P_V_load,vision,vision,modality_greedy_load+swap,15929,127432,3.6712285768095927,4.0,4.0,0.6875510075962081,0.9836775692133843,31871,31858.0,0.0006710263772500455,1.0004080607696655,0,42550.0
layer,22,P_V_load,vision,text,modality_greedy_load+swap,15930,127440,3.663402385436284,4.0,4.0,0.6802259887005649,0.9831763967357188,34912,31860.0,0.10752863007725418,1.0957940991839297,0,42428.0
layer,22,P_T_load,text,all,modality_greedy_load+swap,31859,254872,3.6233403433880538,4.0,4.0,0.6429580338365924,0.9803823095514611,68437,63718.0,0.04368548851943978,1.074060704981324,3,83577.0
layer,22,P_T_load,text,vision,modality_greedy_load+swap,15929,127432,3.596773180990646,4.0,4.0,0.6140372904764895,0.9827358905141566,36579,31858.0,0.08738997904531876,1.1481888379684853,3,41364.0
layer,22,P_T_load,text,text,modality_greedy_load+swap,15930,127440,3.6499058380414313,4.0,4.0,0.6718769617074701,0.9780288763339611,31866,31860.0,0.0001087288642541668,1.0001883239171374,0,42213.0
layer,22,P_V_sat,vision,all,modality_coactivation_surrogate+swap,31859,254872,3.1622775353903134,3.0,4.0,0.34530274019900187,0.8248218713707273,99647,63718.0,0.37503997584346516,1.5638752001004426,0,68888.0
layer,22,P_V_sat,vision,vision,modality_coactivation_surrogate+swap,15929,127432,3.0291920396760625,3.0,4.0,0.2753468516542156,0.7667147969112938,55801,31858.0,0.5164930032783881,1.751553769853726,0,32323.0
layer,22,P_V_sat,vision,text,modality_coactivation_surrogate+swap,15930,127440,3.295354676710609,3.0,4.0,0.4152542372881356,0.8829252981795355,43846,31860.0,0.236005967300634,1.3762084118016322,0,36565.0
layer,22,P_T_sat,text,all,modality_coactivation_surrogate+swap,31859,254872,2.8372516400389216,3.0,4.0,0.20571894911955804,0.6632034903794846,109887,63718.0,0.49854695926239,1.724583320254873,0,58533.0
layer,22,P_T_sat,text,vision,modality_coactivation_surrogate+swap,15929,127432,3.203779270512901,3.0,4.0,0.3606629418042564,0.8448741289472033,39085,31858.0,0.15934244764895011,1.2268503986439827,1,35104.0
layer,22,P_T_sat,text,text,modality_coactivation_surrogate+swap,15930,127440,2.470747018204645,2.0,3.0,0.050784682988072816,0.4815442561205273,75799,31860.0,0.8859096587279939,2.379127432517263,0,23429.0
layer,23,P0,all,all,fixed_linear,31859,254872,3.6605354844784834,4.0,4.0,0.6733733011080072,0.9871621833704761,68346,63718.0,0.06271108255782853,1.0726325371166703,0,84762.0
layer,23,P0,all,vision,fixed_linear,15929,127432,3.641534308493942,4.0,4.0,0.6581706321803,0.9833636763136417,36360,31858.0,0.09031240684646921,1.141314583464122,0,42077.0
layer,23,P0,all,text,fixed_linear,15930,127440,3.679535467671061,4.0,4.0,0.6885750156936598,0.9909604519774011,34826,31860.0,0.059830636579226604,1.0930947897049592,1,42685.0
layer,23,P_load,all,all,greedy_load+swap,31859,254872,3.642079161304498,4.0,4.0,0.6596566119463888,0.9824539376628268,63728,63718.0,0.00013726777115207554,1.0001569415235882,1,84174.0
layer,23,P_load,all,vision,greedy_load+swap,15929,127432,3.633938100320171,4.0,4.0,0.6546550317031828,0.9793458471969364,35512,31858.0,0.07989011208150923,1.1146964655659488,0,41956.0
layer,23,P_load,all,text,greedy_load+swap,15930,127440,3.6502197112366606,4.0,4.0,0.6646578782172002,0.9855618330194601,34827,31860.0,0.07988360170797905,1.093126177024482,1,42218.0
layer,23,P_sat,all,all,coactivation_surrogate+swap,31859,254872,2.823817445619762,3.0,4.0,0.2066919865658056,0.6613201920964249,121881,63718.0,0.590818276224601,1.9128189836466933,0,58105.0
layer,23,P_sat,all,vision,coactivation_surrogate+swap,15929,127432,3.0708770167618806,3.0,4.0,0.29775880469583776,0.7865528281750267,43142,31858.0,0.3151484815024538,1.3541967480695587,0,32987.0
layer,23,P_sat,all,text,coactivation_surrogate+swap,15930,127440,2.5767733835530446,3.0,4.0,0.11563088512241054,0.5360954174513497,78739,31860.0,0.9004434752555535,2.4714061519146266,0,25118.0
layer,23,P_joint_0,all,all,joint_surrogate_lambda_0,31859,254872,2.823817445619762,3.0,4.0,0.2066919865658056,0.6613201920964249,121881,63718.0,0.590818276224601,1.9128189836466933,0,58105.0
layer,23,P_joint_0,all,vision,joint_surrogate_lambda_0,15929,127432,3.0708770167618806,3.0,4.0,0.29775880469583776,0.7865528281750267,43142,31858.0,0.3151484815024538,1.3541967480695587,0,32987.0
layer,23,P_joint_0,all,text,joint_surrogate_lambda_0,15930,127440,2.5767733835530446,3.0,4.0,0.11563088512241054,0.5360954174513497,78739,31860.0,0.9004434752555535,2.4714061519146266,0,25118.0
layer,23,P_joint_0.25,all,all,joint_surrogate_lambda_0.25,31859,254872,2.8549860322044007,3.0,4.0,0.21158856210176089,0.6723374870523243,117474,63718.0,0.5682356000450189,1.8436548542013247,0,59098.0
layer,23,P_joint_0.25,all,vision,joint_surrogate_lambda_0.25,15929,127432,3.0873250047083935,3.0,4.0,0.3035972126310503,0.7913867788310628,40859,31858.0,0.3107386966266622,1.2825349990583212,1,33249.0
layer,23,P_joint_0.25,all,text,joint_surrogate_lambda_0.25,15930,127440,2.622661644695543,3.0,4.0,0.11958568738229755,0.5532956685499059,76786,31860.0,0.8755568233367123,2.410106716886378,0,25849.0
layer,23,P_joint_0.5,all,all,joint_surrogate_lambda_0.5,31859,254872,3.4661163250572837,4.0,4.0,0.5133557236573653,0.9528233780093537,64071,63718.0,0.0037835115395320113,1.0055400357826674,1,78568.0
layer,23,P_joint_0.5,all,vision,joint_surrogate_lambda_0.5,15929,127432,3.5577249042626655,4.0,4.0,0.5903697658358968,0.9674806955866658,37591,31858.0,0.13471964204298956,1.179954799422437,0,40742.0
layer,23,P_joint_0.5,all,text,joint_surrogate_lambda_0.5,15930,127440,3.3745134965473946,3.0,4.0,0.43634651600753294,0.9381669805398619,38473,31860.0,0.14081936382480664,1.2075643440050219,1,37826.0
layer,23,P_joint_0.75,all,all,joint_surrogate_lambda_0.75,31859,254872,3.5110016008035405,4.0,4.0,0.5471295395335698,0.9639348378794061,63786,63718.0,0.001218648656878576,1.0010672023604006,2,79998.0
layer,23,P_joint_0.75,all,vision,joint_surrogate_lambda_0.75,15929,127432,3.5768095925670162,4.0,4.0,0.6047460606441082,0.972189089082805,37591,31858.0,0.13091582539161983,1.179954799422437,0,41046.0
layer,23,P_joint_0.75,all,text,joint_surrogate_lambda_0.75,15930,127440,3.4451977401129943,3.0,4.0,0.48951663527934713,0.9556811048336472,37826,31860.0,0.13219506022897567,1.1872567482736973,1,38952.0
layer,23,P_joint_1,all,all,joint_surrogate_lambda_1,31859,254872,3.642079161304498,4.0,4.0,0.6596566119463888,0.9824539376628268,63728,63718.0,0.00013726777115207554,1.0001569415235882,1,84174.0
layer,23,P_joint_1,all,vision,joint_surrogate_lambda_1,15929,127432,3.633938100320171,4.0,4.0,0.6546550317031828,0.9793458471969364,35512,31858.0,0.07989011208150923,1.1146964655659488,0,41956.0
layer,23,P_joint_1,all,text,joint_surrogate_lambda_1,15930,127440,3.6502197112366606,4.0,4.0,0.6646578782172002,0.9855618330194601,34827,31860.0,0.07988360170797905,1.093126177024482,1,42218.0
layer,23,P_V_load,vision,all,modality_greedy_load+swap,31859,254872,3.6345773564769766,4.0,4.0,0.653222009479268,0.9814495119118617,78179,63718.0,0.13558247755395322,1.2269531372610565,0,83935.0
layer,23,P_V_load,vision,vision,modality_greedy_load+swap,15929,127432,3.6584217465000943,4.0,4.0,0.6749952916065038,0.9836147906334358,31862,31858.0,0.00012750389862257457,1.000125557159897,1,42346.0
layer,23,P_V_load,vision,text,modality_greedy_load+swap,15930,127440,3.6107344632768363,4.0,4.0,0.6314500941619585,0.9792843691148776,46326,31860.0,0.2712657647043404,1.4540489642184558,0,41589.0
layer,23,P_T_load,text,all,modality_greedy_load+swap,31859,254872,3.7385040333971564,4.0,4.0,0.7476694183747136,0.9908346150224426,67172,63718.0,0.038566132202804436,1.0542076022474025,0,87246.0
layer,23,P_T_load,text,vision,modality_greedy_load+swap,15929,127432,3.725971498524703,4.0,4.0,0.7365810785360035,0.9893904199886998,35313,31858.0,0.07715649017724303,1.108449996861071,0,43422.0
layer,23,P_T_load,text,text,modality_greedy_load+swap,15930,127440,3.7510357815442563,4.0,4.0,0.7587570621468926,0.9922787193973635,31861,31860.0,2.2194186477920512e-05,1.000031387319523,2,43824.0
layer,23,P_V_sat,vision,all,modality_coactivation_surrogate+swap,31859,254872,3.1756803415047554,3.0,4.0,0.3632568504975046,0.8270190527009637,97284,63718.0,0.35891394965578843,1.5267899180765248,0,69315.0
layer,23,P_V_sat,vision,vision,modality_coactivation_surrogate+swap,15929,127432,3.034339883231841,3.0,4.0,0.29625211877707325,0.7647058823529411,57176,31858.0,0.5246252682011957,1.7947140435683344,0,32405.0
layer,23,P_V_sat,vision,text,modality_coactivation_surrogate+swap,15930,127440,3.3170119271814187,3.0,4.0,0.4302573760200879,0.8893283113622097,40108,31860.0,0.19635390946965384,1.2588826114249843,0,36910.0
layer,23,P_T_sat,text,all,modality_coactivation_surrogate+swap,31859,254872,2.8297184469066825,3.0,4.0,0.21199661006309048,0.6537242223547506,116553,63718.0,0.5259606577543534,1.8292005398788411,0,58293.0
layer,23,P_T_sat,text,vision,modality_coactivation_surrogate+swap,15929,127432,3.2475359407370203,3.0,4.0,0.3789942871492247,0.8702366752464059,34764,31858.0,0.11561429523277882,1.0912172766652017,0,35801.0
layer,23,P_T_sat,text,text,modality_coactivation_surrogate+swap,15930,127440,2.4119271814187067,2.0,3.0,0.045009416195856876,0.4372253609541745,81789,31860.0,0.9686817512219219,2.5671374764595103,0,22492.0
layer,24,P0,all,all,fixed_linear,31859,254872,3.5641733889952603,4.0,4.0,0.5896293041212844,0.9746068614834112,76047,63718.0,0.14824293782434572,1.1934932044320286,3,81692.0
layer,24,P0,all,vision,fixed_linear,15929,127432,3.5773745997865527,4.0,4.0,0.6017954673865277,0.9757046895599222,34827,31858.0,0.11243030675846498,1.0931948019335802,3,41055.0
layer,24,P0,all,text,fixed_linear,15930,127440,3.55097300690521,4.0,4.0,0.5774639045825487,0.9735091023226616,41220,31860.0,0.21000872822938235,1.2937853107344632,3,40637.0
layer,24,P_load,all,all,greedy_load+swap,31859,254872,3.697667848959478,4.0,4.0,0.7082457076493298,0.9894221413101478,63758,63718.0,0.0006721972361606471,1.0006277660943532,0,85945.0
layer,24,P_load,all,vision,greedy_load+swap,15929,127432,3.6581078536003515,4.0,4.0,0.6725469269885115,0.98556092661184,34909,31858.0,0.06304659422863654,1.0957687237114697,3,42341.0
layer,24,P_load,all,text,greedy_load+swap,15930,127440,3.7372253609541746,4.0,4.0,0.7439422473320778,0.9932831136220966,33780,31860.0,0.0628156175100194,1.0602636534839924,2,43604.0
layer,24,P_sat,all,all,coactivation_surrogate+swap,31859,254872,2.765811858501522,3.0,4.0,0.19470165416365862,0.6327254464986346,127572,63718.0,0.6322566662821092,2.002134404720801,0,56257.0
layer,24,P_sat,all,vision,coactivation_surrogate+swap,15929,127432,3.057191286333103,3.0,4.0,0.27697909473287713,0.7960323937472534,50543,31858.0,0.3940674902778381,1.5865088831690628,0,32769.0
layer,24,P_sat,all,text,coactivation_surrogate+swap,15930,127440,2.474450721908349,2.0,4.0,0.11242937853107345,0.469428750784683,77029,31860.0,0.8924342758371833,2.417733835530446,0,23488.0
layer,24,P_joint_0,all,all,joint_surrogate_lambda_0,31859,254872,2.765811858501522,3.0,4.0,0.19470165416365862,0.6327254464986346,127572,63718.0,0.6322566662821092,2.002134404720801,0,56257.0
layer,24,P_joint_0,all,vision,joint_surrogate_lambda_0,15929,127432,3.057191286333103,3.0,4.0,0.27697909473287713,0.7960323937472534,50543,31858.0,0.3940674902778381,1.5865088831690628,0,32769.0
layer,24,P_joint_0,all,text,joint_surrogate_lambda_0,15930,127440,2.474450721908349,2.0,4.0,0.11242937853107345,0.469428750784683,77029,31860.0,0.8924342758371833,2.417733835530446,0,23488.0
layer,24,P_joint_0.25,all,all,joint_surrogate_lambda_0.25,31859,254872,2.9143727047302175,3.0,4.0,0.2264352302332151,0.6890360651621206,108555,63718.0,0.5476329161786425,1.70367870931291,0,60990.0
layer,24,P_joint_0.25,all,vision,joint_surrogate_lambda_0.25,15929,127432,3.177977274154059,3.0,4.0,0.33228702366752466,0.8458785862263796,43569,31858.0,0.33434984609013,1.367599974888568,0,34693.0
layer,24,P_joint_0.25,all,text,joint_surrogate_lambda_0.25,15930,127440,2.650784682988073,3.0,4.0,0.12059008160703076,0.5322033898305085,64986,31860.0,0.7865367873038402,2.0397363465160074,0,26297.0
layer,24,P_joint_0.5,all,all,joint_surrogate_lambda_0.5,31859,254872,3.5947142094855455,4.0,4.0,0.6177846134530274,0.976960984337236,63961,63718.0,0.00384245608733534,1.003813679023196,3,82665.0
layer,24,P_joint_0.5,all,vision,joint_surrogate_lambda_0.5,15929,127432,3.5859124866595518,4.0,4.0,0.6124678259777764,0.9735074392617239,32867,31858.0,0.024595036045849377,1.0316717935840292,0,41191.0
layer,24,P_joint_0.5,all,text,joint_surrogate_lambda_0.5,15930,127440,3.6035153797865664,4.0,4.0,0.6231010671688638,0.9804143126177024,32450,31860.0,0.017513997731555753,1.0185185185185186,1,41474.0
layer,24,P_joint_0.75,all,all,joint_surrogate_lambda_0.75,31859,254872,3.6395053203176495,4.0,4.0,0.6608807558303776,0.9786873410967074,63790,63718.0,0.0008792227782058006,1.0011299789698358,0,84092.0
layer,24,P_joint_0.75,all,vision,joint_surrogate_lambda_0.75,15929,127432,3.614351183376232,4.0,4.0,0.6387720509762069,0.9756419109799737,32900,31858.0,0.033671045700452845,1.0327076401531798,3,41644.0
layer,24,P_joint_0.75,all,text,joint_surrogate_lambda_0.75,15930,127440,3.6646578782172003,4.0,4.0,0.6829880728185813,0.9817325800376648,33305,31860.0,0.03325707570075424,1.045354676710609,1,42448.0
layer,24,P_joint_1,all,all,joint_surrogate_lambda_1,31859,254872,3.697667848959478,4.0,4.0,0.7082457076493298,0.9894221413101478,63758,63718.0,0.0006721972361606471,1.0006277660943532,0,85945.0
layer,24,P_joint_1,all,vision,joint_surrogate_lambda_1,15929,127432,3.6581078536003515,4.0,4.0,0.6725469269885115,0.98556092661184,34909,31858.0,0.06304659422863654,1.0957687237114697,3,42341.0
layer,24,P_joint_1,all,text,joint_surrogate_lambda_1,15930,127440,3.7372253609541746,4.0,4.0,0.7439422473320778,0.9932831136220966,33780,31860.0,0.0628156175100194,1.0602636534839924,2,43604.0
layer,24,P_V_load,vision,all,modality_greedy_load+swap,31859,254872,3.729432813333752,4.0,4.0,0.737405442732038,0.9920273706017138,69211,63718.0,0.05189308084350009,1.0862079789070593,0,86957.0
layer,24,P_V_load,vision,vision,modality_greedy_load+swap,15929,127432,3.704501224182309,4.0,4.0,0.7145457969740725,0.9899554272082366,31867,31858.0,0.00023802107615203562,1.0002825036097684,2,43080.0
