scope,key,modality,tokens,assignments,mean_u,median_u,p90_u,p_u4,p_u_ge3,rank_load_max,rank_load_mean,rank_load_cv,rank_load_max_mean,critical_rank,remote_volume_proxy
layer,13,vision,15929,127432,3.6049343963839537,4.0,4.0,0.6283508067047523,0.976771925419047,33870,31858.0,0.04968564693736219,1.0631552514282128,1,41494.0
layer,14,vision,15929,127432,3.663569590055873,4.0,4.0,0.6807081423818193,0.9828614476740536,35993,31858.0,0.11347025140090407,1.1297947140435682,1,42428.0
layer,15,vision,15929,127432,3.6098311256199387,4.0,4.0,0.6253374348672233,0.9845564693326637,41327,31858.0,0.19016578754806612,1.2972251867662754,1,41572.0
layer,16,vision,15929,127432,3.6503233096867347,4.0,4.0,0.6644484901751523,0.9858748195115826,38370,31858.0,0.12045618658347579,1.2044070563123863,2,42217.0
layer,17,vision,15929,127432,3.6497583024671982,4.0,4.0,0.6626906899365936,0.9870676125306046,33403,31858.0,0.04791382076316484,1.048496453010233,0,42208.0
layer,18,vision,15929,127432,3.650825538326323,4.0,4.0,0.6665829618934019,0.9842425764329211,36535,31858.0,0.12684186813196074,1.1468077092096176,2,42225.0
layer,19,vision,15929,127432,3.6549689246029256,4.0,4.0,0.663946261535564,0.9910226630673614,36836,31858.0,0.14519602720494337,1.15625588549187,3,42291.0
layer,20,vision,15929,127432,3.616736769414276,4.0,4.0,0.6338753217402222,0.9828614476740536,36038,31858.0,0.10611481539670584,1.13120723209241,1,41682.0
layer,21,vision,15929,127432,3.6415970870738903,4.0,4.0,0.6627534685165422,0.9788436185573482,34312,31858.0,0.06280379617872273,1.077029317596836,0,42078.0
layer,22,vision,15929,127432,3.6151673049155626,4.0,4.0,0.6377048151170821,0.9774624897984807,36103,31858.0,0.08114607140896343,1.133247535940737,1,41657.0
layer,23,vision,15929,127432,3.641534308493942,4.0,4.0,0.6581706321803,0.9833636763136417,36360,31858.0,0.09031240684646921,1.141314583464122,0,42077.0
layer,24,vision,15929,127432,3.5773745997865527,4.0,4.0,0.6017954673865277,0.9757046895599222,34827,31858.0,0.11243030675846498,1.0931948019335802,3,41055.0
layer,25,vision,15929,127432,3.5953920522317784,4.0,4.0,0.6188712411325256,0.97664636825915,34074,31858.0,0.06737291203353658,1.069558666582962,1,41342.0
layer,26,vision,15929,127432,3.6690313265113943,4.0,4.0,0.6805825852219223,0.988448741289472,36135,31858.0,0.07956521595726972,1.1342519932199133,0,42515.0
layer,27,vision,15929,127432,3.5953920522317784,4.0,4.0,0.6151045263356143,0.9802875258961642,40035,31858.0,0.17134751414568952,1.2566702241195304,1,41342.0
layer,28,vision,15929,127432,3.5959570594513153,4.0,4.0,0.6201895913114446,0.9757674681398707,38590,31858.0,0.13999670658703772,1.2113127001067236,2,41351.0
layer,29,vision,15929,127432,3.6449871303911108,4.0,4.0,0.6660179546738653,0.9789691757172453,37018,31858.0,0.11248411516508984,1.1619687362671856,2,42132.0
layer,30,vision,15929,127432,3.6353192290790384,4.0,4.0,0.6516416598656538,0.9836775692133843,35602,31858.0,0.10951504201553694,1.1175215016636324,2,41978.0
layer,31,vision,15929,127432,3.671416912549438,4.0,4.0,0.6816498210810471,0.989767091468391,35811,31858.0,0.1037055065246594,1.1240818632682528,0,42553.0
layer,32,vision,15929,127432,3.6033649318852405,4.0,4.0,0.6269068993659364,0.9764580325193044,34738,31858.0,0.09640856210173208,1.090401155125871,0,41469.0
layer,33,vision,15929,127432,3.659991210998807,4.0,4.0,0.6819637139807898,0.9780274970180175,33344,31858.0,0.03627637848495203,1.0466444849017515,0,42371.0
layer,34,vision,15929,127432,3.6545922531232344,4.0,4.0,0.6729235984682026,0.9817942118149288,36010,31858.0,0.0760436630543102,1.1303283319731308,1,42285.0
layer,35,vision,15929,127432,3.609642789880093,4.0,4.0,0.6240190846883044,0.9856237051917885,35998,31858.0,0.075158182540074,1.1299516604934396,0,41569.0
layer,36,vision,15929,127432,3.62420742042815,4.0,4.0,0.6409693012744052,0.9832381191537447,36805,31858.0,0.09049947928655974,1.1552828175026681,3,41801.0
layer,37,vision,15929,127432,3.5702178416724215,4.0,4.0,0.5957687237114696,0.9745118965409002,33030,31858.0,0.050980463816268806,1.0367882478498336,1,40941.0
layer,38,vision,15929,127432,3.6733630485278423,4.0,4.0,0.6840354071190909,0.9893276414087513,34166,31858.0,0.04545418474830848,1.0724464812605938,3,42584.0
layer,39,vision,15929,127432,3.6110239186389603,4.0,4.0,0.6336869860003767,0.9773369326385837,39677,31858.0,0.17318460095702032,1.245432858308745,1,41591.0
layer,40,vision,15929,127432,3.707765710339632,4.0,4.0,0.7173708330717559,0.9903948772678762,32187,31858.0,0.010788764267517409,1.0103270764015317,2,43132.0
layer,41,vision,15929,127432,3.663946261535564,4.0,4.0,0.676941427584908,0.9870048339506561,35721,31858.0,0.08674428438626097,1.1212568271705694,2,42434.0
layer,42,vision,15929,127432,3.6473727164291545,4.0,4.0,0.6611212254378805,0.9863142695712223,37586,31858.0,0.11627534689402294,1.1797978529725657,1,42170.0
layer,43,vision,15929,127432,3.6426015443530666,4.0,4.0,0.6570406177412267,0.98556092661184,36176,31858.0,0.09902148171773616,1.135538954108858,2,42094.0
layer,44,vision,15929,127432,3.655847824722205,4.0,4.0,0.6736769414275849,0.9821708832946199,33823,31858.0,0.05368712520717152,1.0616799547994225,2,42305.0
layer,45,vision,15929,127432,3.6426015443530666,4.0,4.0,0.6648879402347919,0.9777763826982233,37003,31858.0,0.09453783498662974,1.1614978969175718,0,42094.0
layer,46,vision,15929,127432,3.6363236863582147,4.0,4.0,0.6569150605813296,0.979534182936782,36206,31858.0,0.08339738278816677,1.1364806328080859,0,41994.0
layer,47,vision,15929,127432,3.640592629794714,4.0,4.0,0.6572289534810722,0.9833636763136417,37379,31858.0,0.17508076361682615,1.1733002699478938,0,42062.0
request,coins,vision,6144,49152,3.6663411458333335,4.0,4.0,0.6805013020833334,0.98583984375,12643,12288.0,0.029753732694651907,1.0288899739583333,0,16382.0
request_layer,coins:L0,vision,128,1024,3.4921875,4.0,4.0,0.5390625,0.953125,322,256.0,0.1649205611920668,1.2578125,3,319.0
request_layer,coins:L1,vision,128,1024,3.65625,4.0,4.0,0.671875,0.984375,308,256.0,0.14291217289005248,1.203125,3,340.0
request_layer,coins:L2,vision,128,1024,3.7421875,4.0,4.0,0.75,0.9921875,331,256.0,0.17357557144917096,1.29296875,0,351.0
request_layer,coins:L3,vision,128,1024,3.609375,4.0,4.0,0.6171875,0.9921875,342,256.0,0.20340650565547,1.3359375,2,334.0
request_layer,coins:L4,vision,128,1024,3.7265625,4.0,4.0,0.734375,0.9921875,311,256.0,0.161744223537214,1.21484375,0,349.0
request_layer,coins:L5,vision,128,1024,3.7890625,4.0,4.0,0.7890625,1.0,322,256.0,0.16112985319252218,1.2578125,1,357.0
request_layer,coins:L6,vision,128,1024,3.7578125,4.0,4.0,0.765625,0.9921875,301,256.0,0.13209248764774154,1.17578125,0,353.0
request_layer,coins:L7,vision,128,1024,3.4921875,4.0,4.0,0.5390625,0.953125,419,256.0,0.39976609066564633,1.63671875,3,319.0
request_layer,coins:L8,vision,128,1024,3.75,4.0,4.0,0.75,1.0,316,256.0,0.14243089573050416,1.234375,1,352.0
request_layer,coins:L9,vision,128,1024,3.7109375,4.0,4.0,0.7265625,0.984375,337,256.0,0.2561797255010874,1.31640625,2,347.0
request_layer,coins:L10,vision,128,1024,3.78125,4.0,4.0,0.78125,1.0,289,256.0,0.07639690318596853,1.12890625,0,356.0
request_layer,coins:L11,vision,128,1024,3.609375,4.0,4.0,0.625,0.984375,317,256.0,0.18369761025042963,1.23828125,2,334.0
request_layer,coins:L12,vision,128,1024,3.625,4.0,4.0,0.640625,0.984375,334,256.0,0.20877435416504406,1.3046875,1,336.0
request_layer,coins:L13,vision,128,1024,3.7109375,4.0,4.0,0.7265625,0.984375,295,256.0,0.14717286120144146,1.15234375,1,347.0
request_layer,coins:L14,vision,128,1024,3.4921875,4.0,4.0,0.546875,0.9453125,368,256.0,0.2780306195199101,1.4375,1,319.0
request_layer,coins:L15,vision,128,1024,3.6015625,4.0,4.0,0.609375,0.9921875,354,256.0,0.2569231820688336,1.3828125,1,333.0
request_layer,coins:L16,vision,128,1024,3.640625,4.0,4.0,0.6484375,0.9921875,317,256.0,0.19454929007717106,1.23828125,0,338.0
request_layer,coins:L17,vision,128,1024,3.703125,4.0,4.0,0.703125,1.0,313,256.0,0.19912298556145208,1.22265625,1,346.0
request_layer,coins:L18,vision,128,1024,3.75,4.0,4.0,0.75,1.0,315,256.0,0.14291217289005248,1.23046875,3,352.0
request_layer,coins:L19,vision,128,1024,3.6640625,4.0,4.0,0.6875,0.9765625,409,256.0,0.3704249730303442,1.59765625,3,341.0
request_layer,coins:L20,vision,128,1024,3.7734375,4.0,4.0,0.8046875,0.96875,332,256.0,0.17231832031338107,1.296875,0,355.0
request_layer,coins:L21,vision,128,1024,3.6484375,4.0,4.0,0.6484375,1.0,317,256.0,0.2240226712334323,1.23828125,2,339.0
request_layer,coins:L22,vision,128,1024,3.7109375,4.0,4.0,0.7265625,0.984375,331,256.0,0.18934234841245565,1.29296875,0,347.0
request_layer,coins:L23,vision,128,1024,3.7109375,4.0,4.0,0.71875,0.9921875,310,256.0,0.12293832017075168,1.2109375,1,347.0
request_layer,coins:L24,vision,128,1024,3.5859375,4.0,4.0,0.625,0.9609375,339,256.0,0.19249927074740114,1.32421875,2,331.0
request_layer,coins:L25,vision,128,1024,3.4921875,4.0,4.0,0.546875,0.9453125,326,256.0,0.2487916353739234,1.2734375,3,319.0
request_layer,coins:L26,vision,128,1024,3.7265625,4.0,4.0,0.7265625,1.0,286,256.0,0.10867521674409028,1.1171875,0,349.0
request_layer,coins:L27,vision,128,1024,3.609375,4.0,4.0,0.6171875,0.9921875,327,256.0,0.18407102192708458,1.27734375,1,334.0
request_layer,coins:L28,vision,128,1024,3.65625,4.0,4.0,0.6640625,0.9921875,269,256.0,0.04216217411117754,1.05078125,0,340.0
request_layer,coins:L29,vision,128,1024,3.75,4.0,4.0,0.75,1.0,323,256.0,0.1539627513673153,1.26171875,2,352.0
request_layer,coins:L30,vision,128,1024,3.6953125,4.0,4.0,0.703125,0.9921875,268,256.0,0.05707671561016585,1.046875,3,345.0
request_layer,coins:L31,vision,128,1024,3.625,4.0,4.0,0.640625,0.984375,359,256.0,0.262082885677115,1.40234375,3,336.0
request_layer,coins:L32,vision,128,1024,3.703125,4.0,4.0,0.7109375,0.9921875,330,256.0,0.1736634578200931,1.2890625,0,346.0
request_layer,coins:L33,vision,128,1024,3.6796875,4.0,4.0,0.703125,0.9765625,338,256.0,0.2838959736032285,1.3203125,2,343.0
request_layer,coins:L34,vision,128,1024,3.578125,4.0,4.0,0.609375,0.96875,307,256.0,0.1174801034517388,1.19921875,0,330.0
request_layer,coins:L35,vision,128,1024,3.5703125,4.0,4.0,0.5703125,1.0,287,256.0,0.12030362183151948,1.12109375,0,329.0
request_layer,coins:L36,vision,128,1024,3.5546875,4.0,4.0,0.5703125,0.984375,295,256.0,0.16533638621147115,1.15234375,2,327.0
request_layer,coins:L37,vision,128,1024,3.75,4.0,4.0,0.765625,0.984375,278,256.0,0.052042627322164955,1.0859375,0,352.0
request_layer,coins:L38,vision,128,1024,3.6875,4.0,4.0,0.6953125,0.9921875,270,256.0,0.05433760837204514,1.0546875,3,344.0
request_layer,coins:L39,vision,128,1024,3.6328125,4.0,4.0,0.65625,0.9765625,285,256.0,0.08812901697405061,1.11328125,1,337.0
request_layer,coins:L40,vision,128,1024,3.671875,4.0,4.0,0.6796875,0.9921875,281,256.0,0.07271293151947768,1.09765625,0,342.0
request_layer,coins:L41,vision,128,1024,3.796875,4.0,4.0,0.796875,1.0,307,256.0,0.12093613734697438,1.19921875,2,358.0
request_layer,coins:L42,vision,128,1024,3.5234375,4.0,4.0,0.53125,0.9921875,344,256.0,0.20983144626066835,1.34375,1,323.0
request_layer,coins:L43,vision,128,1024,3.71875,4.0,4.0,0.71875,1.0,304,256.0,0.21368651400949767,1.1875,1,348.0
request_layer,coins:L44,vision,128,1024,3.734375,4.0,4.0,0.7421875,0.9921875,287,256.0,0.10042937603267532,1.12109375,1,350.0
request_layer,coins:L45,vision,128,1024,3.6484375,4.0,4.0,0.671875,0.9765625,320,256.0,0.1829067932569243,1.25,0,339.0
request_layer,coins:L46,vision,128,1024,3.7109375,4.0,4.0,0.7265625,0.984375,300,256.0,0.11637085242004869,1.171875,2,347.0
request_layer,coins:L47,vision,128,1024,3.734375,4.0,4.0,0.7421875,0.9921875,304,256.0,0.18709265648168824,1.1875,0,350.0
request,clock_motion,vision,6192,49536,3.636466408268734,4.0,4.0,0.6532622739018088,0.9832041343669251,12838,12384.0,0.02728892131813683,1.0366602067183464,3,16325.0
request_layer,clock_motion:L0,vision,129,1032,3.62015503875969,4.0,4.0,0.6511627906976745,0.9689922480620154,291,258.0,0.16738622388906343,1.127906976744186,3,338.0
request_layer,clock_motion:L1,vision,129,1032,3.5968992248062017,4.0,4.0,0.6124031007751938,0.9844961240310077,332,258.0,0.1744616656577814,1.2868217054263567,3,335.0
request_layer,clock_motion:L2,vision,129,1032,3.643410852713178,4.0,4.0,0.6589147286821705,0.9844961240310077,282,258.0,0.09069270509145419,1.0930232558139534,2,341.0
request_layer,clock_motion:L3,vision,129,1032,3.5891472868217056,4.0,4.0,0.6201550387596899,0.9689922480620154,336,258.0,0.24216277568463743,1.302325581395349,3,334.0
request_layer,clock_motion:L4,vision,129,1032,3.682170542635659,4.0,4.0,0.689922480620155,0.9922480620155039,279,258.0,0.06549126065393722,1.0813953488372092,1,346.0
request_layer,clock_motion:L5,vision,129,1032,3.7286821705426356,4.0,4.0,0.7364341085271318,0.9922480620155039,296,258.0,0.0912706344133071,1.1472868217054264,0,352.0
request_layer,clock_motion:L6,vision,129,1032,3.5193798449612403,4.0,4.0,0.5736434108527132,0.9457364341085271,380,258.0,0.2772469538968922,1.4728682170542635,0,325.0
request_layer,clock_motion:L7,vision,129,1032,3.511627906976744,4.0,4.0,0.5348837209302325,0.9767441860465116,368,258.0,0.308048106956929,1.426356589147287,2,324.0
request_layer,clock_motion:L8,vision,129,1032,3.705426356589147,4.0,4.0,0.751937984496124,0.9534883720930233,301,258.0,0.13574194579718962,1.1666666666666667,1,349.0
request_layer,clock_motion:L9,vision,129,1032,3.7286821705426356,4.0,4.0,0.7286821705426356,1.0,355,258.0,0.2289447972964707,1.375968992248062,0,352.0
request_layer,clock_motion:L10,vision,129,1032,3.798449612403101,4.0,4.0,0.7984496124031008,1.0,293,258.0,0.11981070942692815,1.1356589147286822,2,361.0
request_layer,clock_motion:L11,vision,129,1032,3.697674418604651,4.0,4.0,0.7131782945736435,0.9844961240310077,297,258.0,0.09282116290564378,1.1511627906976745,1,348.0
request_layer,clock_motion:L12,vision,129,1032,3.612403100775194,4.0,4.0,0.6434108527131783,0.9689922480620154,348,258.0,0.20496877514912032,1.3488372093023255,3,337.0
request_layer,clock_motion:L13,vision,129,1032,3.5891472868217056,4.0,4.0,0.6511627906976745,0.937984496124031,304,258.0,0.14092758885812282,1.178294573643411,3,334.0
request_layer,clock_motion:L14,vision,129,1032,3.565891472868217,4.0,4.0,0.5891472868217055,0.9767441860465116,329,258.0,0.19795921117215884,1.2751937984496124,1,331.0
request_layer,clock_motion:L15,vision,129,1032,3.5968992248062017,4.0,4.0,0.6046511627906976,0.9922480620155039,366,258.0,0.2766502565718499,1.4186046511627908,1,335.0
request_layer,clock_motion:L16,vision,129,1032,3.7131782945736433,4.0,4.0,0.7286821705426356,0.9844961240310077,307,258.0,0.133875318133105,1.189922480620155,1,350.0
request_layer,clock_motion:L17,vision,129,1032,3.558139534883721,4.0,4.0,0.5968992248062015,0.9612403100775194,358,258.0,0.2525633264751149,1.3875968992248062,3,330.0
request_layer,clock_motion:L18,vision,129,1032,3.682170542635659,4.0,4.0,0.6821705426356589,1.0,306,258.0,0.11246990797323185,1.186046511627907,0,346.0
request_layer,clock_motion:L19,vision,129,1032,3.627906976744186,4.0,4.0,0.627906976744186,1.0,342,258.0,0.24293700483460676,1.3255813953488371,2,339.0
request_layer,clock_motion:L20,vision,129,1032,3.5891472868217056,4.0,4.0,0.6124031007751938,0.9767441860465116,333,258.0,0.21521228390545333,1.2906976744186047,0,334.0
request_layer,clock_motion:L21,vision,129,1032,3.7131782945736433,4.0,4.0,0.7131782945736435,1.0,294,258.0,0.09592533853305878,1.1395348837209303,0,350.0
request_layer,clock_motion:L22,vision,129,1032,3.5968992248062017,4.0,4.0,0.6124031007751938,0.9844961240310077,318,258.0,0.19247610880519592,1.2325581395348837,2,335.0
request_layer,clock_motion:L23,vision,129,1032,3.6744186046511627,4.0,4.0,0.6744186046511628,1.0,286,258.0,0.11714791674191793,1.1085271317829457,0,345.0
request_layer,clock_motion:L24,vision,129,1032,3.7131782945736433,4.0,4.0,0.7286821705426356,0.9844961240310077,312,258.0,0.13303102559481017,1.2093023255813953,3,350.0
request_layer,clock_motion:L25,vision,129,1032,3.4728682170542635,4.0,4.0,0.5193798449612403,0.9534883720930233,373,258.0,0.287567122719386,1.445736434108527,3,319.0
request_layer,clock_motion:L26,vision,129,1032,3.7131782945736433,4.0,4.0,0.7209302325581395,0.9922480620155039,295,258.0,0.15931599933771015,1.1434108527131783,0,350.0
request_layer,clock_motion:L27,vision,129,1032,3.558139534883721,4.0,4.0,0.5658914728682171,0.9922480620155039,310,258.0,0.21858884433478332,1.2015503875968991,3,330.0
request_layer,clock_motion:L28,vision,129,1032,3.689922480620155,4.0,4.0,0.6976744186046512,0.9922480620155039,312,258.0,0.1357972716384097,1.2093023255813953,1,347.0
request_layer,clock_motion:L29,vision,129,1032,3.5968992248062017,4.0,4.0,0.627906976744186,0.9689922480620154,293,258.0,0.14885941371838388,1.1356589147286822,1,335.0
request_layer,clock_motion:L30,vision,129,1032,3.550387596899225,4.0,4.0,0.5581395348837209,0.9922480620155039,288,258.0,0.09569013097386442,1.1162790697674418,1,329.0
request_layer,clock_motion:L31,vision,129,1032,3.62015503875969,4.0,4.0,0.6356589147286822,0.9844961240310077,313,258.0,0.14817662677221144,1.2131782945736433,2,338.0
request_layer,clock_motion:L32,vision,129,1032,3.7131782945736433,4.0,4.0,0.7364341085271318,0.9767441860465116,325,258.0,0.1528184031295839,1.2596899224806202,0,350.0
request_layer,clock_motion:L33,vision,129,1032,3.6744186046511627,4.0,4.0,0.6821705426356589,0.9922480620155039,282,258.0,0.10151783607526198,1.0930232558139534,0,345.0
request_layer,clock_motion:L34,vision,129,1032,3.627906976744186,4.0,4.0,0.6434108527131783,0.9844961240310077,294,258.0,0.17078471191370764,1.1395348837209303,3,339.0
request_layer,clock_motion:L35,vision,129,1032,3.558139534883721,4.0,4.0,0.5813953488372093,0.9767441860465116,320,258.0,0.14858162001614533,1.2403100775193798,0,330.0
request_layer,clock_motion:L36,vision,129,1032,3.6666666666666665,4.0,4.0,0.6666666666666666,1.0,296,258.0,0.11363267607960502,1.1472868217054264,3,344.0
request_layer,clock_motion:L37,vision,129,1032,3.627906976744186,4.0,4.0,0.6434108527131783,0.9844961240310077,306,258.0,0.15370062061161513,1.186046511627907,0,339.0
request_layer,clock_motion:L38,vision,129,1032,3.635658914728682,4.0,4.0,0.6434108527131783,0.9922480620155039,277,258.0,0.07183625191027379,1.073643410852713,1,340.0
request_layer,clock_motion:L39,vision,129,1032,3.612403100775194,4.0,4.0,0.6356589147286822,0.9767441860465116,370,258.0,0.30084361485017097,1.434108527131783,1,337.0
request_layer,clock_motion:L40,vision,129,1032,3.689922480620155,4.0,4.0,0.6976744186046512,0.9922480620155039,289,258.0,0.10887265042781503,1.12015503875969,3,347.0
request_layer,clock_motion:L41,vision,129,1032,3.635658914728682,4.0,4.0,0.6434108527131783,0.9922480620155039,289,258.0,0.08460806183311269,1.12015503875969,1,340.0
request_layer,clock_motion:L42,vision,129,1032,3.565891472868217,4.0,4.0,0.5891472868217055,0.9767441860465116,343,258.0,0.19167440669113292,1.3294573643410852,1,331.0
request_layer,clock_motion:L43,vision,129,1032,3.6744186046511627,4.0,4.0,0.6744186046511628,1.0,310,258.0,0.1400453625204625,1.2015503875968991,1,345.0
request_layer,clock_motion:L44,vision,129,1032,3.751937984496124,4.0,4.0,0.751937984496124,1.0,291,258.0,0.07600260291134721,1.127906976744186,2,355.0
request_layer,clock_motion:L45,vision,129,1032,3.705426356589147,4.0,4.0,0.7131782945736435,0.9922480620155039,287,258.0,0.07570552319621941,1.1124031007751938,0,349.0
request_layer,clock_motion:L46,vision,129,1032,3.5426356589147288,4.0,4.0,0.5581395348837209,0.9844961240310077,316,258.0,0.1587965149272984,1.2248062015503876,0,328.0
request_layer,clock_motion:L47,vision,129,1032,3.612403100775194,4.0,4.0,0.6356589147286822,0.9767441860465116,345,258.0,0.24904420379479508,1.3372093023255813,0,337.0
request,cat,vision,7008,56064,3.6468321917808217,4.0,4.0,0.6619577625570776,0.9848744292237442,14741,14016.0,0.045294437208968134,1.051726598173516,1,18549.0
request_layer,cat:L0,vision,146,1168,3.6027397260273974,4.0,4.0,0.6232876712328768,0.9794520547945206,366,292.0,0.17753802528534007,1.2534246575342465,0,380.0
request_layer,cat:L1,vision,146,1168,3.5753424657534247,4.0,4.0,0.6027397260273972,0.9726027397260274,317,292.0,0.06896243344384338,1.0856164383561644,1,376.0
request_layer,cat:L2,vision,146,1168,3.684931506849315,4.0,4.0,0.7054794520547946,0.9794520547945206,336,292.0,0.11020269116235676,1.1506849315068493,1,392.0
request_layer,cat:L3,vision,146,1168,3.6780821917808217,4.0,4.0,0.684931506849315,0.9931506849315068,384,292.0,0.20594980413678957,1.3150684931506849,3,391.0
request_layer,cat:L4,vision,146,1168,3.73972602739726,4.0,4.0,0.7465753424657534,0.9931506849315068,332,292.0,0.08774745188574629,1.1369863013698631,3,400.0
request_layer,cat:L5,vision,146,1168,3.5616438356164384,4.0,4.0,0.6095890410958904,0.952054794520548,323,292.0,0.09325512879582262,1.106164383561644,1,374.0
request_layer,cat:L6,vision,146,1168,3.684931506849315,4.0,4.0,0.6917808219178082,0.9931506849315068,351,292.0,0.2070006477172867,1.202054794520548,1,392.0
request_layer,cat:L7,vision,146,1168,3.684931506849315,4.0,4.0,0.6986301369863014,0.9863013698630136,352,292.0,0.17597875240651945,1.2054794520547945,1,392.0
request_layer,cat:L8,vision,146,1168,3.643835616438356,4.0,4.0,0.6643835616438356,0.9794520547945206,388,292.0,0.19029204427134305,1.3287671232876712,2,386.0
request_layer,cat:L9,vision,146,1168,3.7260273972602738,4.0,4.0,0.7328767123287672,0.9931506849315068,330,292.0,0.13803111824531922,1.13013698630137,0,398.0
request_layer,cat:L10,vision,146,1168,3.732876712328767,4.0,4.0,0.7465753424657534,0.9863013698630136,327,292.0,0.09737717265830775,1.11986301369863,2,399.0
request_layer,cat:L11,vision,146,1168,3.643835616438356,4.0,4.0,0.6575342465753424,0.9863013698630136,373,292.0,0.18791979340162943,1.2773972602739727,1,386.0
request_layer,cat:L12,vision,146,1168,3.643835616438356,4.0,4.0,0.678082191780822,0.9657534246575342,422,292.0,0.25811332811043575,1.4452054794520548,1,386.0
request_layer,cat:L13,vision,146,1168,3.5821917808219177,4.0,4.0,0.5958904109589042,0.9863013698630136,359,292.0,0.23094230834604484,1.2294520547945205,0,377.0
request_layer,cat:L14,vision,146,1168,3.6164383561643834,4.0,4.0,0.6232876712328768,0.9931506849315068,325,292.0,0.10827010246258381,1.1130136986301369,3,382.0
request_layer,cat:L15,vision,146,1168,3.5684931506849313,4.0,4.0,0.5821917808219178,0.9863013698630136,379,292.0,0.3059946359133298,1.297945205479452,1,375.0
request_layer,cat:L16,vision,146,1168,3.6027397260273974,4.0,4.0,0.6164383561643836,0.9863013698630136,326,292.0,0.11184010816991735,1.1164383561643836,1,380.0
request_layer,cat:L17,vision,146,1168,3.671232876712329,4.0,4.0,0.6712328767123288,1.0,388,292.0,0.20282243314843887,1.3287671232876712,1,390.0
request_layer,cat:L18,vision,146,1168,3.5821917808219177,4.0,4.0,0.589041095890411,0.9931506849315068,353,292.0,0.15665702755455724,1.2089041095890412,1,377.0
request_layer,cat:L19,vision,146,1168,3.691780821917808,4.0,4.0,0.6917808219178082,1.0,334,292.0,0.10644020731452092,1.143835616438356,1,393.0
request_layer,cat:L20,vision,146,1168,3.5547945205479454,4.0,4.0,0.6095890410958904,0.9452054794520548,372,292.0,0.22097667424658396,1.273972602739726,2,373.0
request_layer,cat:L21,vision,146,1168,3.7260273972602738,4.0,4.0,0.726027397260274,1.0,341,292.0,0.13504619282965996,1.167808219178082,3,398.0
request_layer,cat:L22,vision,146,1168,3.732876712328767,4.0,4.0,0.7465753424657534,0.9863013698630136,326,292.0,0.08517006928387594,1.1164383561643836,3,399.0
request_layer,cat:L23,vision,146,1168,3.6164383561643834,4.0,4.0,0.6301369863013698,0.9863013698630136,377,292.0,0.2411163207408484,1.2910958904109588,1,382.0
request_layer,cat:L24,vision,146,1168,3.6780821917808217,4.0,4.0,0.6917808219178082,0.9863013698630136,334,292.0,0.08585582970357312,1.143835616438356,1,391.0
request_layer,cat:L25,vision,146,1168,3.547945205479452,4.0,4.0,0.5616438356164384,0.9863013698630136,353,292.0,0.23138624563847768,1.2089041095890412,0,372.0
