scope,restart,case_id,control_group,geometry,task,phase,wave,layer,rank,backend,total_assignments,active_experts,median_m_e,max_m_e,tiny_le4_fraction,m_e_cv,latency_ms
compacted,1,case_000_high_heterogeneity_control,case_000,high_heterogeneity_control,gsm8k,early,37,23,0,vllm_fused,1606,50,1.0,64,0.5,0.9689124226570128,0.8346560001373291
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,hybrid_fused_tiny_le16_grouped_large,1606,50,32.0,33,0.0,0.0101171089336276,0.6632640063762665
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,hybrid_fused_tiny_le1_grouped_large,1606,50,32.0,33,0.0,0.0101171089336276,0.6619040071964264
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,hybrid_fused_tiny_le2_grouped_large,1606,50,32.0,33,0.0,0.0101171089336276,0.6622239947319031
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,hybrid_fused_tiny_le4_grouped_large,1606,50,32.0,33,0.0,0.0101171089336276,0.6628799736499786
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,hybrid_fused_tiny_le8_grouped_large,1606,50,32.0,33,0.0,0.0101171089336276,0.6607199907302856
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,hybrid_grouped_tiny_le16_fused_large,1606,50,32.0,33,0.0,0.0101171089336276,0.8975519835948944
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,hybrid_grouped_tiny_le1_fused_large,1606,50,32.0,33,0.0,0.0101171089336276,0.8989439904689789
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,hybrid_grouped_tiny_le2_fused_large,1606,50,32.0,33,0.0,0.0101171089336276,0.9067040085792542
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,hybrid_grouped_tiny_le4_fused_large,1606,50,32.0,33,0.0,0.0101171089336276,0.8932320177555084
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,hybrid_grouped_tiny_le8_fused_large,1606,50,32.0,33,0.0,0.0101171089336276,0.8990080058574677
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,torch_grouped,1606,50,32.0,33,0.0,0.0101171089336276,0.6325439810752869
compacted,1,case_000_low_heterogeneity_control,case_000,low_heterogeneity_control,gsm8k,early,37,23,0,vllm_fused,1606,50,32.0,33,0.0,0.0101171089336276,0.8294079899787903
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,hybrid_fused_tiny_le16_grouped_large,1606,50,17.0,145,0.18,1.062891960144043,0.9223360121250153
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,hybrid_fused_tiny_le1_grouped_large,1606,50,17.0,145,0.18,1.062891960144043,0.9832000136375426
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,hybrid_fused_tiny_le2_grouped_large,1606,50,17.0,145,0.18,1.062891960144043,0.965936005115509
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,hybrid_fused_tiny_le4_grouped_large,1606,50,17.0,145,0.18,1.062891960144043,0.912207990884781
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,hybrid_fused_tiny_le8_grouped_large,1606,50,17.0,145,0.18,1.062891960144043,0.9080000221729279
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,hybrid_grouped_tiny_le16_fused_large,1606,50,17.0,145,0.18,1.062891960144043,0.8737120032310486
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,hybrid_grouped_tiny_le1_fused_large,1606,50,17.0,145,0.18,1.062891960144043,1.0538560152053833
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,hybrid_grouped_tiny_le2_fused_large,1606,50,17.0,145,0.18,1.062891960144043,1.0370240211486816
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,hybrid_grouped_tiny_le4_fused_large,1606,50,17.0,145,0.18,1.062891960144043,0.9914239943027496
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,hybrid_grouped_tiny_le8_fused_large,1606,50,17.0,145,0.18,1.062891960144043,0.9153439998626709
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,torch_grouped,1606,50,17.0,145,0.18,1.062891960144043,0.6205120086669922
compacted,1,case_000_real,case_000,real,gsm8k,early,37,23,0,vllm_fused,1606,50,17.0,145,0.18,1.062891960144043,0.8350880146026611
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,hybrid_fused_tiny_le16_grouped_large,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.7965919971466064
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,hybrid_fused_tiny_le1_grouped_large,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.7969280183315277
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,hybrid_fused_tiny_le2_grouped_large,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.7953120172023773
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,hybrid_fused_tiny_le4_grouped_large,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.8034400045871735
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,hybrid_fused_tiny_le8_grouped_large,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.7980960011482239
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,hybrid_grouped_tiny_le16_fused_large,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.7496960163116455
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,hybrid_grouped_tiny_le1_fused_large,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.7521120011806488
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,hybrid_grouped_tiny_le2_fused_large,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.7515040040016174
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,hybrid_grouped_tiny_le4_fused_large,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.748879998922348
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,hybrid_grouped_tiny_le8_fused_large,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.75
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,torch_grouped,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.5788320004940033
compacted,1,case_001_high_heterogeneity_control,case_001,high_heterogeneity_control,gsm8k,early,37,7,3,vllm_fused,781,47,31.0,32,0.4893617021276595,0.9202770590782166,0.7138559818267822
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,hybrid_fused_tiny_le16_grouped_large,781,47,17.0,17,0.0,0.0292539298534393,0.8420479893684387
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,hybrid_fused_tiny_le1_grouped_large,781,47,17.0,17,0.0,0.0292539298534393,0.6121599972248077
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,hybrid_fused_tiny_le2_grouped_large,781,47,17.0,17,0.0,0.0292539298534393,0.6136159896850586
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,hybrid_fused_tiny_le4_grouped_large,781,47,17.0,17,0.0,0.0292539298534393,0.6129440069198608
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,hybrid_fused_tiny_le8_grouped_large,781,47,17.0,17,0.0,0.0292539298534393,0.6129440069198608
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,hybrid_grouped_tiny_le16_fused_large,781,47,17.0,17,0.0,0.0292539298534393,0.7376320064067841
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,hybrid_grouped_tiny_le1_fused_large,781,47,17.0,17,0.0,0.0292539298534393,0.7832639813423157
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,hybrid_grouped_tiny_le2_fused_large,781,47,17.0,17,0.0,0.0292539298534393,0.78015998005867
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,hybrid_grouped_tiny_le4_fused_large,781,47,17.0,17,0.0,0.0292539298534393,0.7827199995517731
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,hybrid_grouped_tiny_le8_fused_large,781,47,17.0,17,0.0,0.0292539298534393,0.7782399952411652
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,torch_grouped,781,47,17.0,17,0.0,0.0292539298534393,0.5573920011520386
compacted,1,case_001_low_heterogeneity_control,case_001,low_heterogeneity_control,gsm8k,early,37,7,3,vllm_fused,781,47,17.0,17,0.0,0.0292539298534393,0.714031994342804
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,hybrid_fused_tiny_le16_grouped_large,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.885312020778656
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,hybrid_fused_tiny_le1_grouped_large,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.8761919736862183
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,hybrid_fused_tiny_le2_grouped_large,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.8657599985599518
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,hybrid_fused_tiny_le4_grouped_large,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.8237920105457306
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,hybrid_fused_tiny_le8_grouped_large,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.8598719835281372
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,hybrid_grouped_tiny_le16_fused_large,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.7077600061893463
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,hybrid_grouped_tiny_le1_fused_large,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.8931519985198975
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,hybrid_grouped_tiny_le2_fused_large,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.8786880075931549
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,hybrid_grouped_tiny_le4_fused_large,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.7863200008869171
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,hybrid_grouped_tiny_le8_fused_large,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.751664012670517
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,torch_grouped,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.5815039873123169
compacted,1,case_001_real,case_001,real,gsm8k,early,37,7,3,vllm_fused,781,47,8.0,131,0.3617021276595745,1.519872784614563,0.7129279971122742
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,hybrid_fused_tiny_le16_grouped_large,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.3619519919157028
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,hybrid_fused_tiny_le1_grouped_large,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.540800005197525
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,hybrid_fused_tiny_le2_grouped_large,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.5406879782676697
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,hybrid_fused_tiny_le4_grouped_large,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.5461759865283966
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,hybrid_fused_tiny_le8_grouped_large,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.5508800148963928
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,hybrid_grouped_tiny_le16_fused_large,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.27796800434589386
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,hybrid_grouped_tiny_le1_fused_large,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.5034880042076111
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,hybrid_grouped_tiny_le2_fused_large,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.5014560222625732
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,hybrid_grouped_tiny_le4_fused_large,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.5076799988746643
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,hybrid_grouped_tiny_le8_fused_large,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.5022560060024261
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,torch_grouped,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.24630399793386454
compacted,1,case_002_high_heterogeneity_control,case_002,high_heterogeneity_control,gsm8k,early,36,2,1,vllm_fused,114,15,13.0,14,0.4666666666666667,0.813664436340332,0.31472000479698176
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,hybrid_fused_tiny_le16_grouped_large,114,15,8.0,8,0.0,0.0644602552056312,0.3665760010480881
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,hybrid_fused_tiny_le1_grouped_large,114,15,8.0,8,0.0,0.0644602552056312,0.27454400062561035
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,hybrid_fused_tiny_le2_grouped_large,114,15,8.0,8,0.0,0.0644602552056312,0.27583999931812286
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,hybrid_fused_tiny_le4_grouped_large,114,15,8.0,8,0.0,0.0644602552056312,0.2804960012435913
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,hybrid_fused_tiny_le8_grouped_large,114,15,8.0,8,0.0,0.0644602552056312,0.36596798896789545
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,hybrid_grouped_tiny_le16_fused_large,114,15,8.0,8,0.0,0.0644602552056312,0.2744639962911606
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,hybrid_grouped_tiny_le1_fused_large,114,15,8.0,8,0.0,0.0644602552056312,0.36769600212574005
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,hybrid_grouped_tiny_le2_fused_large,114,15,8.0,8,0.0,0.0644602552056312,0.3660479933023453
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,hybrid_grouped_tiny_le4_fused_large,114,15,8.0,8,0.0,0.0644602552056312,0.364096000790596
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,hybrid_grouped_tiny_le8_fused_large,114,15,8.0,8,0.0,0.0644602552056312,0.2760000079870224
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,torch_grouped,114,15,8.0,8,0.0,0.0644602552056312,0.2431520000100135
compacted,1,case_002_low_heterogeneity_control,case_002,low_heterogeneity_control,gsm8k,early,36,2,1,vllm_fused,114,15,8.0,8,0.0,0.0644602552056312,0.3105120062828064
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,hybrid_fused_tiny_le16_grouped_large,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.516895979642868
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,hybrid_fused_tiny_le1_grouped_large,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.6152479946613312
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,hybrid_fused_tiny_le2_grouped_large,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.5936000049114227
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,hybrid_fused_tiny_le4_grouped_large,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.5439520180225372
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,hybrid_fused_tiny_le8_grouped_large,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.5236160159111023
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,hybrid_grouped_tiny_le16_fused_large,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.5092960000038147
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,hybrid_grouped_tiny_le1_fused_large,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.5347200036048889
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,hybrid_grouped_tiny_le2_fused_large,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.521120011806488
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,hybrid_grouped_tiny_le4_fused_large,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.5061919987201691
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,hybrid_grouped_tiny_le8_fused_large,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.5018879771232605
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,torch_grouped,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.24763199687004084
compacted,1,case_002_real,case_002,real,gsm8k,early,36,2,1,vllm_fused,114,15,4.0,21,0.5333333333333333,0.8658921122550964,0.3102079927921295
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,hybrid_fused_tiny_le16_grouped_large,3,3,1.0,1,1.0,0.0,0.2975360006093979
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,hybrid_fused_tiny_le1_grouped_large,3,3,1.0,1,1.0,0.0,0.304079994559288
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,hybrid_fused_tiny_le2_grouped_large,3,3,1.0,1,1.0,0.0,0.29820799827575684
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,hybrid_fused_tiny_le4_grouped_large,3,3,1.0,1,1.0,0.0,0.3003839999437332
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,hybrid_fused_tiny_le8_grouped_large,3,3,1.0,1,1.0,0.0,0.298784002661705
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,hybrid_grouped_tiny_le16_fused_large,3,3,1.0,1,1.0,0.0,0.1439680010080337
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,hybrid_grouped_tiny_le1_fused_large,3,3,1.0,1,1.0,0.0,0.14494400471448896
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,hybrid_grouped_tiny_le2_fused_large,3,3,1.0,1,1.0,0.0,0.1437600031495094
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,hybrid_grouped_tiny_le4_fused_large,3,3,1.0,1,1.0,0.0,0.14385600388050074
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,hybrid_grouped_tiny_le8_fused_large,3,3,1.0,1,1.0,0.0,0.14412799477577204
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,torch_grouped,3,3,1.0,1,1.0,0.0,0.118767999112606
compacted,1,case_006_high_heterogeneity_control,case_006,high_heterogeneity_control,gsm8k,late,57,10,3,vllm_fused,3,3,1.0,1,1.0,0.0,0.2531680017709732
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,hybrid_fused_tiny_le16_grouped_large,3,3,1.0,1,1.0,0.0,0.3047839999198913
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,hybrid_fused_tiny_le1_grouped_large,3,3,1.0,1,1.0,0.0,0.2995039969682693
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,hybrid_fused_tiny_le2_grouped_large,3,3,1.0,1,1.0,0.0,0.30299200117588043
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,hybrid_fused_tiny_le4_grouped_large,3,3,1.0,1,1.0,0.0,0.30875200033187866
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,hybrid_fused_tiny_le8_grouped_large,3,3,1.0,1,1.0,0.0,0.2958559989929199
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,hybrid_grouped_tiny_le16_fused_large,3,3,1.0,1,1.0,0.0,0.14500799775123596
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,hybrid_grouped_tiny_le1_fused_large,3,3,1.0,1,1.0,0.0,0.14555200189352036
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,hybrid_grouped_tiny_le2_fused_large,3,3,1.0,1,1.0,0.0,0.14566399902105326
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,hybrid_grouped_tiny_le4_fused_large,3,3,1.0,1,1.0,0.0,0.14639999717473978
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,hybrid_grouped_tiny_le8_fused_large,3,3,1.0,1,1.0,0.0,0.14532800018787378
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,torch_grouped,3,3,1.0,1,1.0,0.0,0.1193439997732639
compacted,1,case_006_low_heterogeneity_control,case_006,low_heterogeneity_control,gsm8k,late,57,10,3,vllm_fused,3,3,1.0,1,1.0,0.0,0.24628800153732294
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,hybrid_fused_tiny_le16_grouped_large,3,3,1.0,1,1.0,0.0,0.30278399586677546
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,hybrid_fused_tiny_le1_grouped_large,3,3,1.0,1,1.0,0.0,0.30102400481700897
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,hybrid_fused_tiny_le2_grouped_large,3,3,1.0,1,1.0,0.0,0.3015200048685074
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,hybrid_fused_tiny_le4_grouped_large,3,3,1.0,1,1.0,0.0,0.305647999048233
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,hybrid_fused_tiny_le8_grouped_large,3,3,1.0,1,1.0,0.0,0.30761599540710444
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,hybrid_grouped_tiny_le16_fused_large,3,3,1.0,1,1.0,0.0,0.14590400457382197
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,hybrid_grouped_tiny_le1_fused_large,3,3,1.0,1,1.0,0.0,0.14479999989271158
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,hybrid_grouped_tiny_le2_fused_large,3,3,1.0,1,1.0,0.0,0.143727995455265
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,hybrid_grouped_tiny_le4_fused_large,3,3,1.0,1,1.0,0.0,0.1440320014953613
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,hybrid_grouped_tiny_le8_fused_large,3,3,1.0,1,1.0,0.0,0.14628800004720685
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,torch_grouped,3,3,1.0,1,1.0,0.0,0.1216799989342689
compacted,1,case_006_real,case_006,real,gsm8k,late,57,10,3,vllm_fused,3,3,1.0,1,1.0,0.0,0.25040000677108765
compacted,1,case_007_high_heterogeneity_control,case_007,high_heterogeneity_control,gsm8k,late,52,22,2,hybrid_fused_tiny_le16_grouped_large,67,17,6.0,7,0.4705882352941176,0.7095441818237305,0.38998399674892426
