task_id,request_id,source,layer,budget,rank,interval,expert_ms,wall_ms,dispatch_ms,combine_ms,expert_cv
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(160, 256)",0.379425048828125,0.6844806671142578,0.10095977783203125,0.08012771606445312,0.03896831443045074
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(112, 240)",0.3704948425292969,0.6932792663574219,0.09475135803222656,0.08851242065429688,0.02229139875841375
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(32, 144)",0.3843536376953125,0.6908149719238281,0.08838462829589844,0.07203292846679688,0.018020560239936572
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(240, 368)",0.4727039337158203,0.8087673187255859,0.10025405883789062,0.13033485412597656,0.06508177495767206
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(160, 240)",0.3696022033691406,0.9443836212158203,0.11052703857421875,0.3261451721191406,0.03133245099866464
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(96, 112)",0.3612480163574219,0.8025283813476562,0.10445404052734375,0.13782310485839844,0.09519136825760834
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(400, 511)",0.37404823303222656,0.7102394104003906,0.12175941467285156,0.08912086486816406,0.00904224614653775
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(224, 272)",0.35833740234375,0.9200325012207031,0.082977294921875,0.33251190185546875,0.031107681023363677
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(352, 368)",0.3366413116455078,0.8267822265625,0.10323333740234375,0.23164749145507812,0.03885504122175875
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(288, 416)",0.39439964294433594,0.7547836303710938,0.10688018798828125,0.12054443359375,0.04501616807035948
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(128, 160)",0.3432960510253906,0.6753921508789062,0.0872955322265625,0.10035324096679688,0.04067748277768854
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(0, 32)",0.6964473724365234,1.0978546142578125,0.10553359985351562,0.08169937133789062,1.1786713886630655
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(384, 400)",0.4023704528808594,0.9476776123046875,0.1149444580078125,0.21209716796875,0.04921319540792331
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(144, 240)",0.38531494140625,0.7813186645507812,0.1143035888671875,0.1212158203125,0.025391604780201745
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(352, 479)",0.3964805603027344,0.9466896057128906,0.09539031982421875,0.3515205383300781,0.01742468144115169
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(288, 400)",0.6826934814453125,1.0740165710449219,0.10015869140625,0.12841796875,0.9068450671535517
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(256, 368)",0.43820953369140625,0.794403076171875,0.10306549072265625,0.0866241455078125,0.030503876848445195
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(16, 112)",0.368194580078125,0.939422607421875,0.09568023681640625,0.3256340026855469,0.014149098281853198
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(384, 416)",0.4087371826171875,0.9634552001953125,0.09615707397460938,0.3378868103027344,0.0973782570852865
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(352, 416)",0.6459808349609375,1.0478057861328125,0.100799560546875,0.11849594116210938,1.3807804797569854
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(240, 272)",0.3996162414550781,0.7821426391601562,0.09888076782226562,0.09725189208984375,0.05444835047017957
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(256, 352)",0.37760162353515625,0.7097930908203125,0.09613037109375,0.08351898193359375,0.0435167340637501
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(112, 144)",0.3591041564941406,1.084259033203125,0.08489990234375,0.4557151794433594,0.04146106154132394
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(240, 288)",0.6903343200683594,1.0636138916015625,0.10387420654296875,0.11999893188476562,1.4907537037621625
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(160, 272)",0.42339324951171875,0.7859840393066406,0.108123779296875,0.08198165893554688,0.0050437994227313715
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(352, 384)",0.3631019592285156,0.6931533813476562,0.08502197265625,0.06211090087890625,0.03759883993227978
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(368, 400)",0.3482246398925781,0.671356201171875,0.09100723266601562,0.0622100830078125,0.01827387857031428
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(32, 112)",0.3531494140625,0.679779052734375,0.10092926025390625,0.07794952392578125,0.0328614296361312
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(288, 368)",0.366912841796875,0.7150039672851562,0.08947372436523438,0.08896255493164062,0.03027586433765955
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(16, 144)",0.3685455322265625,0.6852798461914062,0.09612274169921875,0.08406448364257812,0.02511637226278013
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(224, 288)",0.9588813781738281,1.3360328674316406,0.08934783935546875,0.08217620849609375,1.3550700580831385
