pair_id,request_id,category,source,layer,M,candidate,assignments,active_experts,entropy,hhi,max_expert_load,median_active_load,p10_active_load,tiny_le_1,tiny_le_2,tiny_le_4,rank_imbalance,rank_cv,start,end
16,model_card,chart_document,short,0,256,a,2048,127,6.581275032103127,0.012782096862792969,59,13.0,3.6000000000000014,0.047244094488188976,0.08661417322834646,0.11811023622047244,1.123046875,0.07252908057666853,8,264
16,model_card,chart_document,short,0,256,b,2048,124,6.554528793504284,0.01310873031616211,77,13.0,4.0,0.024193548387096774,0.07258064516129033,0.12096774193548387,1.259765625,0.1677699131978498,360,616
17,model_card,chart_document,short,12,256,a,2048,126,6.462842710764023,0.01387786865234375,64,11.0,2.0,0.06349206349206349,0.1111111111111111,0.23809523809523808,1.115234375,0.1171142349100001,0,256
17,model_card,chart_document,short,12,256,b,2048,122,6.303584479533271,0.017840862274169922,116,11.0,3.0,0.04918032786885246,0.09836065573770492,0.1885245901639344,1.134765625,0.09517351867629231,432,688
18,model_card,chart_document,short,24,256,a,2048,124,6.495080656873402,0.013587474822998047,63,11.5,3.0,0.04032258064516129,0.056451612903225805,0.18548387096774194,1.21875,0.15566908614070685,0,256
18,model_card,chart_document,short,24,256,b,2048,122,6.311519304389812,0.01823568344116211,121,12.0,2.1000000000000014,0.04918032786885246,0.10655737704918032,0.21311475409836064,1.017578125,0.01592725237333993,520,776
19,model_card,chart_document,short,47,256,a,2048,114,6.475970033376648,0.013211727142333984,67,14.5,3.0,0.03508771929824561,0.08771929824561403,0.14035087719298245,1.154296875,0.122074218687502,0,256
19,model_card,chart_document,short,47,256,b,2048,111,6.224641713099329,0.01666736602783203,81,12.0,3.0,0.04504504504504504,0.0990990990990991,0.25225225225225223,1.08203125,0.07264732388045816,352,608
20,retina,fine_grained,short,0,256,a,2048,109,5.889106033440727,0.023857593536376953,113,8.0,1.0,0.11926605504587157,0.2018348623853211,0.29357798165137616,1.201171875,0.12023225560591441,680,936
20,retina,fine_grained,short,0,256,b,2048,119,6.081176451630542,0.019939422607421875,84,9.0,2.0,0.09243697478991597,0.20168067226890757,0.36134453781512604,1.255859375,0.1707281517695328,1696,1952
21,retina,fine_grained,short,24,256,a,2048,107,6.088279691240211,0.019098758697509766,92,12.0,2.0,0.056074766355140186,0.11214953271028037,0.2336448598130841,1.40625,0.23915614868145965,8,264
21,retina,fine_grained,short,24,256,b,2048,121,6.279837583747513,0.01717519760131836,94,11.0,1.0,0.10743801652892562,0.15702479338842976,0.2231404958677686,1.18359375,0.11367623756662906,792,1048
22,retina,fine_grained,short,36,256,a,2048,115,6.270286688870978,0.016646862030029297,107,13.0,2.0,0.08695652173913043,0.14782608695652175,0.2,1.310546875,0.1963886369016842,8,264
22,retina,fine_grained,short,36,256,b,2048,122,6.460225246554129,0.013959407806396484,70,13.0,3.0,0.04918032786885246,0.07377049180327869,0.20491803278688525,1.1640625,0.14408847930408614,912,1168
23,retina,fine_grained,short,47,256,a,2048,106,6.266748038954252,0.015467166900634766,65,15.0,2.0,0.07547169811320754,0.12264150943396226,0.16037735849056603,1.109375,0.10482478463432593,0,256
23,retina,fine_grained,short,47,256,b,2048,107,6.1874281660276775,0.018109798431396484,112,13.0,3.0,0.037383177570093455,0.07476635514018691,0.18691588785046728,1.21875,0.1970769905645023,1256,1512
24,long_10img_chart_mixed,multi_image,long,24,256,a,2048,101,5.512305261904425,0.0350651741027832,198,8.0,2.0,0.09900990099009901,0.2376237623762376,0.33663366336633666,1.322265625,0.39988773677917056,224,480
24,long_10img_chart_mixed,multi_image,long,24,256,b,2048,122,6.445788353991129,0.013822555541992188,55,12.5,2.0,0.07377049180327869,0.11475409836065574,0.22131147540983606,1.03515625,0.021705186299700068,4800,5056
25,long_10img_chart_mixed,multi_image,long,47,256,a,2048,105,6.103324496701892,0.019596099853515625,120,12.0,3.0,0.06666666666666667,0.08571428571428572,0.17142857142857143,1.236328125,0.36037934979245956,224,480
25,long_10img_chart_mixed,multi_image,long,47,256,b,2048,113,6.476747667413084,0.012944221496582031,52,16.0,4.0,0.02654867256637168,0.05309734513274336,0.13274336283185842,1.201171875,0.16458482701392352,3960,4216
26,long_12img_broad,multi_image,long,24,256,a,2048,120,6.379199611245216,0.014632225036621094,59,12.0,2.0,0.08333333333333333,0.13333333333333333,0.21666666666666667,1.16015625,0.1724455639736195,2680,2936
26,long_12img_broad,multi_image,long,24,256,b,2048,112,5.932936139883983,0.02533864974975586,176,11.0,2.0,0.08928571428571429,0.19642857142857142,0.2857142857142857,1.099609375,0.12736561593330561,4832,5088
27,long_12img_broad,multi_image,long,47,256,a,2048,106,5.93882752986742,0.023958206176757812,113,11.0,2.5,0.0660377358490566,0.10377358490566038,0.1792452830188679,1.38671875,0.27238567228797744,2344,2600
27,long_12img_broad,multi_image,long,47,256,b,2048,112,6.464453687689616,0.012882232666015625,49,15.5,3.1000000000000014,0.05357142857142857,0.08035714285714286,0.13392857142857142,1.134765625,0.10577573956289847,7648,7904
28,long_6img_natural_fine,multi_image,long,0,256,a,2048,128,6.655097121209656,0.012141227722167969,73,13.0,4.700000000000001,0.015625,0.03125,0.1015625,1.103515625,0.0828870905231365,104,360
28,long_6img_natural_fine,multi_image,long,0,256,b,2048,106,5.89620002696164,0.023471832275390625,136,10.0,2.0,0.08490566037735849,0.19811320754716982,0.32075471698113206,1.119140625,0.10409441667547695,2272,2528
29,long_6img_natural_fine,multi_image,long,47,256,a,2048,112,6.5355538817644225,0.01218271255493164,51,17.0,5.0,0.0,0.026785714285714284,0.09821428571428571,1.1796875,0.15612177355740914,528,784
29,long_6img_natural_fine,multi_image,long,47,256,b,2048,107,5.984229056370252,0.02321147918701172,109,10.0,3.0,0.04672897196261682,0.07476635514018691,0.16822429906542055,1.314453125,0.24887978393309879,2248,2504
30,long_8img_mixed,multi_image,long,0,256,a,2048,111,5.988062795209619,0.021259784698486328,108,11.0,1.0,0.10810810810810811,0.18018018018018017,0.35135135135135137,1.181640625,0.17708393171620715,1360,1616
30,long_8img_mixed,multi_image,long,0,256,b,2048,126,6.633184945088403,0.011775970458984375,59,14.0,3.0,0.015873015873015872,0.047619047619047616,0.1349206349206349,1.060546875,0.055638357551734824,6232,6488
31,long_8img_mixed,multi_image,long,47,256,a,2048,111,6.194232083127873,0.018444538116455078,95,11.0,3.0,0.05405405405405406,0.08108108108108109,0.1981981981981982,1.15625,0.1494619255446015,120,376
31,long_8img_mixed,multi_image,long,47,256,b,2048,102,6.144299852748649,0.017807960510253906,94,15.0,3.0,0.049019607843137254,0.0784313725490196,0.19607843137254902,1.19140625,0.16767325024480276,6672,6928
32,retina,fine_grained,short,0,512,a,4096,116,6.085333890354366,0.02018260955810547,207,20.5,3.0,0.0603448275862069,0.08620689655172414,0.12931034482758622,1.103515625,0.09809471878006003,112,624
32,retina,fine_grained,short,0,512,b,4096,122,6.065989162962224,0.019748330116271973,179,17.0,2.0,0.08196721311475409,0.13934426229508196,0.2459016393442623,1.1806640625,0.15030499286899174,1432,1944
33,retina,fine_grained,short,24,512,a,4096,119,6.275377246472554,0.016374588012695312,181,22.0,3.0,0.07563025210084033,0.08403361344537816,0.14285714285714285,1.3359375,0.2006628021087777,0,512
33,retina,fine_grained,short,24,512,b,4096,125,6.396162334609657,0.015087127685546875,154,26.0,3.4000000000000004,0.032,0.08,0.16,1.2880859375,0.1745644735681602,824,1336
34,retina,fine_grained,short,47,512,a,4096,111,6.340248854178359,0.01457977294921875,141,31.0,4.0,0.02702702702702703,0.08108108108108109,0.12612612612612611,1.11328125,0.10527189745510826,0,512
34,retina,fine_grained,short,47,512,b,4096,111,6.245988543375218,0.01683676242828369,198,28.0,4.0,0.009009009009009009,0.04504504504504504,0.10810810810810811,1.224609375,0.19873106860321016,1160,1672
35,long_10img_chart_mixed,multi_image,long,24,512,a,4096,117,5.712201232665434,0.03037428855895996,357,14.0,2.0,0.042735042735042736,0.1111111111111111,0.2564102564102564,1.345703125,0.4110173949113075,96,608
35,long_10img_chart_mixed,multi_image,long,24,512,b,4096,126,6.4861206418059645,0.013562679290771484,128,26.5,5.0,0.03968253968253968,0.06349206349206349,0.0873015873015873,1.12109375,0.07545485848469476,4672,5184
36,long_12img_broad,multi_image,long,24,512,a,4096,121,6.514885201378879,0.013025522232055664,113,27.0,6.0,0.008264462809917356,0.024793388429752067,0.06611570247933884,1.1318359375,0.09840290733322293,776,1288
36,long_12img_broad,multi_image,long,24,512,b,4096,116,5.990870532503684,0.0233231782913208,331,19.0,2.0,0.0603448275862069,0.12931034482758622,0.1896551724137931,1.1630859375,0.15374114964761615,6328,6840
37,long_6img_natural_fine,multi_image,long,0,512,a,4096,128,6.737672796781855,0.010859370231628418,101,27.5,12.0,0.0078125,0.015625,0.0234375,1.0712890625,0.07534418602923654,200,712
37,long_6img_natural_fine,multi_image,long,0,512,b,4096,119,5.9485263569646465,0.022755742073059082,245,18.0,2.0,0.07563025210084033,0.15126050420168066,0.21008403361344538,1.103515625,0.09081768729404781,2032,2544
38,long_6img_natural_fine,multi_image,long,47,512,a,4096,113,6.5368511745068965,0.01253974437713623,130,33.0,11.0,0.0,0.0,0.017699115044247787,1.1494140625,0.17720371717080427,192,704
38,long_6img_natural_fine,multi_image,long,47,512,b,4096,112,6.049261225190951,0.02209484577178955,223,22.0,4.0,0.017857142857142856,0.05357142857142857,0.11607142857142858,1.361328125,0.24430072875318226,1312,1824
39,long_8img_mixed,multi_image,long,47,512,a,4096,112,6.289113154680459,0.01707160472869873,169,25.0,9.0,0.0,0.017857142857142856,0.044642857142857144,1.1787109375,0.15856139506014055,192,704
39,long_8img_mixed,multi_image,long,47,512,b,4096,116,6.4953122174220335,0.012730240821838379,88,33.5,5.5,0.017241379310344827,0.05172413793103448,0.08620689655172414,1.109375,0.17337078839104927,2912,3424
