case_id,condition,critical_wall_ms,dispatch_ms,expert_ms,combine_ms,ranks
B_steady_38,steady,0.9177440106868744,0.2486719978041947,0.46883200109004974,0.09656000137329102,4
B_steady_39,steady,0.8928639888763428,0.1892159995622933,0.4800800085067749,0.12184000015258789,4
B_steady_48,steady,0.9130080044269562,0.2093920041806996,0.4763360023498535,0.13684797286987305,4
B_steady_50,steady,0.907232016324997,0.24049599654972553,0.4618080109357834,0.09097597002983093,4
B_steady_53,steady,0.8844639956951141,0.2079199985601008,0.46780799329280853,0.11251199245452881,4
B_steady_69,steady,0.8596000075340271,0.1947200046852231,0.45686399936676025,0.10497602820396423,4
B_steady_7,steady,1.6187360286712646,0.2087359968572855,0.7584799826145172,0.6372000277042389,4
B_steady_70,steady,0.9943040013313293,0.24204799439758062,0.5073120146989822,0.18119996786117554,4
B_steady_71,steady,0.88577601313591,0.20649600308388472,0.4630560129880905,0.11030399799346924,4
B_steady_74,steady,0.9239039719104767,0.23763199197128415,0.474016010761261,0.12009599804878235,4
B_steady_80,steady,0.9051199853420258,0.22134399507194757,0.47120000422000885,0.11147204041481018,4
B_steady_82,steady,0.8741599917411804,0.20515200542286038,0.4651999920606613,0.10112002491950989,4
B_steady_83,steady,0.9004160165786743,0.22203199286013842,0.47519998252391815,0.10441601276397705,4
B_steady_85,steady,0.8668000102043152,0.19345599971711636,0.4636320024728775,0.11228799819946289,4
B_steady_88,steady,0.8938719928264618,0.21174400486052036,0.483024001121521,0.09755203127861023,4
B_steady_89,steady,0.920415997505188,0.24342400394380093,0.46726399660110474,0.09849599003791809,4
B_steady_95,steady,0.8614879846572876,0.18361599696800113,0.47147201001644135,0.08646401762962341,4
B_steady_98,steady,0.9064320027828217,0.20568000571802258,0.46619202196598053,0.11990401148796082,4
