step,device_id,request_step_ms_profiled,kernel_union_ms,compute_union_ms,nccl_union_ms,compute_nccl_overlap_ms,nccl_overlap_fraction,uncovered_by_kernels_ms,reported_graph_node_stream_count,kernel_count,graph_kernel_count
23,1,12.480544,8.175906,7.820162,1.76336,1.407616,0.7982578713365394,4.304638,118,1254,1252
23,2,12.480544,8.479643,7.820281,1.966823,1.307461,0.6647578353517322,4.000901,118,1254,1252
23,3,12.480544,8.31193,7.708503,2.259455,1.656028,0.73293249920888,4.168614,118,1254,1252
24,0,13.159889,9.159346,8.013583,2.623942,1.478179,0.5633428635236603,4.000543,118,1254,1252
24,1,13.159889,8.542176,7.881216,2.4776,1.81664,0.7332257022925411,4.617713,118,1254,1252
24,2,13.159889,8.741435,7.882676,2.663499,1.80474,0.6775823831734121,4.418454,118,1254,1252
24,3,13.159889,8.642743,8.034326,2.219455,1.611038,0.7258709908513576,4.517146,118,1254,1252
25,0,12.756484,8.676691,7.84904,2.455204,1.627553,0.6628992947225567,4.079793,118,1254,1252
25,1,12.756484,9.064131,7.852577,2.756482,1.544928,0.5604709190917989,3.692353,118,1254,1252
25,2,12.756484,8.356346,7.90028,2.082442,1.626376,0.7809946207385368,4.400138,118,1254,1252
25,3,12.756484,8.506234,7.970201,1.68368,1.147647,0.6816301197377174,4.25025,118,1254,1252
26,0,12.77603,8.309521,7.86491,1.814151,1.36954,0.7549206212713274,4.466509,118,1254,1252
26,1,12.77603,8.314594,7.665698,2.397473,1.748577,0.729341686016902,4.461436,118,1254,1252
26,2,12.77603,8.504732,7.739674,2.386409,1.621351,0.6794103609230437,4.271298,118,1254,1252
26,3,12.77603,8.738013,7.877755,2.32928,1.469022,0.6306764322022256,4.038017,118,1254,1252
27,0,12.71224,8.413043,7.81045,2.273384,1.670791,0.7349356729879334,4.299197,118,1254,1252
27,1,12.71224,9.179712,7.835518,2.958753,1.614559,0.545689011553178,3.532528,118,1254,1252
27,2,12.71224,8.883077,7.645758,3.213099,1.97578,0.6149141374106432,3.829163,118,1254,1252
27,3,12.71224,8.541627,8.011674,1.772768,1.242815,0.7010590218234987,4.170613,118,1254,1252
28,0,12.687577,8.510483,7.756526,2.61684,1.862883,0.7118826523593341,4.177094,118,1254,1252
28,1,12.687577,8.918143,7.704222,2.989824,1.775903,0.593982455154551,3.769434,118,1254,1252
28,2,12.687577,8.335036,7.775833,2.400073,1.84087,0.7670058369057942,4.352541,118,1254,1252
28,3,12.687577,8.21945,7.930874,1.339744,1.051168,0.7846036257673108,4.468127,118,1254,1252
29,0,12.673402,8.344567,7.767125,2.360326,1.782884,0.7553549806255576,4.328835,118,1254,1252
29,1,12.673402,9.1688,7.616191,3.503457,1.950848,0.5568351488258597,3.504602,118,1254,1252
29,2,12.673402,8.50134,7.70492,2.511786,1.715366,0.6829268098476542,4.172062,118,1254,1252
29,3,12.673402,8.351671,7.942199,1.505695,1.096223,0.7280511657407377,4.321731,118,1254,1252
30,0,12.640647,8.465144,7.766741,2.19588,1.497477,0.6819484671293513,4.175503,118,1254,1252
30,1,12.640647,8.999075,7.775393,2.942883,1.719201,0.5841893816369866,3.641572,118,1254,1252
30,2,12.640647,8.67369,7.856535,2.374888,1.557733,0.6559185106834512,3.966957,118,1254,1252
30,3,12.640647,8.274394,7.847866,1.890432,1.463904,0.774375380865326,4.366253,118,1254,1252
31,0,15.282917,8.441393,7.901293,2.442824,1.902724,0.7789034330758172,6.841524,118,1254,1252
31,1,15.282917,8.915201,7.934687,2.576931,1.596417,0.6195031997364306,6.367716,118,1254,1252
31,2,15.282917,8.4952,7.772892,2.692398,1.97009,0.7317231701999481,6.787717,118,1254,1252
31,3,15.282917,9.351865,8.026969,2.582048,1.257152,0.48688173109097893,5.931052,118,1254,1252
