lag,phase,layer_group,token_pairs,wave_pairs,ordered_expert_agreement,topk_set_agreement,destination_set_agreement,rank_load_cosine,critical_rank_persistence,topk_weight_cosine
2,middle,all,343232,62,0.3411748467508857,0.22604535707626328,0.5990350550065262,0.9933290189848092,0.9032258064516129,0.9872647885414809
2,middle,early_layers,110720,20,0.3822525289017341,0.2588150289017341,0.6167901011560694,0.990560355109921,0.9,0.9898912912622266
2,middle,middle_layers,121792,22,0.31965256338675774,0.21369219653179192,0.5853340120861797,0.9928826873147347,0.8636363636363636,0.987573067187339
2,middle,late_layers,110720,20,0.323771676300578,0.206864161849711,0.5963511560693642,0.9965886476967789,0.95,0.9842991793102913
2,late,all,192448,186,0.41718607104256733,0.30377036913867644,0.6719633355503825,0.9960188339481171,0.8924731182795699,0.9887337001597452
2,late,early_layers,62080,60,0.4653773356958763,0.344909793814433,0.6973743556701031,0.996477242115559,0.8666666666666667,0.9919081204561229
2,late,middle_layers,68288,66,0.3995559249062793,0.2909735238987816,0.6669400187441424,0.9962156660081323,0.9545454545454546,0.9897664509593197
2,late,late_layers,62080,60,0.3883879671391753,0.27670747422680414,0.6520779639175258,0.9953439105146579,0.85,0.9844232539838352
4,all,all,480128,62,0.27161793313449745,0.16513096507597974,0.5249016928818981,0.9907598004420061,0.8709677419354839,0.9829378153836309
4,all,early_layers,154880,20,0.30096203512396696,0.18567277892561984,0.5354984504132232,0.987339737963086,0.8,0.9858735039691664
4,all,middle_layers,170368,22,0.25964603094477834,0.15970722201352366,0.5204205015026296,0.9918412442597636,0.9090909090909091,0.9850415997231655
4,all,late_layers,154880,20,0.255442923553719,0.1505552685950413,0.5192342458677686,0.9929902747213921,0.9,0.9776879640246072
4,early,all,66464,0,0.17526593343765046,0.06909003370245546,0.4359502888781897,nan,nan,0.9804107892673622
4,early,early_layers,21440,0,0.20121268656716418,0.08950559701492537,0.4595149253731343,nan,nan,0.9837475909642986
4,early,middle_layers,23584,0,0.1549832513568521,0.05762381275440977,0.4095997286295794,nan,nan,0.9812913072071818
4,early,late_layers,21440,0,0.17163013059701493,0.06128731343283582,0.44137126865671644,nan,nan,0.9761054178366243
4,middle,all,286688,31,0.26590840914164526,0.16100080924210292,0.5161325203705771,0.9872544909406953,0.8709677419354839,0.9827273136173419
4,middle,early_layers,92480,10,0.29348237456747406,0.18004974048442907,0.5222858996539792,0.9822645741171243,0.9,0.9853595478415077
4,middle,middle_layers,101728,11,0.25516942238125195,0.15633847121736394,0.5139784523435043,0.9890050418202225,0.8181818181818182,0.985004416396522
4,middle,late_layers,92480,10,0.25014732915224913,0.14708044982698962,0.512348615916955,0.9903188017967863,0.9,0.9775902663360778
4,late,all,126976,31,0.33494321761592744,0.22472750756048387,0.5912613407258065,0.9942651099433165,0.8709677419354839,0.9847358291355646
4,late,early_layers,40960,10,0.370062255859375,0.2487060546875,0.6051025390625,0.9924149018090477,0.7,0.9881467031271314
4,late,middle_layers,45056,11,0.32453779740767047,0.22074751420454544,0.5929731889204546,0.9946774466993051,1.0,0.9870885964416878
4,late,late_layers,40960,10,0.3112701416015625,0.205126953125,0.575537109375,0.9956617476459977,0.9,0.9787369111072621
8,all,all,259904,0,0.17414987841664614,0.08676665230238857,0.4138605023393253,nan,nan,0.9754951439162166
8,all,early_layers,83840,0,0.18398884780534353,0.09633826335877863,0.40294608778625957,nan,nan,0.977893229010195
8,all,middle_layers,92224,0,0.17394875520471895,0.08764529840388618,0.42340388619014574,nan,nan,0.9814030735408997
8,all,late_layers,83840,0,0.1645321445610687,0.07622853053435115,0.41427719465648855,nan,nan,0.9665983362350868
8,early,all,49600,0,0.11576360887096775,0.03181451612903226,0.35127016129032257,nan,nan,0.9743772563578621
8,early,early_layers,16000,0,0.1216171875,0.0416875,0.3401875,nan,nan,0.976074744772166
8,early,middle_layers,17600,0,0.11186789772727272,0.026875,0.34602272727272726,nan,nan,0.9796650476076386
8,early,late_layers,16000,0,0.1141953125,0.027375,0.368125,nan,nan,0.966863197568804
8,middle,all,172608,0,0.18259872080088987,0.09654824805339265,0.4209190767519466,nan,nan,0.9758418313649573
8,middle,early_layers,55680,0,0.19115705818965517,0.10407686781609195,0.40801005747126434,nan,nan,0.9780390036260259
8,middle,middle_layers,61248,0,0.18418968782654127,0.09939916405433646,0.4334508881922675,nan,nan,0.9818645694469226
8,middle,late_layers,55680,0,0.17229031968390804,0.08588362068965517,0.4200431034482759,nan,nan,0.9670196472137267
8,late,all,37696,0,0.2122871126910017,0.11428268251273345,0.4638953735144312,nan,nan,0.9753785850171867
8,late,early_layers,12160,0,0.23323396381578948,0.1328125,0.46233552631578945,nan,nan,0.9796184771351124
8,late,middle_layers,13376,0,0.20874140251196172,0.11378588516746412,0.4792165071770335,nan,nan,0.9815767843044546
8,late,late_layers,12160,0,0.1952405427631579,0.09629934210526316,0.4486019736842105,nan,nan,0.9643206736832661
