start,end,wall_seconds,gpu_count,gpu_hours,stage,run,status
2026-09-14T03:27:49+09:00,2026-09-14T03:29:19+09:00,90,4,0.1,static,matchedeffort_humaneval_n8_B128_m8_g128_t1.0_L384_r2,ok
2026-09-14T03:29:46+09:00,2026-09-14T03:31:16+09:00,90,4,0.1,trace,trace_gsm8k_n8_B8_m8_g128_t0.9_L256_r1,ok
2026-09-14T03:31:16+09:00,2026-09-14T03:32:56+09:00,100,4,0.1111111111111111,trace,trace_humaneval_n8_B8_m8_g128_t0.9_L384_r1,ok
2026-09-14T03:32:56+09:00,2026-09-14T03:34:29+09:00,93,4,0.10333333333333333,trace,trace_gsm8k_n8_B16_m8_g128_t0.9_L256_r1,ok
2026-09-14T03:34:29+09:00,2026-09-14T03:36:01+09:00,92,4,0.10222222222222223,trace,trace_humaneval_n8_B16_m8_g128_t0.9_L384_r1,ok
2026-09-14T03:36:01+09:00,2026-09-14T03:37:34+09:00,93,4,0.10333333333333333,trace,trace_gsm8k_n8_B32_m8_g128_t0.9_L256_r1,ok
2026-09-14T03:37:34+09:00,2026-09-14T03:39:03+09:00,89,4,0.09888888888888889,trace,trace_humaneval_n8_B32_m8_g128_t0.9_L384_r1,ok
2026-09-14T03:39:04+09:00,2026-09-14T03:40:29+09:00,85,4,0.09444444444444444,trace,trace_gsm8k_n8_B64_m8_g128_t0.9_L256_r1,ok
2026-09-14T03:40:29+09:00,2026-09-14T03:41:57+09:00,88,4,0.09777777777777778,trace,trace_humaneval_n8_B64_m8_g128_t0.9_L384_r1,ok
2026-09-14T03:41:58+09:00,2026-09-14T03:43:29+09:00,91,4,0.10111111111111111,trace,trace_gsm8k_n8_B128_m8_g128_t0.9_L256_r1,ok
2026-09-14T03:43:29+09:00,2026-09-14T03:44:56+09:00,87,4,0.09666666666666666,trace,trace_humaneval_n8_B128_m8_g128_t0.9_L384_r1,ok
2026-09-14T03:44:56+09:00,2026-09-14T03:46:36+09:00,100,4,0.1111111111111111,trace,trace_gsm8k_n32_B8_m32_g128_t0.9_L256_r2,ok
2026-09-14T03:46:37+09:00,2026-09-14T03:48:16+09:00,99,4,0.11,trace,trace_gsm8k_n32_B16_m16_g128_t0.9_L256_r2,ok
2026-09-14T03:48:16+09:00,2026-09-14T03:50:09+09:00,113,4,0.12555555555555556,trace,trace_gsm8k_n32_B32_m8_g128_t0.9_L256_r2,ok
2026-09-14T03:50:09+09:00,2026-09-14T03:52:37+09:00,148,4,0.16444444444444445,trace,trace_gsm8k_n32_B64_m4_g128_t0.9_L256_r2,ok
2026-09-14T03:52:37+09:00,2026-09-14T03:57:19+09:00,282,4,0.31333333333333335,trace,trace_gsm8k_n32_B128_m2_g128_t0.9_L256_r2,ok
2026-09-14T03:58:58+09:00,2026-09-14T04:02:59+09:00,241,4,0.2677777777777778,schedule,schedule_dynamic_core_gsm8k_n32_m32_L256_t0.9_r1,ok
2026-09-14T04:03:00+09:00,2026-09-14T04:07:12+09:00,252,4,0.28,schedule,schedule_dynamic_core_reversed_gsm8k_n32_m32_L256_t0.9_r2,failed_rc127_policies9of9
2026-09-14T04:07:45+09:00,2026-09-14T04:12:40+09:00,295,4,0.3277777777777778,schedule,schedule_dynamic_core_humaneval_n32_m16_L384_t0.9_r1,ok
2026-09-14T04:13:02+09:00,2026-09-14T04:18:03+09:00,301,4,0.33444444444444443,schedule,schedule_dynamic_core_reversed_humaneval_n32_m16_L384_t0.9_r2,ok
2026-09-14T04:18:25+09:00,2026-09-14T04:22:34+09:00,249,4,0.27666666666666667,schedule,schedule_dynamic_wide_gsm8k_n32_m16_L256_t0.9_r1,ok
2026-09-14T04:22:35+09:00,2026-09-14T04:28:13+09:00,338,4,0.37555555555555553,schedule,schedule_dynamic_wide_humaneval_n32_m8_L384_t0.9_r1,ok
2026-09-14T04:28:49+09:00,2026-09-14T04:33:05+09:00,256,4,0.28444444444444444,schedule,schedule_schedule_smoke_gsm8k_n8_m8_L256_t0.9_r3_barrier1,failed_rc1_policies0of3
2026-09-14T04:33:37+09:00,2026-09-14T04:35:38+09:00,121,4,0.13444444444444445,schedule,schedule_schedule_smoke_gsm8k_n8_m8_L256_t0.9_r4_barrier1,ok
2026-09-14T04:36:19+09:00,2026-09-14T04:40:08+09:00,229,4,0.2544444444444444,schedule,schedule_dynamic_core_gsm8k_n32_m32_L256_t0.9_r5_barrier1,ok
2026-09-14T04:40:09+09:00,2026-09-14T04:44:58+09:00,289,4,0.3211111111111111,schedule,schedule_dynamic_core_humaneval_n32_m16_L384_t0.9_r5_barrier1,ok
2026-09-14T04:45:56+09:00,2026-09-14T04:47:28+09:00,92,4,0.10222222222222223,static,qualitycal_gsm8k_n32_B32_m32_g128_t0.85_L256_r1,ok
2026-09-14T04:47:29+09:00,2026-09-14T04:48:49+09:00,80,4,0.08888888888888889,static,qualitycal_gsm8k_n32_B64_m32_g128_t0.85_L256_r1,ok
2026-09-14T04:48:49+09:00,2026-09-14T04:50:09+09:00,80,4,0.08888888888888889,static,qualitycal_gsm8k_n32_B64_m16_g128_t0.85_L256_r1,ok
2026-09-14T04:50:09+09:00,2026-09-14T04:51:30+09:00,81,4,0.09,static,qualitycal_gsm8k_n32_B128_m16_g128_t0.85_L256_r1,ok
2026-09-14T04:51:31+09:00,2026-09-14T04:53:03+09:00,92,4,0.10222222222222223,static,qualitycal_gsm8k_n32_B32_m32_g128_t0.95_L256_r1,ok
2026-09-14T04:53:03+09:00,2026-09-14T04:54:30+09:00,87,4,0.09666666666666666,static,qualitycal_gsm8k_n32_B64_m32_g128_t0.95_L256_r1,ok
2026-09-14T04:54:31+09:00,2026-09-14T04:55:59+09:00,88,4,0.09777777777777778,static,qualitycal_gsm8k_n32_B64_m16_g128_t0.95_L256_r1,ok
2026-09-14T04:56:00+09:00,2026-09-14T04:57:31+09:00,91,4,0.10111111111111111,static,qualitycal_gsm8k_n32_B128_m16_g128_t0.95_L256_r1,ok
2026-09-14T04:57:32+09:00,2026-09-14T04:59:15+09:00,103,4,0.11444444444444445,static,qualitycal_humaneval_n32_B8_m16_g128_t0.85_L384_r1,ok
2026-09-14T04:59:18+09:00,2026-09-14T05:00:48+09:00,90,4,0.1,static,qualitycal_humaneval_n32_B32_m16_g128_t0.85_L384_r1,ok
2026-09-14T05:00:51+09:00,2026-09-14T05:02:13+09:00,82,4,0.09111111111111111,static,qualitycal_humaneval_n32_B64_m16_g128_t0.85_L384_r1,ok
2026-09-14T05:02:16+09:00,2026-09-14T05:03:50+09:00,94,4,0.10444444444444445,static,qualitycal_humaneval_n32_B128_m8_g128_t0.85_L384_r1,ok
2026-09-14T05:03:53+09:00,2026-09-14T05:05:36+09:00,103,4,0.11444444444444445,static,qualitycal_humaneval_n32_B8_m16_g128_t0.95_L384_r1,ok
2026-09-14T05:05:39+09:00,2026-09-14T05:07:14+09:00,95,4,0.10555555555555556,static,qualitycal_humaneval_n32_B32_m16_g128_t0.95_L384_r1,ok
2026-09-14T05:07:17+09:00,2026-09-14T05:08:45+09:00,88,4,0.09777777777777778,static,qualitycal_humaneval_n32_B64_m16_g128_t0.95_L384_r1,ok
2026-09-14T05:08:48+09:00,2026-09-14T05:10:24+09:00,96,4,0.10666666666666667,static,qualitycal_humaneval_n32_B128_m8_g128_t0.95_L384_r1,ok
2026-09-14T05:32:41+09:00,2026-09-14T05:42:43+09:00,602,4,0.6688888888888889,schedule,schedule_request_tournament_gsm8k_n8_m1_L256_t0.9_r6,ok
2026-09-14T05:42:44+09:00,2026-09-14T05:51:32+09:00,528,4,0.5866666666666667,schedule,schedule_request_tournament_humaneval_n8_m1_L384_t0.9_r6,ok
2026-09-14T05:52:03+09:00,2026-09-14T05:56:53+09:00,290,4,0.32222222222222224,schedule,schedule_dynamic_wide_gsm8k_n8_m8_L384_t0.9_r7,ok
2026-09-14T05:56:53+09:00,2026-09-14T06:00:49+09:00,236,4,0.26222222222222225,schedule,schedule_dynamic_wide_humaneval_n8_m8_L512_t0.9_r7,ok
2026-09-14T06:01:17+09:00,2026-09-14T06:02:50+09:00,93,4,0.10333333333333333,static,qualitycal_humaneval_n32_B32_m16_g128_t0.85_L384_r2,ok
2026-09-14T06:02:50+09:00,2026-09-14T06:04:28+09:00,98,4,0.10888888888888888,static,qualitycal_humaneval_n32_B8_m16_g128_t0.85_L384_r2,ok
2026-09-14T06:04:29+09:00,2026-09-14T06:05:53+09:00,84,4,0.09333333333333334,static,qualitycal_humaneval_n32_B32_m16_g128_t0.85_L384_r3,ok
2026-09-14T06:05:53+09:00,2026-09-14T06:07:36+09:00,103,4,0.11444444444444445,static,qualitycal_humaneval_n32_B8_m16_g128_t0.85_L384_r3,ok
2026-09-14T06:08:56+09:00,2026-09-14T06:11:40+09:00,164,4,0.18222222222222223,schedule,schedule_long_16_control_gsm8k_n8_m8_L384_t0.9_r8,ok
2026-09-14T06:11:48+09:00,2026-09-14T06:14:16+09:00,148,4,0.16444444444444445,schedule,schedule_long_16_control_humaneval_n8_m8_L512_t0.9_r8,ok
2026-09-14T06:16:28+09:00,2026-09-14T06:35:02+09:00,1114,4,1.2377777777777779,schedule,schedule_exhaustive_128_gsm8k_n8_m8_L256_t0.9_r9,ok
2026-09-14T06:35:33+09:00,2026-09-14T06:52:04+09:00,991,4,1.1011111111111112,schedule,schedule_exhaustive_128_humaneval_n8_m8_L384_t0.9_r9,ok
