plan,task,n,mini,target,threshold,repeat,barrier,policy,block_schedule,request_id,request_model_seconds,request_nfe,generated_length
request_tournament,gsm8k,8,1,256,0.9,6,,32_64,"[32,64]",5,7.31434178352356,93,182
request_tournament,gsm8k,8,1,256,0.9,6,,32_64,"[32,64]",2,7.529104471206665,97,181
request_tournament,gsm8k,8,1,256,0.9,6,,32_64,"[32,64]",0,5.752793073654175,75,175
request_tournament,gsm8k,8,1,256,0.9,6,,32_64,"[32,64]",7,5.415766000747681,71,168
request_tournament,gsm8k,8,1,256,0.9,6,,32_64,"[32,64]",4,4.721372365951538,62,128
request_tournament,gsm8k,8,1,256,0.9,6,,64_128,"[64,128]",1,3.081742763519287,40,114
request_tournament,gsm8k,8,1,256,0.9,6,,64_128,"[64,128]",3,3.900254487991333,51,128
request_tournament,gsm8k,8,1,256,0.9,6,,64_128,"[64,128]",6,3.4208991527557373,45,190
request_tournament,gsm8k,8,1,256,0.9,6,,64_128,"[64,128]",5,7.092162370681763,93,182
request_tournament,gsm8k,8,1,256,0.9,6,,64_128,"[64,128]",2,7.398231506347656,97,181
request_tournament,gsm8k,8,1,256,0.9,6,,64_128,"[64,128]",0,5.748660087585449,75,175
request_tournament,gsm8k,8,1,256,0.9,6,,64_128,"[64,128]",7,5.48895525932312,71,168
request_tournament,gsm8k,8,1,256,0.9,6,,64_128,"[64,128]",4,4.737579107284546,62,128
request_tournament,gsm8k,8,1,256,0.9,6,,64_32,"[64,32]",1,3.056947946548462,40,114
request_tournament,gsm8k,8,1,256,0.9,6,,64_32,"[64,32]",3,3.923774480819702,51,128
request_tournament,gsm8k,8,1,256,0.9,6,,64_32,"[64,32]",6,3.4494218826293945,45,190
request_tournament,gsm8k,8,1,256,0.9,6,,64_32,"[64,32]",5,7.102275609970093,93,182
request_tournament,gsm8k,8,1,256,0.9,6,,64_32,"[64,32]",2,7.409128665924072,97,181
request_tournament,gsm8k,8,1,256,0.9,6,,64_32,"[64,32]",0,5.71470308303833,75,175
request_tournament,gsm8k,8,1,256,0.9,6,,64_32,"[64,32]",7,5.5957255363464355,71,168
request_tournament,gsm8k,8,1,256,0.9,6,,64_32,"[64,32]",4,5.205745458602905,62,128
request_tournament,gsm8k,8,1,256,0.9,6,,fixed128,[128],1,3.5924453735351562,40,114
request_tournament,gsm8k,8,1,256,0.9,6,,fixed128,[128],3,4.55750036239624,51,128
request_tournament,gsm8k,8,1,256,0.9,6,,fixed128,[128],6,3.7202959060668945,45,190
request_tournament,gsm8k,8,1,256,0.9,6,,fixed128,[128],5,7.089811563491821,93,182
request_tournament,gsm8k,8,1,256,0.9,6,,fixed128,[128],2,8.156391382217407,97,181
request_tournament,gsm8k,8,1,256,0.9,6,,fixed128,[128],0,6.669351577758789,75,175
request_tournament,gsm8k,8,1,256,0.9,6,,fixed128,[128],7,5.583104610443115,71,168
request_tournament,gsm8k,8,1,256,0.9,6,,fixed128,[128],4,4.746800422668457,62,128
request_tournament,gsm8k,8,1,256,0.9,6,,fixed16,[16],1,3.6453652381896973,40,114
request_tournament,gsm8k,8,1,256,0.9,6,,fixed16,[16],3,4.61826229095459,51,128
request_tournament,gsm8k,8,1,256,0.9,6,,fixed16,[16],6,4.09846043586731,45,190
request_tournament,gsm8k,8,1,256,0.9,6,,fixed16,[16],5,8.508461713790894,93,182
request_tournament,gsm8k,8,1,256,0.9,6,,fixed16,[16],2,8.86124563217163,97,181
request_tournament,gsm8k,8,1,256,0.9,6,,fixed16,[16],0,6.784891843795776,75,175
request_tournament,gsm8k,8,1,256,0.9,6,,fixed16,[16],7,6.423395872116089,71,168
request_tournament,gsm8k,8,1,256,0.9,6,,fixed16,[16],4,5.6909568309783936,62,128
request_tournament,gsm8k,8,1,256,0.9,6,,fixed32,[32],1,3.5949926376342773,40,114
request_tournament,gsm8k,8,1,256,0.9,6,,fixed32,[32],3,4.653622627258301,51,128
request_tournament,gsm8k,8,1,256,0.9,6,,fixed32,[32],6,3.4320011138916016,45,190
request_tournament,gsm8k,8,1,256,0.9,6,,fixed32,[32],5,7.088402032852173,93,182
request_tournament,gsm8k,8,1,256,0.9,6,,fixed32,[32],2,7.3639607429504395,97,181
request_tournament,gsm8k,8,1,256,0.9,6,,fixed32,[32],0,5.711439609527588,75,175
request_tournament,gsm8k,8,1,256,0.9,6,,fixed32,[32],7,6.190921068191528,71,168
request_tournament,gsm8k,8,1,256,0.9,6,,fixed32,[32],4,5.675436496734619,62,128
request_tournament,gsm8k,8,1,256,0.9,6,,fixed64,[64],1,3.626326084136963,40,114
request_tournament,gsm8k,8,1,256,0.9,6,,fixed64,[64],3,4.286224126815796,51,128
request_tournament,gsm8k,8,1,256,0.9,6,,fixed64,[64],6,4.012367010116577,45,190
request_tournament,gsm8k,8,1,256,0.9,6,,fixed64,[64],5,8.435028314590454,93,182
request_tournament,gsm8k,8,1,256,0.9,6,,fixed64,[64],2,8.875227451324463,97,181
request_tournament,gsm8k,8,1,256,0.9,6,,fixed64,[64],0,5.9807658195495605,75,175
request_tournament,gsm8k,8,1,256,0.9,6,,fixed64,[64],7,6.075988292694092,71,168
request_tournament,gsm8k,8,1,256,0.9,6,,fixed64,[64],4,5.064537048339844,62,128
request_tournament,gsm8k,8,1,256,0.9,6,,fixed8,[8],1,3.3412413597106934,40,114
request_tournament,gsm8k,8,1,256,0.9,6,,fixed8,[8],3,4.609196662902832,51,128
request_tournament,gsm8k,8,1,256,0.9,6,,fixed8,[8],6,3.750213623046875,45,190
request_tournament,gsm8k,8,1,256,0.9,6,,fixed8,[8],5,8.550630331039429,93,182
request_tournament,gsm8k,8,1,256,0.9,6,,fixed8,[8],2,8.88222336769104,97,181
request_tournament,gsm8k,8,1,256,0.9,6,,fixed8,[8],0,6.8597023487091064,75,175
request_tournament,gsm8k,8,1,256,0.9,6,,fixed8,[8],7,6.376591444015503,71,168
request_tournament,gsm8k,8,1,256,0.9,6,,fixed8,[8],4,5.721936464309692,62,128
request_tournament,humaneval,8,1,384,0.9,6,,128_64,"[128,64]",2,6.300255298614502,79,259
request_tournament,humaneval,8,1,384,0.9,6,,128_64,"[128,64]",7,4.690823554992676,58,181
request_tournament,humaneval,8,1,384,0.9,6,,128_64,"[128,64]",5,3.8395957946777344,48,267
request_tournament,humaneval,8,1,384,0.9,6,,128_64,"[128,64]",1,5.635400295257568,71,246
request_tournament,humaneval,8,1,384,0.9,6,,128_64,"[128,64]",3,4.078429698944092,49,246
request_tournament,humaneval,8,1,384,0.9,6,,128_64,"[128,64]",6,5.26189398765564,58,246
request_tournament,humaneval,8,1,384,0.9,6,,128_64,"[128,64]",4,1.9979372024536133,26,180
request_tournament,humaneval,8,1,384,0.9,6,,128_64,"[128,64]",0,4.683950901031494,58,239
request_tournament,humaneval,8,1,384,0.9,6,,16_32,"[16,32]",2,6.666701793670654,79,259
request_tournament,humaneval,8,1,384,0.9,6,,16_32,"[16,32]",7,4.643467903137207,58,181
request_tournament,humaneval,8,1,384,0.9,6,,16_32,"[16,32]",5,3.8643617630004883,48,267
request_tournament,humaneval,8,1,384,0.9,6,,16_32,"[16,32]",1,5.758678436279297,71,246
request_tournament,humaneval,8,1,384,0.9,6,,16_32,"[16,32]",3,3.9446818828582764,49,246
request_tournament,humaneval,8,1,384,0.9,6,,16_32,"[16,32]",6,4.710642576217651,58,246
request_tournament,humaneval,8,1,384,0.9,6,,16_32,"[16,32]",4,2.099769115447998,26,180
request_tournament,humaneval,8,1,384,0.9,6,,16_32,"[16,32]",0,4.6874611377716064,58,239
request_tournament,humaneval,8,1,384,0.9,6,,16_64_32,"[16,64,32]",2,7.241267442703247,79,259
request_tournament,humaneval,8,1,384,0.9,6,,16_64_32,"[16,64,32]",7,5.31948184967041,58,181
request_tournament,humaneval,8,1,384,0.9,6,,16_64_32,"[16,64,32]",5,4.169373512268066,48,267
request_tournament,humaneval,8,1,384,0.9,6,,16_64_32,"[16,64,32]",1,5.901136159896851,71,246
request_tournament,humaneval,8,1,384,0.9,6,,16_64_32,"[16,64,32]",3,4.505939245223999,49,246
request_tournament,humaneval,8,1,384,0.9,6,,16_64_32,"[16,64,32]",6,5.091565132141113,58,246
request_tournament,humaneval,8,1,384,0.9,6,,16_64_32,"[16,64,32]",4,2.307342052459717,26,180
request_tournament,humaneval,8,1,384,0.9,6,,16_64_32,"[16,64,32]",0,5.438243389129639,58,239
request_tournament,humaneval,8,1,384,0.9,6,,32_16,"[32,16]",2,6.28119969367981,79,259
request_tournament,humaneval,8,1,384,0.9,6,,32_16,"[32,16]",7,4.627072334289551,58,181
request_tournament,humaneval,8,1,384,0.9,6,,32_16,"[32,16]",5,3.780491352081299,48,267
request_tournament,humaneval,8,1,384,0.9,6,,32_16,"[32,16]",1,5.6643664836883545,71,246
request_tournament,humaneval,8,1,384,0.9,6,,32_16,"[32,16]",3,3.9200501441955566,49,246
request_tournament,humaneval,8,1,384,0.9,6,,32_16,"[32,16]",6,4.815874814987183,58,246
request_tournament,humaneval,8,1,384,0.9,6,,32_16,"[32,16]",4,2.356964349746704,26,180
request_tournament,humaneval,8,1,384,0.9,6,,32_16,"[32,16]",0,4.891283750534058,58,239
request_tournament,humaneval,8,1,384,0.9,6,,32_64,"[32,64]",2,7.3410725593566895,79,259
request_tournament,humaneval,8,1,384,0.9,6,,32_64,"[32,64]",7,4.6387341022491455,58,181
request_tournament,humaneval,8,1,384,0.9,6,,32_64,"[32,64]",5,3.8115086555480957,48,267
request_tournament,humaneval,8,1,384,0.9,6,,32_64,"[32,64]",1,5.605768442153931,71,246
request_tournament,humaneval,8,1,384,0.9,6,,32_64,"[32,64]",3,4.027469158172607,49,246
request_tournament,humaneval,8,1,384,0.9,6,,32_64,"[32,64]",6,4.773035764694214,58,246
request_tournament,humaneval,8,1,384,0.9,6,,32_64,"[32,64]",4,2.0621769428253174,26,180
request_tournament,humaneval,8,1,384,0.9,6,,32_64,"[32,64]",0,4.65039587020874,58,239
request_tournament,humaneval,8,1,384,0.9,6,,64_128,"[64,128]",2,6.33585786819458,79,259
request_tournament,humaneval,8,1,384,0.9,6,,64_128,"[64,128]",7,4.632981300354004,58,181
request_tournament,humaneval,8,1,384,0.9,6,,64_128,"[64,128]",5,3.841282367706299,48,267
request_tournament,humaneval,8,1,384,0.9,6,,64_128,"[64,128]",1,5.713264465332031,71,246
request_tournament,humaneval,8,1,384,0.9,6,,64_128,"[64,128]",3,4.129730939865112,49,246
request_tournament,humaneval,8,1,384,0.9,6,,64_128,"[64,128]",6,4.597330808639526,58,246
request_tournament,humaneval,8,1,384,0.9,6,,64_128,"[64,128]",4,2.0608925819396973,26,180
request_tournament,humaneval,8,1,384,0.9,6,,64_128,"[64,128]",0,4.657044887542725,58,239
request_tournament,humaneval,8,1,384,0.9,6,,64_32,"[64,32]",2,7.066149711608887,79,259
request_tournament,humaneval,8,1,384,0.9,6,,64_32,"[64,32]",7,5.113190412521362,58,181
request_tournament,humaneval,8,1,384,0.9,6,,64_32,"[64,32]",5,3.884247064590454,48,267
request_tournament,humaneval,8,1,384,0.9,6,,64_32,"[64,32]",1,5.704532861709595,71,246
request_tournament,humaneval,8,1,384,0.9,6,,64_32,"[64,32]",3,3.9174275398254395,49,246
request_tournament,humaneval,8,1,384,0.9,6,,64_32,"[64,32]",6,4.644144058227539,58,246
request_tournament,humaneval,8,1,384,0.9,6,,64_32,"[64,32]",4,2.075516939163208,26,180
request_tournament,humaneval,8,1,384,0.9,6,,64_32,"[64,32]",0,4.631346940994263,58,239
request_tournament,humaneval,8,1,384,0.9,6,,fixed128,[128],2,6.453419923782349,79,259
request_tournament,humaneval,8,1,384,0.9,6,,fixed128,[128],7,4.6427552700042725,58,181
request_tournament,humaneval,8,1,384,0.9,6,,fixed128,[128],5,3.835317373275757,48,267
request_tournament,humaneval,8,1,384,0.9,6,,fixed128,[128],1,6.119569778442383,71,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed128,[128],3,4.584344148635864,49,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed128,[128],6,5.338531255722046,58,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed128,[128],4,2.372375011444092,26,180
request_tournament,humaneval,8,1,384,0.9,6,,fixed128,[128],0,5.384634733200073,58,239
request_tournament,humaneval,8,1,384,0.9,6,,fixed16,[16],2,6.97048282623291,79,259
request_tournament,humaneval,8,1,384,0.9,6,,fixed16,[16],7,4.692079544067383,58,181
request_tournament,humaneval,8,1,384,0.9,6,,fixed16,[16],5,4.094159841537476,48,267
request_tournament,humaneval,8,1,384,0.9,6,,fixed16,[16],1,6.664329528808594,71,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed16,[16],3,4.173486709594727,49,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed16,[16],6,4.918009281158447,58,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed16,[16],4,2.0649657249450684,26,180
request_tournament,humaneval,8,1,384,0.9,6,,fixed16,[16],0,4.688998460769653,58,239
request_tournament,humaneval,8,1,384,0.9,6,,fixed32,[32],2,6.298422813415527,79,259
request_tournament,humaneval,8,1,384,0.9,6,,fixed32,[32],7,5.147593259811401,58,181
request_tournament,humaneval,8,1,384,0.9,6,,fixed32,[32],5,3.7496907711029053,48,267
request_tournament,humaneval,8,1,384,0.9,6,,fixed32,[32],1,5.631913185119629,71,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed32,[32],3,3.95489501953125,49,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed32,[32],6,4.6064064502716064,58,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed32,[32],4,2.0570757389068604,26,180
request_tournament,humaneval,8,1,384,0.9,6,,fixed32,[32],0,4.730491399765015,58,239
request_tournament,humaneval,8,1,384,0.9,6,,fixed64,[64],2,6.544543504714966,79,259
request_tournament,humaneval,8,1,384,0.9,6,,fixed64,[64],7,4.580299139022827,58,181
request_tournament,humaneval,8,1,384,0.9,6,,fixed64,[64],5,4.041739463806152,48,267
request_tournament,humaneval,8,1,384,0.9,6,,fixed64,[64],1,6.544433116912842,71,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed64,[64],3,4.037563800811768,49,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed64,[64],6,5.257291555404663,58,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed64,[64],4,2.211618661880493,26,180
request_tournament,humaneval,8,1,384,0.9,6,,fixed64,[64],0,4.933966398239136,58,239
request_tournament,humaneval,8,1,384,0.9,6,,fixed8,[8],2,6.394788503646851,79,259
request_tournament,humaneval,8,1,384,0.9,6,,fixed8,[8],7,4.621317148208618,58,181
request_tournament,humaneval,8,1,384,0.9,6,,fixed8,[8],5,4.186150789260864,48,267
request_tournament,humaneval,8,1,384,0.9,6,,fixed8,[8],1,6.285171031951904,71,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed8,[8],3,4.456470251083374,49,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed8,[8],6,5.470417261123657,58,246
request_tournament,humaneval,8,1,384,0.9,6,,fixed8,[8],4,2.3090264797210693,26,180
request_tournament,humaneval,8,1,384,0.9,6,,fixed8,[8],0,5.377794027328491,58,239
