wave,request_id,phase,iteration,stock_ms,critical_ep_rank_stock,rank_spread_ms_stock,wavefront_ms,critical_ep_rank_wavefront,rank_spread_ms_wavefront,speedup
66,moon,measured,4,92.65049743652344,1,0.1755218505859375,878.5133666992188,3,1.31097412109375,0.10546282042882642
67,moon,measured,5,96.21635437011719,2,0.13283538818359375,761.0925903320312,1,0.576416015625,0.1264187243343707
68,moon,measured,6,95.61917114257812,2,0.0549163818359375,761.8826904296875,2,0.91168212890625,0.12550379782043705
72,camera,measured,0,94.34051513671875,1,0.12227630615234375,763.8599853515625,2,0.34722900390625,0.12350498382671404
73,camera,measured,1,93.98089599609375,0,0.18841552734375,760.1862182617188,3,0.48358154296875,0.12362878165694104
74,camera,measured,2,94.1968994140625,3,0.15625762939453125,775.6471557617188,2,1.05126953125,0.12144297663485545
75,camera,measured,3,93.92729949951172,2,0.01568603515625,705.6381225585938,1,0.47760009765625,0.13310972933114498
76,camera,measured,4,94.08364868164062,0,0.0780487060546875,795.6552124023438,2,0.3463134765625,0.11824675715699928
77,camera,measured,5,94.01113891601562,1,0.1570281982421875,763.1240234375,1,0.36663818359375,0.12319247727589741
78,camera,measured,6,94.79411315917969,3,0.1227569580078125,721.8015747070312,2,0.42462158203125,0.13132987857176018
82,histology,measured,0,99.3878402709961,3,0.03974151611328125,898.8784790039062,2,1.44622802734375,0.11056871712084253
83,histology,measured,1,95.46256256103516,2,0.1307525634765625,826.1953125,2,1.78472900390625,0.11554478840139287
84,histology,measured,2,94.89593505859375,1,0.27222442626953125,757.0028076171875,2,0.73223876953125,0.12535744135123755
85,histology,measured,3,95.89282989501953,3,0.10204315185546875,767.5043334960938,2,0.566162109375,0.12494109246030412
86,histology,measured,4,95.79808044433594,3,0.212066650390625,826.3369750976562,2,0.675537109375,0.11593101038836433
87,histology,measured,5,95.62000274658203,3,0.2579193115234375,878.604736328125,2,2.2685546875,0.10883164953810544
88,histology,measured,6,95.04736328125,2,0.070465087890625,774.9486694335938,3,2.75030517578125,0.12264988254089094
92,grass,measured,0,143.19229125976562,0,0.7148895263671875,777.2088012695312,2,0.81109619140625,0.18423915301250868
93,grass,measured,1,124.9295654296875,0,0.053466796875,795.4135131835938,2,0.53350830078125,0.1570624126432861
94,grass,measured,2,146.84979248046875,1,0.731292724609375,772.4336547851562,2,0.63275146484375,0.19011314637930085
95,grass,measured,3,147.7605743408203,1,0.613372802734375,774.0325317382812,2,0.96258544921875,0.19089711127384718
96,grass,measured,4,148.64678955078125,1,0.76654052734375,764.5343627929688,2,0.4066162109375,0.1944278724212608
97,grass,measured,5,147.6300506591797,1,0.552764892578125,774.3018188476562,2,0.9744873046875,0.1906621514577972
98,grass,measured,6,153.4718475341797,1,0.76715087890625,840.0485229492188,2,1.6275634765625,0.18269402700141063
102,brick,measured,0,149.6426239013672,3,0.582489013671875,775.3015747070312,2,0.80999755859375,0.1930121500887106
103,brick,measured,1,106.19942474365234,2,0.09468841552734375,764.2396850585938,2,0.579345703125,0.13896088729743222
104,brick,measured,2,104.02214050292969,2,0.07736968994140625,768.1163330078125,2,0.54486083984375,0.13542498191074356
105,brick,measured,3,125.09910583496094,1,0.4772796630859375,774.07177734375,3,0.71136474609375,0.16161176456302564
106,brick,measured,4,124.41788482666016,3,0.32108306884765625,764.105224609375,2,0.26531982421875,0.16282820849741594
107,brick,measured,5,124.81388854980469,3,0.5455703735351562,757.9381103515625,2,0.36956787109375,0.16467556762901253
108,brick,measured,6,135.0410919189453,1,0.486663818359375,845.2996215820312,2,2.24395751953125,0.15975529678601705
112,logo,measured,0,123.50294494628906,1,0.38288116455078125,764.7483520507812,2,0.74114990234375,0.1614948820943496
113,logo,measured,1,124.68335723876953,3,0.23731231689453125,837.4853515625,2,1.4432373046875,0.14887825441501426
114,logo,measured,2,123.15030670166016,1,0.21651458740234375,785.046142578125,2,1.45965576171875,0.15687015071143373
115,logo,measured,3,123.40476989746094,1,0.25628662109375,778.3262329101562,2,1.77850341796875,0.15855147196574806
116,logo,measured,4,124.06018829345703,3,0.5980758666992188,808.444580078125,2,1.60723876953125,0.153455402325127
117,logo,measured,5,124.49820709228516,3,0.5939483642578125,1081.6929931640625,3,0.8770751953125,0.11509569524723941
118,logo,measured,6,124.50201416015625,3,0.5622406005859375,720.8110961914062,1,1.21441650390625,0.17272488564340252
122,cell,measured,0,142.16012573242188,1,0.200927734375,1087.8203125,3,1.2801513671875,0.1306834631591988
123,cell,measured,1,94.35084533691406,0,0.06514739990234375,917.4535522460938,2,7.9429931640625,0.10283991500815051
124,cell,measured,2,93.21737670898438,3,0.2217254638671875,802.3289184570312,2,1.058349609375,0.11618349353311591
125,cell,measured,3,94.0950698852539,1,0.3623046875,796.77734375,2,0.22357177734375,0.11809456007169997
126,cell,measured,4,92.90467071533203,1,0.03961181640625,759.106689453125,1,0.50286865234375,0.12238684233208685
127,cell,measured,5,103.62928009033203,0,0.0667877197265625,744.2605590820312,2,0.40362548828125,0.13923790374992875
128,cell,measured,6,93.25465393066406,1,0.15465545654296875,745.6043090820312,2,0.84222412109375,0.12507257910764596
132,motorcycle,measured,0,93.3187484741211,2,0.5017547607421875,703.0664672851562,0,0.67742919921875,0.1327310472286712
133,motorcycle,measured,1,93.01305389404297,3,0.2379150390625,702.6956176757812,2,1.35516357421875,0.13236606512744545
134,motorcycle,measured,2,100.85577392578125,1,0.21785736083984375,703.2921142578125,2,0.4779052734375,0.14340523927559579
135,motorcycle,measured,3,96.28675079345703,3,0.2026519775390625,703.836181640625,2,0.50091552734375,0.13680278636573492
136,motorcycle,measured,4,109.43843078613281,1,0.18860626220703125,709.276123046875,0,0.46923828125,0.15429594657157264
137,motorcycle,measured,5,92.94467163085938,3,0.1505279541015625,705.7028198242188,0,0.50238037109375,0.13170511583616834
138,motorcycle,measured,6,93.97299194335938,2,0.02496337890625,702.4544067382812,0,0.23223876953125,0.13377806593840844
142,coffee_rocket,measured,0,96.27059173583984,2,0.06403350830078125,730.4671630859375,1,0.640380859375,0.13179318195377096
143,coffee_rocket,measured,1,96.5759048461914,0,0.20204925537109375,713.2989501953125,1,0.43359375,0.1353933085415973
144,coffee_rocket,measured,2,97.02540588378906,0,0.01865386962890625,712.1315307617188,0,1.75665283203125,0.13624646809277996
145,coffee_rocket,measured,3,95.71731567382812,1,0.04460906982421875,734.6426391601562,1,0.45086669921875,0.1302909885318557
146,coffee_rocket,measured,4,94.9068832397461,3,0.16156768798828125,713.9617309570312,1,0.3360595703125,0.13292993044953264
147,coffee_rocket,measured,5,122.76892852783203,2,1.0167694091796875,1078.701171875,2,1.904052734375,0.113811806020786
148,coffee_rocket,measured,6,133.85289001464844,0,0.9787750244140625,1082.4183349609375,2,1.75,0.12366095962286056
152,bit_allocate,measured,0,120.19379425048828,0,0.0937957763671875,737.2979125976562,1,0.668212890625,0.16301930630322845
153,bit_allocate,measured,1,120.79827117919922,2,0.6064987182617188,735.240966796875,2,0.5924072265625,0.16429752507598255
154,bit_allocate,measured,2,120.7491226196289,2,0.5595245361328125,734.11962890625,3,0.33294677734375,0.16448153388778144
155,bit_allocate,measured,3,147.45545959472656,2,4.233795166015625,732.8348388671875,1,0.50885009765625,0.2012124039062642
156,bit_allocate,measured,4,96.0772476196289,0,0.34838104248046875,731.8533325195312,1,0.6168212890625,0.13127937436435033
157,bit_allocate,measured,5,94.48067474365234,3,0.031524658203125,731.2210693359375,1,0.35888671875,0.1292094534823176
158,bit_allocate,measured,6,107.58306884765625,2,0.33356475830078125,767.70068359375,2,0.64697265625,0.1401367370731518
162,model_card,measured,0,100.0216293334961,1,1.2961883544921875,733.7033081054688,1,0.56884765625,0.1363243537660568
163,model_card,measured,1,96.41753387451172,0,0.4482879638671875,736.7080078125,0,0.4266357421875,0.13087618547924215
164,model_card,measured,2,94.5271987915039,0,0.23267364501953125,737.4854736328125,1,0.5057373046875,0.12817499757095985
165,model_card,measured,3,94.96662139892578,3,0.21881103515625,731.669677734375,0,0.60064697265625,0.12979439259119116
166,model_card,measured,4,95.41232299804688,3,0.41577911376953125,731.748046875,1,0.42864990234375,0.1303895834167434
167,model_card,measured,5,95.0540771484375,1,0.25545501708984375,733.0958251953125,1,0.45013427734375,0.12966119009491434
168,model_card,measured,6,116.96435546875,2,0.48272705078125,716.82666015625,1,0.35174560546875,0.16316965030744635
172,deep_field,measured,0,151.7934112548828,0,0.75347900390625,747.8576049804688,1,2.38336181640625,0.20297100710615504
173,deep_field,measured,1,153.3804168701172,2,0.4601287841796875,822.8416748046875,3,0.4453125,0.18640331617443184
174,deep_field,measured,2,152.04345703125,2,0.401947021484375,734.9146118164062,1,0.48223876953125,0.20688588114401643
175,deep_field,measured,3,122.41532897949219,2,0.18291473388671875,731.793701171875,1,1.02008056640625,0.16728120067644683
176,deep_field,measured,4,138.5135040283203,2,0.3640899658203125,735.5194091796875,1,0.58587646484375,0.18832066468891978
177,deep_field,measured,5,142.5485076904297,2,0.23931884765625,738.1597900390625,1,0.2738037109375,0.19311334702054983
178,deep_field,measured,6,142.0848388671875,1,0.1063385009765625,736.5466918945312,0,0.61181640625,0.192906763998518
182,tui_main,measured,0,143.0614776611328,0,0.0615386962890625,718.5017700195312,3,2.25830078125,0.1991108214768127
183,tui_main,measured,1,142.73548889160156,0,0.128387451171875,736.66943359375,1,0.5535888671875,0.1937578544494296
184,tui_main,measured,2,95.92371368408203,2,0.06963348388671875,738.023193359375,1,0.41802978515625,0.12997384709205564
185,tui_main,measured,3,95.58946990966797,3,0.0590057373046875,734.7044677734375,3,0.4261474609375,0.13010601419010986
186,tui_main,measured,4,96.28832244873047,0,0.0871734619140625,731.576904296875,1,0.2166748046875,0.13161749897131325
187,tui_main,measured,5,97.4842529296875,0,0.04770660400390625,734.9446411132812,1,0.68243408203125,0.1326416269693729
188,tui_main,measured,6,96.42041778564453,1,0.0279693603515625,739.8131103515625,1,0.50921630859375,0.130330777376769
192,tui_log,measured,0,96.76217651367188,1,0.0991973876953125,736.832763671875,3,0.46038818359375,0.1313217615778576
193,tui_log,measured,1,97.8829116821289,2,0.6176986694335938,722.3573608398438,1,0.355224609375,0.1355048304184594
194,tui_log,measured,2,136.21046447753906,1,2.573822021484375,719.5609130859375,0,0.59552001953125,0.18929664188314713
195,tui_log,measured,3,97.14265441894531,2,0.1037139892578125,709.8999633789062,3,0.18927001953125,0.1368399203129636
196,tui_log,measured,4,124.93379211425781,1,1.0735015869140625,715.77294921875,1,0.46429443359375,0.17454388608932514
197,tui_log,measured,5,96.39849853515625,1,0.06803131103515625,711.9757080078125,0,0.569580078125,0.13539576905634887
198,tui_log,measured,6,99.23385620117188,2,0.04531097412109375,719.7969970703125,2,0.74481201171875,0.13786367073642894
202,tui_model_selection,measured,0,98.65129852294922,1,0.04300689697265625,731.1328735351562,3,1.04168701171875,0.13492937069831482
203,tui_model_selection,measured,1,97.763427734375,3,0.11590576171875,730.0621337890625,3,0.4503173828125,0.1339111059314602
204,tui_model_selection,measured,2,96.92022705078125,0,0.12361907958984375,731.8518676757812,1,0.16387939453125,0.13243148146711844
205,tui_model_selection,measured,3,97.91385650634766,1,0.02687835693359375,709.4290771484375,3,0.3385009765625,0.13801782258476647
206,tui_model_selection,measured,4,98.97305297851562,3,0.26805877685546875,715.7069702148438,3,0.86859130859375,0.13828711623250714
207,tui_model_selection,measured,5,108.51875305175781,1,0.9595870971679688,709.4214477539062,3,0.4461669921875,0.15296796198555626
208,tui_model_selection,measured,6,96.51696014404297,0,0.03228759765625,712.4396362304688,3,0.314697265625,0.13547387769540165
212,fast_gptq,measured,0,127.26185607910156,2,0.6157455444335938,755.7935180664062,1,2.56146240234375,0.16838177761127604
213,fast_gptq,measured,1,127.05084991455078,2,0.7403182983398438,749.3588256835938,1,2.404052734375,0.169546078006955
214,fast_gptq,measured,2,126.28797149658203,2,0.5590438842773438,752.5499267578125,1,2.153076171875,0.16781341278001924
215,fast_gptq,measured,3,125.6032943725586,2,0.6128005981445312,775.8892822265625,3,2.89312744140625,0.16188301249904619
216,fast_gptq,measured,4,125.68342590332031,2,0.605316162109375,409.8802185058594,1,13.91644287109375,0.3066345244995609
217,fast_gptq,measured,5,99.55923461914062,1,0.483428955078125,481.7696838378906,0,2.237091064453125,0.20665317465812366
218,fast_gptq,measured,6,152.4640350341797,3,0.8067169189453125,733.4464721679688,0,2.416015625,0.207873431558702
222,retina,measured,0,122.06553649902344,3,0.6125106811523438,748.7619018554688,1,2.51690673828125,0.16302316690598045
223,retina,measured,1,96.06361389160156,0,0.4081878662109375,1131.7991943359375,0,0.484130859375,0.08487690605572938
224,retina,measured,2,95.54003143310547,0,0.22447967529296875,737.08349609375,0,1.994140625,0.1296190078049905
225,retina,measured,3,95.68236541748047,0,0.25878143310546875,770.3994140625,3,2.2501220703125,0.12419838809705802
226,retina,measured,4,94.56857299804688,2,0.22210693359375,738.781982421875,1,2.03173828125,0.1280060630174442
227,retina,measured,5,95.37318420410156,3,0.4252471923828125,725.1530151367188,1,2.5098876953125,0.13152146128237516
228,retina,measured,6,95.78422546386719,3,0.41312408447265625,741.0347290039062,3,2.03814697265625,0.12925740416055762
232,method,measured,0,98.27507019042969,3,0.4192657470703125,776.376953125,0,2.18157958984375,0.12658164284097057
233,method,measured,1,98.56947326660156,3,0.40160369873046875,729.2498168945312,2,1.807861328125,0.1351655783560619
234,method,measured,2,98.30035400390625,1,0.2302398681640625,747.702880859375,3,2.4766845703125,0.13146980775428388
235,method,measured,3,98.10284423828125,0,0.21567535400390625,747.7706298828125,3,1.720703125,0.1311937649298362
236,method,measured,4,97.63513946533203,0,0.1425323486328125,846.3446655273438,1,2.6650390625,0.11536096751374589
237,method,measured,5,97.33679962158203,2,0.1749114990234375,748.3073120117188,2,1.85498046875,0.13007597020521658
238,method,measured,6,99.23677062988281,2,0.13948822021484375,757.164306640625,1,2.354736328125,0.13106371993441554
