trace,phase,M,cuda_ms,baseline_ms,residual_ms,normalized,active_experts,rank_cv,expert_cv,fanout_mean,fanout_f4
live_alternating_text_vision_c8,prefill,579.0,34.9420166015625,2.1468000411987305,32.79521656036377,16.276325661914733,127.0,0.09239867316570985,0.6793539611005871,3.618307426597582,0.6286701208981001
live_mixed_c8,prefill,2.0,32.14316940307617,1.1482399702072144,30.994929432868958,27.99342492604184,14.0,1.159202311936963,0.3061862178478973,2.5,0.5
live_text_c16,prefill,798.0,31.90127944946289,1.4338080286979675,30.467471420764923,22.24933799431452,62.0,0.37944636607362286,1.8102632584774265,3.581453634085213,0.5852130325814536
live_text_c8_telemetry,prefill,342.0,30.39423942565918,2.0364959239959717,28.357743501663208,14.92477302189744,60.0,0.5447853766992087,1.975929522059556,3.7280701754385963,0.7485380116959064
live_mixed_c8,prefill,411.0,28.578399658203125,1.1805439591407776,27.397855699062347,24.207823382538866,117.0,0.09131383943939272,0.8143993147137811,3.6399026763990268,0.6496350364963503
live_text_c4,prefill,114.0,28.182239532470703,1.1679840087890625,27.01425552368164,24.12896008883663,33.0,0.14079562209889931,1.5245802670789061,3.991228070175439,0.9912280701754386
live_alternating_text_vision_c8,prefill,193.0,26.031648635864258,2.111199975013733,23.920448660850525,12.33026190979134,126.0,0.10582195992487099,0.7541919771541696,3.6010362694300517,0.6062176165803109
live_mixed_c8_mbt4096,prefill,193.0,21.950624465942383,2.1875839233398438,19.76304054260254,10.034186223324301,126.0,0.10582195992487099,0.7541919771541696,3.6010362694300517,0.6062176165803109
live_text_to_vision_c8,prefill,579.0,21.58857536315918,2.454991936683655,19.133583426475525,8.793745934792062,119.0,0.16747234724833684,0.8731023709997275,3.6511226252158893,0.6649395509499136
live_alternating_text_vision_c8,prefill,579.0,19.364959716796875,2.1468000411987305,17.218159675598145,9.020383522064712,125.0,0.027640597190464977,1.0109316888300277,3.7202072538860103,0.7305699481865285
live_mixed_c8,prefill,411.0,18.191104888916016,1.1805439591407776,17.010560929775238,15.409087266988218,121.0,0.0750175357339214,1.0202145322821254,3.7031630170316303,0.7055961070559611
live_text_to_vision_c8_telemetry,prefill,193.0,18.008800506591797,1.1835360527038574,16.82526445388794,15.216097951092944,119.0,0.11897370469642524,0.7563069846566298,3.6891191709844557,0.689119170984456
live_text_to_vision_c8_telemetry,prefill,193.0,17.998144149780273,1.1835360527038574,16.814608097076416,15.20709412160488,119.0,0.11897370469642524,0.7563069846566298,3.6891191709844557,0.689119170984456
live_text_c8_telemetry,prefill,2.0,18.713727951049805,2.0754880905151367,16.638239860534668,9.016543162338769,8.0,0.8660254037844386,0.0,4.0,1.0
live_long_text_c8,prefill,284.0,18.48076820373535,2.010751962661743,16.47001624107361,9.190973599384849,43.0,0.5572940951511858,1.726615931923986,3.119718309859155,0.11971830985915492
live_text_c8_rep2,prefill,456.0,17.48851203918457,1.7222560048103333,15.766256034374237,10.15442070768714,43.0,0.37573348293712333,1.935794785955318,3.982456140350877,0.9824561403508771
live_high_c16,prefill,535.0,16.90825653076172,1.2651039958000183,15.6431525349617,13.365111948816022,123.0,0.20706471696752093,1.4397959890810275,3.457943925233645,0.45794392523364486
live_text_c8_rep2,prefill,114.0,16.948383331298828,2.073423981666565,14.874959349632263,8.174104033308302,35.0,0.6890712409691827,1.555157803350201,3.0526315789473686,0.05263157894736842
live_mixed_c4,prefill,284.0,14.932191848754883,1.2014560103416443,13.730735838413239,12.428413292059512,46.0,0.4754710988275458,1.3198784090136635,3.5246478873239435,0.5246478873239436
live_mixed_c4,prefill,114.0,14.751296043395996,1.2187359929084778,13.532560050487518,12.103766631354228,51.0,0.4089897582401508,1.6461835742440158,3.6666666666666665,0.6754385964912281
live_text_c8_rep2,prefill,456.0,14.883711814880371,1.7222560048103333,13.161455810070038,8.641985728782213,43.0,0.37573348293712333,1.935794785955318,3.982456140350877,0.9824561403508771
live_text_to_vision_c8,prefill,193.0,15.56492805480957,2.4852160215377808,13.07971203327179,6.26300809262385,121.0,0.08496066493164034,1.0274899301984615,3.6528497409326426,0.6735751295336787
live_high_c16,prefill,535.0,13.443455696105957,1.2651039958000183,12.178351700305939,10.626364109777924,122.0,0.25525142212495494,1.5088931933305876,3.547663551401869,0.5551401869158878
live_mixed_c8,decode,1.0,13.217696189880371,1.1505919694900513,12.06710422039032,11.487735479101707,8.0,0.7905694150420949,0.0,3.0,0.0
live_mixed_c4,decode,1.0,13.131839752197266,1.2482079863548279,11.883631765842438,10.520554183078492,8.0,0.3535533905932738,0.0,4.0,1.0
live_text_c8_rep2,prefill,456.0,13.537247657775879,1.7222560048103333,11.814991652965546,7.8601831667102795,52.0,0.720699253378021,1.9844837335371224,3.039473684210526,0.039473684210526314
live_text_to_vision_c8_telemetry,prefill,193.0,12.5316801071167,1.1835360527038574,11.348144054412842,10.588338292261856,121.0,0.08496066493164034,1.0274899301984615,3.6528497409326426,0.6735751295336787
live_text_c8_telemetry,prefill,342.0,13.309151649475098,2.0364959239959717,11.272655725479126,6.535319561730399,43.0,0.3955738905043403,1.936850152913791,3.9853801169590644,0.9853801169590644
live_mixed_c4,decode,1.0,12.514047622680664,1.2482079863548279,11.265839636325836,10.025610923405274,8.0,0.5,0.0,4.0,1.0
live_mixed_c4,prefill,137.0,12.116767883300781,1.235696017742157,10.881071865558624,9.805621859525239,125.0,0.12159365875151594,0.738732246259708,3.5255474452554743,0.5401459854014599
live_text_c4,prefill,114.0,11.989952087402344,1.1679840087890625,10.821968078613281,10.265510484029003,38.0,0.5081949995690137,1.3962015094429459,3.6315789473684212,0.631578947368421
live_mixed_c4,prefill,114.0,12.020416259765625,1.2187359929084778,10.801680266857147,9.863019004697854,36.0,0.5885942034624926,1.513872828816296,3.017543859649123,0.017543859649122806
live_vision_hi_c8,prefill,193.0,11.78713607788086,1.1924960017204285,10.594640076160431,9.884423982030476,116.0,0.20482711348851773,1.0017903916648008,3.7202072538860103,0.7305699481865285
live_mixed_c4,decode,1.0,11.652288436889648,1.2482079863548279,10.40408045053482,9.335213813939863,8.0,1.7320508075688772,0.0,1.0,0.0
live_text_c8_telemetry,prefill,342.0,12.393823623657227,2.0364959239959717,10.357327699661255,6.085857318750883,66.0,0.09876269350448927,1.9690735619881694,3.9298245614035086,0.935672514619883
live_mixed_c8,decode,1.0,11.336671829223633,1.1505919694900513,10.186079859733582,9.852903661623944,8.0,0.3535533905932738,0.0,4.0,1.0
live_text_c4,prefill,114.0,11.338080406188965,1.1679840087890625,10.170096397399902,9.70739352668365,42.0,0.3350745152170222,1.7563160983444255,3.8771929824561404,0.8771929824561403
live_mixed_c4,prefill,114.0,11.140992164611816,1.2187359929084778,9.922256171703339,9.141431966757759,30.0,0.727323385764011,1.431068504199541,3.0350877192982457,0.03508771929824561
live_mixed_c4,prefill,138.0,11.712767601013184,1.8291680216789246,9.883599579334259,6.403330619273824,112.0,0.10875602188263503,1.0265458934356284,3.681159420289855,0.6811594202898551
live_vision_hi_c8,prefill,579.0,10.93068790435791,1.2407520413398743,9.689935863018036,8.809727923198887,127.0,0.12540483630030766,0.771071338834623,3.6701208981001727,0.6839378238341969
live_mixed_c4,prefill,284.0,10.724831581115723,1.2014560103416443,9.523375570774078,8.926528719154707,70.0,0.6431131027309159,1.7468998846535484,3.066901408450704,0.23591549295774647
live_text_c4,prefill,114.0,10.542112350463867,1.1679840087890625,9.374128341674805,9.025904696583709,35.0,0.6890712409691827,1.555157803350201,3.0526315789473686,0.05263157894736842
live_mixed_c4,decode,1.0,10.56447982788086,1.2482079863548279,9.316271841526031,8.463717540161369,8.0,1.7320508075688772,0.0,1.0,0.0
live_text_to_vision_c8_telemetry,prefill,193.0,10.176351547241211,1.1835360527038574,8.992815494537354,8.59826071541525,119.0,0.15971035085964,0.9034911415460349,3.616580310880829,0.6321243523316062
live_text_to_vision_c8_telemetry,prefill,193.0,10.083295822143555,1.1835360527038574,8.899759769439697,8.519635543934362,120.0,0.11334011841568578,0.7898538454403894,3.621761658031088,0.6424870466321243
live_mixed_c8,prefill,193.0,10.047136306762695,1.156976044178009,8.890160262584686,8.683962262935905,120.0,0.2056364999310565,0.9539308993048753,3.6528497409326426,0.6735751295336787
live_text_c4,prefill,228.0,10.456352233886719,1.6128639578819275,8.843488276004791,6.483096223204335,48.0,0.17637496824787322,1.9403322387353923,3.986842105263158,0.9868421052631579
live_text_c8,prefill,114.0,9.985568046569824,1.1621599793434143,8.82340806722641,8.592249108604973,38.0,0.5081949995690137,1.3962015094429459,3.6315789473684212,0.631578947368421
live_text_c8_rep2,prefill,456.0,10.49500846862793,1.7222560048103333,8.772752463817596,6.093756351735706,42.0,0.6720891976950355,1.8649497884734694,3.0219298245614037,0.021929824561403508
live_mixed_c8,prefill,193.0,9.879008293151855,1.156976044178009,8.722032248973846,8.538645499933876,120.0,0.11334011841568578,0.7898538454403894,3.621761658031088,0.6424870466321243
live_mixed_c4,prefill,193.0,10.012960433959961,1.2934560179710388,8.719504415988922,7.741245388201639,124.0,0.09777862418013275,0.8645147979423866,3.5854922279792745,0.6113989637305699
live_mixed_c8,prefill,284.0,9.844511985778809,1.1575679779052734,8.686944007873535,8.504478504660577,35.0,0.3206062776070107,1.7328276315747217,3.9964788732394365,0.9964788732394366
live_text_c8_rep2,prefill,114.0,10.538016319274902,2.073423981666565,8.464592337608337,5.082422318085043,34.0,0.5179061324995488,1.5911292982749294,3.8508771929824563,0.8508771929824561
live_mixed_c8,decode,1.0,9.526752471923828,1.1505919694900513,8.376160502433777,8.279870470629252,8.0,1.7320508075688772,0.0,1.0,0.0
live_mixed_c4,prefill,114.0,9.568384170532227,1.2187359929084778,8.349648177623749,7.851072115871099,34.0,0.43135468784774333,1.4503010560838503,3.9035087719298245,0.9035087719298246
live_mixed_c4,decode,1.0,9.5697603225708,1.2482079863548279,8.321552336215973,7.666799465462166,8.0,0.9354143466934853,0.0,3.0,0.0
live_text_c8,prefill,342.0,9.390687942504883,1.1721919775009155,8.218495965003967,8.01122010963221,56.0,0.4137104010709795,1.9927158013208066,3.736842105263158,0.7368421052631579
live_vision_hi_c8,prefill,579.0,9.4519681930542,1.2407520413398743,8.211216151714325,7.617934831561611,127.0,0.08491676668290439,0.8084928147214273,3.6355785837651124,0.6511226252158895
live_mixed_c8,decode,1.0,9.313247680664062,1.1505919694900513,8.162655711174011,8.094309648964217,8.0,0.3535533905932738,0.0,4.0,1.0
live_mixed_c4,prefill,284.0,9.140031814575195,1.2014560103416443,7.938575804233551,7.607462725144759,52.0,0.6060341474859842,1.7781014664342214,3.5,0.5035211267605634
live_mixed_c8,prefill,411.0,9.096799850463867,1.1805439591407776,7.91625589132309,7.705600270137074,112.0,0.16645785843493968,0.8066986938148086,3.6228710462287106,0.6423357664233577
live_mixed_c4,decode,1.0,9.109024047851562,1.2482079863548279,7.860816061496735,7.297681273817889,8.0,0.6123724356957945,0.0,4.0,1.0
live_text_c8_rep2,prefill,114.0,9.912960052490234,2.073423981666565,7.839536070823669,4.780961414617406,30.0,0.727323385764011,1.431068504199541,3.0350877192982457,0.03508771929824561
live_text_c8_rep2,prefill,456.0,9.561056137084961,1.7222560048103333,7.838800132274628,5.551472086832927,52.0,0.720699253378021,1.9844837335371224,3.039473684210526,0.039473684210526314
live_mixed_c4,prefill,193.0,9.128128051757812,1.2934560179710388,7.834672033786774,7.057161530761996,117.0,0.20521176568364852,1.1434056761752616,3.673575129533679,0.694300518134715
live_text_c4,prefill,114.0,8.992159843444824,1.1679840087890625,7.824175834655762,7.698872395323012,31.0,0.7226867128633369,1.5135924560332978,3.026315789473684,0.02631578947368421
live_mixed_c4,prefill,193.0,9.072896003723145,1.2934560179710388,7.779439985752106,7.014460389581095,117.0,0.20521176568364852,1.1434056761752616,3.673575129533679,0.694300518134715
live_text_to_vision_c8,prefill,579.0,10.131744384765625,2.454991936683655,7.67675244808197,4.126997011017548,118.0,0.12569439866018864,0.7872138682881955,3.6649395509499136,0.6787564766839378
live_alternating_text_shapes_c8,decode,1.0,8.88691234588623,1.214847981929779,7.672064363956451,7.315246416073739,8.0,1.7320508075688772,0.0,1.0,0.0
live_mixed_c4,prefill,114.0,8.88099193572998,1.2187359929084778,7.662255942821503,7.287051492206899,42.0,0.5972888758642237,1.634776860368053,3.245614035087719,0.2543859649122807
live_mixed_c4,prefill,114.0,8.84438419342041,1.2187359929084778,7.625648200511932,7.257014025091313,42.0,0.5637884511649511,1.6208796045730156,3.6228070175438596,0.6666666666666666
live_mixed_c8,decode,1.0,8.673727989196777,1.1505919694900513,7.523136019706726,7.538491680105348,8.0,1.7320508075688772,0.0,1.0,0.0
live_text_c4,prefill,228.0,9.120512008666992,1.6128639578819275,7.507648050785065,5.654855119116423,42.0,0.6720891976950355,1.8649497884734694,3.0219298245614037,0.021929824561403508
live_mixed_c8_mbt4096,prefill,535.0,10.236191749572754,2.7344160079956055,7.501775741577148,3.7434654125932125,128.0,0.2650937503602111,1.8077298337186083,3.7682242990654204,0.7775700934579439
live_text_to_vision_c8_telemetry,prefill,579.0,8.730175971984863,1.2491520047187805,7.481023967266083,6.9888820087594326,117.0,0.13497080584785046,1.0244652332811122,3.673575129533679,0.6925734024179621
live_mixed_c4,decode,1.0,8.71673583984375,1.2482079863548279,7.468527853488922,6.983400150562604,8.0,0.7071067811865476,0.0,3.0,0.0
live_text_c8_rep2,prefill,114.0,9.525247573852539,2.073423981666565,7.451823592185974,4.593970002312981,31.0,0.7226867128633369,1.5135924560332978,3.026315789473684,0.02631578947368421
live_alternating_text_shapes_c8,prefill,342.0,8.615008354187012,1.2388319969177246,7.376176357269287,6.954137748800144,66.0,0.09876269350448927,1.9690735619881694,3.9298245614035086,0.935672514619883
live_alternating_text_vision_c8,prefill,342.0,9.485119819641113,2.1092159748077393,7.375903844833374,4.496988422679525,43.0,0.36006044324993286,1.9459751510267365,3.97953216374269,0.97953216374269
live_alternating_text_vision_c8,prefill,342.0,9.428863525390625,2.1092159748077393,7.319647550582886,4.470316761302783,43.0,0.36006044324993286,1.9459751510267365,3.97953216374269,0.97953216374269
live_mixed_c8_mbt4096,prefill,2.0,9.200575828552246,1.8816319704055786,7.3189438581466675,4.88967873274873,16.0,0.9842509842514764,0.0,2.0,0.0
live_mixed_c8,prefill,411.0,8.433279991149902,1.1805439591407776,7.252736032009125,7.143554397828442,123.0,0.09687014189771531,0.8203351414264481,3.6885644768856447,0.7128953771289538
live_mixed_c4,prefill,114.0,8.47100830078125,1.2187359929084778,7.252272307872772,6.950650797278446,35.0,0.6890712409691827,1.555157803350201,3.0526315789473686,0.05263157894736842
live_vision_hi_c8,prefill,193.0,8.424032211303711,1.1924960017204285,7.2315362095832825,7.064201640215361,123.0,0.1614241199966257,0.8516738410323709,3.673575129533679,0.6839378238341969
live_mixed_c4,decode,1.0,8.475168228149414,1.2482079863548279,7.226960241794586,6.789868612281238,8.0,1.7320508075688772,0.0,1.0,0.0
live_mixed_c4,decode,1.0,8.457695960998535,1.2482079863548279,7.209487974643707,6.775870731045193,8.0,1.7320508075688772,0.0,1.0,0.0
live_text_c8_rep2,prefill,342.0,9.22985553741455,2.0547679662704468,7.175087571144104,4.491921077671563,42.0,0.721601202091541,1.7956951318259815,3.046783625730994,0.04678362573099415
live_text_c8_rep2,prefill,114.0,9.184639930725098,2.073423981666565,7.111215949058533,4.429696970777159,30.0,0.23478230357246052,1.4590734831950312,3.982456140350877,0.9824561403508771
live_text_c8_telemetry,prefill,2.0,9.071136474609375,2.0754880905151367,6.995648384094238,4.370603963503311,8.0,0.0,0.0,4.0,1.0
live_mixed_c4,decode,1.0,8.23804759979248,1.2482079863548279,6.989839613437653,6.599899768187072,8.0,0.5,0.0,4.0,1.0
live_text_c4,prefill,114.0,8.15078353881836,1.1679840087890625,6.982799530029297,6.978506107518453,39.0,0.378249743654832,1.6677382866064785,3.9035087719298245,0.9035087719298246
live_mixed_c8,prefill,2.0,8.124192237854004,1.1482399702072144,6.9759522676467896,7.075343524566464,8.0,0.9354143466934853,0.0,3.0,0.0
live_text_c8_telemetry,decode,1.0,9.045087814331055,2.071071982383728,6.974015831947327,4.367345940299231,8.0,0.7905694150420949,0.0,3.0,0.0
live_vision_hi_c8,prefill,579.0,8.144864082336426,1.2407520413398743,6.9041120409965515,6.5644575313701505,128.0,0.0551393695694113,0.9555415010020936,3.697754749568221,0.7081174438687392
live_mixed_c4,decode,1.0,8.1429443359375,1.2482079863548279,6.894736349582672,6.523707927648771,8.0,1.7320508075688772,0.0,1.0,0.0
live_high_c16,prefill,535.0,8.15772819519043,1.2651039958000183,6.892624199390411,6.448266879460529,121.0,0.2838253286605587,1.4656345581517713,3.5794392523364484,0.5794392523364486
live_text_c8_rep2,prefill,114.0,8.912032127380371,2.073423981666565,6.838608145713806,4.298219855746584,54.0,0.623493876254852,1.5604037184469077,3.087719298245614,0.19298245614035087
live_text_c8_rep2,prefill,114.0,8.881152153015137,2.073423981666565,6.807728171348572,4.283326628583072,36.0,0.5716832290470426,1.523846687092167,3.456140350877193,0.45614035087719296
live_mixed_c8,prefill,411.0,7.984255790710449,1.1805439591407776,6.803711831569672,6.763200750712869,116.0,0.1647441823775452,0.916971962974334,3.6374695863746958,0.6399026763990268
live_mixed_c4,decode,1.0,8.038559913635254,1.2482079863548279,6.790351927280426,6.44008050061469,8.0,0.6123724356957945,0.0,3.0,0.0
live_alternating_text_shapes_c8,prefill,114.0,8.006431579589844,1.2263360023498535,6.78009557723999,6.52874217526702,45.0,0.47008664715407933,1.7170737545001822,3.7719298245614037,0.7807017543859649
live_text_to_vision_c8_telemetry,prefill,193.0,7.953728199005127,1.1835360527038574,6.7701921463012695,6.720309179288936,117.0,0.18116200763779367,0.8837752653798212,3.6528497409326426,0.6632124352331606
live_vision_hi_c8,prefill,193.0,7.95139217376709,1.1924960017204285,6.758896172046661,6.667856464336585,122.0,0.03722825871295315,0.818892615902087,3.6424870466321244,0.6476683937823834
live_text_c8_rep2,prefill,114.0,8.827615737915039,2.073423981666565,6.754191756248474,4.257506335399684,49.0,0.579835509624058,1.6717244931075361,3.3859649122807016,0.38596491228070173
live_mixed_c8,prefill,2.0,7.900383949279785,1.1482399702072144,6.752143979072571,6.880429312919722,16.0,0.6123724356957945,0.0,2.0,0.0
live_high_c16,prefill,959.0,8.086848258972168,1.3905919790267944,6.6962562799453735,5.81539975847678,121.0,0.19903233794772962,0.9731221226627097,3.7142857142857144,0.7247132429614181
live_alternating_text_shapes_c8,prefill,342.0,7.924511909484863,1.2388319969177246,6.685679912567139,6.3967607627195955,61.0,0.47461846536410757,1.8213161219410932,3.7076023391812867,0.7222222222222222
live_mixed_c4,decode,1.0,7.922560214996338,1.2482079863548279,6.67435222864151,6.347147511956547,8.0,0.3535533905932738,0.0,4.0,1.0
live_text_c8_telemetry,prefill,342.0,8.709440231323242,2.0364959239959717,6.6729443073272705,4.27667943191055,42.0,0.6575990238593007,1.8733389242870058,3.02046783625731,0.02046783625730994
live_mixed_c8_mbt4096,prefill,2.0,8.549504280090332,1.8816319704055786,6.667872309684753,4.543664443715589,16.0,1.0307764064044151,0.0,2.5,0.5
live_mixed_c4,prefill,137.0,7.895264148712158,1.235696017742157,6.659568130970001,6.389325558512564,113.0,0.1525006015750086,0.876342845880553,3.6934306569343067,0.6934306569343066
live_text_to_vision_c8,prefill,579.0,9.111519813537598,2.454991936683655,6.656527876853943,3.7114255559820557,128.0,0.0551393695694113,0.9555415010020936,3.697754749568221,0.7081174438687392
live_mixed_c4,prefill,285.0,8.354304313659668,1.6991199851036072,6.655184328556061,4.916841886919626,78.0,0.4073822473740491,1.7022953110275685,3.6070175438596492,0.631578947368421
live_mixed_c4,prefill,193.0,7.939680099487305,1.2934560179710388,6.646224081516266,6.138345633075154,114.0,0.10801897274295018,0.8494812332204327,3.7512953367875648,0.7668393782383419
live_mixed_c4,prefill,137.0,7.84771203994751,1.235696017742157,6.612016022205353,6.350843514318933,114.0,0.08831061045666322,0.8753058270714392,3.6496350364963503,0.656934306569343
live_high_c16,prefill,535.0,7.856480121612549,1.2651039958000183,6.5913761258125305,6.210145685805315,74.0,0.41078407757528645,1.775427364563465,3.527102803738318,0.5532710280373832
live_text_c8_telemetry,decode,1.0,8.618528366088867,2.071071982383728,6.547456383705139,4.161385234022266,8.0,1.7320508075688772,0.0,1.0,0.0
live_text_c8_telemetry,decode,1.0,8.578144073486328,2.071071982383728,6.5070720911026,4.141886011906355,8.0,1.7320508075688772,0.0,1.0,0.0
live_mixed_c4,prefill,114.0,7.715167999267578,1.2187359929084778,6.4964320063591,6.330467011855091,31.0,0.7226867128633369,1.5135924560332978,3.026315789473684,0.02631578947368421
live_text_c16,prefill,798.0,7.922272205352783,1.4338080286979675,6.488464176654816,5.525336758329462,56.0,0.4362340150552589,1.976200707036037,3.6967418546365916,0.6967418546365914
live_mixed_c4,decode,1.0,7.725503921508789,1.2482079863548279,6.477295935153961,6.189276151060182,8.0,0.3535533905932738,0.0,4.0,1.0
live_vision_hi_c8,prefill,193.0,7.657311916351318,1.1924960017204285,6.46481591463089,6.421247455173034,120.0,0.2056364999310565,0.9539308993048753,3.6528497409326426,0.6735751295336787
live_text_to_vision_c8,prefill,579.0,8.918975830078125,2.454991936683655,6.46398389339447,3.6329959772195397,118.0,0.2132166148262194,0.8352140357033343,3.550949913644214,0.5751295336787565
live_text_to_vision_c8,prefill,193.0,8.942848205566406,2.4852160215377808,6.4576321840286255,3.5984188610022025,126.0,0.10582195992487099,0.7541919771541696,3.6010362694300517,0.6062176165803109
live_mixed_c4,decode,1.0,7.689568042755127,1.2482079863548279,6.441360056400299,6.160486174432483,8.0,1.7320508075688772,0.0,1.0,0.0
live_vision_hi_c8_warmup_hi,decode,1.0,7.612512111663818,1.171184003353119,6.4413281083106995,6.499842970762128,8.0,1.0,0.0,2.0,0.0
live_mixed_c4,prefill,137.0,7.6618242263793945,1.235696017742157,6.4261282086372375,6.2004118459319395,112.0,0.15387010207177224,0.9066827626313699,3.627737226277372,0.635036496350365
live_text_c8_telemetry,decode,1.0,8.49510383605957,2.071071982383728,6.424031853675842,4.101790719162748,8.0,0.6123724356957945,0.0,3.0,0.0
live_vision_hi_c8_warmup_hi,decode,1.0,7.5489277839660645,1.171184003353119,6.377743780612946,6.445552331959249,8.0,0.6123724356957945,0.0,3.0,0.0
live_text_to_vision_c8_telemetry,prefill,193.0,7.546815872192383,1.1835360527038574,6.363279819488525,6.376498506278064,120.0,0.20514634390285674,0.8639381718675205,3.569948186528497,0.6010362694300518
live_text_c8_telemetry,decode,1.0,8.429311752319336,2.071071982383728,6.358239769935608,4.070023554959933,8.0,0.7071067811865476,0.0,3.0,0.0
live_vision_hi_c8,prefill,193.0,7.547935962677002,1.1924960017204285,6.3554399609565735,6.32952727035353,114.0,0.1369998548924172,1.0174588060842782,3.621761658031088,0.6476683937823834
live_text_to_vision_c8_telemetry,prefill,579.0,7.593952178955078,1.2491520047187805,6.344800174236298,6.079285907774444,121.0,0.1130683843435629,0.9385789941908627,3.6545768566493955,0.6787564766839378
live_text_c8_warmup_text_long,prefill,2.0,7.512703895568848,1.1710400581359863,6.341663837432861,6.415411533852447,16.0,0.8838834764831844,0.0,2.5,0.5
live_text_c8_warmup_text_long,prefill,2.0,7.509888172149658,1.1710400581359863,6.338848114013672,6.41300707006009,8.0,0.6123724356957945,0.0,4.0,1.0
live_vision_hi_c8,prefill,193.0,7.526559829711914,1.1924960017204285,6.334063827991486,6.311601731874367,117.0,0.22424670538217892,0.8900834890124344,3.523316062176166,0.5492227979274611
live_text_c8_telemetry,decode,1.0,8.382080078125,2.071071982383728,6.311008095741272,4.047218131200603,8.0,1.7320508075688772,0.0,1.0,0.0
live_mixed_c4,prefill,137.0,7.54150390625,1.235696017742157,6.305807888507843,6.103041361280511,105.0,0.2458971229321986,1.1155942461923902,3.5839416058394162,0.5985401459854015
live_text_c8_warmup_text_long,prefill,2.0,7.467840194702148,1.1710400581359863,6.296800136566162,6.3771005464912545,15.0,1.015504800579495,0.23385358667337136,2.5,0.5
live_high_c16,prefill,959.0,7.679840087890625,1.3905919790267944,6.289248108863831,5.52271277536446,121.0,0.21606225663969747,0.9940435503554579,3.687174139728884,0.6986444212721585
live_vision_hi_c8,prefill,193.0,7.465023994445801,1.1924960017204285,6.272527992725372,6.259999181276851,106.0,0.19776700492227162,1.0365503181492721,3.606217616580311,0.616580310880829
live_text_to_vision_c8,prefill,579.0,8.718560218811035,2.454991936683655,6.26356828212738,3.551360022220102,124.0,0.1279057170339498,1.1610667877268417,3.699481865284974,0.7029360967184801
live_vision_hi_c8_warmup_hi,decode,1.0,7.422111988067627,1.171184003353119,6.250927984714508,6.337272338776827,8.0,0.5,0.0,4.0,1.0
live_text_c8_rep2,prefill,456.0,7.967103958129883,1.7222560048103333,6.24484795331955,4.625969621169807,50.0,0.6220343613429162,1.801645867967447,3.0219298245614037,0.021929824561403508
live_text_c8_warmup_text_long,prefill,2.0,7.4134721755981445,1.1710400581359863,6.242432117462158,6.330673424954059,16.0,0.8838834764831844,0.0,2.5,0.5
