request_id,category,budget,seed,chunks,tile_sum,padding_sum,frag_mean,p10_batch
histology,fine_grained,128,1,3,10067,527552,1.0060386266782675,1.0
histology,fine_grained,128,2,3,11097,542208,1.0057032834755426,1.0
histology,fine_grained,128,3,3,9699,522432,0.6723711799726401,1.0
histology,fine_grained,128,4,3,13240,618528,1.0034706514743215,1.0
histology,fine_grained,128,5,3,13162,475424,1.0141357951023917,1.0
histology,fine_grained,128,6,2,9700,522496,1.0083671504607155,1.0
histology,fine_grained,128,7,2,9668,520448,1.008961277692799,1.0
histology,fine_grained,128,8,3,9702,522624,0.6721048283330046,1.0
histology,fine_grained,128,9,3,11128,536992,1.0062534395458274,1.0
histology,fine_grained,256,0,2,9404,370976,1.0171996782900585,1.0
histology,fine_grained,256,1,2,5541,256320,0.5273317474839819,0.5
histology,fine_grained,256,2,2,6260,267392,1.0267881204101712,1.0
histology,fine_grained,256,3,2,9325,369152,1.0172456061835113,1.0
histology,fine_grained,256,4,2,9361,369792,1.017074001224543,1.0
histology,fine_grained,256,5,2,9564,374016,1.019241638309731,1.0
histology,fine_grained,256,6,2,9462,372064,1.0178070670212158,1.0
histology,fine_grained,256,7,2,5541,256320,0.5273317474839819,0.5
histology,fine_grained,256,8,2,9325,369152,1.0172456061835113,1.0
histology,fine_grained,256,9,2,8024,293120,1.024848957011238,1.0
histology,fine_grained,512,0,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,512,1,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,512,2,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,512,3,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,512,4,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,512,5,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,512,6,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,512,7,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,512,8,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,512,9,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,1024,0,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,1024,1,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,1024,2,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,1024,3,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,1024,4,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,1024,5,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,1024,6,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,1024,7,1,5541,256320,1.0546634949679639,2.0
