sample_id,category,edge,layer,policy,target_k,replicate,importance_slack,tokens,vision_tokens,assignments_dropped,vision_assignment_reduction,dropped_router_mass,rank0_before,rank1_before,rank2_before,rank3_before,rank0_after,rank1_after,rank2_after,rank3_after,max_rank_before,max_rank_after,max_rank_reduction,mean_rank_reduction,rank_cv_before,rank_cv_after,combined_rel_l2,vision_combined_rel_l2,combined_cosine,vision_token_cos_p01,vision_token_rel_p50,vision_token_rel_p99
astronaut_e336,natural,336,24,tail_aware,1,0,0.0,125,100,700,0.875,0.7999326586723328,245,234,267,254,67,68,74,91,267,91,0.6591760299625469,0.7,0.04841487374764082,0.1282358937444756,0.590432345867157,0.62917560338974,0.8076230883598328,0.33915120363235474,0.8215069770812988,0.9407966732978821
astronaut_e336,natural,336,24,tail_aware,1,0,0.01,125,100,700,0.875,0.8002155423164368,245,234,267,254,64,71,76,89,267,89,0.6666666666666667,0.7,0.04841487374764082,0.12183777921664711,0.5990231037139893,0.6383300423622131,0.801253080368042,0.3086797893047333,0.8236710429191589,0.9512771368026733
astronaut_e336,natural,336,24,tail_aware,1,0,0.02,125,100,700,0.875,0.8012117147445679,245,234,267,254,74,64,76,86,267,86,0.6779026217228464,0.7,0.04841487374764082,0.10413666234542206,0.5896726250648499,0.6283660531044006,0.8081402778625488,0.26915857195854187,0.8215014934539795,0.9636211395263672
astronaut_e336,natural,336,44,semantic,8,0,0.0,125,100,0,0.0,0.0,242,288,265,205,242,288,265,205,288,288,0.0,0.0,0.12260505699195282,0.12260505699195282,0.0,0.0,1.0,0.9999996423721313,0.0,0.0
astronaut_e336,natural,336,44,random,8,0,0.0,125,100,0,0.0,0.0,242,288,265,205,242,288,265,205,288,288,0.0,0.0,0.12260505699195282,0.12260505699195282,0.0,0.0,1.0,0.9999996423721313,0.0,0.0
astronaut_e336,natural,336,44,random,8,1,0.0,125,100,0,0.0,0.0,242,288,265,205,242,288,265,205,288,288,0.0,0.0,0.12260505699195282,0.12260505699195282,0.0,0.0,1.0,0.9999996423721313,0.0,0.0
astronaut_e336,natural,336,44,random,8,2,0.0,125,100,0,0.0,0.0,242,288,265,205,242,288,265,205,288,288,0.0,0.0,0.12260505699195282,0.12260505699195282,0.0,0.0,1.0,0.9999996423721313,0.0,0.0
astronaut_e336,natural,336,44,tail_aware,8,0,0.0,125,100,0,0.0,0.0,242,288,265,205,242,288,265,205,288,288,0.0,0.0,0.12260505699195282,0.12260505699195282,0.0,0.0,1.0,0.9999996423721313,0.0,0.0
astronaut_e336,natural,336,44,tail_aware,8,0,0.01,125,100,0,0.0,0.0,242,288,265,205,242,288,265,205,288,288,0.0,0.0,0.12260505699195282,0.12260505699195282,0.0,0.0,1.0,0.9999996423721313,0.0,0.0
astronaut_e336,natural,336,44,tail_aware,8,0,0.02,125,100,0,0.0,0.0,242,288,265,205,242,288,265,205,288,288,0.0,0.0,0.12260505699195282,0.12260505699195282,0.0,0.0,1.0,0.9999996423721313,0.0,0.0
