sample_id,category,layer,region,position,modality,pairwise_cosine,normalized_dispersion,participation_rank,router_entropy,router_effective_k,router_mass95_k,functional_k,cosine_m1,relative_l2_m1,cosine_m2,relative_l2_m2,cosine_m3,relative_l2_m3,cosine_m4,relative_l2_m4,cosine_m6,relative_l2_m6,cosine_m8,relative_l2_m8
astronaut,natural,4,early,194,visual,0.012479243038309823,0.9349022708617626,7.631879827522074,2.078193275215934,7.990020098372908,8,8,0.38524926827840966,2.257462666307941,0.5458987459491222,1.5884284938107212,0.6561035384671617,1.2086832872349713,0.7622125970383258,0.9305527339907225,0.878596351525608,0.5441385096317854,0.9999999999988995,0.0
astronaut,natural,4,early,195,visual,0.023326590513531885,0.9278671673776856,7.596109276294346,2.0724224316553554,7.944043731145141,8,8,0.3270898378029839,2.167251344785522,0.5672064166471672,1.4433261938275244,0.7387572512188206,1.0886645690507288,0.8040848705394193,0.824213026282703,0.9334505121210215,0.4153149525046781,0.9999999999990837,0.0
astronaut,natural,4,early,196,visual,0.023423127199353366,0.9263040887431844,7.830647925081004,2.074843259225733,7.963298187686161,8,8,0.4483447143900228,2.271621344746567,0.5994853233638328,1.5345257971058135,0.6897240062471499,1.0804105702073774,0.7706858770988114,0.8574284144401284,0.8927351155944232,0.5082384291930458,0.9999999999990469,2.2099057364669934e-16
astronaut,natural,4,early,200,text,0.03720322047793094,0.9245872913585734,7.417356993797401,1.8953152938730418,6.654646243085393,8,8,0.7888587415773332,1.4615722114567005,0.9013195056696902,0.8775950193591053,0.9226570790137122,0.6522513885154753,0.9441217197131373,0.4905134937345535,0.9787796059189946,0.2479742236000103,0.9999999999980566,0.0
astronaut,natural,8,early,9,visual,0.028492568070432912,0.9385561288738586,6.7382546889879835,2.0015123102780663,7.400239098365394,8,8,0.6185384050622098,1.7918590625911204,0.8502586589778485,1.1457972659859084,0.8913595475453099,0.7451925605409506,0.9121943135610756,0.5640946162972705,0.962287741232186,0.32278296140085727,0.999999999999751,0.0
astronaut,natural,8,early,20,visual,0.014390128350448773,0.9475757942602137,6.5621787035410835,2.068402876335462,7.912176297267204,8,8,0.4398760072492159,2.259949648198036,0.5495021657660561,1.404855017320829,0.645468235722753,1.0448745428370716,0.7168680357542904,0.8422769090077928,0.935625637087284,0.4287910511042245,0.9999999999994954,0.0
astronaut,natural,8,early,24,visual,0.024807308244156202,0.9340759052042086,7.251526223815739,2.0374680364730446,7.67116148772471,8,8,0.5541034402420341,2.0816281747227836,0.795590197728239,1.2692170164447687,0.834092373771038,0.9077697199898219,0.8658569968237443,0.6934729919934226,0.9385572817557039,0.39644935301411277,0.999999999999643,0.0
astronaut,natural,8,early,26,visual,0.029415783781696143,0.9436097345871974,6.543310717503358,2.046750254326267,7.74269837670349,8,8,0.534498103693567,2.3339490471426036,0.6877525455392294,1.4374183909246907,0.7625143314632703,0.9591791549334981,0.9179417048216408,0.6256379773872105,0.960507576145008,0.318965965122513,0.9999999999997469,0.0
astronaut,natural,8,early,33,visual,0.005517855490996932,0.9446779795011038,7.101309015431997,2.0628109551648084,7.868055506087538,8,8,0.6579999728864363,2.941546834135599,0.7411191820050207,1.5946148834235114,0.8029739739631971,1.0949089612082006,0.8480673053728451,0.7986467478730673,0.9257895043020249,0.4469650867361974,0.9999999999994746,0.0
astronaut,natural,8,early,34,visual,0.02528044017082307,0.9296147620311428,7.552270251044974,2.0196297533501824,7.535534410732757,8,8,0.50943853788101,1.783626390970395,0.7341437641371166,1.196431710268455,0.8347842493662991,0.8628322751906601,0.8787536401019826,0.6423167756553313,0.9619767265576498,0.3205344142213447,0.9999999999995475,0.0
astronaut,natural,8,early,35,visual,0.01231622686140309,0.9513715522710026,6.461603975485406,2.046768733960777,7.742841460261675,8,8,0.7270940126880794,2.834392472347615,0.7892228967638875,1.6196749744671715,0.8362014839254118,1.0727119534808103,0.8742537256292973,0.7520473126564369,0.948750482484624,0.3689504752285901,0.9999999999997061,0.0
astronaut,natural,8,early,36,visual,0.011501442789450237,0.9360863655072619,7.533068404381287,2.006070470819314,7.43404756990378,8,8,0.6502189328899928,2.2233074379065236,0.8471952772352817,1.212286852871249,0.8834075045811395,0.8709831808424434,0.9060325115948396,0.6588926601956538,0.9594948312303475,0.3565956644031763,0.9999999999996464,0.0
astronaut,natural,8,early,40,visual,0.014412355720866871,0.9511836482393944,6.383426151169583,1.9669542849992419,7.148869876619897,8,8,0.876165817761148,2.072593726007322,0.9086813737549266,1.248463319972812,0.9281282403954558,0.8835686430103751,0.9397437121249893,0.6388469189976369,0.9697149521228944,0.31638874782767523,0.9999999999996478,0.0
astronaut,natural,8,early,43,visual,0.024635975466346768,0.9570322880921273,5.6616174665090275,1.9083359697731432,6.741860799101959,8,8,0.5681761396304597,1.678091366306824,0.888073985690804,1.0313583024570554,0.9636151422884254,0.5577870405248271,0.9813875348138039,0.3469178033871864,0.9923429768408099,0.17331040761635938,0.9999999999999007,0.0
