sample,layer,position,modality,scope,surrogate,cosine,relative_l2
astronaut,4,17,visual,top7,spatial_neighbor,0.992492295393887,0.12263184909276818
astronaut,4,17,visual,top7,random_same_expert,0.992492295393887,0.12263184909276818
astronaut,4,21,visual,top4,same_expert_mean,0.9067890935533022,0.4216146731809356
astronaut,4,21,visual,top4,spatial_neighbor,0.7602491544985197,0.7048251208407026
astronaut,4,21,visual,top4,random_same_expert,0.8707629065068958,0.511285544479759
astronaut,4,21,visual,top6,same_expert_mean,0.9644609766514318,0.2642526374688051
astronaut,4,21,visual,top6,spatial_neighbor,0.8933115165604792,0.46277210090647
astronaut,4,21,visual,top6,random_same_expert,0.9999999999992737,0.0
astronaut,4,21,visual,top7,same_expert_mean,0.9869848631759193,0.16085695517580925
astronaut,4,21,visual,top7,spatial_neighbor,0.9478915758912143,0.3217139103516185
astronaut,4,21,visual,top7,random_same_expert,0.9999999999992737,0.0
astronaut,4,23,visual,top4,same_expert_mean,0.9165391827906365,0.3999829970405272
astronaut,4,23,visual,top4,spatial_neighbor,0.8758755374753898,0.5072844669156218
astronaut,4,23,visual,top4,random_same_expert,0.7937244529627274,0.6578266046757165
astronaut,4,23,visual,top6,same_expert_mean,0.9593389537091926,0.28225788593289
astronaut,4,23,visual,top6,spatial_neighbor,0.9385043816288309,0.35517022495762074
astronaut,4,23,visual,top6,random_same_expert,0.8636995958893269,0.5238584782836698
astronaut,4,23,visual,top7,same_expert_mean,0.9850577070898721,0.17226052452357912
astronaut,4,23,visual,top7,spatial_neighbor,0.9870040791079548,0.16183191623427384
astronaut,4,23,visual,top7,random_same_expert,0.9870040791079548,0.16183191623427384
astronaut,4,28,visual,top4,same_expert_mean,0.8993095073722444,0.4373989799405719
astronaut,4,28,visual,top4,spatial_neighbor,0.8213734570402695,0.5892460635765835
astronaut,4,28,visual,top4,random_same_expert,0.7708006429087954,0.6643674183565198
astronaut,4,28,visual,top6,same_expert_mean,0.9691488203916723,0.24660422036126706
astronaut,4,28,visual,top6,spatial_neighbor,0.9306209181720485,0.36761436832052663
astronaut,4,28,visual,top6,random_same_expert,0.9041257404545531,0.43513730119542876
astronaut,4,28,visual,top7,same_expert_mean,0.9932115437040171,0.11661964232445766
astronaut,4,28,visual,top7,spatial_neighbor,0.9763439908338907,0.21627792804959425
astronaut,4,28,visual,top7,random_same_expert,0.9999999999991376,0.0
astronaut,4,30,visual,top4,same_expert_mean,0.8729685937374037,0.4888278677266428
astronaut,4,30,visual,top4,spatial_neighbor,0.6782070368243938,0.831196067979104
astronaut,4,30,visual,top4,random_same_expert,0.7071659898318757,0.7981146078308057
astronaut,4,30,visual,top6,same_expert_mean,0.9364262735177542,0.3509065548075151
astronaut,4,30,visual,top6,spatial_neighbor,0.83697002553174,0.5810251982754189
astronaut,4,30,visual,top6,random_same_expert,0.8273475773391744,0.5970458731891682
astronaut,4,30,visual,top7,same_expert_mean,0.9808972382832136,0.19480659650249937
astronaut,4,30,visual,top7,spatial_neighbor,0.9618624876477042,0.27722542165159886
astronaut,4,30,visual,top7,random_same_expert,0.959576724261393,0.283215048639827
astronaut,4,36,visual,top4,same_expert_mean,0.8882043088257624,0.45955477358735586
astronaut,4,36,visual,top4,spatial_neighbor,0.8362097398984418,0.5634380207508223
astronaut,4,36,visual,top4,random_same_expert,0.7904728665182237,0.6425680089900973
astronaut,4,36,visual,top6,same_expert_mean,0.94380586031186,0.3305121650003481
astronaut,4,36,visual,top6,spatial_neighbor,0.9053817252870846,0.4315832560590459
astronaut,4,36,visual,top6,random_same_expert,0.8389357571821361,0.5625386851885743
astronaut,4,36,visual,top7,same_expert_mean,0.9733314738175729,0.22956242731367107
astronaut,4,36,visual,top7,spatial_neighbor,0.937911555547356,0.3511159845054067
astronaut,4,36,visual,top7,random_same_expert,0.937911555547356,0.3511159845054067
astronaut,4,37,visual,top4,same_expert_mean,0.8849865035855984,0.4665070456194284
astronaut,4,37,visual,top4,spatial_neighbor,0.7518360540852481,0.722091976761621
astronaut,4,37,visual,top4,random_same_expert,0.6858791726886896,0.8417074122450879
astronaut,4,37,visual,top6,same_expert_mean,0.9691031981007199,0.2466601133456693
astronaut,4,37,visual,top6,spatial_neighbor,0.9324724764142105,0.3709374137392572
astronaut,4,37,visual,top6,random_same_expert,0.9675666286258108,0.25562809795508884
astronaut,4,37,visual,top7,same_expert_mean,0.98778435644677,0.1558371334808652
astronaut,4,37,visual,top7,spatial_neighbor,0.9675666286258108,0.25562809795508884
astronaut,4,37,visual,top7,random_same_expert,0.9675666286258108,0.25562809795508884
astronaut,4,40,visual,top4,same_expert_mean,0.8701968701190115,0.4930264877825212
astronaut,4,40,visual,top4,spatial_neighbor,0.7364076164371912,0.7380502746655107
astronaut,4,40,visual,top4,random_same_expert,0.6997310830877077,0.7678151868178532
astronaut,4,40,visual,top6,same_expert_mean,0.9363221378436971,0.35115707122310585
astronaut,4,40,visual,top6,spatial_neighbor,0.8659130554775791,0.5234677331042729
astronaut,4,40,visual,top6,random_same_expert,0.8845228975942853,0.4787919116377568
astronaut,4,40,visual,top7,same_expert_mean,0.9816560773573048,0.19080268425837327
astronaut,4,40,visual,top7,spatial_neighbor,0.9420151614638264,0.3463877151941929
astronaut,4,40,visual,top7,random_same_expert,0.9605128743133571,0.28337059871341064
astronaut,4,44,visual,top4,same_expert_mean,0.9181728686041772,0.3964627563381357
astronaut,4,44,visual,top4,spatial_neighbor,0.8590454205534094,0.5203164183516398
astronaut,4,44,visual,top4,random_same_expert,0.8218932374838746,0.5918614983614741
astronaut,4,44,visual,top6,same_expert_mean,0.9726841550204471,0.23294579476194105
astronaut,4,44,visual,top6,spatial_neighbor,0.9475259653834756,0.32005713792272994
astronaut,4,44,visual,top6,random_same_expert,0.9273863340310093,0.3751040023369273
astronaut,4,44,visual,top7,same_expert_mean,0.9765534984054003,0.2155753908010377
astronaut,4,44,visual,top7,spatial_neighbor,0.9650479171258983,0.26236447889519404
astronaut,4,44,visual,top7,random_same_expert,0.9628818770816175,0.27017026588019927
astronaut,4,48,visual,top4,same_expert_mean,0.9304533303657122,0.3668182592827312
astronaut,4,48,visual,top4,spatial_neighbor,0.8189553054993421,0.6112871120784898
astronaut,4,48,visual,top4,random_same_expert,0.8389437188585888,0.565069398162631
astronaut,4,48,visual,top6,same_expert_mean,0.9676154303758461,0.25264583801009954
astronaut,4,48,visual,top6,spatial_neighbor,0.9134755272715548,0.41918255343068134
astronaut,4,48,visual,top6,random_same_expert,0.9529920621430651,0.30743997884687596
astronaut,4,48,visual,top7,same_expert_mean,0.9853080025559561,0.17082579520542754
astronaut,4,48,visual,top7,spatial_neighbor,0.9583473766755268,0.28923760652794744
astronaut,4,48,visual,top7,random_same_expert,0.9674623068569322,0.2541019819642192
astronaut,4,50,visual,top4,same_expert_mean,0.8894539804699043,0.45704898092121826
astronaut,4,50,visual,top4,spatial_neighbor,0.8056291895722126,0.6293132080986025
astronaut,4,50,visual,top4,random_same_expert,0.7948904803208765,0.6426379520736448
astronaut,4,50,visual,top6,same_expert_mean,0.9477476670717632,0.3192802379898613
astronaut,4,50,visual,top6,spatial_neighbor,0.882789219321389,0.48599316005866416
astronaut,4,50,visual,top6,random_same_expert,0.8995441517646146,0.448005625874402
astronaut,4,50,visual,top7,same_expert_mean,0.9793357660981652,0.20264942227099544
astronaut,4,50,visual,top7,spatial_neighbor,0.9560413697313417,0.2982639705247235
astronaut,4,50,visual,top7,random_same_expert,0.9660379597444977,0.2622056261887855
astronaut,4,53,visual,top4,same_expert_mean,0.8808826392034256,0.47333743995441374
astronaut,4,53,visual,top4,spatial_neighbor,0.7509644990958404,0.7098054528390598
astronaut,4,53,visual,top4,random_same_expert,0.7679051769120501,0.6803167310097953
astronaut,4,53,visual,top6,same_expert_mean,0.9476533299471742,0.3193012013104908
astronaut,4,53,visual,top6,spatial_neighbor,0.8937737503764296,0.46399494579875356
astronaut,4,53,visual,top6,random_same_expert,0.8969419528793837,0.45198192495545314
astronaut,4,53,visual,top7,same_expert_mean,0.9668537350059343,0.25537484937491833
astronaut,4,53,visual,top7,spatial_neighbor,0.9397944642760918,0.3471458005272095
astronaut,4,53,visual,top7,random_same_expert,0.9331790613437373,0.3652350865123931
astronaut,4,54,visual,top4,same_expert_mean,0.9424881991117854,0.3343019783519214
astronaut,4,54,visual,top4,spatial_neighbor,0.867441853954929,0.5213180789883266
astronaut,4,54,visual,top4,random_same_expert,0.87802949273324,0.4944321234260846
astronaut,4,54,visual,top6,same_expert_mean,0.984853199897182,0.173394983069111
astronaut,4,54,visual,top6,spatial_neighbor,0.9656168087896604,0.26138996607641807
astronaut,4,54,visual,top6,random_same_expert,0.9638367114522586,0.2684124407435699
astronaut,4,54,visual,top7,same_expert_mean,0.984853199897182,0.173394983069111
astronaut,4,54,visual,top7,spatial_neighbor,0.9656168087896604,0.26138996607641807
astronaut,4,54,visual,top7,random_same_expert,0.9638367114522586,0.2684124407435699
astronaut,4,55,visual,top4,same_expert_mean,0.9639207579784215,0.2661986786273039
astronaut,4,55,visual,top4,spatial_neighbor,0.9157260859276218,0.4089610826257805
astronaut,4,55,visual,top4,random_same_expert,0.9152689860738904,0.41075908448476484
astronaut,4,55,visual,top6,same_expert_mean,0.9817767001147956,0.19003880999864656
astronaut,4,55,visual,top6,spatial_neighbor,0.9617502576930107,0.276053704574665
astronaut,4,55,visual,top6,random_same_expert,0.9705504026615889,0.24200467826714145
astronaut,4,55,visual,top7,same_expert_mean,0.9913434734242188,0.13129576996376324
astronaut,4,55,visual,top7,spatial_neighbor,0.9835026598583928,0.1813347778907248
astronaut,4,55,visual,top7,random_same_expert,0.9842308406451933,0.17717528376807318
astronaut,4,56,visual,top4,same_expert_mean,0.8650770159576497,0.5020096401559014
astronaut,4,56,visual,top4,spatial_neighbor,0.727877358170364,0.7284517747731792
astronaut,4,56,visual,top4,random_same_expert,0.7453867671078045,0.7114503791950263
astronaut,4,56,visual,top6,same_expert_mean,0.917846301956462,0.3976435087381464
astronaut,4,56,visual,top6,spatial_neighbor,0.8442456696200265,0.5570458540107242
astronaut,4,56,visual,top6,random_same_expert,0.8657604420651347,0.5178453263473741
astronaut,4,56,visual,top7,same_expert_mean,0.9568779623104214,0.29102054780306386
astronaut,4,56,visual,top7,spatial_neighbor,0.9228836505948153,0.39151245419826297
astronaut,4,56,visual,top7,random_same_expert,0.9245407188404831,0.38927044492040924
astronaut,4,62,visual,top4,same_expert_mean,0.9229661835292676,0.3862961874752514
astronaut,4,62,visual,top4,spatial_neighbor,0.7902164527786082,0.6366685432647234
astronaut,4,62,visual,top4,random_same_expert,0.7910725297319107,0.6306256737121001
astronaut,4,62,visual,top6,same_expert_mean,0.961771801331101,0.27412702725620386
astronaut,4,62,visual,top6,spatial_neighbor,0.9092349622032148,0.4235444458856953
astronaut,4,62,visual,top6,random_same_expert,0.9398801043614328,0.34383292681140487
astronaut,4,62,visual,top7,same_expert_mean,0.9821317998938949,0.18846162103943007
astronaut,4,62,visual,top7,spatial_neighbor,0.9523832259936508,0.3081316868856367
astronaut,4,62,visual,top7,random_same_expert,0.9999999999992055,0.0
astronaut,4,63,visual,top4,same_expert_mean,0.8983115161577758,0.4397937534234343
astronaut,4,63,visual,top4,spatial_neighbor,0.7727735246595637,0.6701286525243696
astronaut,4,63,visual,top4,random_same_expert,0.7941130299261501,0.6511409411975776
astronaut,4,63,visual,top6,same_expert_mean,0.9463407699827677,0.32357074116594847
astronaut,4,63,visual,top6,spatial_neighbor,0.8994666985753124,0.4472279340967925
astronaut,4,63,visual,top6,random_same_expert,0.8528121136506064,0.5518336006526875
astronaut,4,63,visual,top7,same_expert_mean,0.9693947398099901,0.2455155432224583
astronaut,4,63,visual,top7,spatial_neighbor,0.9235802073660454,0.3905361865930923
astronaut,4,63,visual,top7,random_same_expert,0.933411761031023,0.367841714658512
astronaut,4,65,visual,top4,same_expert_mean,0.8831198173492137,0.46914836537593013
astronaut,4,65,visual,top4,spatial_neighbor,0.7889705653870648,0.6520142745639108
astronaut,4,65,visual,top4,random_same_expert,0.8111151946473034,0.6153009534153964
astronaut,4,65,visual,top6,same_expert_mean,0.9495157096159595,0.31375258015358176
astronaut,4,65,visual,top6,spatial_neighbor,0.9218557607891076,0.395406965094464
astronaut,4,65,visual,top6,random_same_expert,0.8797087829520587,0.4883945061720221
astronaut,4,65,visual,top7,same_expert_mean,0.9809053713718607,0.1945893253183132
astronaut,4,65,visual,top7,spatial_neighbor,0.9536200803064276,0.3046893812520725
astronaut,4,65,visual,top7,random_same_expert,0.9461181015794519,0.3265299463180342
astronaut,4,68,visual,top4,same_expert_mean,0.9656232988715006,0.26220095641001756
astronaut,4,68,visual,top4,spatial_neighbor,0.9221210782222085,0.3874980758463062
astronaut,4,68,visual,top4,random_same_expert,0.9374471201832784,0.34812770203678856
astronaut,4,68,visual,top6,same_expert_mean,0.9927528594831881,0.12141009631162218
astronaut,4,68,visual,top6,spatial_neighbor,0.9822810285184244,0.18789203380307393
astronaut,4,68,visual,top6,random_same_expert,0.9831276687749336,0.18313459346627864
astronaut,4,68,visual,top7,same_expert_mean,0.9966545665411226,0.08230560588296511
astronaut,4,68,visual,top7,spatial_neighbor,0.9920727491303103,0.1258968536059426
astronaut,4,68,visual,top7,random_same_expert,0.999999999999761,0.0
astronaut,4,69,visual,top4,same_expert_mean,0.9191489942649875,0.39405185321181896
astronaut,4,69,visual,top4,spatial_neighbor,0.8179448923022966,0.6076105928159155
astronaut,4,69,visual,top4,random_same_expert,0.882992509103501,0.48210596731786903
astronaut,4,69,visual,top6,same_expert_mean,0.9612706688533846,0.27564948900997405
astronaut,4,69,visual,top6,spatial_neighbor,0.8863724970942125,0.4736788179087562
astronaut,4,69,visual,top6,random_same_expert,0.887380833731323,0.47107162222100707
astronaut,4,69,visual,top7,same_expert_mean,0.9712049635527753,0.23828092726609112
astronaut,4,69,visual,top7,spatial_neighbor,0.9276022330831537,0.37804365145315605
astronaut,4,69,visual,top7,random_same_expert,0.9999999999992438,0.0
astronaut,4,70,visual,top4,same_expert_mean,0.8815533735550486,0.47210968593146024
astronaut,4,70,visual,top4,spatial_neighbor,0.7462794376456289,0.7123976949699713
astronaut,4,70,visual,top4,random_same_expert,0.7206970690870234,0.7403289441020146
astronaut,4,70,visual,top6,same_expert_mean,0.9482708635507244,0.31747488493928644
astronaut,4,70,visual,top6,spatial_neighbor,0.8537412065673351,0.5406417195032498
astronaut,4,70,visual,top6,random_same_expert,0.8998242121541252,0.44694150590774395
astronaut,4,70,visual,top7,same_expert_mean,0.9806723534722895,0.1956784576306009
astronaut,4,70,visual,top7,spatial_neighbor,0.9244092002920447,0.3923823813737984
astronaut,4,70,visual,top7,random_same_expert,0.9668315960494864,0.26039500975433505
astronaut,4,74,visual,top4,same_expert_mean,0.9307861760606324,0.36556792765297214
astronaut,4,74,visual,top4,spatial_neighbor,0.7852457545934427,0.6769978676855859
astronaut,4,74,visual,top4,random_same_expert,0.8731389098681455,0.503826855315107
astronaut,4,74,visual,top6,same_expert_mean,0.9779027758596499,0.20928457462876063
astronaut,4,74,visual,top6,spatial_neighbor,0.9551141611248826,0.29975715971226846
astronaut,4,74,visual,top6,random_same_expert,0.9668269284764366,0.2557264911677377
astronaut,4,74,visual,top7,same_expert_mean,0.9999999999991174,0.0
astronaut,4,74,visual,top7,spatial_neighbor,0.9999999999991174,0.0
astronaut,4,74,visual,top7,random_same_expert,0.9999999999991174,0.0
astronaut,4,77,visual,top4,same_expert_mean,0.8499163460644991,0.5271646021741868
astronaut,4,77,visual,top4,spatial_neighbor,0.6687107402843011,0.8193178482571756
astronaut,4,77,visual,top4,random_same_expert,0.6304330578989946,0.8571185417000472
astronaut,4,77,visual,top6,same_expert_mean,0.922877622560229,0.3856547401480392
astronaut,4,77,visual,top6,spatial_neighbor,0.8294880848754626,0.5811456990463809
astronaut,4,77,visual,top6,random_same_expert,0.9190222615537518,0.40120458922780206
astronaut,4,77,visual,top7,same_expert_mean,0.9587843107052723,0.2845269198991572
astronaut,4,77,visual,top7,spatial_neighbor,0.9181851101066685,0.4024271148075973
astronaut,4,77,visual,top7,random_same_expert,0.915316469314168,0.40690311653181127
astronaut,4,81,visual,top4,same_expert_mean,0.9127071085689131,0.40878840106484937
astronaut,4,81,visual,top4,spatial_neighbor,0.8500739129549044,0.5363903654038359
astronaut,4,81,visual,top4,random_same_expert,0.9103021498594859,0.41963539428555846
astronaut,4,81,visual,top6,same_expert_mean,0.9721881787996399,0.23426086253808437
astronaut,4,81,visual,top6,spatial_neighbor,0.9649355866476546,0.26383397133033537
astronaut,4,81,visual,top6,random_same_expert,0.9409426317529997,0.34206955728948124
astronaut,4,81,visual,top7,same_expert_mean,0.9908123776706865,0.1352597532255856
astronaut,4,81,visual,top7,spatial_neighbor,0.9871451692325233,0.16007936276201581
astronaut,4,81,visual,top7,random_same_expert,0.9871451692325233,0.16007936276201581
astronaut,4,89,visual,top4,same_expert_mean,0.8798099926598945,0.47596975350822796
astronaut,4,89,visual,top4,spatial_neighbor,0.6978136410492374,0.7986934564410226
astronaut,4,89,visual,top4,random_same_expert,0.7458638386748079,0.7212947621607324
astronaut,4,89,visual,top6,same_expert_mean,0.930470847587848,0.3665728747556546
astronaut,4,89,visual,top6,spatial_neighbor,0.8376154633724503,0.5819988151390625
astronaut,4,89,visual,top6,random_same_expert,0.8365664187798302,0.5737371168603169
astronaut,4,89,visual,top7,same_expert_mean,0.9709188101487503,0.23972631014184975
astronaut,4,89,visual,top7,spatial_neighbor,0.9148197049130606,0.4151134086671943
astronaut,4,89,visual,top7,random_same_expert,0.9281989876126979,0.384306825444667
astronaut,4,91,visual,top4,same_expert_mean,0.9091749837202309,0.41658744935057085
astronaut,4,91,visual,top4,spatial_neighbor,0.812744109362716,0.6307533021862834
astronaut,4,91,visual,top4,random_same_expert,0.7779161642951297,0.6602138309790782
astronaut,4,91,visual,top6,same_expert_mean,0.9680650861288669,0.2507343460530771
astronaut,4,91,visual,top6,spatial_neighbor,0.9210219808561458,0.40138282690091776
astronaut,4,91,visual,top6,random_same_expert,0.9590375523696558,0.2888737641637464
astronaut,4,91,visual,top7,same_expert_mean,0.9831133429067849,0.18310060345452178
astronaut,4,91,visual,top7,spatial_neighbor,0.9611207651940306,0.27921031387551243
astronaut,4,91,visual,top7,random_same_expert,0.9638988175972167,0.26764761654256275
astronaut,4,92,visual,top4,same_expert_mean,0.9514175240757323,0.30943272802470084
astronaut,4,92,visual,top4,spatial_neighbor,0.9250918193171876,0.3812355953685285
astronaut,4,92,visual,top4,random_same_expert,0.9154916064893178,0.40735218039625176
astronaut,4,92,visual,top6,same_expert_mean,0.9731462995300488,0.23027084261380015
astronaut,4,92,visual,top6,spatial_neighbor,0.9667516666048256,0.25684624655315336
astronaut,4,92,visual,top6,random_same_expert,0.9641369804314924,0.2664051201753026
astronaut,4,92,visual,top7,same_expert_mean,0.986972944946044,0.16096478480848384
astronaut,4,92,visual,top7,spatial_neighbor,0.9912110056542311,0.13253743919843614
astronaut,4,92,visual,top7,random_same_expert,0.9602122593465597,0.2850068110927353
astronaut,4,95,visual,top4,same_expert_mean,0.837390770156516,0.5466104483593753
astronaut,4,95,visual,top4,spatial_neighbor,0.696716435928613,0.7794889316158149
astronaut,4,95,visual,top4,random_same_expert,0.6764566597000758,0.8260653243861203
astronaut,4,95,visual,top6,same_expert_mean,0.9341805233251136,0.35758711836218326
astronaut,4,95,visual,top6,spatial_neighbor,0.8644244299408933,0.5165464847459216
astronaut,4,95,visual,top6,random_same_expert,0.8411324214559147,0.5616719243025113
astronaut,4,95,visual,top7,same_expert_mean,0.9572253544039394,0.2907297659879336
astronaut,4,95,visual,top7,spatial_neighbor,0.9353470163031228,0.3557486804941063
astronaut,4,95,visual,top7,random_same_expert,0.8622542694346884,0.5262371228796535
astronaut,4,102,visual,top4,same_expert_mean,0.9280354246702918,0.37251052426213577
astronaut,4,102,visual,top4,spatial_neighbor,0.8678154516339145,0.5105184922489432
astronaut,4,102,visual,top4,random_same_expert,0.8674100836350416,0.5126250093086585
astronaut,4,102,visual,top6,same_expert_mean,0.9815754899809018,0.19114018544458217
astronaut,4,102,visual,top6,spatial_neighbor,0.9557905297981594,0.2970189642469613
astronaut,4,102,visual,top6,random_same_expert,0.9557905297981594,0.2970189642469613
astronaut,4,102,visual,top7,same_expert_mean,0.9999999999991434,0.0
astronaut,4,102,visual,top7,spatial_neighbor,0.9999999999991434,0.0
astronaut,4,102,visual,top7,random_same_expert,0.9999999999991434,0.0
astronaut,4,108,visual,top4,same_expert_mean,0.9223280632285145,0.38641062018874334
astronaut,4,108,visual,top4,spatial_neighbor,0.8454592288145836,0.5569318921711967
astronaut,4,108,visual,top4,random_same_expert,0.8593607574391658,0.5286856244058742
astronaut,4,108,visual,top6,same_expert_mean,0.9591595985629594,0.2829781037304905
astronaut,4,108,visual,top6,spatial_neighbor,0.9068500573708784,0.42869891998720394
astronaut,4,108,visual,top6,random_same_expert,0.9222249090166684,0.39591702650859856
astronaut,4,108,visual,top7,same_expert_mean,0.9673519005871531,0.2534371968400211
astronaut,4,108,visual,top7,spatial_neighbor,0.9439545587952732,0.3343034302343684
astronaut,4,108,visual,top7,random_same_expert,0.9451085453492903,0.330802181562292
astronaut,4,109,visual,top4,same_expert_mean,0.9521923911750734,0.30593320491294884
astronaut,4,109,visual,top4,spatial_neighbor,0.9058878087275046,0.4295867536558014
astronaut,4,109,visual,top4,random_same_expert,0.9166969770852049,0.4050117597560533
astronaut,4,109,visual,top6,same_expert_mean,0.970061989427916,0.2429016479622784
astronaut,4,109,visual,top6,spatial_neighbor,0.9357717091957565,0.35714543312132574
astronaut,4,109,visual,top6,random_same_expert,0.9357717091957565,0.35714543312132574
astronaut,4,109,visual,top7,same_expert_mean,0.9871564796640863,0.15976130577568612
astronaut,4,109,visual,top7,spatial_neighbor,0.9668331618246468,0.2579310505187589
astronaut,4,109,visual,top7,random_same_expert,0.9668331618246468,0.2579310505187589
astronaut,4,114,visual,top4,same_expert_mean,0.9260975080744999,0.37743397160016423
astronaut,4,114,visual,top4,spatial_neighbor,0.8272603591476331,0.5852834639983696
astronaut,4,114,visual,top4,random_same_expert,0.893201665200802,0.4644977649858775
astronaut,4,114,visual,top6,same_expert_mean,0.9728470682778873,0.23161136428712606
astronaut,4,114,visual,top6,spatial_neighbor,0.9078921684048413,0.4313969559349958
astronaut,4,114,visual,top6,random_same_expert,0.9579272211328455,0.29080046241546603
astronaut,4,114,visual,top7,same_expert_mean,0.9863484510844224,0.16485417375539613
astronaut,4,114,visual,top7,spatial_neighbor,0.9599642249158841,0.2848624332505499
astronaut,4,114,visual,top7,random_same_expert,0.9999999999986083,0.0
astronaut,4,125,visual,top4,same_expert_mean,0.8670373112181889,0.4982925166718549
astronaut,4,125,visual,top4,spatial_neighbor,0.7536346068953251,0.6841828173002864
astronaut,4,125,visual,top4,random_same_expert,0.7117788277725824,0.749645376413113
astronaut,4,125,visual,top6,same_expert_mean,0.9497548983753873,0.3132666899623707
astronaut,4,125,visual,top6,spatial_neighbor,0.8827993729034526,0.47786015624449335
astronaut,4,125,visual,top6,random_same_expert,0.950174859467565,0.3136385686913354
astronaut,4,125,visual,top7,same_expert_mean,0.9766135553024253,0.21506684029529088
astronaut,4,125,visual,top7,spatial_neighbor,0.9426370911211444,0.3367182221845742
astronaut,4,125,visual,top7,random_same_expert,0.9426370911211444,0.3367182221845742
astronaut,4,130,visual,top4,same_expert_mean,0.9002041078052582,0.4356191053942243
