sample_id,category,layer,position,modality,router_entropy,router_effective_k,active_expert_count,token_fanout,method,variant,selected_k,router_mass,cosine,relative_l2,quality_pass
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,mass90,plain,7,0.9047484585921637,0.9644765520342857,0.26431182333912506,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,mass90,renormalized,7,0.9047484585921637,0.9644765520343855,0.27970367849077377,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,mass95,plain,8,1.0,0.999999999998961,0.0,True
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,mass95,renormalized,8,1.0,0.999999999998961,0.0,True
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,mass99,plain,8,1.0,0.999999999998961,0.0,True
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,mass99,renormalized,8,1.0,0.999999999998961,0.0,True
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,top1,plain,1,0.1626133133733259,0.554463794492206,0.8329607566284577,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,top1,renormalized,1,0.1626133133733259,0.5544637944929773,2.7656785724570647,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,top2,plain,2,0.2892566815265278,0.6661962389038131,0.7469605822398052,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,top2,renormalized,2,0.2892566815265278,0.6661962389044672,1.6676401268913263,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,top4,plain,4,0.5386470097886256,0.7886952376638369,0.6155945546970966,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,top4,renormalized,4,0.5386470097886256,0.7886952376642513,0.8709374594172212,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,top6,plain,6,0.7729275297846478,0.9199063521220997,0.3927398828524343,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,top6,renormalized,6,0.7729275297846478,0.9199063521223001,0.46087044830252266,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,top7,plain,7,0.8882376178662371,0.9671549294458263,0.25473597096168105,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,top7,renormalized,7,0.8882376178662371,0.9671549294459241,0.27421999868445474,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,mass70,plain,6,0.7729275297846478,0.9199063521220997,0.3927398828524343,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,mass70,renormalized,6,0.7729275297846478,0.9199063521223001,0.46087044830252266,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,mass80,plain,7,0.8882376178662371,0.9671549294458263,0.25473597096168105,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,mass80,renormalized,7,0.8882376178662371,0.9671549294459241,0.27421999868445474,False
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,mass90,plain,8,1.0,0.9999999999991376,0.0,True
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,mass90,renormalized,8,1.0,0.9999999999991376,0.0,True
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,mass95,plain,8,1.0,0.9999999999991376,0.0,True
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,mass95,renormalized,8,1.0,0.9999999999991376,0.0,True
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,mass99,plain,8,1.0,0.9999999999991376,0.0,True
astronaut,natural,4,28,visual,2.07258939743042,7.945370225300338,8,4,mass99,renormalized,8,1.0,0.9999999999991376,0.0,True
astronaut,natural,4,30,visual,2.0736546516418457,7.953838574065469,8,4,top1,plain,1,0.14933259340129515,0.4070433927330738,0.9135252311444997,False
astronaut,natural,4,30,visual,2.0736546516418457,7.953838574065469,8,4,top1,renormalized,1,0.14933259340129515,0.40704339273444223,2.4015375553014673,False
astronaut,natural,4,30,visual,2.0736546516418457,7.953838574065469,8,4,top2,plain,2,0.28530146821434893,0.6016683216056462,0.7990346738813235,False
astronaut,natural,4,30,visual,2.0736546516418457,7.953838574065469,8,4,top2,renormalized,2,0.28530146821434893,0.6016683216067957,1.6396540567611226,False
astronaut,natural,4,30,visual,2.0736546516418457,7.953838574065469,8,4,top4,plain,4,0.5490012899338814,0.7815575703717448,0.6239072459342541,False
astronaut,natural,4,30,visual,2.0736546516418457,7.953838574065469,8,4,top4,renormalized,4,0.5490012899338814,0.7815575703724357,0.9078464811096806,False
astronaut,natural,4,30,visual,2.0736546516418457,7.953838574065469,8,4,top6,plain,6,0.7780237860076491,0.895270058962221,0.4456302452647006,False
astronaut,natural,4,30,visual,2.0736546516418457,7.953838574065469,8,4,top6,renormalized,6,0.7780237860076491,0.8952700589625616,0.5198886236693402,False
astronaut,natural,4,30,visual,2.0736546516418457,7.953838574065469,8,4,top7,plain,7,0.8907459410802739,0.953352588194759,0.3018627766817335,False
astronaut,natural,4,30,visual,2.0736546516418457,7.953838574065469,8,4,top7,renormalized,7,0.8907459410802739,0.9533525881949287,0.3231059698789968,False
